tuple_id,act_dep_time,act_arr_time
92,3:36 p.m.,3:33 p.m.
93,7:21 a.m.,10:36 a.m.
94,6:30 p.m.,7:25 p.m.
95,6:55 p.m.,8:53 p.m.
96,12:11 p.m.,3:16 p.m.
97,7:15 p.m.,12:21 a.m.
98,2:10 p.m.,7:58 p.m.
99,9:14 a.m.,12:09 p.m.
100,6:56 a.m.,7:51 a.m.
101,7:30 a.m.,9:31 a.m.
102,5:08 p.m.,7:55 p.m.
103,7:39 a.m.,11:06 a.m.
104,4:28 p.m.,6:38 p.m.
105,4:15 p.m.,7:36 p.m.
106,8:23 p.m.,9:53 p.m.
107,10:20 a.m.,6:34 p.m.
108,7:05 a.m.,10:47 a.m.
109,11:01 a.m.,3:04 p.m.
110,1:31 p.m.,4:23 p.m.
111,12:41 p.m.,2:50 p.m.
112,1:48 p.m.,4:17 p.m.
113,11:55 p.m.,5:50 a.m.
114,4:25 p.m.,12:29 a.m.
115,9:00 p.m.,12:15 a.m.
116,8:25 p.m.,11:50 p.m.
117,7:22 a.m.,10:04 a.m.
118,8:51 a.m.,11:44 a.m.
119,8:26 a.m.,9:13 a.m.
120,1:30 p.m.,3:50 p.m.
121,3:01 p.m.,4:59 p.m.
122,7:27 a.m.,8:45 a.m.
123,11:08 p.m.,5:11 a.m.
124,5:30 p.m.,6:40 p.m.
125,1:32 p.m.,8:02 a.m.
126,11:15 a.m.,2:00 p.m.
127,8:39 p.m.,9:20 p.m.
128,2:55 p.m.,4:44 p.m.
129,2:48 p.m.,7:10 p.m.
130,9:16 a.m.,11:56 a.m.
131,2:44 p.m.,3:43 p.m.
132,3:27 p.m.,5:43 p.m.
133,7:22 a.m.,11:06 a.m.
134,12:10 p.m.,1:43 p.m.
135,8:04 a.m.,11:01 a.m.
136,8:52 a.m.,12:09 p.m.
137,1:19 p.m.,3:13 p.m.
138,8:56 a.m.,10:16 a.m.
139,3:36 p.m.,6:43 p.m.
140,8:04 a.m.,8:06 a.m.
141,4:12 p.m.,6:15 p.m.
142,11:52 a.m.,2:27 p.m.
143,3:31 p.m.,5:26 p.m.
144,11:55 a.m.,5:38 p.m.
145,10:54 a.m.,12:50 p.m.
146,6:57 a.m.,7:40 a.m.
147,3:58 p.m.,6:36 p.m.
148,6:10 a.m.,6:19 a.m.
149,7:39 a.m.,11:12 a.m.
150,7:31 a.m.,3:14 p.m.
151,7:16 a.m.,9:32 a.m.
152,7:14 p.m.,10:29 p.m.
153,6:54 a.m.,9:28 a.m.
154,8:29 a.m.,11:58 a.m.
155,8:42 a.m.,9:43 a.m.
156,7:58 p.m.,10:30 p.m.
157,12:11 p.m.,3:16 p.m.
158,3:27 p.m.,5:17 p.m.
159,11:32 a.m.,3:31 p.m.
160,10:33 a.m.,11:21 a.m.
161,11:25 p.m.,6:55 a.m.
162,5:56 a.m.,7:17 a.m.
163,12:41 a.m.,5:26 a.m.
164,4:00 p.m.,6:28 p.m.
165,7:29 a.m.,9:14 a.m.
166,10:19 a.m.,1:19 p.m.
167,10:10 a.m.,1:27 p.m.
168,8:12 a.m.,9:56 a.m.
169,7:25 a.m.,9:45 a.m.
170,4:29 p.m.,7:39 p.m.
171,10:55 a.m.,1:40 p.m.
172,2:48 p.m.,7:10 p.m.
173,8:00 a.m.,11:32 a.m.
174,2:55 p.m.,4:47 p.m.
175,12:12 p.m.,4:09 p.m.
176,11:56 a.m.,1:14 p.m.
177,6:08 a.m.,9:05 a.m.
178,11:30 a.m.,5:05 p.m.
179,6:02 a.m.,10:27 a.m.
180,8:40 a.m.,10:56 a.m.
181,10:18 a.m.,11:56 a.m.
182,2:04 p.m.,3:30 p.m.
183,7:49 a.m.,1:30 p.m.
184,12:35 p.m.,3:21 p.m.
185,12:13 p.m.,2:10 p.m.
186,2:26 p.m.,5:42 p.m.
187,3:11 a.m.,1:15 p.m.
188,5:22 p.m.,8:03 p.m.
189,8:25 p.m.,9:52 p.m.
190,11:05 a.m.,2:46 p.m.
191,1:32 p.m.,5:34 p.m.
192,3:36 p.m.,3:33 p.m.
193,7:21 a.m.,10:36 a.m.
194,6:30 p.m.,7:25 p.m.
195,6:55 p.m.,8:53 p.m.
196,7:15 p.m.,12:21 a.m.
197,2:10 p.m.,7:58 p.m.
198,9:14 a.m.,12:09 p.m.
199,6:56 a.m.,7:51 a.m.
200,7:30 a.m.,9:31 a.m.
201,5:08 p.m.,7:55 p.m.
202,4:28 p.m.,6:38 p.m.
203,4:15 p.m.,7:36 p.m.
204,8:23 p.m.,9:53 p.m.
205,10:20 a.m.,6:34 p.m.
206,7:05 a.m.,10:47 a.m.
207,11:01 a.m.,3:04 p.m.
208,1:31 p.m.,4:23 p.m.
209,12:41 p.m.,2:50 p.m.
210,1:48 p.m.,4:17 p.m.
211,11:55 p.m.,5:50 a.m.
212,4:25 p.m.,12:29 a.m.
213,9:00 p.m.,12:15 a.m.
214,8:25 p.m.,11:50 p.m.
215,7:22 a.m.,10:04 a.m.
216,8:51 a.m.,11:44 a.m.
217,8:26 a.m.,9:13 a.m.
218,1:30 p.m.,3:50 p.m.
219,3:01 p.m.,4:59 p.m.
220,7:27 a.m.,8:45 a.m.
221,11:08 p.m.,5:11 a.m.
222,5:30 p.m.,6:40 p.m.
223,1:32 p.m.,8:02 a.m.
224,11:15 a.m.,2:00 p.m.
225,8:39 p.m.,9:20 p.m.
226,2:55 p.m.,4:44 p.m.
227,2:48 p.m.,7:10 p.m.
228,9:16 a.m.,11:56 a.m.
229,2:44 p.m.,3:43 p.m.
230,3:27 p.m.,5:43 p.m.
231,7:22 a.m.,11:06 a.m.
232,12:10 p.m.,1:43 p.m.
233,8:04 a.m.,11:01 a.m.
234,8:52 a.m.,12:09 p.m.
235,1:19 p.m.,3:13 p.m.
236,8:56 a.m.,10:16 a.m.
237,3:36 p.m.,6:43 p.m.
238,8:04 a.m.,8:06 a.m.
239,11:40 a.m.,4:56 p.m.
240,4:12 p.m.,6:15 p.m.
241,11:52 a.m.,2:27 p.m.
242,7:39 a.m.,11:06 a.m.
243,3:31 p.m.,5:26 p.m.
244,11:55 a.m.,5:38 p.m.
245,10:54 a.m.,12:50 p.m.
246,6:57 a.m.,7:40 a.m.
247,3:58 p.m.,6:36 p.m.
248,6:10 a.m.,6:19 a.m.
249,7:39 a.m.,11:12 a.m.
250,7:31 a.m.,3:14 p.m.
251,7:16 a.m.,9:32 a.m.
252,6:54 a.m.,9:28 a.m.
253,8:29 a.m.,11:58 a.m.
254,8:42 a.m.,9:43 a.m.
255,7:58 p.m.,10:30 p.m.
256,6:30 p.m.,7:25 p.m.
257,3:27 p.m.,5:17 p.m.
258,11:32 a.m.,3:31 p.m.
259,11:40 a.m.,4:56 p.m.
260,10:33 a.m.,11:21 a.m.
261,11:25 p.m.,6:55 a.m.
262,5:56 a.m.,7:17 a.m.
263,12:41 p.m.,2:50 p.m.
264,4:00 p.m.,6:28 p.m.
265,10:19 a.m.,1:19 p.m.
266,7:25 a.m.,9:45 a.m.
267,8:12 a.m.,9:56 a.m.
268,4:29 p.m.,7:39 p.m.
269,2:48 p.m.,7:10 p.m.
270,12:12 p.m.,4:09 p.m.
271,6:08 a.m.,9:05 a.m.
272,11:30 a.m.,5:05 p.m.
273,6:02 a.m.,10:27 a.m.
274,8:40 a.m.,10:56 a.m.
275,10:55 a.m.,1:40 p.m.
276,10:18 a.m.,11:56 a.m.
277,8:04 a.m.,8:06 a.m.
278,2:04 p.m.,3:30 p.m.
279,12:41 a.m.,5:26 a.m.
280,10:10 a.m.,1:27 p.m.
281,12:13 p.m.,2:10 p.m.
282,3:11 a.m.,1:15 p.m.
283,7:39 a.m.,11:06 a.m.
284,11:52 a.m.,2:27 p.m.
285,11:05 a.m.,2:46 p.m.
286,7:21 a.m.,10:36 a.m.
287,8:00 a.m.,11:32 a.m.
288,6:55 p.m.,8:53 p.m.
289,12:11 p.m.,3:16 p.m.
290,7:15 p.m.,12:21 a.m.
291,2:10 p.m.,7:58 p.m.
292,9:14 a.m.,12:09 p.m.
293,6:56 a.m.,7:51 a.m.
294,7:30 a.m.,9:31 a.m.
295,4:28 p.m.,6:38 p.m.
296,4:15 p.m.,7:36 p.m.
297,8:23 p.m.,9:53 p.m.
298,10:20 a.m.,6:34 p.m.
299,7:05 a.m.,10:47 a.m.
300,11:01 a.m.,3:04 p.m.
301,1:31 p.m.,4:23 p.m.
302,11:55 p.m.,5:50 a.m.
303,4:25 p.m.,12:29 a.m.
304,9:00 p.m.,12:15 a.m.
305,8:25 p.m.,11:50 p.m.
306,7:22 a.m.,10:04 a.m.
307,8:51 a.m.,11:44 a.m.
308,2:26 p.m.,5:42 p.m.
309,8:26 a.m.,9:13 a.m.
310,1:30 p.m.,3:50 p.m.
311,3:01 p.m.,4:59 p.m.
312,7:27 a.m.,8:45 a.m.
313,1:32 p.m.,8:02 a.m.
314,11:15 a.m.,2:00 p.m.
315,8:39 p.m.,9:20 p.m.
316,2:55 p.m.,4:44 p.m.
317,2:48 p.m.,7:10 p.m.
318,2:44 p.m.,3:43 p.m.
319,3:27 p.m.,5:43 p.m.
320,7:22 a.m.,11:06 a.m.
321,2:55 p.m.,4:47 p.m.
322,12:10 p.m.,1:43 p.m.
323,8:04 a.m.,11:01 a.m.
324,8:52 a.m.,12:09 p.m.
325,1:19 p.m.,3:13 p.m.
326,7:49 a.m.,1:30 p.m.
327,8:56 a.m.,10:16 a.m.
328,3:36 p.m.,6:43 p.m.
329,4:12 p.m.,6:15 p.m.
330,3:31 p.m.,5:26 p.m.
331,11:55 a.m.,5:38 p.m.
332,10:54 a.m.,12:50 p.m.
333,6:57 a.m.,7:40 a.m.
334,3:58 p.m.,6:36 p.m.
335,6:10 a.m.,6:19 a.m.
336,7:39 a.m.,11:12 a.m.
337,7:31 a.m.,3:14 p.m.
338,7:16 a.m.,9:32 a.m.
339,7:14 p.m.,10:29 p.m.
340,6:54 a.m.,9:28 a.m.
341,8:29 a.m.,11:58 a.m.
342,8:42 a.m.,9:43 a.m.
343,7:58 p.m.,10:30 p.m.
344,3:27 p.m.,5:17 p.m.
345,11:32 a.m.,3:31 p.m.
346,11:40 a.m.,4:56 p.m.
347,10:33 a.m.,11:21 a.m.
348,11:25 p.m.,6:55 a.m.
349,5:56 a.m.,7:17 a.m.
350,12:41 a.m.,5:26 a.m.
351,4:00 p.m.,6:28 p.m.
352,7:29 a.m.,9:14 a.m.
353,10:19 a.m.,1:19 p.m.
354,10:10 a.m.,1:27 p.m.
355,8:12 a.m.,9:56 a.m.
356,7:25 a.m.,9:45 a.m.
357,4:29 p.m.,7:39 p.m.
358,10:55 a.m.,1:40 p.m.
359,2:48 p.m.,7:10 p.m.
360,8:00 a.m.,11:32 a.m.
361,2:55 p.m.,4:47 p.m.
362,12:12 p.m.,4:09 p.m.
363,11:56 a.m.,1:14 p.m.
364,6:08 a.m.,9:05 a.m.
365,11:30 a.m.,5:05 p.m.
366,6:02 a.m.,10:27 a.m.
367,8:40 a.m.,10:56 a.m.
368,10:18 a.m.,11:56 a.m.
369,2:04 p.m.,3:30 p.m.
370,7:49 a.m.,1:30 p.m.
371,12:35 p.m.,3:21 p.m.
372,12:13 p.m.,2:10 p.m.
373,2:26 p.m.,5:42 p.m.
374,3:11 a.m.,1:15 p.m.
375,5:22 p.m.,8:03 p.m.
376,8:25 p.m.,9:52 p.m.
377,11:05 a.m.,2:46 p.m.
378,1:32 p.m.,5:34 p.m.
379,3:36 p.m.,3:33 p.m.
380,7:21 a.m.,10:36 a.m.
381,6:30 p.m.,7:25 p.m.
382,6:55 p.m.,8:53 p.m.
383,12:11 p.m.,3:16 p.m.
384,7:15 p.m.,12:21 a.m.
385,2:10 p.m.,7:58 p.m.
386,9:14 a.m.,12:09 p.m.
387,6:56 a.m.,7:51 a.m.
388,7:30 a.m.,9:31 a.m.
389,5:08 p.m.,7:55 p.m.
390,7:39 a.m.,11:06 a.m.
391,4:28 p.m.,6:38 p.m.
392,4:15 p.m.,7:36 p.m.
393,8:23 p.m.,9:53 p.m.
394,10:20 a.m.,6:34 p.m.
395,7:05 a.m.,10:47 a.m.
396,11:01 a.m.,3:04 p.m.
397,1:31 p.m.,4:23 p.m.
398,12:41 p.m.,2:50 p.m.
399,1:48 p.m.,4:17 p.m.
400,11:55 p.m.,5:50 a.m.
401,4:25 p.m.,12:29 a.m.
402,9:00 p.m.,12:15 a.m.
403,8:25 p.m.,11:50 p.m.
404,7:22 a.m.,10:04 a.m.
405,8:51 a.m.,11:44 a.m.
406,8:26 a.m.,9:13 a.m.
407,1:30 p.m.,3:50 p.m.
408,3:01 p.m.,4:59 p.m.
409,7:27 a.m.,8:45 a.m.
410,11:08 p.m.,5:11 a.m.
411,5:30 p.m.,6:40 p.m.
412,1:32 p.m.,8:02 a.m.
413,11:15 a.m.,2:00 p.m.
414,8:39 p.m.,9:20 p.m.
415,2:55 p.m.,4:44 p.m.
416,2:48 p.m.,7:10 p.m.
417,9:16 a.m.,11:56 a.m.
418,2:44 p.m.,3:43 p.m.
419,3:27 p.m.,5:43 p.m.
420,7:22 a.m.,11:06 a.m.
421,12:10 p.m.,1:43 p.m.
422,8:04 a.m.,11:01 a.m.
423,8:52 a.m.,12:09 p.m.
424,1:19 p.m.,3:13 p.m.
425,8:56 a.m.,10:16 a.m.
426,3:36 p.m.,6:43 p.m.
427,8:04 a.m.,8:06 a.m.
428,4:12 p.m.,6:15 p.m.
429,11:52 a.m.,2:27 p.m.
430,3:31 p.m.,5:26 p.m.
431,11:55 a.m.,5:38 p.m.
432,10:54 a.m.,12:50 p.m.
433,6:57 a.m.,7:40 a.m.
434,3:58 p.m.,6:36 p.m.
435,6:10 a.m.,6:19 a.m.
436,7:39 a.m.,11:12 a.m.
437,7:31 a.m.,3:14 p.m.
438,7:16 a.m.,9:32 a.m.
439,7:14 p.m.,10:29 p.m.
440,6:54 a.m.,9:28 a.m.
441,8:29 a.m.,11:58 a.m.
442,8:42 a.m.,9:43 a.m.
443,7:58 p.m.,10:30 p.m.
444,12:11 p.m.,3:16 p.m.
445,3:27 p.m.,5:17 p.m.
446,11:32 a.m.,3:31 p.m.
447,10:33 a.m.,11:21 a.m.
448,11:25 p.m.,6:55 a.m.
449,5:56 a.m.,7:17 a.m.
450,12:41 a.m.,5:26 a.m.
451,4:00 p.m.,6:28 p.m.
452,7:29 a.m.,9:14 a.m.
453,10:19 a.m.,1:19 p.m.
454,10:10 a.m.,1:27 p.m.
455,8:12 a.m.,9:56 a.m.
456,7:25 a.m.,9:45 a.m.
457,4:29 p.m.,7:39 p.m.
458,10:55 a.m.,1:40 p.m.
459,2:48 p.m.,7:10 p.m.
460,8:00 a.m.,11:32 a.m.
461,2:55 p.m.,4:47 p.m.
462,12:12 p.m.,4:09 p.m.
463,11:56 a.m.,1:14 p.m.
464,6:08 a.m.,9:05 a.m.
465,11:30 a.m.,5:05 p.m.
466,6:02 a.m.,10:27 a.m.
467,8:40 a.m.,10:56 a.m.
468,10:18 a.m.,11:56 a.m.
469,2:04 p.m.,3:30 p.m.
470,7:49 a.m.,1:30 p.m.
471,12:35 p.m.,3:21 p.m.
472,12:13 p.m.,2:10 p.m.
473,2:26 p.m.,5:42 p.m.
474,3:11 a.m.,1:15 p.m.
475,5:22 p.m.,8:03 p.m.
476,8:25 p.m.,9:52 p.m.
477,11:05 a.m.,2:46 p.m.
478,1:32 p.m.,5:34 p.m.
479,3:36 p.m.,3:33 p.m.
480,7:21 a.m.,10:36 a.m.
481,6:30 p.m.,7:25 p.m.
482,6:55 p.m.,8:53 p.m.
483,7:15 p.m.,12:21 a.m.
484,2:10 p.m.,7:58 p.m.
485,9:14 a.m.,12:09 p.m.
486,6:56 a.m.,7:51 a.m.
487,7:30 a.m.,9:31 a.m.
488,5:08 p.m.,7:55 p.m.
489,4:28 p.m.,6:38 p.m.
490,4:15 p.m.,7:36 p.m.
491,8:23 p.m.,9:53 p.m.
492,10:20 a.m.,6:34 p.m.
493,7:05 a.m.,10:47 a.m.
494,11:01 a.m.,3:04 p.m.
495,1:31 p.m.,4:23 p.m.
496,12:41 p.m.,2:50 p.m.
497,1:48 p.m.,4:17 p.m.
498,11:55 p.m.,5:50 a.m.
499,4:25 p.m.,12:29 a.m.
500,9:00 p.m.,12:15 a.m.
501,8:25 p.m.,11:50 p.m.
502,7:22 a.m.,10:04 a.m.
503,8:51 a.m.,11:44 a.m.
504,8:26 a.m.,9:13 a.m.
505,1:30 p.m.,3:50 p.m.
506,3:01 p.m.,4:59 p.m.
507,7:27 a.m.,8:45 a.m.
508,11:08 p.m.,5:11 a.m.
509,5:30 p.m.,6:40 p.m.
510,1:32 p.m.,8:02 a.m.
511,11:15 a.m.,2:00 p.m.
512,8:39 p.m.,9:20 p.m.
513,2:55 p.m.,4:44 p.m.
514,2:48 p.m.,7:10 p.m.
515,9:16 a.m.,11:56 a.m.
516,2:44 p.m.,3:43 p.m.
517,3:27 p.m.,5:43 p.m.
518,7:22 a.m.,11:06 a.m.
519,12:10 p.m.,1:43 p.m.
520,8:04 a.m.,11:01 a.m.
521,8:52 a.m.,12:09 p.m.
522,1:19 p.m.,3:13 p.m.
523,8:56 a.m.,10:16 a.m.
524,3:36 p.m.,6:43 p.m.
525,8:04 a.m.,8:06 a.m.
526,11:40 a.m.,4:56 p.m.
527,4:12 p.m.,6:15 p.m.
528,11:52 a.m.,2:27 p.m.
529,7:39 a.m.,11:06 a.m.
530,3:31 p.m.,5:26 p.m.
531,11:55 a.m.,5:38 p.m.
532,10:54 a.m.,12:50 p.m.
533,6:57 a.m.,7:40 a.m.
534,3:58 p.m.,6:36 p.m.
535,6:10 a.m.,6:19 a.m.
536,7:39 a.m.,11:12 a.m.
537,7:31 a.m.,3:14 p.m.
538,7:16 a.m.,9:32 a.m.
539,7:14 p.m.,10:29 p.m.
540,6:54 a.m.,9:28 a.m.
541,8:29 a.m.,11:58 a.m.
542,8:42 a.m.,9:43 a.m.
543,7:58 p.m.,10:30 p.m.
544,12:13 p.m.,2:10 p.m.
545,6:30 p.m.,7:25 p.m.
546,3:27 p.m.,5:17 p.m.
547,11:32 a.m.,3:31 p.m.
548,11:25 p.m.,6:55 a.m.
549,5:56 a.m.,7:17 a.m.
550,12:41 a.m.,5:26 a.m.
551,4:00 p.m.,6:28 p.m.
552,7:29 a.m.,9:14 a.m.
553,10:19 a.m.,1:19 p.m.
554,7:25 a.m.,9:45 a.m.
555,8:12 a.m.,9:56 a.m.
556,4:29 p.m.,7:39 p.m.
557,10:10 a.m.,1:27 p.m.
558,2:48 p.m.,7:10 p.m.
559,5:22 p.m.,8:03 p.m.
560,12:12 p.m.,4:09 p.m.
561,11:56 a.m.,1:14 p.m.
562,6:08 a.m.,9:05 a.m.
563,11:30 a.m.,5:05 p.m.
564,6:02 a.m.,10:27 a.m.
565,8:40 a.m.,10:56 a.m.
566,8:04 a.m.,11:01 a.m.
567,10:18 a.m.,11:56 a.m.
568,8:04 a.m.,8:06 a.m.
569,2:04 p.m.,3:30 p.m.
570,6:57 a.m.,7:40 a.m.
571,12:41 p.m.,2:50 p.m.
572,12:35 p.m.,3:21 p.m.
573,3:11 a.m.,1:15 p.m.
574,8:25 p.m.,9:52 p.m.
575,11:52 a.m.,2:27 p.m.
576,11:05 a.m.,2:46 p.m.
577,1:32 p.m.,5:34 p.m.
578,3:36 p.m.,3:33 p.m.
579,7:21 a.m.,10:36 a.m.
580,8:00 a.m.,11:32 a.m.
581,6:55 p.m.,8:53 p.m.
582,12:11 p.m.,3:16 p.m.
583,7:15 p.m.,12:21 a.m.
584,2:10 p.m.,7:58 p.m.
585,9:14 a.m.,12:09 p.m.
586,6:56 a.m.,7:51 a.m.
587,7:30 a.m.,9:31 a.m.
588,5:08 p.m.,7:55 p.m.
589,7:39 a.m.,11:06 a.m.
590,4:28 p.m.,6:38 p.m.
591,4:15 p.m.,7:36 p.m.
592,8:23 p.m.,9:53 p.m.
593,10:20 a.m.,6:34 p.m.
594,7:05 a.m.,10:47 a.m.
595,11:01 a.m.,3:04 p.m.
596,1:31 p.m.,4:23 p.m.
597,1:48 p.m.,4:17 p.m.
598,11:55 p.m.,5:50 a.m.
599,4:25 p.m.,12:29 a.m.
600,9:00 p.m.,12:15 a.m.
601,8:25 p.m.,11:50 p.m.
602,2:55 p.m.,4:47 p.m.
603,7:22 a.m.,10:04 a.m.
604,8:51 a.m.,11:44 a.m.
605,2:26 p.m.,5:42 p.m.
606,8:26 a.m.,9:13 a.m.
607,3:01 p.m.,4:59 p.m.
608,11:08 p.m.,5:11 a.m.
609,5:30 p.m.,6:40 p.m.
610,11:15 a.m.,2:00 p.m.
611,8:39 p.m.,9:20 p.m.
612,2:55 p.m.,4:44 p.m.
613,2:48 p.m.,7:10 p.m.
614,2:44 p.m.,3:43 p.m.
615,3:27 p.m.,5:43 p.m.
616,7:22 a.m.,11:06 a.m.
617,12:10 p.m.,1:43 p.m.
618,1:19 p.m.,3:13 p.m.
619,7:49 a.m.,1:30 p.m.
620,8:56 a.m.,10:16 a.m.
621,3:36 p.m.,6:43 p.m.
622,4:12 p.m.,6:15 p.m.
623,7:31 a.m.,3:14 p.m.
624,3:31 p.m.,5:26 p.m.
625,11:55 a.m.,5:38 p.m.
626,10:54 a.m.,12:50 p.m.
627,3:58 p.m.,6:36 p.m.
628,6:10 a.m.,6:19 a.m.
629,7:39 a.m.,11:12 a.m.
630,7:16 a.m.,9:32 a.m.
631,7:14 p.m.,10:29 p.m.
632,6:54 a.m.,9:28 a.m.
633,8:29 a.m.,11:58 a.m.
634,8:42 a.m.,9:43 a.m.
635,7:58 p.m.,10:30 p.m.
636,12:11 p.m.,3:16 p.m.
637,3:27 p.m.,5:17 p.m.
638,11:32 a.m.,3:31 p.m.
639,10:33 a.m.,11:21 a.m.
640,11:25 p.m.,6:55 a.m.
641,5:56 a.m.,7:17 a.m.
642,12:41 a.m.,5:26 a.m.
643,4:00 p.m.,6:28 p.m.
644,7:29 a.m.,9:14 a.m.
645,10:19 a.m.,1:19 p.m.
646,10:10 a.m.,1:27 p.m.
647,8:12 a.m.,9:56 a.m.
648,7:25 a.m.,9:45 a.m.
649,4:29 p.m.,7:39 p.m.
650,10:55 a.m.,1:40 p.m.
651,2:48 p.m.,7:10 p.m.
652,8:00 a.m.,11:32 a.m.
653,2:55 p.m.,4:47 p.m.
654,12:12 p.m.,4:09 p.m.
655,11:56 a.m.,1:14 p.m.
656,6:08 a.m.,9:05 a.m.
657,11:30 a.m.,5:05 p.m.
658,6:02 a.m.,10:27 a.m.
659,8:40 a.m.,10:56 a.m.
660,10:18 a.m.,11:56 a.m.
661,2:04 p.m.,3:30 p.m.
662,7:49 a.m.,1:30 p.m.
663,12:35 p.m.,3:21 p.m.
664,12:13 p.m.,2:10 p.m.
665,2:26 p.m.,5:42 p.m.
666,3:11 a.m.,1:15 p.m.
667,5:22 p.m.,8:03 p.m.
668,8:25 p.m.,9:52 p.m.
669,11:05 a.m.,2:46 p.m.
670,1:32 p.m.,5:34 p.m.
671,3:36 p.m.,3:33 p.m.
672,7:21 a.m.,10:36 a.m.
673,6:30 p.m.,7:25 p.m.
674,6:55 p.m.,8:53 p.m.
675,7:15 p.m.,12:21 a.m.
676,2:10 p.m.,7:58 p.m.
677,9:14 a.m.,12:09 p.m.
678,6:56 a.m.,7:51 a.m.
679,7:30 a.m.,9:31 a.m.
680,5:08 p.m.,7:55 p.m.
681,4:28 p.m.,6:38 p.m.
682,4:15 p.m.,7:36 p.m.
683,8:23 p.m.,9:53 p.m.
684,10:20 a.m.,6:34 p.m.
685,7:05 a.m.,10:47 a.m.
686,11:01 a.m.,3:04 p.m.
687,1:31 p.m.,4:23 p.m.
688,12:41 p.m.,2:50 p.m.
689,1:48 p.m.,4:17 p.m.
690,11:55 p.m.,5:50 a.m.
691,4:25 p.m.,12:29 a.m.
692,9:00 p.m.,12:15 a.m.
693,8:25 p.m.,11:50 p.m.
694,7:22 a.m.,10:04 a.m.
695,8:51 a.m.,11:44 a.m.
696,8:26 a.m.,9:13 a.m.
697,1:30 p.m.,3:50 p.m.
698,3:01 p.m.,4:59 p.m.
