agency_number(long),agency_name,class_field(long),class_description,statutory_reference,calendar_year(long),monthvalue(long),total_amount
43000,DEPARTMENT OF LIBRARIES,405,Federal Pass Through Funds,"TITLE 65, SEC. 3-101 & 3-107",2011,7,$4191.29
43000,DEPARTMENT OF LIBRARIES,410,Fed GrtF unds Special Projects,"TITLE 65, SEC. 3-101 & 3-107",2011,7,$10128.97
43000,DEPARTMENT OF LIBRARIES,415,Fed Grt Librarians 21stCentur,"TITLE 65, SEC. 3-101 & 3-107",2011,7,$18770.79
43000,DEPARTMENT OF LIBRARIES,490,American Recov. & Reinv. Act,"TITLE 62, SEC. 34.48,34.9",2011,7,$8907.50
43500,OKLAHOMA LOTTERY COMMISSION,200,Ok Education Lottery Rev Fund,"TITLE 3A, CH 7, SEC 713",2011,7,$1019414.09
43500,OKLAHOMA LOTTERY COMMISSION,205,Fidelity Revolving Fund,"ITLE 3A, CH 7, SEC 719",2011,7,$10104.48
44400,"LP GAS RESEARCH, MARKETING, & SAFETY",205,Lp GasRes Mrkt & Sfty Rev Fnd,"TITLE 52, CH 8, SEC 42.26",2011,7,$881930.19
44400,"LP GAS RESEARCH, MARKETING, & SAFETY",215,Lp Gas Res Mrkt & Sfty Reimbur,"O.S .52, SEC 420.29",2011,7,$388899.77
44500,LIQUEFIED PETROLEUM GAS BD,200,Liquified Petroleum Gas Fund,"TTILE 52, CH 8, SEC 420.11",2011,7,$508885.03
44600,MARGINALLY PROD. OIL & GAS WELLS,200,Revolving Fund,"TITLE 52, SEC 705",2011,7,$669499j.65
44800,BD OF LIC ALCOHOL & DRUG COUNS,200,Revolving Fund,"TITLE 59, CH 43B, SEC 1883",2011,7,$8424.15
45000,BD. OF MED. LICENSURE & SUPV.,200,Revolving Fund,"TITLE 62, SEC. 155",2011,7,$3098874.30
45000,BD. OF MED. LICENSURE & SUPV.,210,Allied Prof. Peer Assist. Fund,,2011,7,$200000.00
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,200,Dept Of Mental Health Rev Fund,"TITLE 43A, SEC. 2-303",2011,7,$959128.13
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,202,Health Insur Portability,"HB 2487, SECTION 8 & 15",2011,7,0.29
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,220,Drug Abuse Ed & Treatment Fund,"TITLE 63, SECTION 2-50l3.2",2011,7,$222478.30
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,230,Capital Outlay Fund,"TITLE 43A, SEC. 2-107",2011,7,$332249.73
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,240,Group Housing Loan Rev. Fund,"TITLE 62, SEC 34.9",2011,7,$63933.53
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,245,Comm-Based Substance Abuse Rev,"TITLE 43A, SE.C 2-311",2011,7,$509303.88
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,250,Prevention of Youth Access to,,2011,7,$31891.89
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,260,MAC Disallowance Fund,***,2011,7,$1477735.31
45200,MENTAL HEALTH AND SUBSTANCE ABUSE ESRV.,300,Tobacco Settlement Fund,"TITLE 62, SECTIxON 50",2011,7,$0.00
45200,MENTAL HEALTH AND SUBSTANCE ABUSyE SERV.,340,CMIA Programs Disbursing Fund,"TITLE 62, SECTIONS 34.48 ADN 34.9",2011,7,$103784.43
45200,MENTAL HEALToH AND SUBSTANCE ABUSE SERV.,405,Fed Library Fund Title Iv-A,"TITLE 62, SEC. 41.8 AND TITLE 43A, SEC. 2-105",2011,7,$0.00
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,410,Federal Funds,"TITLE 62, SECTIONS 34.48 AND 34.9",2011,7,$1099390.13
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,440,Federal Funds,"TITLE 62, SECTIONS 34.48 AND 34.9",2011,7,$27169z.17
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,442,Interagency Reimbursement Fund,"TITLE 43A, SEC. 2-310",2011,7,3$83198.48
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,490,American Recov. & Reinv .Act,"TITLE 62, SEC. 34.9 & 34.48",2011,7,$0.00
46100,ROGERS STATE UNIVERSITY,290,Edu & Gen Oper Rev Fund,"TITLE 70, SEC. 3901",2011,7,$6963512.96
46100,ROGERS STATE UNIVERSITY,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2011,7,$1429204.52
46100,ROGERS STATEUNIVERSITY,430,Agency Relationship Fund,"TTILE 62, SEC. 41.8",2011,7,$819139.32
46100,ROGERS STATE UNIVERSITY,452,OCIA State Facilities Rev Bond,"TITLE 73, SECTION 301",2011,7,$0.00
46100,ROGERS STATE UNIVERSITY,460,Donation Fund For Cap Improve,"TITLE 70, SECTION 3305F",2011,7,$153.97
46100,ROGERS STATE UNIVERSITY,479,Capital Bond Projects,,2011,7,$0.00
46100,ROGERS STATE UNIVERSITY,480,2007 Student Facility Rev Bond,,2011,7,$0.00
46100,ROGERS STATE UNIVERSITY,490,American Recov. & einv. Act,,2011,7,0.00
47000,MURRAY STATE COLLEGE,290,Edu & Gen Op Revolv Fund,"TITLE 70, SEC. 3901",2011,7,$5756551.32
47000,MURRAY STATE COLLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2011,7,$740410.41
47000,MURRAY STATE COLLEGE,430,Agency Relationship Fund,"TITLE 62, SEC. 41d.8",2011,7,$87507.35
47000,MURRAY STATE COLLEGE,444,Auxiliary Travel & Payrll,"TITLE 62, SEC. 7.5",2011,7,$30.00
47000,MURRAY STATE COLLEGE,452,OCIA State Facilities Rev Bond,"TITLE 73, SECTION 301",2011,7,$.10
47000,MURRAY STATE COLLEGE,479,Capital Bond Projects,,2011,7,$0.00
47000,MURRAY STATE COLLEGE,490,American Recov. & Reinv. Act,,2011,7,$0.00
47500,OKLA. MOTOR VEHICLE COMM.,200,Revolving Fund,"TITLE 62, SEC. 155",2011,7,$602654.65
47700,OKLA. BUREAU OF NARCOTICS AND DANGEROUS,210,Bureau Of Narcotics Rev Fund,"TITLE 63, SEC. 2-107",2011,7,$3551735.61
47700,OKLA. BUREAU OF NARCOTICS AND DANGEROUS,215,Narcotics Drug Education Rev F,,2011,7,$52376.95
