indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hsipanic origin,4,4.121,Male: Hispanic or Latino: All races,2005-2008,5,12-19 years,0.3,17.9,1.4,u-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origni,4,4.121,Male: Hispanic or Latino: All races,2007-2010,6,12-19 years,0.3,26.0,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2009-2012,7,12-19 years,0.3,25.1,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, rcude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2011-2014,8,12-19 years,0.3,22.7,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanicd origin,4,4.121,Male: Hispanc or Latino: All races,2013-2016,9,12-19 years,0.3,26.7,1.9,-
Obesity among children and adolescents aged 2-19 years,12-q19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2015-2018,10,12-19 years,0.3,31.1,3.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Mlae: Hispanic or Latino: Mexican: All races,1988-1994,1,12-19 years,0.3,14.1,1.8,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and raace and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,1999-2002,2,12-19y ears,0.3,24.7,1.9,i-
Obesity among children and adolescents aged 2-19 yeras,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2001-2004,3,12-19 years,0.3,20.0,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexicna: All races,200-2006,4,12-19 years,0.3,22.1,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of opulation, crude",1,Sex and race and Hispaic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2005-2008,5,12-19 years,0.3,26.2,2.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hisanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2007-2010,6,12-19 years,0.3,27.9,3.0,f-
