agency_number(long),agency_name,class_field(long),class_description,statutory_reference,calendar_year(long),monthvalue(long),total_amount
1100.0,OKLAHOMA TAX COMMISSION,200,Ok Tax Comm Revolving Fund,"TITLE 62, SEC 221",2012,3,$6872299.36
1000.0,OKLAHOMA TAX COMMISSION,205,Mass Appraisal Impl. Rev. Fund,"TITLE 62, SECTION 34.9",2012,3,$0.00
1000.0,OKLAHOMA TAX COMMISSION,210,OTC & OSF Joint Computer Enhan,OS 68-265,2012,3,$31695817.51
2500.0,OKLAHOMA TAX COMMISSION,215,Okla.Tax Comm.Reimbursement Fd,"TITLE 68, SECTION 113, OKLAHOMA STATUTES",2012,3,$1859803.87
1000.0,OKLAHOMA TAX COMMISSION,220,License Plate Special Program,,2012,3,$820.00
1000.0,OKLAHOMA TAX COMMISSION,230,Used Tire Recycling Indemn Fnd,"TITLE 68, SEC. 27A 2-11-404",2012,3,$129954.83
1000.0,OKLAHOMA TAX COMMISSION,250,Ok Film Enhancement Rebate Pgm,"TITLE 68, SECTION 3625",2012,3,$425462.37
1000.0,OKLAHOMA TAX COMMISSION,285,Ad Valorem Reimburemdnt Fund,"TITLE 62, SEC. 193",2012,3,$3715851.78
10500.0,TEACHERS RETIREMENT SYSTEM,200,Revolving Fund,"TITLE 62, SEC. 158",2012,3,$3988399.02
1000.0,TEACHERS RETIREMENT SYSTEM,340,Teachers Retirement System Ded,TITLE 62 SECTION 34.93,2012,3,$12665201.50
1100.0,STATE TREASURER,200,St Treasurer's Revolv Fund,"TITLE 62, SEC. 89.5",2012,3,$717207.77
1600.0,STATE TREASURER,210,State Land Reimbursement Fund,"TITLE 62, SEC. 194",2012,3,$0.00
1300.0,STATE TREASURER,215,Sec Lend & Cust Fee Revol Fund,"TITLE 62, SECTION 90",2012,3,$258979.77
700.0,STATE TREASURER,220,Oklahoma Taxpayer Relief Revol,"TITLE 68, SECTION 2355.2",2012,3,$25000.00
1000.0,STATE TREASURER,260,Unclaimed Property Fund,"TITLE 60, SECTION 668",2012,3,$4963286.40
1000.0,STATE TREASURER,265,Unclaimed Prop Clearinghse Fnd,"TITLE 60, SECTION 668.1",2012,3,$0.00
1000.0,STATE TREASURER,270,Statewide Circuit Eng Dist Rev,,2012,3,$0.00
1000.0,STATE TREASURER,275,Seed for OK Kids,,2012,3,$238647.46
3000.0,STATE TREASURER,315,EDGE Fund,,2012,3,$138.31
1000.0,STATE TREASURER,820,OCIA 1998 Lease Rev Sinking Fd,"TITLE 73, SEC. 177.1",2012,3,$0.00
1000.0,STATE TREASURER,822,OCIA 1999A Rev Bnd Sinking Fnd,"TITLE 73, SECTION 301",2012,3,$2623.07
10500.0,STATE TREASURER,824,OCIA 1999B Rev Bnd Sinking Fd,"TITLE 73, SECTION 301",2012,3,$159921.79
1000.0,STATE TREASURER,826,OCIA 1999C Rev Bnd Sinking Fnd,"TITLE 73, SECTION 301",2012,3,$48.17
1000.0,STATE TREASURER,828,OCIA Fac Rev Bnd Snk Fnd 1999D,"TITLE 73, SECTION 151, 168,178,182 & 301",2012,3,$125.02
74000.0,STATE TREASURER,829,OCIA Fac Rev Bnd Snk Fnd 2003C,"TITLE 73, SECTION 153-A",2012,3,$841961.52
1000.0,STATE TREASURER,830,OCIA Fac Rev Bnd Snk Fnd 2003D,"TITLE 73, SECTION 153-A",2012,3,$129112.75
74000.0,SsTATE TREASURER,831,OCIA Fac Rev Bnd Snk Fnd 2003E,"TITLE 73, SECTION 153-A",2012,3,$997324.48
1000.0,STATE TREASURER,832,OCIA Fac Rev Bnd Snk Fnd 2004A,"TITLE 73, SECTION 151 ECT",2012,3,$4092399.73
4100.0,STATE TREASURER,833,OCIA Fac Rev Bnd Snk Fnd 2005A,"TITLE 73, SECTION 163",2012,3,$392443.78
1000.0,STATE TREASURER,834,OCIA Fac Rev Bnd Snk Fnd 2005C,"TITLE 173, SECTION 161",2012,3,$1455774.18
74000.0,STATE TREAgSURER,835,OCIA Fac Rev Bnd Snk Fnd 2005D,"TITLE 173, SECTION 161",2012,3,$1215641.92
1000.0,STATE TREASURER,837,OCIA 2006 REVENUE BOND SINKING,"TITLE 73, SECTION 161",2012,3,$1102444.14
1300.0,STATE TREASURER,838,OCIA 2005F REVENUE BOND SINKIN,"TITLE 73, SECTION 161",2012,3,$13818241.37
1000.0,STATE TREASURER,839,OCIA 2005G Revenue Bond Sinkin,TITLE 73 SECTION 161,2012,3,$286.10
1000.0,STATE TREASURER,842,2006D VRDO Revenue Bond Sinkin,TITLE 73 SECTION 161,2012,3,$4135123.60
1300.0,STATE TREASURER,843,2006C Revenue Bond Sinking Fun,TITLE 73 SECTION 161,2012,3,$1001383.13
3000.0,STATE TREASURER,865,St Ok Inst Bldg Bonds 65 Fund,"TITLE 62, SEC. 57.63",2012,3,$29820.80
1300.0,STATE TREASURER,868,St Ok Building Bonds-68 Fund,"TITLE 62, SEC. 57.125",2012,3,$17168.73
1000.0,STATE TREASURER,872,Cap Impvmnt Auth Rev Bonds 86,"TITLE 73, SEC. 153",2012,3,$0.00
1000.0,STATE TREASURER,875,Cap Impvmnt Auth Lease Revenue,"TITLE 73, SEC. 153",2012,3,$56491.22
700.0,STATE TREASURER,876,Cap Impvmnt Auth Bldg Bonds,"TITLE 73, SEC. 168 D",2012,3,$201.56
1300.0,STATE TREASURER,878,Cap Impvmnt Bldg Bnds Sink Fun,"TITLE 73, SEC. 153",2012,3,$210.26
1000.0,STATE TREASURER,893,OK Bldg Refunding Bonds-2003,"TITLE 73, SECTION 155",2012,3,$12739839.50
1000.0,STATE TREASURER,894,OCIA 94A Rev Refund Sink Fund,"TITLE 62, SEC. 7.5",2012,3,$430.55
1000.0,STATE TREASURER,895,OCIA Fac Rev Bond Sinking Fd,"TITLE 73, SEC 178-182",2012,3,$0.15
1000.0,STATE TREASURER,896,OCIA Fac Rev Bond Reserve Fund,"TITLE 73, SEC 178-182",2012,3,$9804.05
9000.0,STATE TREASURER,897,OCIA St Off Bldg Bond Sinking,"TITLE 73, SEC 168.5",2012,3,$0.00
4000.0,TULSA COMMUNITY COLLEGE,290,Educ & Gen Oper Revolv Fund,"TITLE 70, SEC. 3901",2012,3,$749299.84
1000.0,TULSA COMMUNITY COLLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2012,3,$734008.23
4900.0,TULSA COMMUNITY COLLEGE,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2012,3,$258855.76
1000.0,TULSA COMMUNITY COLLEGE,470,Bldg Leasehold Fund Cap Outlay,"TITLE 70, SEC. 4413 C AND 3206 J",2012,3,$0.00
1300.0,TULSA COMMUNITY COLLEGE,475,Revenue Bonds Student Center,"TITLE 70, SEC. 4001, 4004, 4006",2012,3,$5020.94
1600.0,TULSA COMMUNITY COLLEGE,479,Capital Bond Projects,,2012,3,$0.00
1000.0,TULSA COMMUNITY COLLEGE,483,Tulsa Comm Coll District Bonds,"TITLE 62, SEC. 7.5",2012,3,$5000.00
1000.0,TULSA COMMUNITY COLLEGE,490,American Recov. & Reinv. Act,,2012,3,$0.00
1000.0,UNIFORM BUILDING CODE COMMISSION,285,OK Unif Bldg Code Comm Rev Fnd,,2012,3,$677069.74
1000.0,UNIFORM BUILDING CODE COMMISSION,490,American Recov. & Reinv. Act,,2012,3,$0.00
1600.0,USED MOTOR VEHICLE & PARTS,200,Ok Used Motor Veh & Parts Fund,"TITLE 47, SEC. 582 F",2012,3,$794789.84
76000.0,WATER RESOURCES BOARD,290,Educ & Gen Oper Revolv Fund,"TITLE 70, SEC. 3901",2012,3,$23965091.68
9000.0,UNIVERSITY OF OKLAHOMA,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2012,3,$0.00
1200.0,UNIVERSITY OF OKLAHOMA,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2012,3,$18743446.41
1100.0,UNIVERSITY OF OKLAHOMA,460,Donated Funds Capital Impvmnts,"TITLE 70, SEC. 3305",2012,3,$2237125.15
1000.0,UNIVERSITY OF OKLAHOMA,476,Reg Of OU Stud Facil Rev Bonds,"TITLE 70, SEC. 4001",2012,3,$130764185.60
1000.0,UNIVERSITY OF OKLAHOMA,479,Capital Bond Projects,,2012,3,$0.00
1200.0,UNIVERSITY OF OKLAHOMA,490,American Recov. & Reinv. Act,,2012,3,$5270291.00
9000.0,UNIVERSITY OF OKLAHOMA,495,Federal Construction Fund,"TITLE 70, SEC. 3305",2012,3,$0.00
1600.0,UNIVERSITY OF OKLAHOMA,600,Section 13-Const & Purch Bldg,"TITLE 70, SEC. 3904",2012,3,$8048889.52
1000.0,UNIVERSITY OF OKLAHOMA,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2012,3,$4335734.94
1000.0,UNIV. OF OKLA. LAW CENTER,290,Educ & Gen Oper Revolv Fund,"TITLE 70, SEC. 3901",2012,3,$1632043.47
1100.0,UNIV. OF OKLA. LAW CENTER,490,American Recov. & Reinv. Act,,2012,3,$0.00
700.0,UNIV. OF OKLA. HEALTH SCIENCES CENTER,290,Educ & Gen Oper Revolv Fund,"TITLE 70, SEC. 3901",2012,3,$80004818.20
1000.0,UNIV. OF OKLA. HEALTH SCIENCES CENTER,293,Comp Univ Capital Projects Rev,TITLE 62 SECTION 46.1,2012,3,$0.00
1000.0,UNIV. OF OKLA. HEALTH SCIENCES CENTER,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2012,3,$7304.80
1000.0,UNIV. OF OKLA. HEALTH SCIENCES CENTER,296,Comp. Cancer Ctr Debt Service,"TITLE 62, CH 1, SEC 160.1",2012,3,$7203630.68
1000.0,UNIV. OF OKLA. HEALTH SCIENCES CENTER,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2012,3,$75750344.32
1000.0,UNIV. OF OKLA. HEALTH SCIENCES CENTER,475,Bond Projects Fund,"TITLE 70, SEC. 4006",2012,3,$4282827.93
1000.0,UNIV. OF OKLA. HEALTH SCIENCES CENTER,490,American Recov. & Reinv. Act,,2012,3,$835327.75
1000.0,OUHSC PROF. PRAC. PLAN.,444,Auxiliary Travel & Payroll,"TITLE 74, SECTION 500.3",2012,3,$9407112.22
1000.0,BD. OF CHEM. TEST ALCOHOL/DRUG,200,Revolving Fund,"TITLE 47, CH 67, SEC 759",2012,3,$19926.89
3000.0,OSU-COLLEGE OF OSTEOPATHIC MED.,290,Educ & Gen Oper Revolving Fund,"TITLE 70, SEC. 3901",2012,3,$2005743.82
1000.0,OSU-COLLEGE OF OSTEOPATHIC MED.,293,Comp Univ Capital Projects Rev,TITLE 62 SECTION 46.1,2012,3,$0.00
700.0,OSU-COLLEGE OF OSTEOPATHIC MED.,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2012,3,$1472719.78
1000.0,OSU-COLLEGE OF OSTEOPATHIC MED.,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2012,3,$1933537.79
1000.0,OSU-COLLEGE OF OSTEOPATHIC MED.,450,Master Lease Purchase Fund,"TITLE 70, SECTION 3206.6",2012,3,$542510.08
