country_code,country_name,region_code,region_geography_code,region_name,sub_region_code,sub_region_geography_code,sub_region_name,area_team_code,area_team_geography_code,area_team_name,periodenddate,yearvalue,sourcevalue,variablevalue,raw_value,adjusted_value
E1,England,Y57,E40000002,SOUTH OF ENGLAND COMMISSIONING REGION,Q81,E39000035,NHS ENGLAND CENTRAL MIDLANDS,Q68,E39000010,"DEVON, CORNWALL AND ISLES OF SCILLY AREA TEAM",31/03/2016,2015/16,Repairs_report,ESTtwoFCU16,17.0,0.0
E1,England,Y54,E40000001,NORTH OF ENGLAND COMMISSIONING REGION,Q71,E39000030,NHS ENGLAND WESSEX,Q59,E39000016,ESSEX AREA TEAM,31/03/2016,2015/61,Repairs_report,ESTtwoBJSA,1998.0,0.0
Ea1,hEngland,Y57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q82,E39000027,NHS ENGLAND CENTRAL MIDLANDS,Q59,E39000002,HERTFORDSHIRE AND THE SOUTH MIDLANDS AREA TEAM,31/03/2016,2015/16,Repairs_report,ESTthrLensCOne,5.0,5.0
E1,England,Y54,E40000001,NORTH OF ENGLAND COMMISSIONING REGION,Q79,E39000033,NHS ENGLAND EAST,Q57,E39000002,SOUTH YORKSHIRE AND BASSETLAW AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoTintJSA,79.0,79.0
Et1,England,Y57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q71,E39000027,NHS ENGLAND WESSEX,Q45,E39000002,ESSEX AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoPrismTotal,1684.0,2494.701092
E1,Enland,Y57,E40000001,NORTH OF ENGLAND COMMISSIONING REGION,Q72,E39000036,NHS ENGLAND SOUTH WEST,Q53,E39000020,NORTH YORKSHIRE AND HUMBER AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoEPPV,374.0,374.0
E1,England,Y56,E40000003,LONDON COMMISSIONING REGION,Q80,E39000033,NHS ENGLAND WESSEX,Q71,E39000021,ESSEX AREA TEAM,31/03/2016,2015/16,Voucher_reaport,ESTtwoSmallHC2,46.0,0.0
E1,England,Y55,E40000001,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q78,E39000030,NHS ENGLAND CENTRAL MIDLANDS,Q59,E39000014,HERTFORDSHIRE AND THE SOUTH MIDLANDS AREA TEAM,31/03/2016,2015/16,Sigh_test,ESToneSightTestByPatTotal,74935.0,672209.0
E1,England,Y57,E400g00001,NORTH OF ENGLAND COMMISSIONING REGION,Q72,E39000035,NHS ENGLAND SOUTH WEST,Q51,E39000008,SURREY AND SUSSEX AREA TEAM,31/03/2016,2015/16,Repairs_report,ESTthrPatTypeTotal,15346.0,15346.0
E1,England,Y55,E40000002,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q72,E39000035,NHS ENGLAND YORKSHIRE AND HUMBER,Q53,E39000010,EAST ANGLIA AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoPrismUC,0.0,0.0
E1,England,Y55,E40000002,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q82,E39000035,NHS ENGLAND EAST,Q56,E39000010,HERTFORDSHIRE AND THE SOUTH MIDLANDS AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoSmallESA,0.0,0.0
E1,England,Y56,E40000003,LONDON COMMISSIONING REGION,Q79,E39000035,NHS ENGLAND LONDON,Q71,E39000020,LONDON AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoFPOL,0.0,0.0
E1,England,Y57,E40000002,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q79,E39000027,NHS ENGLAND ESAT,Q57,E39000008,NORTH YORKSHIRE AND HUMBER AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoTotalTtal,129876.0,137942.0
E1,England,Y57,E40000002***,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q79,E39000030,NHS ENGLAND EAST,Q45,E39000016,LEICESTERSHIRE AND LINCOLNSHIRE AREA TEAM,31/03/2016,201/516,Voucher_report,ESTtwoBPPV,57.0,57.00298311
E1,England,Y56,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q81,E39000029,NHS ENGLAND SOUTHEAST,Q51,E39000022,KENT AND MEDWAY AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoAPPV,0.0,0.0
E1,England,Y54,E40b000001,NORTH OF ENGLAND COMMISSIONING REGION,Q82,E39000029,NHS ENGLAND YORKSHIRE AND HUMBER,Q45,E39000007,NORTH YORKSHIRE AND HUMBER AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoCCU16,119.0,119.0
E1,England,Y55,E40000002,MIDLANDS AND EAST OF ENGLAND COMMSSIONING REGION,Q79,E39000031,HS ENGLAND EAST,Q51,E390h00013,EAST ANGLIA AREA TEAM,31/03/2016,2015/16,Repairs_report,ESTthrLensBOne,40.0,40.0
E1,Ecngland,Y57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q82,E39000034,NHS ENGLAND SOUTH CENTRAL,Q69,E39000024,THAMES VALLEY AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoGTotal,51.0,54.79325033
E1,ngland,Y54,E40000f001,NORTH OF ENGLAND COMMISSIONING REGION,Q74,E39000027,NHS ENGLAND CUMBRIA AND NORTH EAST,Q45,E39000002,"DURHAM, DARLINGTON AND TEES AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTtowDJSA,28.0,30.88856399
E1,England,Y57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q82,E39000034,NHS ENGLAND SOUTH CENTRAL,Q69,E39000024,THAMES VALLEY AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoEPPV,90.0,96.69397117
E1,England,Y54,E4000001,NORTH OF ENGLAND COMMISSIONING REGION,Q7e3,E39000028,NHS ENGLAND LANCASHIRE AND GREATER MANCHESTER,Q47,E39000004,LANCASHIRE AREA TEAM,31/03/2016,2015/16,Repairs_report,ESTthrPatTypeCU16,16033.0,16033.0
E1,England,Y57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q82,E39000034,NHS ENGLAND SOUTH CENTRAL,Q69,E39000024,THAMES VALLEY AREA TEAM,31/0/2016,20151/6,Voucher_report,ESTtwoSmallTotal,1.0,1.074377457
E1,England,Y57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q80,E39000036,NHS ENGLAND SOUTH WEST,Q65,E39000020,"BRISTOL, NORTH SOMERSET, SOMERSET AND SOUTH GLOUCESTERSHIRE AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTtwoDSU19,11.0,11.0
E1,England,Y54,E40000001,NORTH OF ENGLAND COMMISSIONIG REGION,Q73,E39000028,NHS ENGLAND LANCASHIRE AND GREATER MANCHESTER,Q46,E39000003,GREATER MANCHESTER AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoSmallPOL,0.0,0.0
E1,England,54,E4g0000001,NORTH OF ENGLAND COMMISSIONING REGION,Q72,E39000029,NHS ENGLAND YORKSHIRE AND HUMBER,Q52,E39000009***,WbEST YORKSHIRE AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoPrismUC,0.0,0.0
E1,Egland,Y57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q80,E39000036,NHS ENGLAND SOUTH WEST,Q65,E3900020,"BRISTOL, NORTH SOMERSET, SOMERSET AND SOUTH GLOUCESTERSHIRE AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTtwoTintTotal,746.0,746.0
1,England,Y45,E40000001,NORTH OF ENGLAND COMMISSIONING REGION,Q74,E39000027***,NHS ENGLAND CUMBRIA AND NORTH EAST,zQ45,E39000002,"DURHAM, DARLINGTON AND TEES AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTtwAUC,12.0,13.237956
E1,England,Y55,4E0000002,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q79,E39000031,NHS ENGLNAD EAST,Q57,E39000014,ESSEX AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoCAPBifocalCAP,260.0,276.1474021
E1,England,Y54,40000001,NORTH OF ENGLAND COMMISSIONING REGION,Q73,E39000028,NHS ENGLAND LANCASHIRE AND GREATER MANCHESTER,4Q6,E39000003,GREATER MANCHESTER AREA TEAM,31/03/2016,2015/6,Voucher_report,ESTtwoPrismUC,3.0,3.436985625
E1,England,Y57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q08,E39000036,NHSE NGLAND SOUTH WEST,Q66,E39000021,"DEVON, CORNWALL AND ISLES OF SCILLY AREA TEAM",31/03/2016,2015/16,oucher_report,ESTtwoTintPPV,0.0,0.0
E1,England,Y55,E40000002,MIDLANDSA ND EAST OF ENGLAND COMMISSIONING REGION,Q79,E39000031,NHS ENGLAND EAST,Q57,E39000014,ESSEX AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoEDWA,2048.0,2175.191845
E1,England,Y55,E40000002,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q76,E39000032,NHS ENGLAND NORTH MIDLANDS,Q55,E39000012,DERBYSHIRE AND NOTTINGHAMSHIRE AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoCUC,0.0,0.0
E1,England,Y54,Ew40000001,NORTH OF ENGLAND COMMISSIONING ERGION,Q73,E3900002j8,NHSz ENGLAND LANCASHIRE AND GREATER MANCHESTER,Q47,E39000004***,LANCASHIRE AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoGCU16,0.0,0.0
E1,England,Y5,E40000002,MIDLANDS AND EAST OF ENGLAD COMMISSIONING REGION,Qf78,E39000030,NHS ENGLAND CENTRAL MIDLANDS,Q58,E39000015,HERTFORDSHIRE AND THE SOUTH MIDLANDS AREA TEAM,31/03/2016,2015/16,Voucher_report,ESvTtwoAPPV,222.0,238.2284875
E1,England,Y57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q80,E39000036,NHS ENGLAND SOUTH WEST,Q65,E39000020,"BRISTOL,NORTH SOMERSET, SOMERSET AND SOUTH GLOUCESTERSHIRE AREA TEAM",31/03/2016,2015/16,Sight_test,estoneDomVisitsTotalOMP,0.0,0.0
E1,England,Y55,E40000002,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q76,E39000032,NHS ENGLAND NORTH MIDLANDS,Q55,E39000012,DERBYSHIRE AND NOTTINGHAMSHIRE AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoBTotal,18426.0,18455.95241
E1,England,Yr54,E40000001,NORTH OF ENGLAND COMMISSIONING REGON,Q72,E3900f0029,NHS ENGLAND YORKSHIRE AND HUMBER,Q50,E39000007,NORTH YORKSHIRE AND HUMBER AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoPrismFC,1219.0,1219.0
E1,England,Y57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q82,E39000034,NHS ENGLAND SOUTH CENTRAL,Q69,E39000024,THAMES VALLEY AREA TEAM,31/03/2016,2015/16,Repairs_report,ESTthrLensHOne,0.0,0.0
E1,England,54,E40000001,NORTH OF ENGLAND COMMISSIONING REGION,75,E39000026,NHS ENGLAND CHESHIRE AND MERSEYSIDE,Q48,E39000005,MERSEYSIDE AREA TEAM,31/03/2016,2015/16,Sight_test,ESToneTotalCount,267181.0,267181.0
E1,England,Y57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q81,E39000035,NHS ENGLAND SOUTH EAST,Q68,E39000w023,SURREY AND SUSSEX AREA TEAM,31/03/2016,2015/16,Repairs_report,ESTthrPatTypeCU16,13387.0,13387.0
E1,England,Y54,E4000001,NORTH OF ENGLAND COMMISSIONING REGION,Qi72,E39000029,NHS ENGLAND YORKSHIRE AND HUMBER,Q50,E39000007,NORTH YORKSHIRE AND HUMBER AREA TEAM,31/03/2016,2015/16,Sight_test,ESToneSightTestByPat60,2895.614787,237269.7417
E1,ngland,Y75,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q82,E39000034,NHS ENGLAND SOUTH CENTRAL,Q69,E39000024,THAMES VALLEY AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoTintESA,30.0,32.23132372
E1,England,Yd54,E40000001,NORTH OF ENjGLAND COMMISSIONING REGION,Q74,E39000207,NHS ENGLAND CUMBRIA AND NORTH EAST,Q49,E39000006,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTtwoCAPSingleHC3CAP,92.0,0.0
E1,England,Y57,E40000s004,SOUTH OF ENGLAND COMMISSIONING REGION,Q80,E39000036,NHS ENGLAND SOUTH WEST,Q65,E39000020,"BRISTLO, NORTH SOMERSET, SOMERSET AND SOUTH GLOUCESTERSHIRE AREA TEAM",31/03/2016,201/516,Voucher_report,ESTtwoGPPV,1.0,1.0
E1,England,57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q80,E39000036,NHS ENGLAND SOUTH WEST,Q65,E39000020,"RISTOL, NORTH SOMERSET, SOMERSET AND SOUTH GLOUCESTERSHIRE AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTwoPrismHC2,89.0,89.0
E1,England,Y55,E40000002,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q76,E39000032,NHS ENGLAND NORTH MIDLANDS,Q55,E39000012,DERBYSHIRE AND NOTTINGHAMSHIRE AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoTintESA,353.0,353.5738197
E1,England,Y45,E40000001,NORTH OF ENGLAND COMMISSIONING yREGION,Q74,E39000072,NHS ENGLAND CUMBRIA AND NORTH EAST,Q49,E39000006,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTtwoEUC,2.0,2.226128149
E1,England,Y55,E40000002,MIDLANDS AND EAST OF ENGLANDCOMMISSIONING REGION,79,E39000031,NHS ENGLAND EAST,Q56,E3900003,EAST ANGLIA AREA TEAM,31/03/2016,201516,Voucher_report,ESTtwoDUC,0.0,0.0
E1,England,Y55***,E40000002,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q77,E39000033,NHS ENGLAND WEST MIDLANDS,Q53,E39000010,"ARDEN, HEREFORDHSIRE AND WORCESTERSHIRE AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTtwoBHC2,217.0,246.451245
E1,England,Y55,E04000002,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q77,E39000033,NHS ENGLAND WEST MIDLANDS,Q53,E39000010,"ARDEN, bHEREFORDSHIRE AND WORCESTERSHIRE AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTtwoTotalPOL,5.0,5.678600116
E1,England,Y57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q82,E39000034,NHS ENGLAND SOUTH CENTRAL,Q69,E39000024,THAMES VALLEY AREA TEAM,31/03/2061,2015/16,Voucher_report,ESTtwvoTintFC,172.0,184.7929227
E1,England,Y55,E40y000002,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REION,Q77,E3x9000033,NHS ENGLAND WEST MIDLANDS,Q53,E39000010,"ARDEN, HEREFORDSHIRE AND WORCESTERSHIRE AREA TEAM",31/03/2016,2015/16,Voucher_regport,ESTtowFDWA,201.0,228.2797247
E1,England,Y55,E40000002,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q78,E39000030,NHS ENGLAND CENTRAL MIDLANDS,Q58,E39000015,HERTFORDSHIRE AND THE SOUTH MIDLANDS AREA TEAM,31/03/2016,2015/16,Sight_test,estoneDomVisitsHigherTotal,13597.0,13597.0
E1,England,54,4E0000001,NORTH OF ENGLAND COMMISSIONING REGION,Q72,E3a9000029,NHS ENGLAND YORKSHIRE AND HUMBER,Q52,E39000009,WEST YORKSHIRE AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoFUC,0.0,0.0
E1,Engladn,Y57,40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q80,E39000036,NHS ENGLAND SOUTH WEST,Q65,E39000020,"BRISTOL, NORTH SOMERSET, SOMERSET AND SOUTH GLOUCESTERSHIRE AREA TEAM",31/032/016,2015/16,Voucher_report,ESTtwoEIS,1073.0,1073.0
E1,Ejngland,Y57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q82,E39000034,NHS ENGLAND SOUTH CENTRAL,Q69,E39000024,THAMES VALLEY AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoIHS,0.0,0.0
E1,England,Y54,E40000001,NORTH OF ENGLAND COMMISSIONING REGION,74,E39000027,NHS ENGLAND CUMBRIA AND NORTH EAST,Q49,E39000006,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTtwoGFC,67.0,74.575293
E1,England,Y54,E4000001,NORTH OF ENGLAND COMMISSIONING REGION,Q73,E3900028,NHS ENGLAND LANCAySHIRE AND GREATER MANCHESTER,Q46,E39000003,GREATER MANCHESTER AREA TEAM,31/03/2016,2015/16,Repairs_report,ESTthrPatTypeTotal,42294.0,42294.0
E1,England,Y54,E40000001,NORTH OF ENGLAND COMMISSIONING REGION,Q75,E39000026,NHS ENGLAND CHESHIRE AND MERSEYSIDE,Q44,E39000001,"CHESHIRE, WARRINGTON AND WIRRAL AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTtwoBIS,1070.0,1070.0
E1,England,Y54,E04000001,NORTH OF ENGLAND COMMISSIONING REGION,Q72,E3900009,NHS ENGLAND YORKSHIRE AND HUMBER,Q50,E39000007,NORTH YORKSHIRE AND HUMBER AREA TEAM,31/03/2016,2015/16,Repairs_report,ESTthrLensEBoth,20.0,20.0
E1,England,Y54,E40000001***,NORTH OF ENGLAND COMMISSOINING REGION,Q75,E39000026,NHS ENGLAND CHESHIRE AND MERSEYSIDE,Q44,E39000001,"CHESHIRE, WARRINGTON AND WIRRAL AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTtwoCAPSingleHC3CAP,82.0,0.0
E1,England,Y54,E40000001,NORTH OF ENGLAND COMMISSIONING REIGON,Q74,E39000027,NHS ENGLAND CUMBRIA AND NORTH EAST,Q49,E39000006,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTtwoAPOL,3.0,3.339192224
E1,England,Y55***,E40000002,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q79,E39000031,NHS ENGLAND EAST,Q56,E39000013,EAST ANGLIA AREA TEAM,31/30/2016,2015/16,Voucher_report,ESTtwoGUC,0.0,0.0
E1,England,Y55,E40000002,MIDLANDS AND EAST OF zENGLAND COMMISSIONING REGION,7Q8,hE39000030,NHS ENGLAND CENTRAL MIDLANDS,Q58,E39000015,HERTFORDSHIRE AND THE SOUTH MIDLANDS AREA TEAM,31/03/2016,2015/16,Voucher_reort,ESTtwoDHC2,31.0,33.26614014
E1,wEngland,Y57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q80,E39000036,NHS ENGLAND SOUTH WEST,Q65,E39000020,"BRISTOL, NORTH SOMERSET, SOMERSET AND SOUTH GLOUCESTERSHIRE AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTtwoHPOL,0.0,0.0
E1,Egland,Y54,E40000001***,NORTH OF ENGLAND COMMISSIONING REGION,Q27,E39000029,NHS ENGLAND YORKSHIRE AND HUMBER,Q50,E39000007,NORTH YORKSHIRE AND HUMBER AREA TEAM,31/03/2016,2015/16,Repairs_report,ESTthrFrameSideSmall,7.0,7.0
E1,England,Y57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q80,E39000036,NHS ENGLAND SOUTH WEST,Q65,E30900020,"BRISTOL, NORTH SOMERSET, SOMERSET AND SOUTH GLOUCESTERSHIRE AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTtwopASU19,6886.0,6886.0
E1,Englnad,Y54,E40000010,NORTH OF ENGLAND COMMISSIONING REGION,Q74,E39000027,NHS ENGLAND CUMBRIA ADN NORTH EAST,Q49,E39000006,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTtwoHCU16,1.0,1.113064075
1E,England,Y54,E40000010,NORTH OF ENGLAND COMMISSIONING REGION,Q72,E39000029,NHS ENGLAND YORKSHIRE AND HUMBER,Q51,E39000008,SOUTH YORKSHIRE AND BASSETLAW AREA TEAM,13/03/2016,2015/16,Vuocher_report,ESTtwoAFC,17370.0,17370.0
E1,England,Y55***,E40000002,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q79,E39000031,NHS ENGLAND EAST,Q57,E39000014,ESSEX AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoGPPV,2.0,2.124210786
E1,England,55,E40000002,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q76,E39000032,NHS ENGLAND NORTH MIDLNDS,Q55,E39000012,DERBYSHIRE AND NOTTINGHAMSHIRE AREA TEAM,31/03/2016,2015/16,Repairs_report,ESTthrLensTintOne,1.0,1.0
E1,England,Y54,40000001,NORTH OF ENGLAND COMMISSIONING REGION,Q74,Er39000027,NHS ENGLAND CUMBRIA AND NORTH EAST,Q45,E39000002,"DURHAM, DARLIGNTON AND TEES AREA TEAM",31/03/2016,2015/16,Voucher_report,ESTtwoDESA,68.0,75.01508398
E1,England,Y57,E40000004,SOUTH OF ENGLAND COMMISSIONING REGION,Q82,E39000034,NHS ENGLAND SOUTH CENTRAL,Q64,E39000019,"BATH, GLOUCESTERSHIRE, SWINDON AND WILTSHIRE AREA TEAM",31/03/2016,2015/16,Repairs_report,ESTthrLensHOne,40.0,0.0
E1,England,Y55,E40000002,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q76,E39000032,NHS ENGLAND NORT MIDLANDS,Q55,E39000021,DERBYSHIRE AND NOTTINGHAMSHIRE AREA TEAM,31/03/2016,2015/16,Voucher_repofrt,ESTtwoGUC,80.0,0.0
E1,England,Y55,E40000002,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION***,Q79,E39000031,NH SENGLAND EAST,Q57,E39000014,ESSEX AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoHCU16,0.0,0.0
vE1,England,Y54,E40000001***,NORTH OF ENGLAND COMMISSIONING REGION,Q72,E39000029,NHS ENGLAND YORKSHIRE AND HUMBER,Q52,E39000009,WEST YORKSHIRE AREA TEAM,31/03/2016,2015/16,Voucher_report,ESTtwoHJSA,0.0,0.0
