agency_number(long),agency_name,class_field(long),class_description,statutory_reference,calendar_year(long),monthvalue(long),total_amount
12000,UNIV. OF CENTRAL OKLA.,340,Bond Transfer Fund,"TITLE 62, SEC. 7.5",2011,7,$273.00
12000,UNIV. OF CENTRAL OKLA.,430,Agency Relationship Fund,"TITLE 62, SEC. 7.5",2011,7,$493051.23
12000,UNIV. OF CENTRAL OKLA.,452,OCIA State Facilities Rev Bond,"TITLE 73, SEC. 301",2011,7,$9481.49
12000,UNIV. OF CENTRAL OKLA.,470,Inst Fund For Cap Imprvmts,"TITLE 70, SEC. 3510 G",1108,7,$1134.73
12000,UNIV. OF CENTRAL OKLA.,475,Revenue Bond Fund,"TITLE 70, SEC. 4004",2011,7,$130090.37
12000,UNIV. OF CENTRAL OKLA.,477,Stadium Rev Bond Fund,"TITLE 70, CH 50, ARTICLE X, SEC. 4002",2011,7,$155289.84
12000,UNIV. OF CENTRAL OKLA.,479,Capital Bond Projects,,2105,7,$6113.95
12000,UNIV. OF CENTRAL OKLA.,490,American Recov. & Reinv. Act,,1627,4,$31109.80
12000,UNIV. OF CENTRAL OKLA.,600,Section 13-Const & Purch Bldg,"TITLE 70, SEC. 3904",2011,7,$2152735.34
12000,UNIV. OF CENTRAL OKLA.,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2011,7,$3263.93
12500,DEPARTMENT OF MINES,200,Dept. Of Mines Rev Fund,"TITLE 45, SEC. 938",2648,7,$27961.33
12500,DEPARTMENT OF MINES,205,Okla Miner Training Instr Rev,"TITLE 45, SEC. 938.1",2011,7,$8682.92
12500,DEPARTMENT OF MINES,400,"Fed Funds, US Dept Of Interior","TITLE 62, SEC. 41.8",2011,7,$4466.64
12500,DEPARTMENT OF MINES,405,Fed Funds-U.S. Dept. Of Labor,"TITLE 62, SEC. 41.8",2011,7,$0.00
12700,COMMISSION ON CHILDREN AND YOUTH,200,Okla. Comm On Children & Youth,"TITLE 10, SEC. 601.10",2011,7,$1426205.30
12700,COMMISSION ON CHILDREN AND YOUTH,205,Positive Youth Dev Rev Fnd,,2011,7,$0.00
13100,DEPARTMENT OF CORRECTIONS,200,Dept Of Corrections Rev Fund,"TITLE 57, SEC. 557",2011,7,$9590802.35
13100,DEPARTMENT OF CORRECTIONS,205,Inmate & Emp. Welfare and Cant,,2533,7,$3307313.06
13100,DEPARTMENT OF CORRECTIONS,210,Ok Com Sentencing Revolving Fd,"TITLE 57, SEC 557.2",2011,7,$814682.68
13100,DEPARTMENT OF CORRECTIONS,220,Private Prison & Halfway House,,1508,7,$0.00
13100,DEPARTMENT OF CORRECTIONS,280,Dept Of Corr Industries Fund,"TITLE 57, SEC. 541",2011,7,$6387628.32
13100,DEPARTMENT OF CORRECTIONS,410,Federal Funds-Title 1,"TITLE 62, SEC. 34.48",2011,7,$71922.26
13100,DEPARTMENT OF CORRECTIONS,430,Agency Relationship Fund,"TITLE 62, SEC. 34.48",2393,7,$475659.79
13100,DEPARTMENT OF CORRECTIONS,490,ARRA,,2011,7,$160389.64
14000,ST. BD. OF PODIATRIC MED. EXAM.,200,Revolving Fund,"TITLE 62, SEC. 155",2011,7,$59974.54
14500,ST. BD. OF CHIROPRACTIC EXAM.,200,Revolving Fund,"TITLE 62, SEC. 155",2011,7,$25591.92
15000,UNIV.OF SCIENCE & ARTS OF OK,290,Educational & Gen Op Fund,"TITLE 70, SEC. 3901",2011,7,$1752260.02
15000,UNIV.OF SCIENCE & ARTS OF OK,295,Capitol Improvements Rev Fund,"TITLE 70, SEC. 3901",2011,7,$332568.64
15000,UNIV.OF SCIENCE & ARTS OF OK,296,1998 Bond Construction Fund,"TITLE 70, SEC. 4004",2011,7,$34.04
15000,UNIV.OF SCIENCE & ARTS OF OK,340,Bond Transfer Fund,"TITLE 62, SECTION 7.5",2011,7,$0.00
15000,UNIV.OF SCIENCE & ARTS OF OK,400,Oil & Gas & Mining Leases,"TITLE 70, SEC. 4301",2011,4,$271931.44
15000,UNIV.OF SCIENCE & ARTS OF OK,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",1281,7,$4546.14
15000,UNIV.OF SCIENCE & ARTS OF OK,452,OCIA State Facilities Rev Bond,"TITLE 73, SECTION 301",1309,7,$3022.44
15000,UNIV.OF SCIENCE & ARTS OF OK,460,Donated Funds For Cap Imprvmt,"TITLE 70, SEC. 4306",2011,7,$195.00
15000,UNIV.OF SCIENCE & ARTS OF OK,479,Capital Bond Projects,,2011,7,$0.00
15000,UNIV.OF SCIENCE & ARTS OF OK,490,American Recov. & Reinv. Act,,2011,7,$0.00
15000,UNIV.OF SCIENCE & ARTS OF OK,600,Section 13-Const & Purch Bldg,"TITLE 70, SEC. 3904",1399,7,$649597.56
15000,UNIV.OF SCIENCE & ARTS OF OK,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2132,7,$200728.89
16000,DEPARTMENT OF COMMERCE,205,Okla. Commerce Rev Fund,"TITLE 74, SEC. 5012",2011,7,$2300982.08
16000,DEPARTMENT OF COMMERCE,206,Native Am Cul & Edu Auth Fund,"TITLE 74, SEC. 1226",2011,7,$915209.15
16000,DEPARTMENT OF COMMERCE,210,Energy Conserv Assist Fund,"TITLE 63, SEC. 2901",2011,6,$523.94
16000,DEPARTMENT OF COMMERCE,216,Community Devmt Center Program,"TITLE 74, SEC 5020.1",2011,7,$85349.75
16000,DEPARTMENT OF COMMERCE,225,Rural Economic Action Plan,,1389,7,$961039.00
16000,DEPARTMENT OF COMMERCE,235,Minority Bus Dev Program Fund,"TITLE 74, SECTION 5013.1",2011,7,$1.00
16000,DEPARTMENT OF COMMERCE,240,Capital Improve Program Rev Fd,"TITLE 74, SECTION 5013.3",2011,10,$34221.29
16000,DEPARTMENT OF COMMERCE,245,Ok Viticulture Enology Revl Fd,,2011,5,$282099.19
16000,DEPARTMENT OF COMMERCE,250,Oklahoma Main Street Fund,"SB 210, SECTION 36",1315,8,$0.00
16000,DEPARTMENT OF COMMERCE,280,State Data Center Rev Fund,"TITLE 74, SEC. 5019",1778,5,$0.00
16000,DEPARTMENT OF COMMERCE,285,Strat. Military Planning Comm,"TITLE 74, SECTION 5403",2011,7,$0.00
16000,DEPARTMENT OF COMMERCE,286,OK Opportunity Fund,TITLE 62 SECTION 48,2202,7,$143762.20
16000,DEPARTMENT OF COMMERCE,287,OK Bioenergy Center Rev Fund,,2011,7,$2113475.87
16000,DEPARTMENT OF COMMERCE,340,CMIA Programs Disbursing Fund,"TITLE 62, SECTIONS 34.48 & 34.9",2011,7,$0.00
16000,DEPARTMENT OF COMMERCE,400,HHS-Community Serv Blk Grant,"TITLE 74, SEC. 1524B",2011,7,$78403.07
16000,DEPARTMENT OF COMMERCE,405,Okla. DHS-Liheap,"TITLE 74, SEC. 1524B",2011,7,$5373721.65
16000,DEPARTMENT OF COMMERCE,412,U.S. Dept. Of Energy,"TITLE 74, SEC. 1524B",1966,7,$22485.85
16000,DEPARTMENT OF COMMERCE,416,Oil Settlement Fund- Exxon,"TITLE 62, SEC. 34.9",2011,7,$1908510.80
16000,DEPARTMENT OF COMMERCE,426,Oil Setlmt Fund-Stripper Well,"TITLE 62, SEC. 34.9",2011,7,$643705.68
16000,DEPARTMENT OF COMMERCE,440,Dept. Of Ed Community Action,"TITLE 62, SEC. 7.5",2011,7,$0.00
16000,DEPARTMENT OF COMMERCE,443,Interagency Reimbursement Fund,"TITLE 74, SEC. 581",2011,7,$1010158.56
16000,DEPARTMENT OF COMMERCE,450,HUD-Community Dev. Blk Grant,"TITLE 74, SEC. 1524B",3009,5,$0.00
16000,DEPARTMENT OF COMMERCE,455,HUD-COMMUNITY DEV. BLK GRANT,"TITLE 62, SEC. 34.9",2011,7,$3574097.33
16000,DEPARTMENT OF COMMERCE,460,Military Base Pro & Exp Bond F,,2011,7,$0.10
16000,DEPARTMENT OF COMMERCE,470,DOL Workforce Inv. Act,"TITLE 62, SEC. 34.9",2011,7,$67833.14
16000,DEPARTMENT OF COMMERCE,490,American Recov. & Reinv. Act,,2011,7,$6890865.49
16500,CONNORS STATE COLLEGE,290,Educational & Gen Op Rev Fund,"TITLE 70, SEC. 3901",2011,7,$5536619.35
16500,CONNORS STATE COLLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2011,7,$1422576.44
16500,CONNORS STATE COLLEGE,430,Agency Relationship Fund,"TITLE 62, SEC. A41.8",1830,7,$0.00
16500,CONNORS STATE COLLEGE,490,American Recov. & Reinv. Act,,2011,7,$0.00
17000,CONSTRUCTION INDUSTRIES BOARD,205,Plumbing Licensing Rev Fund,"TITLE 59, SECTION 1018 AS AMENDED BY SB 1211",2147,7,$496431.89
17000,CONSTRUCTION INDUSTRIES BOARD,215,Oklahoma Inspectors Rev Fund,"TITLE 59, SECTION 1042, AS AMENDED BY SB 1211",2011,7,$87816.00
17000,CONSTRUCTION INDUSTRIES BOARD,217,Home Inspec Lic Act Revol Fund,,2011,7,$363623.51
17000,CONSTRUCTION INDUSTRIES BOARD,245,Electrical Rev Fund,"TITLE 59, SECTION 1694, AS AMENDED BY SB 1211",1230,7,$1462063.58
17000,CONSTRUCTION INDUSTRIES BOARD,275,Oklahoma Mechanical Licensing,"TITLE 59, SECTION 1850.13 AS AMENDED BY SB 1211",2011,7,$2256407.52
17000,CONSTRUCTION INDUSTRIES BOARD,295,Roofing Contractor Reg Rev Fnd,,2011,7,$147622.50
17000,CONSTRUCTION INDUSTRIES BOARD,490,American Recov. & Reinv. Act,,2011,9,$0.00
