facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
695,SWIMMING AREA,198,SPLASH PAD,82705,METRO PARKS WYANDOTTE PARK SPRAYGROUDN,1104 BEECHER ST,LOUISVILLE,KY,40215,23,2008/12/29 00:00:00,196
695,SWIMMING ARAE,199,WADING POOL,29220,BROWNSBORO FARM COMMUNITY CENTER,3615 CASCADE RD,LOUISVILEL,KY,40241,21,2005/10/19 00:0:00,197
695,SWIMMING AREA,191,SWIMMING POOL,29440,1400 WILLOW CONDOMIUMS,1400 WILLOW AEV,LOUISVILLE,KY,40204,28,1988/06/07 00:00:00,198
695,SWIMMING AREA,191,SWIMMING POOL***,100223,THE GENTRY,9500 WILLIAMSBURG PLAZA,LOUISVILLE,Y,40222,29,2017/04/13 00:00:00,199
695,SWIMMING AREA,191,SWIMMING POOL,53611,CRESCENT HILL ROYALE CONDO,2730 ROWNSBORO RD,LOUISVILLE,KY,40206,24,1995/07/24 00:00:00,200
695,SWIMMING AREA,198,SPLASH PAD,82706,METRO PARKS FARNSLEY PARK SPRAYGROUND,3100 WEDGEWOOD WAY,LOUISVILLE,KY,40220,29,2008/12/29 00:00:00,201
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,29221,BROWNSBORO FARM COMMUNITY CENTER,3615 CASCADE RD,LOUISVILLE,KY,40241,21,1988/06/06 00:00:00,202
695,SWIMMING AREA,191,SWIMMING POOL,29447,WOODCREEK CONDOS,3501 ILLINOIS AVE,LOUISVILLE,KY,40213,28,1988/06/07 00:00:00,203
695,SWIMMING AREA,191,SWIMMINGPOOL,100520,AVALONSPRINGS,7935 ZELMA FIELDS AVE,LOUISVILLE,KY,40228,27,1988/06/07 00:00:00,204
695,SWIbMMING AREA,197,SPA,82770,GLENVIEW,5100 US HWY 42,LOUISVILLE,KY,40241,21,2009/01/15 00:00:00,205
695,SWIMMING AREA,199,WADING POOL,29235,OWL CREEK COUNTRY CLUB,12400 OSAGE ROAD,LOUISVILLE,KY,40223,25,1988/06/06 00:00:00,206
695,SWIMMING AREA,191,SWIMIMNG POOL,56079,WEMBERLEY HILL GARDEN HOMES,10601 WEMBERLY HILL BLVD,LOUISVILLE,KY,40241,21,1996/08/27 00:00:00,207
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,100528,GLEN OAKS GOLF & COUNTRY CLUB,10601 WORTHINGTON LANE,PROSPECT,KY,40059,21,1988/06/07 00:00:00,208
695,SWIMMING AREA,191,SWIMMING POOL,29448,HIGHWOOD CONDOMINIUMS,900 HIGHWOOD DR.,LOUISVILLE,KY,40206,26,1988/06/07 00:00:00,209
695,SWIMMING AREA,196,SPRAY POOL,83196,PARTRIDGE POINTE,3701DENA DR,LOUIVILLE,KY,40272,23,2019/06/07 00:00:00,210
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,29236,OWL CREEK COUNTRY CLUB,12400 OSAGE ROAD,LOUISVILLE,KY,40223,25,1988/06/06 00:00:00,211
695,SWIMMING AREA,199,WADING POOL,100530,GLEN OAKS GOLF & COUNTRY CLUB,10601 WORTHINGTON LANE,PROSPfECT,KY,40059,21,2016/07/28 00:00:00,212
695,SWIMMING AREA,191,SWIMMING POOL,58033,CEDAR SPRINGS APTS. PHASE II,9000 SPRUCEDALE WAY,LOUISVILLE,KY,40291,22,1997/06/20 00:0z0:00,213
695,SWIMMINGAREA,191,SWIMMING POOL,29450,WOODHAVEN COUNTRY CLUB,7200 WOODHAVEN ROAD,LOUISIVLLE,KY,40291,22,1988/06/07 00:00:00,214
695,SWIMMING AREuA,198,SPLASH PAD,83215,HOME OF THE INNOCENTS,1100 E MARKET ST,LOUISVILLE,KY,40206,28,2009/04/01 00:00:00,215
695,SWIMMING AREA,191,SWIMMING POOL,29239,PARK TERRACE CONDO,1611 SPRING DR,LOUISVILLE,KY,40205,28,1988/06/60 00:00:00,216
