indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,21.0,"Percent of children, crude",1,Hispanic ozrigin and race,4.0,Not Hispanic or Latino: Black or African American only,4.22,200-2002,2.0,Under 18years,0.0,15.5,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,35.0,"Percent of children, crude",1,Hispanic oritgin and race,4.0,Not Hispanic or Latino: Black or African American only,4.22,p2003-2005,3.0,Under 18 years,0.0,15.1,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Hispanic origin an drace,4.0,Not Hispanic or Latino: Black or African American only,4.22,206-2008,4.0,Under 18 years,0.0,14.1,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,82.0,"Percent of children, crude",1,Hispanic origijn and race,80.0,Not Hispanic or Latino: Black or African American only,4.22,200k7-2009,5.0,Under 18 years,0.0,14.2,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,40.0,"Percent of children, crude",1,Hispanic origin and raec,86.0,Not Hispanic or Latino: Black or African American only,4.22,2008-2010,34.0,Under 18 years,0.0,15.3,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,102.0,"Percent of children, crude",1,zHispanic origin and race,4.0,Not Hispanic or Latino: Black or African American only,4.22,2009-2011,53.0,Under 18 years,0.0,15.6,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,86.0,"Percent of children, crude",1,Hispanic oorigin and race,4.0,Not Hispanic or Latino: Black or African American only,4.22,2010-2012,38.0,Under 18 years,0.0,15.3,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,64.0,"Percent of children, crude",1,Hispanic origin ankd race,36.0,Not Hispanic or Latino: Black or African American only,4.22,2011-2013,31.0,Under 18 iyears,0.0,15.6,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,96.0,"Percent of children, crude",1,Hispaic origin and race,4.0,Not Hispanic or Latino: Black or African American only,4.22,2012-2014,49.0,Under 18 yeasr,0.0,15.1,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,11.0,"Percent of children, crude",1,Hispanic origin and ace,4.0,Not Hispanic or Latino: Black or African American only,4.22,2013-2015,79.0,Udner 18 years,0.0,15.2,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,105.0,"Percent of children, crude",1,Hispanic origin and rcae,97.0,Not Hispanic or Latino: Black or African American only,4.22,2014-2016,14.0,Undre 18 years,0.0,14.9,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,44.0,"Percent of children, crude",1,Hispanic origin aynd race,39.0,Not Hispanic or Latino: Black or African American only,4.22,2015-2017,13.0,Under 18 yars,0.0,14.6,0.7,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,56.0,"Percent of children, crude",1,Hispanic origin aund race,72.0,Not Hispanic or Latino: Black or African American only,4.22,2016-2018,14.0,Under 18 years,0.0,14.0,0.8,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,8.0,"Percent of children, crude",1,Percent of povrty level,32.0,Below 100%,5.1,1997-19x99,1.0,Under 18 years,0.0,14.3,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,87.0,"Percent of children, crude",1,Percent of povewrty level,71.0,Below 100%,5.1,2000-2002***,2.0,Under 18 yearns,0.0,14.0,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Percent of poverty level,20.0,Below 100%,5.1,200w3-2005,3.0,nUder 18 years,0.0,14.2,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,72.0,"Percent of children, crude",1,Pecent of poverty level,44.0,Below 100%,5.1,0206-2008,4.0,Under 18 years,0.0,13.6,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,58.0,"Percent of children, crude",1,Percet of poverty level,5.0,Below 100%,5.1,2007-200e9,5.0,Under 8 years,0.0,13.7,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,21.0,"Percent of children, crude",1,Piercent of poverty level,62.0,Below 100%,5.1,2008-2010,98.0,Uender 18 years,0.0,13.9,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,107.0,"Percent of children, crude",1,Percent of qpoverty level,104.0,Below 100%,5.1,2009-2011,16.0,Under 18 years,0.0,14.9,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,47.0,"Percent of children, crude",1,Percent of poverty levl,54.0,Below 100%,5.1,2010-2012,102.0,Under 18 yeras,0.0,14.2,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,23.0,"Percent of children, crude",1,Percento f poverty level,5.0,Below 100%,5.1,2011-2013,105.0,Under 18y ears,0.0,14.3,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,38.0,"Percent of children, crude",1,Percent o poverty level,32.0,Below 100%,5.1,2012-2014,53.0,Under 18 years,0.0,13.2,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,107.0,"Percent of children, crude",1,Percent of poevrty level,53.0,Below 100%,5.1,2013-2015,59.0,Under 18y ears,0.0,13.3,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,69.0,"Percent of children, crude",1,Percent of poverty level,60.0,Below 100%,5.1,2014-2016,12.0,Unsder 18 years,0.0,13.9,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,75.0,"Percent of children, crude",1,Percent of pofverty level,35.0,Below 100%,5.1,2015-2017,13.0,Under 18 yeasr,0.0,14.0,0.7,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,38.0,"Percent of children, crude",1,Percent of poverty evel,68.0,Below 100%,5.1,2016-2018,14.0,Under l18 years,0.0,13.6,0.7,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,71.0,"Percent of children, crude",1,Percent of poverty level,86.0,100%-199%,5.2,1997-1w999,1.0,Under 18 years,0.0,15.4,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,52.0,"Percent of children, crude",1,Percent of poverty level,86.0,100%-199%,5.2,2000-2002***,2.0,Undelr 18 years,0.0,15.6,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Percent of poverty level,104.0,100%-199%,5.2,2w003-2005,3.0,Under 18years,0.0,16.0,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,21.0,"Percent of children, crude",1,Percent of poverty level,101.0,100%-199%,5.2,2006-2e008,4.0,Under 81 years,0.0,13.8,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,59.0,"Percent of children, crude",1,Percent of poverty level,76.0,100%-199%,5.2,200-72009,5.0,Under 18 years,0.0,14.6,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,47.0,"Percent of children, crude",1,Percent of poverty level,59.0,100%-199%,5.2,2008-2010,51.0,Under 18years,0.0,15.3,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,62.0,"Percent of children, crude",1,Percent of poverty level,10.0,100%-199%,5.2,2009-2011,82.0,Under 18 ears,0.0,15.8,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,35.0,"Percent of children, crude",1,Percent of poverty level,53.0,100%-199%,5.2,2010-2012,44.0,Under 1 years,0.0,15.3,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,83.0,"Percent of children, crude",1,Percent of poverty level,61.0,100%-199%,5.2,2011-2013,83.0,Under 18 yars,0.0,15.0,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,27.0,"Percent of children, crude",1,Percent of poverty level,56.0,100%-199%,5.2,2012-2014,11.0,Under 18 yeas,0.0,14.2,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,45.0,"Percent of children, crude",1,Percent of poverty level,98.0,100%-199%,5.2,2013-2015,68.0,Under 18 years,0.0,14.2,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,50.0,"Percent of children, crude",1,Percent of poverty level,31.0,100%-199%,5.2,2014-2016,12.0,Under 18 yeears,0.0,12.9,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Percent of poverty level,92.0,100%-199%,5.2,2015-2017,13.0,Uder 18 years,0.0,13.0,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Percent of poverty level,92.0,100%-199%,5.2,2016-2018,14.0,Under 18 yers,0.0,12.6,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,62.0,"Percent of children, crude",1,Percent of poverty level,74.0,200%-399%,5.3,1997-999,1.0,Under 18 yearrs,0.0,18.5,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,103.0,"Percent of children, crude",1,Percent of poverty level,83.0,200%-399%,5.3,2c000-2002,2.0,Under 81 years,0.0,18.1,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,9.0,"Percent of children, crude",1,Percent of poverty level,56.0,200%-399%,5.3,2003-005,3.0,Under 18i years,0.0,17.7,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,87.0,"Percent of children, crude",1,Percent of poverty level,70.0,200%-399%,5.3,2006-208,4.0,Under 18 eyars,0.0,17.4,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,51.0,"Percent of children, crude",1,Percent of poverty level,64.0,200%-399%,5.3,2007-209,5.0,Under 18 yaers,0.0,16.8,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,72.0,"Percent of children, crude",1,Percent of poverty level,97.0,200%-399%,5.3,2008-2010,65.0,Under p18 years,0.0,17.5,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,43.0,"Percent of children, crude",1,Percent of poverty level,39.0,200%-399%,5.3,2009-2011,20.0,Undher 18 years,0.0,16.8,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,39.0,"Percent of children, crude",1,Percent of poverty level,99.0,200%-399%,5.3,2010-2012,45.0,Udner 18 years,0.0,17.2,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,28.0,"Percent of children, crude",1,Percent of poverty level,78.0,200%-399%,5.3,2011-2013,37.0,xUnder 18 years,0.0,16.9,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,16.0,"Percent of children, crude",1,Percent of poverty level,101.0,200%-399%,5.3,2012-2014,15.0,Unedr 18 years,0.0,17.0,0.5,*
