facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
695,SWIMMING AREA,197,SPA,116074,YUGO LOUISVILLE NINE,1900 S FLOYD ST,LOUISVILLE,KY,40208,24,1988/06/07 00:00:00,460
695,SWIMMING AREA,191,SWIMMING POOL,116260,JEFFERSON LANDING,1014 JEFFERSON VIEW WAY,LOUISVILLE,KY,40219,27,2023/02/01 00:00:00,461
695,SWIMMING AREA,191,SWIMMING POOL,116330,SAWYER EAST END,9910 SHINING WILLOW DR,LOUISVILLE,KY,40241,21,2022/08/08 00:00:00,462
695,SWIMMING AREA,197,SPA,116444,MARTIN ON MAIN,835 E MAIN ST,LOUISVILLE,KY,40206,24,1988/06/07 00:00:00,463
695,SWIMMING AREA,191,SWIMMING POOL,116445,MARTIN ON MAIN,835 E MAIN ST,LOUISVILLE,KY,40206,24,1988/06/07 00:00:00,464
695,SWIMMING AREA,191,SWIMMING POOL,117123,MYRIAD HOTEL,900 BAXTER AVE,LOUISVILLE,KY,40204,24,1988/06/07 00:00:00,465
695,SWIMMING AREA,191,SWIMMING POOL,117125,QUALITY INN & SUITES,311 E GAULBERT AVE,LOUISVILLE,KY,40208,23,1988/06/07 00:00:00,466
695,SWIMMING AREA,191,SWIMMING POOL,117169,HILTON GARDEN INN,400 SHERBURN LANE,LOUISVILLE,KY,40207,26,2022/12/06 00:00:00,467
695,SWIMMING AREA,197,SPA,117172,HAWTHORN SUITES LOUISVILLE EAST,751 CYPRESS STATION DR,LOUISVILLE,KY,40207,26,2022/12/07 00:00:00,468
695,SWIMMING AREA,191,SWIMMING POOL,117173,HAWTHORN SUITES LOUISVILLE EAST,751 CYPRESS STATION DR,LOUISVILLE,KY,40207,26,2022/12/07 00:00:00,469
695,SWIMMING AREA,191,SWIMMING POOL,117191,GOLDFISH SWIM SCHOOL,4196 WESTPORT RD,LOUISVILLE,KY,40207,21,1988/06/07 00:00:00,470
695,SWIMMING AREA,191,SWIMMING POOL,117247,COMFORT INN SW LOUISVILLE,4444 DIXIE HWY,LOUISVILLE,KY,40216,23,1988/06/07 00:00:00,471
695,SWIMMING AREA,191,SWIMMING POOL,118004,THE EDWIN,2814 DE MEL AVE,LOUISVILLE,KY,40214,23,2023/04/06 00:00:00,472
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,118018,GENESIS HEALTHCLUBS BLAIRWOOD - OUTDOOR,9300 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,2023/04/06 00:00:00,473
695,SWIMMING AREA,191,SWIMMING POOL,118019,GENESIS HEALTHCLUBS BLAIRWOOD - INDOOR,9300 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,2023/04/06 00:00:00,474
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,118020,GENESIS HEALTHCLUBS BLAIRWOOD - BUBBLE,9300 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,1988/06/07 00:00:00,475
695,SWIMMING AREA,199,WADING POOL,118021,GENESIS HEALTHCLUBS BLAIRWOOD - WADING,9300 BLAIRWOOD,LOUISVILLE,KY,40222,29,1988/06/07 00:00:00,476
1015,SWIMMING AREA,191,SWIMMING POOL,118358,COMFORT SUITES AIRPORT,6535 PARAMOUNT PARK DR,LOUISVILLE,KY,40213,27,2003/06/01 00:00:00,477
695,SWIMMING AREA,191,SWIMMING POOL,118570,THE RYE APARTMENTS,9400 HURSTBOURNE PARK BLVD,LOUISVILLE,KY,40220,29,2023/05/12 00:00:00,478
695,SWIMMING AREA,191,SWIMMING POOL,118793,RESERVE AT LINDSAY,2601 LINDSAY AVE,LOUISVILLE,KY,40206,26,2023/05/26 00:00:00,479
695,SWIMMING AREA,191,SWIMMING POOL,119063,THE WHITLEY APTS,2106 BUECHEL BANK RD,LOUISVILLE,KY,40218,27,2023/06/22 00:00:00,480
695,SWIMMING AREA,191,SWIMMING POOL,119141,VENTANA APARTMENTS,5319 RANGELAND RD,LOUISVILLE,KY,40219,27,2023/06/30 00:00:00,481
695,SWIMMING AREA,191,SWIMMING POOL,119218,NEWBERRY PARC APARTMENTS,250 OLDE ENGLISH COURT,LOUISVILLE,KY,40272,23,2023/05/25 00:00:00,482
695,SWIMMING AREA,191,SWIMMING POOL,119284,800 TOWER CITY APTS,800 S 4TH ST,LOUISVILLE,KY,40203,24,2023/07/17 00:00:00,483
508,SWIMMING AREA,191,SWIMMING POOL,119374,THE POINTE AT STONEYBROOK,2405 ARBOR POINTE DR,LOUISVILLE,KY,40220,29,1988/06/07 00:00:00,484
695,SWIMMING AREA,191,SWIMMING POOL,105080,BRISTOL BLUFF APARTMENTS,6015 BRISTAL BLUFF CIR,LOUISVILLE,KY,40299,22,2019/05/31 00:00:00,485
