agency_number,agency_name,class_field,class_description,statutory_reference,calendar_year,monthvalue,total_amount
10000,CAMERON UNIVERSITY,452,OCIA STATE FACILITIES REV BOND,"TITLE 73, SECTION 301",2011,7,$0.00
10000,CAMERON UNIVERSITY,460,Donated Fund For Cap Imprvmts,"TITLE 70, SEC. 3305 F AND 4306",2011,7,$1136857.17
10000,CAMERON UNIVERSITY,470,Auxiliary Funds For Cap Imprvm,"TITLE 70, SEC. 4001",2011,7,$4366.90
10000,CAMERON UNIVERSITY,479,Capital Bond Projects,,2011,7,$0.00
10000,CAMERON UNIVERSITY,485,Revenue Bond Fund-Cap Imprv.,"TITLE 62, SEC. 7.5",2011,7,$0.00
10000,CAMERON UNIVERSITY,490,American Recov. & Reinv. Act,,2011,7,$0.00
10000,CAMERON UNIVERSITY,600,Section 13-Const & Purch Bldg,"TITLE 70, SEC. 3904",2011,7,$1919287.54
10000,CAMERON UNIVERSITY,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2011,7,$991348.07
10500,CAPITOL IMPROVEMENT AUTHORITY,401,2006A - Agriculture Constr Fnd,"TITLE 62, SEC 34.48, 34.9",2011,7,$452091.36
10500,CAPITOL IMPROVEMENT AUTHORITY,402,2006A - Agriculture Rev Fnd,"TITLE 62, SEC 34.48, 34.9",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,403,2006B DMH Constr Fund,"TITLE 62, SEC 34.48, 34.9",2011,7,$229967.69
10500,CAPITOL IMPROVEMENT AUTHORITY,404,2006B DMH Revenue Fund,"TITLE 62, SEC 34.48, 34.9",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,405,2006C Appell Crts - Constr Fnd,"TITLE 62, SEC 34.48, 34.9",2011,7,$257881.61
10500,CAPITOL IMPROVEMENT AUTHORITY,406,2006C Appell Crts - Revenu Fnd,"TITLE 62, SEC 34.48, 34.9",2011,7,$0.06
10500,CAPITOL IMPROVEMENT AUTHORITY,407,2006D Higher Ed Var Rt - Const,"TITLE 62, SEC 34.48, 34.9",2011,7,$12659357.19
10500,CAPITOL IMPROVEMENT AUTHORITY,408,2006D Higher Ed Var Rt - Rev F,"TITLE 62, SEC 34.48, 34.9",2011,7,$192097.59
10500,CAPITOL IMPROVEMENT AUTHORITY,409,OCIA 2005E Att Gen Constr Fund,,2011,7,$41613.77
10500,CAPITOL IMPROVEMENT AUTHORITY,410,OCIA 2005E Att Gen Operat Fund,,2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,411,OCIA 2005 Revenue Fund,,2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,413,OCIA 94A Revenue Fund,"TITLE 62, SEC. 34.9",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,414,OCIA 2005C Nat Amer - Admin,"TITLE 62, SEC 34.48, 34.9",2011,7,$4495.39
10500,CAPITOL IMPROVEMENT AUTHORITY,415,OCIA 2005C Nat Amer - Constr,,2011,7,$37076.13
10500,CAPITOL IMPROVEMENT AUTHORITY,416,OSBI Construction Fund,,2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,417,OSBI Revenue Fund,,2011,7,$0.01
10500,CAPITOL IMPROVEMENT AUTHORITY,418,OCIA-Administrative Services,TITLE 73 SECTIONS 151 THRU 321,2011,7,$166444.79
10500,CAPITOL IMPROVEMENT AUTHORITY,420,Const & Op Fund Okmulgee,"TITLE 73, SEC. 168.2B",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,421,OCIA 2005 F High Ed Constr Fnd,"TITLE 62, SEC 34.48, 34.9",2011,7,$4173983.55
10500,CAPITOL IMPROVEMENT AUTHORITY,422,OCIA 2005 G High Ed Constr Fnd,"TITLE 62, SEC 34.48, 34.9",2011,7,$129042.67
10500,CAPITOL IMPROVEMENT AUTHORITY,424,OCIA 2005 F Bond Sinking Fund,"TITLE 62, SEC 34.48, 34.9",2011,7,$14679.38
10500,CAPITOL IMPROVEMENT AUTHORITY,425,OCIA 2005 G Bond Sinking Fund,"TITLE 62, SEC 34.48, 34.9",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,427,Higher Ed Endowed Chairs Reven,"TITLE 62, SEC 34.48, 34.9",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,428,Higher Ed Endowed Chairs Progr,"TITLE 62, SEC 34.48, 34.9",2011,7,$5462.93
10500,CAPITOL IMPROVEMENT AUTHORITY,429,Dept of Trans. Sinking Fund,,2011,7,$8196.81
10500,CAPITOL IMPROVEMENT AUTHORITY,431,Conservation Comm Cons Fd,,2011,7,$17735770.58
10500,CAPITOL IMPROVEMENT AUTHORITY,432,Conservation Comm Sinking Fund,,2011,7,$2801.78
10500,CAPITOL IMPROVEMENT AUTHORITY,435,Native Amer Cultural & Educ Au,,2011,7,$877816.45
10500,CAPITOL IMPROVEMENT AUTHORITY,436,NACEA Sinking Fund,,2011,7,$1664.36
10500,CAPITOL IMPROVEMENT AUTHORITY,437,Supreme Court Construction Fun,,2011,7,$3065954.48
10500,CAPITOL IMPROVEMENT AUTHORITY,438,Supreme Court Sinking Fund,,2011,7,$1197.74
10500,CAPITOL IMPROVEMENT AUTHORITY,439,Dept of Transportation Cons Fu,,2011,7,$2864.27
10500,CAPITOL IMPROVEMENT AUTHORITY,440,Operations & Maintenance Fund,"TITLE 62, SEC. 34.9",2011,7,$3369.04
10500,CAPITOL IMPROVEMENT AUTHORITY,441,ODOT Construction Fund 2009B,,2011,7,$34690194.38
10500,CAPITOL IMPROVEMENT AUTHORITY,442,ODOT Sinking Fund 2009B,,2011,7,$2751.04
10500,CAPITOL IMPROVEMENT AUTHORITY,445,OCIA 1994B Construction Fund,"TITLE 62, 34.48, 34.9",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,446,Capitol Dome Bond - Proceeds,"TITLE 62, SEC 34.48, 34.9",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,447,Capitol Dome Bond - Revenue Fu,"TITLE 62, SEC 34.48, 34.9",2011,7,$0.04
10500,CAPITOL IMPROVEMENT AUTHORITY,450,OCIA 1994B Revenue Fund,"TITLE 62, SEC 34.48, 34.9",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,451,OCIA 1999 Revenue Bond Series,"TITLE 62, SEC 34.48, 34.9",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,452,OCIA 1999 Revenue Bond Series,"TITLE 73, SECTION 301",2011,7,$105848.26
10500,CAPITOL IMPROVEMENT AUTHORITY,453,OCIA 1999 Revenue Bond Series,"TITLE 73, SECTION 301",2011,7,$0.05
10500,CAPITOL IMPROVEMENT AUTHORITY,454,OCIA 1999 Revenue Bond Series,"TITLE 73, SECTION 301",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,456,OCIA 1999 Revenue Bond Series,"TITLE 73, SECTION 301",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,457,OCIA 1999 Revenue Bond Series,"TITLE 73, SECTION 301",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,458,OCIA 1999D Revenue Bond Fund,TITLE 73 SECTION 311,2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,459,OCIA 1999D Construction Fund,"TITLE 73, SECTION 311",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,460,OCIA 1999D Revenue Bond Fund,"TITLE 73, SECTION 168.7",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,461,OCIA 1999D Construction Fund,"TITLE 73, SECTION 168.7",2011,7,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,465,OCIA 2005A Military Dept Admin,"TITLE 62, SECTION 34.48",2011,7,$1485.45
10500,CAPITOL IMPROVEMENT AUTHORITY,466,OCIA 2005A Mil Dept - Construc,"TITLE 62, SECTION 34.48",2011,7,$334619.37
10500,CAPITOL IMPROVEMENT AUTHORITY,467,OCIA 2005B Att Gen - Admin,"TITLE 62, SECTION 34.48",2011,7,$851.13
10500,CAPITOL IMPROVEMENT AUTHORITY,468,OCIA 2005B Att. Gen. - Constru,"TITLE 62, SECTION 34.48",2011,7,$1876.88
10500,CAPITOL IMPROVEMENT AUTHORITY,470,OCIA 2002A Series Revenue Bond,"TITLE 73, SECTION 185",2011,7,$0.03
10500,CAPITOL IMPROVEMENT AUTHORITY,471,OCIA 2002A Construction Fund,"TITLE 73, SECTION 315 & 321",2011,7,$19968.89
10500,CAPITOL IMPROVEMENT AUTHORITY,472,OCIA - Mental Health,TITLE 62 SEC 34.9,2011,7,$656296.55
10500,CAPITOL IMPROVEMENT AUTHORITY,473,OCIA - Attorney General,TITLE 62 SEC 34.9,2011,7,$92384.72
10500,CAPITOL IMPROVEMENT AUTHORITY,474,OCIA - Native American,TITLE 62 SEC 34.9,2011,7,$313709.24
10500,CAPITOL IMPROVEMENT AUTHORITY,475,DOT Hiway&Bridges Const 2010B,TITLE 62 SEC 34.9,2011,7,$93475903.69
