indicatorvalue,panel,panelnum,unit,unitnum,stubname,stubnamenum,stublabelnum,stublabel,yearvalue,yearnum,age,agenum,estimate,se,flagvalue
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2005-2008,5.0,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2007-2010,6.0,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2009-2012,7.0,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2011-2014,8.0,12-19 years,0.3,5.7,1.7,*
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2013-2016,9.0,12-19 years,0.3,8.4,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2015-2018,10.0,12-19 years,0.3,10.0,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,1988-1994,1.0,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,1999-2002,2.0,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,2001-2004,3.0,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,2003-2006,4.0,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,2005-2008,5.0,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,2007-2010,6.0,12-19 years,0.3,18.7,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,2009-2012,7.0,12-19 years,0.3,20.6,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,2011-2014,8.0,12-19 years,0.3,22.8,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,2013-2016,9.0,12-19 years,0.3,25.0,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,2015-2018,10.0,12-19 years,0.3,25.1,2.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,1988-1994,1.0,12-19 years,0.3,13.4,3.1,*
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,1999-2002,2.0,12-19 years,0.3,19.6,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2001-2004,3.0,12-19 years,0.3,17.1,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2003-2006,4.0,12-19 years,0.3,19.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2005-2008,5.0,12-19 years,0.3,21.3,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2007-2010,6.0,12-19 years,0.3,18.0,2.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2009-2012,7.0,12-19 years,0.3,20.2,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2011-2014,8.0,12-19 years,0.3,24.2,2.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2013-2016,9.0,12-19 years,0.3,26.8,2.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2015-2018,10.0,12-19 years,0.3,27.6,4.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,1988-1994,1.0,12-19 years,0.3,15.8,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,1999-2002,2.0,12-19 years,0.3,19.8,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,2001-2004,3.0,12-19 years,0.3,18.2,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,2003-2006,4.0,12-19 years,0.3,19.3,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,2005-2008,5.0,12-19 years,0.3,23.1,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,2007-2010,6.0,12-19 years,0.3,24.3,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,2009-2012,7.0,12-19 years,0.3,23.2,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,2011-2014,8.0,12-19 years,0.3,22.4,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,2013-2016,9.0,12-19 years,0.3,25.7,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,2015-2018,10.0,12-19 years,0.3,28.7,3.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,1988-1994,1.0,12-19 years,0.3,11.2,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,1999-2002,2.0,12-19 years,0.3,15.1,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2001-2004,3.0,12-19 years,0.3,17.0,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2003-2006,4.0,12-19 years,0.3,18.4,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2005-2008,5.0,12-19 years,0.3,19.8,2.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2007-2010,6.0,12-19 years,0.3,20.1,2.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2009-2012,7.0,12-19 years,0.3,22.5,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2011-2014,8.0,12-19 years,0.3,25.7,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2013-2016,9.0,12-19 years,0.3,24.3,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2015-2018,10.0,12-19 years,0.3,23.1,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,1988-1994,1.0,12-19 years,0.3,9.4,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,1999-2002,2.0,12-19 years,0.3,15.7,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2001-2004,3.0,12-19 years,0.3,19.0,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2003-2006,4.0,12-19 years,0.3,19.3,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2005-2008,5.0,12-19 years,0.3,17.2,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2007-2010,6.0,12-19 years,0.3,16.3,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2009-2012,7.0,12-19 years,0.3,17.9,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2011-2014,8.0,12-19 years,0.3,19.7,2.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2013-2016,9.0,12-19 years,0.3,19.3,2.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2015-2018,10.0,12-19 years,0.3,21.7,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,1988-1994,1.0,12-19 years,0.3,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,1999-2002,2.0,12-19 years,0.3,13.9,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2001-2004,3.0,12-19 years,0.3,13.2,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2003-2006,4.0,12-19 years,0.3,12.6,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2005-2008,5.0,12-19 years,0.3,14.0,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2007-2010,6.0,12-19 years,0.3,14.0,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2009-2012,7.0,12-19 years,0.3,13.8,2.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2011-2014,8.0,12-19 years,0.3,13.7,3.0,*
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2013-2016,9.0,12-19 years,0.3,13.7,2.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2015-2018,10.0,12-19 years,0.3,11.0,1.5,-
