expense_type,transaction_date,security_operation,latitude,longitude,employee_gender,employee_age_range,selfdefined_ethnicity,officially_recorded_ethnicity,regulation,search_target,resultof_search
Fuel,2022-01-15T14:00:00+00:00,False,51.475065,-0.130215,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Discovery
Travel,2022-05-15T14:45:00+00:00,False,51.573544,0.085704,Male,over 34,Asian/Asian British - Indian,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Prosecution
Travel,2020-07-15T09:45:00+01:00,False,51.530076,0.033817,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2020-07-11T09:30:00+00:00,False,51.493565,-0.142251,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Investigation report
Travel,2022-07-23T14:30:00+00:00,False,51.463466,-0.102866,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-01-15T10:00:00+00:00,False,51.463466,-0.102866,Male,25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
Fuel,2020-07-14T13:30:00+00:00,False,51.509939,-0.030302,Male,18-24,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Fine Receipt
Travel,2022-07-15T09:45:00+00:00,False,51.398886,-0.073475,Male,18-24,Other ethnic group - Not stated,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Prosecution
Travel,2022-06-25T14:30:00+00:00,False,51.534785,0.053104,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Discovery
Fuel,2022-11-10T09:30:00+00:00,False,51.526835,-0.167278,Male,25-34,Asian/Asian British - Any other Asian background,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2020-07-11T09:30:00+00:00,False,51.463466,-0.102866,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-07-15T09:45:00+00:00,False,51.500195,-0.073327,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-07-15T09:45:00+00:00,False,51.607859,-0.027063,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2020-07-14T13:30:00+00:00,False,51.44602,-0.188173,Male,18-24,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-05-15T10:30:00+00:00,False,51.463466,-0.102866,Male,25-34,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-07-15T09:45:00+00:00,False,51.360219,-0.148886,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-08-21T14:45:00+00:00,False,51.554271,0.072619,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-11-15T08:30:00+00:00,False,51.565692,-0.265518,Male,25-34,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Prosecution
Travel,2022-05-15T10:30:00+00:00,False,51.392165,-0.170308,Male,10-17,Other ethnic group - Any other ethnic group,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-05-14T13:25:00+00:00,False,51.485939,-0.141682,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2023-08-15T09:30:00+00:00,False,51.541869,-0.257498,Female,over 34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-05-15T14:45:00+00:00,False,51.529419,-0.203506,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Fuel,2022-05-10T14:30:00+00:00,False,51.535981,-0.162744,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
Travel,2022-05-14T13:25:00+00:00,False,51.576403,-0.293195,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
Travel,2022-11-15T08:30:00+00:00,False,51.525854,-0.042575,Male,18-24,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-04-14T11:30:00+00:00,False,51.397293,-0.115994,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-05-15T14:30:00+00:00,False,51.51133,-0.028513,Male,25-34,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Travel,2022-05-15T10:30:00+00:00,False,51.444259,-0.115241,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-05-10T14:30:00+00:00,False,51.515216,-0.206183,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-01-15T08:45:00+00:00,False,51.52117,0.001059,Male,25-34,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Fine Receipt
Travel,2022-11-10T09:30:00+00:00,False,51.455766,0.144501,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Travel,2022-05-15T14:45:00+00:00,False,51.460111,-0.110111,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-07-15T09:30:00+00:00,False,51.545447,-0.146542,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-05-15T14:45:00+00:00,False,51.527578,0.050761,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2020-07-14T13:30:00+00:00,False,51.49162,-0.19511,Male,18-24,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-07-15T09:30:00+00:00,False,51.463466,-0.102866,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2020-05-15T08:30:00+00:00,False,51.602985,-0.265094,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Prosecution
Travel,2022-05-10T14:30:00+00:00,False,51.50938,-0.359755,Male,25-34,Asian/Asian British - Any other Asian background,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-04-12T14:20:00+00:00,False,51.463466,-0.102866,Male,10-17,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-11-15T08:30:00+00:00,False,51.522956,-0.193713,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Fuel,2022-04-12T14:20:00+00:00,False,51.548066,-0.248535,Male,25-34,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-07-15T09:45:00+00:00,False,51.608998,-0.121179,Male,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Discovery
Travel,2022-07-15T08:45:00+00:00,False,51.49207,-0.063773,Male,18-24,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Prosecution
Fuel,2022-01-15T10:00:00+00:00,False,51.551361,-0.032033,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-07-15T09:30:00+00:00,False,51.463466,-0.102866,Male,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-07-23T14:30:00+00:00,False,51.471047,-0.07971,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Hotel,2022-05-15T14:30:00+00:00,False,51.581457,0.178301,Male,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Prosecution
Fuel,2022-01-15T14:00:00+00:00,False,51.547053,0.072435,Male,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
Fuel,2022-05-15T14:45:00+00:00,False,51.446945,-0.128515,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-05-14T13:25:00+00:00,False,51.48968,-0.081362,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-04-24T10:15:00+00:00,False,51.529141,-0.122017,Male,18-24,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-07-21T14:45:00+00:00,False,51.444354,-0.121699,Male,18-24,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Discovery
Travel,2022-08-15T10:20:00+00:00,False,51.497852,0.112359,Female,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-05-15T10:30:00+00:00,False,51.490839,0.073947,Male,18-24,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-06-25T14:30:00+00:00,False,51.621384,0.002099,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Prosecution
Fuel,2022-05-15T14:45:00+00:00,False,51.463466,-0.102866,Male,18-24,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-07-21T14:45:00+00:00,False,51.489491,0.161079,Male,over 34,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Discovery
Travel,2023-09-21T10:30:00+00:00,False,51.463466,-0.102866,Male,18-24,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-05-10T18:45:00+00:00,False,51.427118,-0.04382,Female,over 34,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Travel,2022-08-21T14:45:00+00:00,False,51.463466,-0.102866,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-07-15T09:45:00+00:00,False,51.547779,0.051612,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Fine Receipt
Fuel,2022-04-24T10:15:00+00:00,False,51.391956,-0.253267,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Travel,2022-04-12T14:20:00+00:00,False,51.493574,-0.260089,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
Fuel,2022-05-10T18:45:00+00:00,False,51.520873,-0.045312,Male,18-24,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2020-05-15T08:30:00+00:00,False,51.46687,-0.101006,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
Travel,2022-04-14T11:30:00+00:00,False,51.520111,0.01044,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
Travel,2020-07-15T09:45:00+01:00,False,51.546265,-0.071727,Female,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Prosecution
Travel,2022-06-25T14:30:00+00:00,False,51.549818,-0.059807,Male,over 34,White - Irish,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Discovery
Fuel,2022-11-10T09:30:00+00:00,False,51.463466,-0.102866,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-01-15T10:00:00+00:00,False,51.455223,0.14223,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-05-10T14:30:00+00:00,False,51.413248,-0.182754,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-05-10T14:30:00+00:00,False,51.602579,-0.194641,Male,25-34,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-05-15T10:30:00+00:00,False,51.541331,-0.038277,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-04-14T11:30:00+00:00,False,51.456705,-0.192918,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Prosecution
Fuel,2022-01-15T08:45:00+00:00,False,51.53744,0.080059,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2020-07-15T09:45:00+01:00,False,51.577745,-0.354452,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2023-09-21T10:30:00+00:00,False,51.53012,0.094691,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Fuel,2023-09-21T10:30:00+00:00,False,51.476511,0.083219,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-04-12T14:20:00+00:00,False,51.482541,-0.093572,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-07-15T09:45:00+00:00,False,51.484149,-0.218161,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Prosecution
Fuel,2022-05-15T10:30:00+00:00,False,51.463466,-0.102866,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-08-21T14:45:00+00:00,False,51.463466,-0.01068,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-08-21T14:45:00+00:00,False,51.536595,-0.360089,Male,over 34,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2023-08-15T09:30:00+00:00,False,51.591096,-0.330727,Male,18-24,Asian/Asian British - Any other Asian background,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Fine Receipt
Travel,2020-07-15T09:45:00+01:00,False,51.602172,-0.066313,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Prosecution
Travel,2022-11-10T09:30:00+00:00,False,51.523949,-0.143883,Male,over 34,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Discovery
Travel,2020-07-15T09:45:00+01:00,False,51.418379,-0.060747,Male,over 34,Other ethnic group - Any other ethnic group,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-04-14T11:30:00+00:00,False,51.516401,0.040919,Male,18-24,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-01-15T08:45:00+00:00,False,51.463466,-0.01068,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-01-15T08:45:00+00:00,False,51.463466,-0.102866,Male,25-34,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-11-10T09:30:00+00:00,False,51.494301,-0.209842,Male,18-24,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-04-12T14:20:00+00:00,False,51.463466,-0.102866,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-05-15T14:30:00+00:00,False,51.472418,0.158357,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-05-10T14:30:00+00:00,False,51.526291,-0.193105,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Discovery
Travel,2022-07-23T14:30:00+00:00,False,51.470536,-0.255307,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-04-28T09:45:00+00:00,False,51.521479,-0.191811,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-07-15T10:30:00+00:00,False,51.398875,-0.033812,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
Travel,2022-04-28T09:45:00+00:00,False,51.476743,-0.109251,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Travel,2022-11-15T08:30:00+00:00,False,51.463466,-0.102866,Male,18-24,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-11-15T08:30:00+00:00,False,51.442789,-0.112179,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2020-07-11T09:30:00+00:00,False,51.582799,-0.252468,Male,25-34,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Fine Receipt
Travel,2022-01-15T10:00:00+00:00,False,51.497579,-0.130576,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Prosecution
Travel,2022-04-28T09:45:00+00:00,False,51.383532,-0.099673,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-05-10T18:45:00+00:00,False,51.398511,-0.075303,Male,over 34,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-04-24T10:15:00+00:00,False,51.584982,-0.29755,Male,18-24,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Prosecution
Travel,2022-04-28T09:45:00+00:00,False,51.545432,-0.141624,Female,10-17,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Hotel,2022-07-15T10:30:00+00:00,False,51.59088,-0.00841,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Travel,2023-09-21T10:30:00+00:00,False,51.463466,-0.102866,Male,over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
