facilitytype,facilitytypedescription,subtype,subtypedescription,permitnumber,premisename,premiseaddress,premisecity,premisestate,premisezip,inspection_area,openingdate,object_id
695,SWIMMING AREA,191.0,SWIMMING POOL,48379.0,STONECREST CONDOMINIUMS,750 ZORN AVE,LOUISVILLE,KY,40206,26,1993/03/16 00:00:00,89.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29372.0,STONEHENGE CONDOS,245 STONEHENGE DR,LOUISVILLE,KY,40207,26,1988/06/07 00:00:00,90.0
695,SWIMMING AREA,191.0,SWIMMING POOL,78766.0,HILTON GARDEN INN,9850 PARK PLAZA AVE,LOUISVILLE,KY,40241,21,2007/08/02 00:00:00,91.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29141.0,HURSTBOURNE COUNTRY CLUB,9000 HURSTBOURNE CLUB LN,LOUISVILLE,KY,40222,29,1988/06/06 00:00:00,92.0
695,SWIMMING AREA,197.0,SPA,93920.0,COMFORT SUITES,1850 RESOURCE WAY,JEFFERSONTOWN,KY,40299,22,2013/09/25 00:00:00,93.0
695,SWIMMING AREA,191.0,SWIMMING POOL,48976.0,HILLVIEW WOODS APTS SWIM POOL,4800 BIRCH TREE LANE,LOUISVILLE,KY,40229,27,1993/06/18 00:00:00,94.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29373.0,METRO PARKS SUN VALLEY,6506 BETHANY LN,LOUISVILLE,KY,40272,23,1988/06/07 00:00:00,95.0
695,SWIMMING AREA,191.0,SWIMMING POOL,98913.0,HOLIDAY INN EXPRESS,1921 BISHOP LANE,LOUISVILLE,KY,40218,28,1988/06/07 00:00:00,96.0
695,SWIMMING AREA,191.0,SWIMMING POOL,78826.0,HOLIDAY INN LOU. AIRPORT SOUTH,6551 PARAMOUNT PARK,LOUISVILLE,KY,40213,27,2007/08/22 00:00:00,97.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29156.0,1616 CONDOMINIUMS,1616 GARDINER LN,LOUISVILLE,KY,40205,28,1988/06/06 00:00:00,98.0
695,SWIMMING AREA,191.0,SWIMMING POOL,93922.0,COMFORT SUITES,1850 RESOURCE WAY,JEFFERSONTOWN,KY,40299,22,2013/09/25 00:00:00,99.0
695,SWIMMING AREA,191.0,SWIMMING POOL,49413.0,SUTHERLAND,6800 WINDHAM PKWY,PROSPECT,KY,40059,21,1993/09/02 00:00:00,100.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29376.0,SYCAMORE CONDOS,217 SYCAMORE DR,LOUISVILLE,KY,40223,25,1988/06/07 00:00:00,101.0
695,SWIMMING AREA,198.0,SPLASH PAD,98925.0,ROBSION PARK SPLASH PAD,8125R LAGRANGE RD,LYNDON,KY,40222,29,1988/06/07 00:00:00,102.0
695,SWIMMING AREA,191.0,SWIMMING POOL,78986.0,HOLIDAY INN,447 FARMINGTON AVE,LOUISVILLE,KY,40209,23,2007/09/12 00:00:00,103.0
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,29161.0,LAKE FOREST - THE LODGE,511 WOODLAKE DR,LOUISVILLE,KY,40245,25,1988/06/06 00:00:00,104.0
695,SWIMMING AREA,197.0,SPA,94109.0,KORT - BROWNSBORO CROSSING,9880 ANGIES WAY,LOUISVILLE,KY,40241,21,2014/01/22 00:00:00,105.0
695,SWIMMING AREA,191.0,SWIMMING POOL,94177.0,MERIDIAN AT SHELBYVILLE,12900 OBSERVATION CIRCLE,LOUISVILLE,KY,40243,25,2014/07/03 00:00:00,106.0
695,SWIMMING AREA,191.0,SWIMMING POOL,94925.0,U OF L - SOCCER COMPLEX #1,337 BYRNE AVE,LOUISVILLE,KY,40209,23,2014/08/01 00:00:00,107.0
695,SWIMMING AREA,191.0,SWIMMING POOL,94926.0,U OF L - SOCCER COMPLEX #2,337 BYRNE AVE,LOUISVILLE,KY,40209,23,2014/08/01 00:00:00,108.0
