agency_number,agency_name,class_field,class_description,statutory_reference,calendar_year,monthvalue,total_amount
83000.0,DEPARTMENT OF HUMAN SERVICES,270,Reintegration of Inmates Rev F,,2011,7,$90657.33
83000.0,DEPARTMENT OF HUMAN SERVICES,320,Human Services Disbursing Fund,,2011,7,$17948923.59
83000.0,DEPARTMENT OF HUMAN SERVICES,321,Human Services Disbursing Fund,,2011,7,$46885472.06
83000.0,DEPARTMENT OF HUMAN SERVICES,322,Human Services Disbursing Fund,,2011,7,$37085515.45
83000.0,DEPARTMENT OF HUMAN SERVICES,323,Human Services Disbursing Fund,,2011,7,$0.00
83000.0,DEPARTMENT OF HUMAN SERVICES,324,Fy 04 Human Svcs Disb Fund,"TITLE 56, SECTION 224",2011,7,$0.00
83000.0,DEPARTMENT OF HUMAN SERVICES,325,Fy 05 Human Svcs Disb Fund,"TITLE 56, SEC 224",2011,7,$0.00
83000.0,DEPARTMENT OF HUMAN SERVICES,326,Fy 06 Human Svcs Disb Fund,"TITLE 56, SEC 224",2011,7,$0.00
83000.0,DEPARTMENT OF HUMAN SERVICES,327,Fy 07 Human Svcs Disb Fund,,2011,7,$0.00
83000.0,DEPARTMENT OF HUMAN SERVICES,328,FY08 Human Svcs Disb Fund,,2011,7,$0.00
83000.0,DEPARTMENT OF HUMAN SERVICES,329,Human Services Disbursing Fund,,2011,7,$0.00
83000.0,DEPARTMENT OF HUMAN SERVICES,340,Human Sev Medical & Assistance,"TITLE 56, SEC. 223",2011,7,$36497583.07
83000.0,DEPARTMENT OF HUMAN SERVICES,370,Juvenile Justice Disb Fund,,2011,7,$0.00
83000.0,DEPARTMENT OF HUMAN SERVICES,371,Juvenile Justice Disburs Fund,,2011,7,$23062.47
83000.0,DEPARTMENT OF HUMAN SERVICES,372,Juvenile Justice Disburse Fund,,2011,7,$32998.33
83000.0,DEPARTMENT OF HUMAN SERVICES,373,Juvenile Justice Disburs Fund,,2011,7,$0.00
83000.0,DEPARTMENT OF HUMAN SERVICES,374,Fy 04 Juvenile Justice Disb Fu,"TITLE 62, SECTION 34.9",2011,7,$0.00
83000.0,DEPARTMENT OF HUMAN SERVICES,375,FY 05 Juvenile Justice Disb Fu,"TITLE 62, SECTION 34.9",2011,7,$0.00
83000.0,DEPARTMENT OF HUMAN SERVICES,376,FY06 Juvenile Justice Disb Fnd,"TITLE 62, SEC. 34.9",2011,7,$0.00
83000.0,DEPARTMENT OF HUMAN SERVICES,377,FY07 Juvenile Justice Disb Fnd,,2011,7,$0.00
83000.0,DEPARTMENT OF HUMAN SERVICES,378,Juvenile Justice Disb Fund,,2011,7,$0.00
83000.0,DEPARTMENT OF HUMAN SERVICES,379,Juvenile Justice Disb Fund,,2011,7,$0.00
83000.0,DEPARTMENT OF HUMAN SERVICES,490,American Recov. & Reinv. Act,"TITLE 62, SEC. 34.9 & 34.48",2011,7,$0.00
83500.0,WATER RESOURCES BOARD,205,Ok Weather Modification Fund,"TITLE 82, SEC. 1087.6 B",2011,7,$10309.00
83500.0,WATER RESOURCES BOARD,210,Drillers & Installers Ind.Fund,"TITLE 82, SECTION 1020.16",2011,7,$54565.00
83500.0,WATER RESOURCES BOARD,215,OWRB Revolving Fund,"TITLE 82, SEC 1085.7B",2011,7,$189299.72
83500.0,WATER RESOURCES BOARD,225,Rural Econ Actn Pn Wtr Proj Fd,"TITLE 62, SEC. 2002.1",2011,7,$2049510.51
83500.0,WATER RESOURCES BOARD,230,St Water Devel Revolving Fund,"TITLE 82, SEC. 1085.40 A",2011,7,$96145.75
83500.0,WATER RESOURCES BOARD,240,Okla Water Resource Rev Fund,"TITLE 82, SEC. 1085.7",2011,7,$457434.81
83500.0,WATER RESOURCES BOARD,245,Well Drlrs & Instlr Reg Fund,"TITLE 82, CH 11, SEC 1020.16",2011,7,$24482.50
83500.0,WATER RESOURCES BOARD,250,Comm Water Infrastr Dev Revolv,TITLE 82 SECTION 1085.7A,2011,7,$1103841.96
83500.0,WATER RESOURCES BOARD,340,CMIA Programs Disbursing Fund,"TITLE 62, SEC. 41.21",2011,7,$432779.48
83500.0,WATER RESOURCES BOARD,400,Fed Funds Admin & Project Fd.,"TITLE 82, SEC. 1085.3 11",2011,7,$158374.08
83500.0,WATER RESOURCES BOARD,410,Federal Water Quality Mgmt,"TITLE 62, SEC 41.8 AND TITLE 82, SEC 934.5",2011,7,$63427.35
83500.0,WATER RESOURCES BOARD,415,Environmental Damage Remediati,TITLE 62 SECTION 7.5,2011,7,$3963284.31
83500.0,WATER RESOURCES BOARD,420,USGS Cooperative Program,"TITLE 82, SEC. 1985.2 11",2011,7,$64119.88
83500.0,WATER RESOURCES BOARD,443,Interagency Reimbursement Fund,"TITLE 74, SEC. 581",2011,7,$104473.53
83500.0,WATER RESOURCES BOARD,444,Drnking Wtr Trmt Loan Admin Fd,"TITLE 82, SEC. 1085.84A",2011,7,$4384408.79
83500.0,WATER RESOURCES BOARD,445,Fy 2000 Wastewater Facility Co,1999 OKLAHOMA LEGISLATURE,2011,7,$423594.82
83500.0,WATER RESOURCES BOARD,471,WRF - Grants,"TITLE 82, SEC. 1085.33 & 1085.39(1)",2011,7,$866017.36
83500.0,WATER RESOURCES BOARD,472,WRF - Const Revolving Loan,"TITLE 82, SEC. 1085.33 & 1085.53(A)",2011,7,$32368624.36
83500.0,WATER RESOURCES BOARD,473,Drinking Wtr Trmt Rev Loan Fd,"TITLE 82,SEC 1085.73",2011,7,$2470147.80
83500.0,WATER RESOURCES BOARD,490,CW/DW State Revolving Fd ARRA,,2011,7,$250583.54
87500.0,WHEAT COMMISSION,200,Revolving Fund,"TITLE 62, SEC. 155",2011,7,$1096548.12
88000.0,WILL ROGERS MEMORIAL COMM.,200,W Rogers Memorial Comm Rev Fun,"TITLE 53, SEC. 47.4A",2011,7,$71031.20
97800.0,OKLA. TRANSPORTATION AUTHORITY,200,Payroll Transfer Fund,ESTABLISHED TO ACCOMODATE UTILIZATION OF OPM PR,2011,7,$5500.00
