indicatorvalue,panel,panelnum,unit,unitnum,stubname,stubnamenum,stublabelnum,stublabel,yearvalue,yearnum,age,agenum,estimate,se,flagvalue
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,1988-1994,1.0,2-19 years,0.0,10.2,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,1999-2002,2.0,2-19 years,0.0,15.3,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2001-2004,3.0,2-19 years,0.0,16.7,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2003-2006,4.0,2-19 years,0.0,17.4,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2005-2008,5.0,2-19 years,0.0,18.2,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2007-2010,6.0,2-19 years,0.0,18.3,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2009-2012,7.0,2-19 years,0.0,18.5,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2011-2014,8.0,2-19 years,0.0,20.3,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2013-2016,9.0,2-19 years,0.0,20.7,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2015-2018,10.0,2-19 years,0.0,21.7,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,1988-1994,1.0,2-19 years,0.0,9.4,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,1999-2002,2.0,2-19 years,0.0,14.0,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2001-2004,3.0,2-19 years,0.0,17.8,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2003-2006,4.0,2-19 years,0.0,17.1,1.5,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2005-2008,5.0,2-19 years,0.0,16.0,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2007-2010,6.0,2-19 years,0.0,16.7,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2009-2012,7.0,2-19 years,0.0,15.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2011-2014,8.0,2-19 years,0.0,16.4,1.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2013-2016,9.0,2-19 years,0.0,16.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2015-2018,10.0,2-19 years,0.0,18.4,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,1988-1994,1.0,2-19 years,0.0,4.7,1.2,*
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,1999-2002,2.0,2-19 years,0.0,12.6,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2001-2004,3.0,2-19 years,0.0,11.2,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2003-2006,4.0,2-19 years,0.0,11.0,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2005-2008,5.0,2-19 years,0.0,11.6,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2007-2010,6.0,2-19 years,0.0,11.9,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2009-2012,7.0,2-19 years,0.0,11.5,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2011-2014,8.0,2-19 years,0.0,11.4,1.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2013-2016,9.0,2-19 years,0.0,12.2,1.8,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2015-2018,10.0,2-19 years,0.0,10.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,1988-1994,1.0,2-5 years,0.1,6.2,0.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,1999-2002,2.0,2-5 years,0.1,10.0,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2001-2004,3.0,2-5 years,0.1,13.1,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2003-2006,4.0,2-5 years,0.1,12.8,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2005-2008,5.0,2-5 years,0.1,9.8,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2007-2010,6.0,2-5 years,0.1,11.9,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2009-2012,7.0,2-5 years,0.1,12.0,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2011-2014,8.0,2-5 years,0.1,9.2,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2013-2016,9.0,2-5 years,0.1,11.5,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2015-2018,10.0,2-5 years,0.1,14.5,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,1988-1994,1.0,2-5 years,0.1,8.2,1.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,1999-2002,2.0,2-5 years,0.1,10.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2001-2004,3.0,2-5 years,0.1,11.7,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2003-2006,4.0,2-5 years,0.1,12.2,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2005-2008,5.0,2-5 years,0.1,11.2,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2007-2010,6.0,2-5 years,0.1,10.2,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2009-2012,7.0,2-5 years,0.1,8.4,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2011-2014,8.0,2-5 years,0.1,8.6,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2013-2016,9.0,2-5 years,0.1,11.7,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Age,2.0,2.1,2-5 years,1988-1994,1.0,2-5 years,0.1,7.2,0.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Age,2.0,2.1,2-5 years,1999-2002,2.0,2-5 years,0.1,10.3,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Age,2.0,2.1,2-5 years,2001-2004,3.0,2-5 years,0.1,12.4,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Age,2.0,2.1,2-5 years,2003-2006,4.0,2-5 years,0.1,12.5,1.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Age,2.0,2.1,2-5 years,2005-2008,5.0,2-5 years,0.1,10.5,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Age,2.0,2.1,2-5 years,2007-2010,6.0,2-5 years,0.1,11.1,0.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Age,2.0,2.1,2-5 years,2009-2012,7.0,2-5 years,0.1,10.2,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Age,2.0,2.1,2-5 years,2011-2014,8.0,2-5 years,0.1,8.9,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Age,2.0,2.1,2-5 years,2013-2016,9.0,2-5 years,0.1,11.6,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Age,2.0,2.1,2-5 years,2015-2018,10.0,2-5 years,0.1,13.7,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,1988-1994,1.0,2-5 years,0.1,5.2,0.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,1999-2002,2.0,2-5 years,0.1,8.7,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2001-2004,3.0,2-5 years,0.1,10.2,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2003-2006,4.0,2-5 years,0.1,10.8,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2005-2008,5.0,2-5 years,0.1,9.3,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2007-2010,6.0,2-5 years,0.1,9.0,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2009-2012,7.0,2-5 years,0.1,6.4,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2011-2014,8.0,2-5 years,0.1,5.2,1.2,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2013-2016,9.0,2-5 years,0.1,9.9,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2015-2018,10.0,2-5 years,0.1,12.4,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.12,Not Hispanic or Latino: Black or African American only,1988-1994,1.0,2-5 years,0.1,7.8,0.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.12,Not Hispanic or Latino: Black or African American only,1999-2002,2.0,2-5 years,0.1,8.8,1.5,-
