survey_name,start_date,end_date,species,sample_key,record_key,uncertain,latitude,data_type,projection,longitude
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Ahnfeltia plicata,JNCCMNCR10017289,JNCCMNCR10312699,False,51.2184846877283,Point,WGS84,-4.00602684665328
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017232,JNCCMNCR10310995,False,51.1865883939281,Point,WGS84,-4.22788786261401
1978-79 SWBSS North Devon survey,1978-06-05,1978-06-05,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017175,JNCCMNCR10309593,False,51.2132834912881,Point,WGS84,-4.09744123709183
1978-79 SWBSS North Devon survey,1978-06-07,1978-06-07,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017167,JNCCMNCR10309336,False,51.1997632341582,Point,WGS84,-4.19703069117569
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017172,JNCCMNCR10309482,False,51.2113244759727,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017289,JNCCMNCR10312663,False,51.2184846877283,Point,WGS84,-4.00602684665328
1978-79 SWBSS North Devon survey,1978-06-05,1979-07-18,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017188,JNCCMNCR10309967,False,51.2150036255756,Point,WGS84,-4.101815259643
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017271,JNCCMNCR10312016,False,51.1996016686144,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017209,JNCCMNCR10310549,False,51.2042611677795,Point,WGS84,-4.14856946164071
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017253,JNCCMNCR10311492,False,51.2323971425511,Point,WGS84,-3.87198223834451
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017165,JNCCMNCR10309247,False,51.2274653783599,Point,WGS84,-3.89899537603277
1978-79 SWBSS North Devon survey,1978-06-07,1978-06-07,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017338,JNCCMNCR10314151,False,51.2020147046213,Point,WGS84,-4.17280133740369
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017185,JNCCMNCR10309904,False,51.2182356591843,Point,WGS84,-4.07188958255261
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017206,JNCCMNCR10310391,False,51.213894356363,Point,WGS84,-4.0631032324561
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017332,JNCCMNCR10313889,False,51.2104509883742,Point,WGS84,-4.0543585304208
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017306,JNCCMNCR10313176,False,51.2104509883742,Point,WGS84,-4.0543585304208
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017170,JNCCMNCR10309442,False,51.2333116747382,Point,WGS84,-3.92645311267276
1978-79 SWBSS North Devon survey,1978-06-12,1978-06-12,Necora puber,JNCCMNCR10017327,JNCCMNCR10313732,False,51.1408933865611,Point,WGS84,-4.26571750540694
1978-79 SWBSS North Devon survey,1978-06-07,1978-06-07,Necora puber,JNCCMNCR10017167,JNCCMNCR10309340,False,51.1997632341582,Point,WGS84,-4.19703069117569
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Necora puber,JNCCMNCR10017172,JNCCMNCR10309489,False,51.2113244759727,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Necora puber,JNCCMNCR10017209,JNCCMNCR10310557,False,51.2042611677795,Point,WGS84,-4.14856946164071
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Necora puber,JNCCMNCR10017257,JNCCMNCR10311612,False,51.0153811102677,Point,WGS84,-4.42498666479072
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Necora puber,JNCCMNCR10017325,JNCCMNCR10313646,False,50.9980292981176,Point,WGS84,-4.39415026382308
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Necora puber,JNCCMNCR10017165,JNCCMNCR10309251,False,51.2274653783599,Point,WGS84,-3.89899537603277
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Necora puber,JNCCMNCR10017185,JNCCMNCR10309918,False,51.2182356591843,Point,WGS84,-4.07188958255261
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Necora puber,JNCCMNCR10017206,JNCCMNCR10310399,False,51.213894356363,Point,WGS84,-4.0631032324561
1978-79 SWBSS North Devon survey,1978-06-05,1978-06-05,Necora puber,JNCCMNCR10017155,JNCCMNCR10308938,False,51.2167750919938,Point,WGS84,-4.10332795253492
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Necora puber,JNCCMNCR10017332,JNCCMNCR10313892,False,51.2104509883742,Point,WGS84,-4.0543585304208
1978-79 SWBSS North Devon survey,1978-06-12,1978-06-12,Necora puber,JNCCMNCR10017331,JNCCMNCR10313874,False,51.1454136190676,Point,WGS84,-4.26450914013944
1978-79 SWBSS North Devon survey,1978-06-12,1978-06-12,Necora puber,JNCCMNCR10017310,JNCCMNCR10313272,False,51.1454136190676,Point,WGS84,-4.26450914013944
1978-79 SWBSS North Devon survey,1978-06-05,1978-06-05,Necora puber,JNCCMNCR10017200,JNCCMNCR10310264,False,51.2150550176805,Point,WGS84,-4.09895370617106
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Necora puber,JNCCMNCR10017246,JNCCMNCR10311365,False,51.2139699999067,Point,WGS84,-4.0588108981482
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Necora puber,JNCCMNCR10017287,JNCCMNCR10312577,False,51.2211315096244,Point,WGS84,-4.009006165657
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Ulva,JNCCMNCR10017152,JNCCMNCR10308875,False,51.2309427889571,Point,WGS84,-4.01373079410804
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Ulva,JNCCMNCR10017249,JNCCMNCR10311424,False,50.9953029974885,Point,WGS84,-4.35125322917863
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Ulva,JNCCMNCR10017267,JNCCMNCR10311902,False,51.2113244759727,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Ulva,JNCCMNCR10017209,JNCCMNCR10310600,False,51.2042611677795,Point,WGS84,-4.14856946164071
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Ulva,JNCCMNCR10017158,JNCCMNCR10309064,False,51.0153811117234,Point,WGS84,-4.42498666455148
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Ulva,JNCCMNCR10017262,JNCCMNCR10311732,False,51.2137432886208,Point,WGS84,-4.12180458172078
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Ulva,JNCCMNCR10017195,JNCCMNCR10310108,False,51.2139699999067,Point,WGS84,-4.0588108981482
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Pterothamnion plumula,JNCCMNCR10017152,JNCCMNCR10308863,False,51.2309427889571,Point,WGS84,-4.01373079410804
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Pterothamnion plumula,JNCCMNCR10017329,JNCCMNCR10313806,False,51.2113244759727,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Pterothamnion plumula,JNCCMNCR10017268,JNCCMNCR10311926,False,51.2113244759727,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-12,1978-06-12,Amphilectus fucorum,JNCCMNCR10017327,JNCCMNCR10313707,False,51.1408933865611,Point,WGS84,-4.26571750540694
1978-79 SWBSS North Devon survey,1978-06-07,1978-06-07,Amphilectus fucorum,JNCCMNCR10017272,JNCCMNCR10312048,False,51.1997632345959,Point,WGS84,-4.19703069069309
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Amphilectus fucorum,JNCCMNCR10017268,JNCCMNCR10311903,True,51.2113244759727,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Amphilectus fucorum,JNCCMNCR10017271,JNCCMNCR10312006,False,51.1996016686144,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Amphilectus fucorum,JNCCMNCR10017277,JNCCMNCR10312231,False,51.1996016686144,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Amphilectus fucorum,JNCCMNCR10017209,JNCCMNCR10310537,False,51.2042611677795,Point,WGS84,-4.14856946164071
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Amphilectus fucorum,JNCCMNCR10017185,JNCCMNCR10309884,False,51.2182356591843,Point,WGS84,-4.07188958255261
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Amphilectus fucorum,JNCCMNCR10017304,JNCCMNCR10313093,False,51.2188032089271,Point,WGS84,-4.09053184633273
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Amphilectus fucorum,JNCCMNCR10017274,JNCCMNCR10312131,True,51.2018549058301,Point,WGS84,-4.18138313166936
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Amphilectus fucorum,JNCCMNCR10017303,JNCCMNCR10313058,True,51.213894356363,Point,WGS84,-4.0631032324561
1978-79 SWBSS North Devon survey,1978-06-05,1978-06-05,Amphilectus fucorum,JNCCMNCR10017242,JNCCMNCR10311265,False,51.2150036255756,Point,WGS84,-4.101815259643
1978-79 SWBSS North Devon survey,1978-06-05,1978-06-05,Amphilectus fucorum,JNCCMNCR10017155,JNCCMNCR10308919,False,51.2167750919938,Point,WGS84,-4.10332795253492
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Amphilectus fucorum,JNCCMNCR10017195,JNCCMNCR10310086,False,51.2139699999067,Point,WGS84,-4.0588108981482
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Amphilectus fucorum,JNCCMNCR10017287,JNCCMNCR10312557,False,51.2211315096244,Point,WGS84,-4.009006165657
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Polycera,JNCCMNCR10017185,JNCCMNCR10309924,False,51.2182356591843,Point,WGS84,-4.07188958255261
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Alaria esculenta,JNCCMNCR10017288,JNCCMNCR10312641,False,51.2184846877283,Point,WGS84,-4.00602684665328
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Alaria esculenta,JNCCMNCR10017304,JNCCMNCR10313117,False,51.2188032089271,Point,WGS84,-4.09053184633273
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Corymorpha nutans,JNCCMNCR10017255,JNCCMNCR10311544,False,51.2104509883742,Point,WGS84,-4.0543585304208
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Cucumariidae,JNCCMNCR10017289,JNCCMNCR10312688,False,51.2184846877283,Point,WGS84,-4.00602684665328
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Cucumariidae,JNCCMNCR10017271,JNCCMNCR10312027,False,51.1996016686144,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Cucumariidae,JNCCMNCR10017253,JNCCMNCR10311503,False,51.2323971425511,Point,WGS84,-3.87198223834451
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Cucumariidae,JNCCMNCR10017185,JNCCMNCR10309948,False,51.2182356591843,Point,WGS84,-4.07188958255261
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Cucumariidae,JNCCMNCR10017246,JNCCMNCR10311366,False,51.2139699999067,Point,WGS84,-4.0588108981482
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Cucumariidae,JNCCMNCR10017287,JNCCMNCR10312587,False,51.2211315096244,Point,WGS84,-4.009006165657
1978-79 SWBSS North Devon survey,1978-06-07,1978-06-07,Laminaria digitata,JNCCMNCR10017272,JNCCMNCR10312087,False,51.1997632345959,Point,WGS84,-4.19703069069309
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Laminaria digitata,JNCCMNCR10017267,JNCCMNCR10311900,False,51.2113244759727,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Laminaria digitata,JNCCMNCR10017277,JNCCMNCR10312253,False,51.1996016686144,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Laminaria digitata,JNCCMNCR10017238,JNCCMNCR10311197,False,51.2042611677795,Point,WGS84,-4.14856946164071
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Laminaria digitata,JNCCMNCR10017222,JNCCMNCR10310827,False,51.2367381940553,Point,WGS84,-3.82488398958696
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Laminaria digitata,JNCCMNCR10017158,JNCCMNCR10309061,False,51.0153811117234,Point,WGS84,-4.42498666455148
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Laminaria digitata,JNCCMNCR10017325,JNCCMNCR10313667,False,50.9980292981176,Point,WGS84,-4.39415026382308
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Laminaria digitata,JNCCMNCR10017165,JNCCMNCR10309279,False,51.2274653783599,Point,WGS84,-3.89899537603277
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Filograna implexa,JNCCMNCR10017185,JNCCMNCR10309909,False,51.2182356591843,Point,WGS84,-4.07188958255261
1978-79 SWBSS North Devon survey,1978-06-12,1978-06-12,Cancer pagurus,JNCCMNCR10017251,JNCCMNCR10311445,False,51.1408933825101,Point,WGS84,-4.2657175049103
1978-79 SWBSS North Devon survey,1978-06-12,1978-06-12,Cancer pagurus,JNCCMNCR10017327,JNCCMNCR10313731,False,51.1408933865611,Point,WGS84,-4.26571750540694
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Cancer pagurus,JNCCMNCR10017268,JNCCMNCR10311907,False,51.2113244759727,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Cancer pagurus,JNCCMNCR10017209,JNCCMNCR10310556,False,51.2042611677795,Point,WGS84,-4.14856946164071
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Cancer pagurus,JNCCMNCR10017257,JNCCMNCR10311611,False,51.0153811102677,Point,WGS84,-4.42498666479072
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Cancer pagurus,JNCCMNCR10017325,JNCCMNCR10313645,False,50.9980292981176,Point,WGS84,-4.39415026382308
1978-79 SWBSS North Devon survey,1978-06-09,1978-06-09,Cancer pagurus,JNCCMNCR10017184,JNCCMNCR10309859,False,51.2231680959983,Point,WGS84,-4.09789063290171
1978-79 SWBSS North Devon survey,1978-06-09,1978-06-09,Polyclinum aurantium,JNCCMNCR10017184,JNCCMNCR10309874,False,51.2231680959983,Point,WGS84,-4.09789063290171
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Polyclinum aurantium,JNCCMNCR10017304,JNCCMNCR10313114,False,51.2188032089271,Point,WGS84,-4.09053184633273
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Polyclinum aurantium,JNCCMNCR10017306,JNCCMNCR10313190,False,51.2104509883742,Point,WGS84,-4.0543585304208
1978-79 SWBSS North Devon survey,1978-06-12,1978-06-12,Polyclinum aurantium,JNCCMNCR10017310,JNCCMNCR10759091,True,51.1454136190676,Point,WGS84,-4.26450914013944
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Scytosiphon lomentaria,JNCCMNCR10017249,JNCCMNCR10311420,False,50.9953029974885,Point,WGS84,-4.35125322917863
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Sabellaria spinulosa,JNCCMNCR10017232,JNCCMNCR10310996,False,51.1865883939281,Point,WGS84,-4.22788786261401
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Sabellaria spinulosa,JNCCMNCR10017152,JNCCMNCR10308842,False,51.2309427889571,Point,WGS84,-4.01373079410804
1978-79 SWBSS North Devon survey,1978-06-05,1979-07-18,Sabellaria spinulosa,JNCCMNCR10017186,JNCCMNCR10309958,False,51.2357158981589,Point,WGS84,-3.88930747566612
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Bugula flabellata,JNCCMNCR10017262,JNCCMNCR10311705,False,51.2137432886208,Point,WGS84,-4.12180458172078
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Bugula flabellata,JNCCMNCR10017246,JNCCMNCR10759083,False,51.2139699999067,Point,WGS84,-4.0588108981482
1978-79 SWBSS North Devon survey,1978-06-12,1978-06-12,Dictyopteris polypodioides,JNCCMNCR10017305,JNCCMNCR10313149,False,51.1473487536458,Point,WGS84,-4.25745455893696
1978-79 SWBSS North Devon survey,1978-06-05,1978-06-05,Dictyopteris polypodioides,JNCCMNCR10017281,JNCCMNCR10312403,False,51.2132834912881,Point,WGS84,-4.09744123709183
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Dictyopteris polypodioides,JNCCMNCR10017152,JNCCMNCR10308871,False,51.2309427889571,Point,WGS84,-4.01373079410804
1978-79 SWBSS North Devon survey,1978-06-07,1978-06-07,Dictyopteris polypodioides,JNCCMNCR10017272,JNCCMNCR10312085,False,51.1997632345959,Point,WGS84,-4.19703069069309
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Dictyopteris polypodioides,JNCCMNCR10017172,JNCCMNCR10309525,False,51.2113244759727,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Dictyopteris polypodioides,JNCCMNCR10017329,JNCCMNCR10313818,False,51.2113244759727,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Dictyota dichotoma,JNCCMNCR10017267,JNCCMNCR10311899,False,51.2113244759727,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Dictyota dichotoma,JNCCMNCR10017268,JNCCMNCR10311939,False,51.2113244759727,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Dictyota dichotoma,JNCCMNCR10017288,JNCCMNCR10312637,False,51.2184846877283,Point,WGS84,-4.00602684665328
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Dictyota dichotoma,JNCCMNCR10017289,JNCCMNCR10312716,False,51.2184846877283,Point,WGS84,-4.00602684665328
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Dictyota dichotoma,JNCCMNCR10017324,JNCCMNCR10313632,False,51.2472208033837,Point,WGS84,-3.78661139610697
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Dictyota dichotoma,JNCCMNCR10017199,JNCCMNCR10310256,False,51.1996016686144,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Dictyota dichotoma,JNCCMNCR10017271,JNCCMNCR10312044,False,51.1996016686144,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Dictyota dichotoma,JNCCMNCR10017277,JNCCMNCR10312252,False,51.1996016686144,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-07,1978-06-07,Polysiphonia,JNCCMNCR10017167,JNCCMNCR10309360,False,51.1997632341582,Point,WGS84,-4.19703069117569
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Polysiphonia,JNCCMNCR10017329,JNCCMNCR10313814,False,51.2113244759727,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Polysiphonia,JNCCMNCR10017267,JNCCMNCR10311897,False,51.2113244759727,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Polysiphonia,JNCCMNCR10017289,JNCCMNCR10312710,False,51.2184846877283,Point,WGS84,-4.00602684665328
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Polysiphonia,JNCCMNCR10017324,JNCCMNCR10313626,False,51.2472208033837,Point,WGS84,-3.78661139610697
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Polysiphonia,JNCCMNCR10017277,JNCCMNCR10312249,False,51.1996016686144,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Polysiphonia,JNCCMNCR10017222,JNCCMNCR10310818,False,51.2367381940553,Point,WGS84,-3.82488398958696
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Polysiphonia,JNCCMNCR10017339,JNCCMNCR10314175,False,51.2323971369795,Point,WGS84,-3.87198223844871
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Polysiphonia,JNCCMNCR10017165,JNCCMNCR10309274,False,51.2274653783599,Point,WGS84,-3.89899537603277
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Schottera nicaeensis,JNCCMNCR10017277,JNCCMNCR10312240,False,51.1996016686144,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Schottera nicaeensis,JNCCMNCR10017238,JNCCMNCR10311182,True,51.2042611677795,Point,WGS84,-4.14856946164071
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Schottera nicaeensis,JNCCMNCR10017222,JNCCMNCR10310805,False,51.2367381940553,Point,WGS84,-3.82488398958696
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Schottera nicaeensis,JNCCMNCR10017233,JNCCMNCR10311029,False,51.2323971369795,Point,WGS84,-3.87198223844871
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Schottera nicaeensis,JNCCMNCR10017165,JNCCMNCR10309262,False,51.2274653783599,Point,WGS84,-3.89899537603277
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Schottera nicaeensis,JNCCMNCR10017275,JNCCMNCR10312179,False,51.2274653783599,Point,WGS84,-3.89899537603277
1978-79 SWBSS North Devon survey,1978-06-07,1978-06-07,Schottera nicaeensis,JNCCMNCR10017338,JNCCMNCR10314160,False,51.2020147046213,Point,WGS84,-4.17280133740369
1978-79 SWBSS North Devon survey,1978-06-07,1978-06-07,Schottera nicaeensis,JNCCMNCR10017341,JNCCMNCR10314199,False,51.2020147046213,Point,WGS84,-4.17280133740369
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Ophiura,JNCCMNCR10017206,JNCCMNCR10310405,False,51.213894356363,Point,WGS84,-4.0631032324561
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Obelia geniculata,JNCCMNCR10017288,JNCCMNCR10312598,False,51.2184846877283,Point,WGS84,-4.00602684665328
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Obelia geniculata,JNCCMNCR10017289,JNCCMNCR10312657,False,51.2184846877283,Point,WGS84,-4.00602684665328
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Obelia geniculata,JNCCMNCR10017199,JNCCMNCR10310219,False,51.1996016686144,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Obelia geniculata,JNCCMNCR10017165,JNCCMNCR10309246,False,51.2274653783599,Point,WGS84,-3.89899537603277
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Obelia geniculata,JNCCMNCR10017185,JNCCMNCR10309897,False,51.2182356591843,Point,WGS84,-4.07188958255261
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Obelia geniculata,JNCCMNCR10017304,JNCCMNCR10313099,False,51.2188032089271,Point,WGS84,-4.09053184633273
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Obelia geniculata,JNCCMNCR10017206,JNCCMNCR10310388,False,51.213894356363,Point,WGS84,-4.0631032324561
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Obelia geniculata,JNCCMNCR10017255,JNCCMNCR10311547,False,51.2104509883742,Point,WGS84,-4.0543585304208
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Crossaster papposus,JNCCMNCR10017196,JNCCMNCR10310125,False,51.2416748740217,Point,WGS84,-3.79642531811094
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Crossaster papposus,JNCCMNCR10017152,JNCCMNCR10308848,False,51.2309427889571,Point,WGS84,-4.01373079410804
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Crossaster papposus,JNCCMNCR10017296,JNCCMNCR10312884,False,51.2238008239349,Point,WGS84,-3.9031409801048
