facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
695,SWIMMING AREA,191.0,SWIMMING POOL,108134.0,CAMBRIA HOTEL,120 S FLOYD ST,LOUISVILLE,KY,40202,28,1988/06/07 00:00:00,507.0
695,SWIMMING AREA,191.0,SWIMMING POOL,108274.0,COVINGTON BY THE LAKE,7321 JEFFERSON BLVD,LOUISVILLE,KY,40219,27,1988/06/07 00:00:00,508.0
695,SWIMMING AREA,191.0,SWIMMING POOL,108387.0,TRIFECTA APARTMENTS,2501 S 4TH ST,LOUISVILLE,KY,40208,23,2019/07/30 00:00:00,509.0
695,SWIMMING AREA,191.0,SWIMMING POOL,108428.0,MEREMONT AT LONG RUN,1550 LINCOLN HILL WAY,LOUISVILLE,KY,40207,25,1988/06/07 00:00:00,510.0
695,SWIMMING AREA,191.0,SWIMMING POOL,108933.0,THE FLATS ON 5TH LOUISVILLE,430 W MUHAMMAD ALI BLVD,LOUISVILLE,KY,40202,24,2019/08/08 00:00:00,511.0
695,SWIMMING AREA,191.0,SWIMMIGN POOL,108960.0,LA QUINTA INN & SUITES EAST,13825 TERRA VIEW TRAIL,LOUISVILLE,KY,40245,25,1988/06/07 00:00:00,512.0
695,SWIMMING AREA,191.0,SWIMMING POOL,109671.0,U OF L HEALTH - FRAZIER REHAB #2,220 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,24,2006/06/01 00:00:00,513.0
695,SWIMMING AREA,191.0,SWIMMING POOL,109672.0,U OF L HEALTH - FRAZIER REHAB #1,220 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,24,2006/06/01 00:00:00,514.0
695,SWIMMING AREA,191.0,WSIMMING POOL,109711.0,UPTON - OXMOOR APARTMENTS,7725 UPTON OXMOOR LANE,LOUISVILLE,KY,40222,26,1988/06/07 00:00:00,515.0
695,SWIMMING AREA,191.0,SWIMMING POOL,109728.0,AVOCA APARTMENT,1405 AVOCA RIDGE RD,LOUISVILLE,KY,40223,25,1988/06/07 00:00:00,516.0
695,SWIMMING AREA,191.0,SWIMMING POOL,109771.0,THE HARPER,292 STOKE ON TRENT,JEFFERSONTOWN,KY,40299,22,2020/06/30 00:00:00,517.0
695,SWIMMING AREA,191.0,SWIMMING POOL,109829.0,HYATT HOUSE LOUISVILLE EAST,9315 LEES GATE RD,LOUISVILLE,KY,40222,25,2020/09/21 00:00:00,518.0
695,SWIMMING AREA,191.0,SWIMMING POOL,109911.0,AXIS ON LEXINGTON,303 AXIS DR,LOUISVILLE,KY,40206,26,1988/06/07 00:00:00,519.0
695,SWIMMING AREA,191.0,SWIMMING POOL,109975.0,FINISH LINE APARTMENTS,5420 EIGHT BELLS LANE,LOUISVILLE,KY,40258,23,1988/06/07 00:00:00,520.0
695,SWIMMING AREA,191.0,SWIMMING POOL,109976.0,FRONTGATE APARTMENTS,7400 SNOW BEND AVE,LOUISVILLE,KY,40228,27,2021/06/16 00:00:00,521.0
695,SWIMMING AREA,191.0,SWIMMING POOL,110312.0,THE LOFT,512 W ORMSBY AVE,LOUISVILLE,KY,40203,24,1988/06/07 00:00:00,522.0
695,SWIMMING AREA,191.0,SWIMMING POL,110473.0,TOWNEPLACE SUITES,801 W JEFFERSON ST,LOUISVILLE,KY,40202,24,1988/06/07 00:00:00,523.0
695,SWIMMING AREA,191.0,SWIMMING POOL,110474.0,RIALTO AT HURSTBOURNE,309 PALAZZO CIRCLE,LOUISVILLE,KY,40222,29,2022/05/13 00:00:00,524.0
695,SWIMMING AREA,191.0,SWIMMING POOL,110557.0,RESIDENCE INN,2510 TERRA CROSSING BLVD,LOUISVILLE,KY,40245,25,2020/12/21 00:00:00,525.0
695,SWIMMING AREA,191.0,SWIMMING POOL,110558.0,LORY OF LOUISVILLE,201 HERITAGE HILLS TRAIL,LOUISVILLE,KY,40223,25,2020/06/08 00:00:00,526.0
695,SWIMMING AREA,191.0,SWIMMING POOL,110572.0,ELEVATE AT NULU APARTMENTS,510 S SHELBY ST,LOUISVILLE,KY,40202,24,2020/06/08 00:00:00,527.0
695,SWIMMING AREA,191.0,SWIMMIN GPOOL,110637.0,BROOKVIEW AT MIDDLETOWN,400 ECHELON DR,LOUISVILLE,KY,40223,25,2020/06/22 00:00:00,528.0
695,SWIMMING AREA,191.0,SWIMMING POjOL,110742.0,THE OAKS AT ST. ANDREWS,6817 BROOKLAWN DR,LOUISVILLE,KY,40214,23,2020/07/06 00:00:00,529.0
695,SWIMMING AREA,191.0,SWIMMING POOL,111706.0,COURTYARDS AT CURRY FARMS,1840 DRESSAGE CIRCLE,LOUISVILLE,KY,40245,25,2021/07/27 00:00:00,530.0
695,SWIMMING AREA,191.0,SWIMMING POOL,111717.0,THE LOUIS FLATS APARTMENTS,10720 BELL TUCKER LANE,LOUISVILLE,KY,40241,21,1988/06/07 00:00:00,531.0
695,SWIMMING AREA,191.0,SWIMMING POOL,111748.0,LYRIC AT NORTON COMMONS,6324 MEETING STREET,PROSPECT,KY,40059,21,1988/06/07 00:00:00,532.0
695,SWIMMING AREA,269.0,SPA,111806.0,JEWISH COMMUNITY CENTER,3600 R DUTCHMANS LANE,LOUISVILLE,KY,40205,27,2022/04/18 00:00:00,533.0
695,SWIMMING AREA,191.0,SWIMMING POOL,111807.0,JEWISH COMMUNITY CENTER,3600R DUTCHMANS LANE,LOUISVILLE,KY,40205,27,1988/06/07 00:00:00,534.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112289.0,BROOKVIEW AT APEX,11602 APEX VIEW DR,LOUISVILLE,KY,40229,27,2021/04/23 00:00:00,535.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112532.0,BRECKINRIDGE SQUARE APARTMENTS,203 BRECKINRIDGE SQUARE,LOUISVILLE,KY,40220,29,1988/06/07 00:00:00,536.0
695,SWIMMING AREA,195.0,WATERSLIDE,112594.0,KY KINGDOM - TORNADO,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/28 00:00:00,537.0
695,SWIMMING AREA,195.0,WATERSLIDE,112595.0,KY KINGDOM - MT SLIDE HAI,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,538.0
