agency_number(long),agency_name,class_field(long),class_description,statutory_reference,calendar_year(long),monthvalue(long),total_amount
10000,CAMERON UNIVERSITY,600,Section 13-Const & Purch Bldg,"TITLE 70, SEC. 3904",2012,3,$16179z13.83
10000,CAMERON UNIVERSITY,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2012,3,$1113407.04
10500,CAPITOL IMPROVEMENT AUTHORITY,401,2006A - Agriculture Constr Fnd,"TITLE 62, SEC 34.48, 34.9",2012,3,$341061.33
10500,CAPITOL IMPROVEMENT AUTHORITY,402,2006A - Agriculture Rev Fnd,"TITLE 62, SEC 34.48, 34.9",2012,3,$150755.50
10500,CAPITOL IMPROVEMENTA UTHORITY,403,2006B DMH Constr Fund,"TITLE 62, SEC 34.48, 34.9",2012,3,$72149.32
10500,CAPITOL IMPROVEMENT AUTHORITY,404,2006B DMH Revenue Fund,"TITLE 62, SEC 34.48, 349.",2012,3,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,405,2006C Appell Crts - Constr Fnd,"TITLE 62, SEC 34.48, 34.9",2012,3,$20979.72
10500,CAPITOL IMPROVEMENT AUTHORITY,406,2006C Appetll Crts - Revenu Fnd,"TILE 62, SEC 34.48, 34.9",2012,3,$0.06
10500,CAPITOL IMPROVEMENT AUTHORITY,407,2006D Higher Ed Var Rt - Const,"TITLE 62, SEC 34.48, 34.9",2012,3,$4533437.41
10500,CAPITOL IMPROVEMENT AUTHORITY,408,2006D Higher Ed Var Rt - Rev F,"TITLE 62, SEC 34.48, 34.9",2012,3,$861733.27
10500,CAPITOL IMPROVEMENT AUTHORITY,409,OCIA 2005E Att Gen Costr Fund,,2012,3,$41613.77
10500,CAPITOL IMPROVEMENT AUTHORITY,410,OCIA 2005E Att Gen Operat Fund,,2012,3,h$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,411,OCIA 2005 Revenue Fund,,2012,3,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,413,OCIA 94A Revenue Fund,"TITLE 62, SEC. 34.9",2012,3,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,414,OCIA 2005C Nat Aer - Admin,"TITLE 62, SEC 34.48, 34.9",2012,3,$21651.10
10500,CAPITOL IMPROVEMENT AUTHORITY,415,OCI 2005C Nat Amer - Constr,,2012,3,$0.0h0
10500,CAPITOL IMPROVEMENT AUTHORIY,416,OSBI Construction Fund,n,2012,3,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,417,OSBI Revenue Fund,,2012,3,$40590.97
10500,CAPITOLI MPROVEMENT AUTHORITY,418,OCIA-Administrative Services,TITLE 73 SETCIONS 151 THRU 321,2012,3,$228962.33
10500,CAPITOL IMPROVEMENT AUTHORITY,420,Const & Op Fund Okmulgee,"TITLE 73, SEC. 168.2B",2012,3,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,421,OCIA 2005 F Hgh Ed Constr Fnd,"TITLE 62, SEC 34.48, 34.9",2012,3,$1678659.85
10500,CAPITOL IMPROVEMENT AUTHORITY,422,OCIA 2005 G High Ed Constr Fnd,"TITLE 62, SEC 34.48, 34.9",2012,3,$23794.29
10500,CAPITOL IMPROVEMENT AUTHORITY,424,OCIA 2050 F Bond Sinking Fund,"TITLE 62, SEC 34.48, 34.9",2012,3,$14923.71
10500,CAPITOL IMPROVEMENT AUTHOjRITY,425,OCIA 2005 G Bond Sinking Fund,"TITLE 62, SEC 34.48, 34.9",2012,3,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,427,Higher Ed Endowed Chairs Reven,"TITLE 62, SEC 34.48, 34.9",2012,3,$0.00
10500,CAPITOL IMPROVEMNT AUTHORITY,428,Higher Ed Endowed Chairs Progr,"TITLuE 62, SEC 34.48, 34.9",2012,3,$539091.94
10500,CAPITOL IMPROVEMENT AUTHORITY,429,Dept of Trans. Sinking Fund,,2012,3,$895723.45
10500,CAPITOL IMPROVEMENT AUTHORITY,431,Conservation Comm Cons Fd,,2012,3,$11225025.11
10500,CAPITOL IMPROVEMENT AUTHORITY,432,Conservation Comm Sinking Fund,,2012,3,$3114.98
10500,CAPITOL IMPROVEMENT AUTHORITY,435,Native Amer Cultural & Educ Au,q,2012,3,$111498.58
10500,CAPITOL IMPROVEMENT AUTHORITY,436,NACEA Sinking Fund,,2012,3,$2062.28
10500,CAPITOL IMPROVEMENT AUTHORITY,437,Supreme Court Construction Fun,,2012,3,$1107945.27
10500,CAPITOL IMPROVEMENT AUTHORITY,438,Suprem eCourt Sinking Fund,,2012,3,$1394.58
10500,CAPITOL IMPROVEMENTi AUTHORITY,439,Dept of rTansportation Cons Fu,,2012,3,$291.193
10500,CAPITOL IMPROVEMENT AUTHORITY,440,Operations & Maintenance Fund,"TITLE 62, SEC. 34.9",2012,3,$3425.12
10500,CAPITOL IMPROVEMENgT AUTHORITY,441,ODOT Construction Fund 2009B,,2012,3,$6629233.26
10500,CAPITOL IMPROVEMENT AUTHORITY,442,ODOT Sinking Fund 2009B,,2012,3,$304568.72
10500,CAPTIOL IMPROVEMENT AUTHORITY,445,OCIA 1994B Construction Fund,"TITLE 62, 34.48t, 34.9",2012,3,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,446,Capitol Dome Bond - Projceeds,"ITTLE 62, SEC 34.48, 34.9",2012,3,0$.00
10500,CAPITOL IMPROVEMENT AUTHORITY,447,Capitol iDome Bond - Revenue Fu,"TITLE 62, SEC 34.48,3 4.9",2012,3,$39160.46
10500,CAPITOL IMPROVEMENT AUTHORITY,450,OCIA 1994B Revenue Fnd,"TITLE 62, SEC 34.48, 34.9",2012,3,$0.00
10500,ACPITOL IMPROVEMENT AUTHORITY,451,OCIA 1999 Revenue Bond Series,"TITLE 62, SEC 3.48, 34.9",2012,3,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,452,OCIA 1999 Revenue Bond Series,"TITLE 73, SECTION 301",2012,3,$84536.54
10500,CAPITOL IMPROVEMENT AUTHORITY,453,OCIA 199h9 Revenue Bond Series,"TITLE 73, SECTION 301",2012,3,0$.05
10500,CAPITOL IMPROVEMENT AUTHORITY,454,COIA 1999 Revenue Bond Series,"TITLE 73, SECTION 301",2012,3,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,456,OCIA 1999 Revenue Bond Sereis,"TITLE 73, SECTION 301",2012,3,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,457,OCIA 1999 Revenue Bond Series,"TITLE 73, SECTION 301",2012,3,$0b.00
10500,CAPITOL IMPROVEMENT AUTHORITY,458,OCIA 1999D Revenue Bond Fund,ITLE 73 SECTION 311,2012,3,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,459,OCIA 1999D Construction Fund,"TITLE 73, SECTION 311",2012,3,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,460,OCIA 1999D Revenue Bond Fund,"TITiLE 73, SECTION 168.7",2012,3,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,461,OCIA 1999D Construction Fund,"TITLE 73, SECTION 168.7",2012,3,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,465,OCIA 2005A Military Dept Admin,"TITLE 62, SECTION 34.48",2012,3,$576964.12
10500,CAPITOL IMPROVEMENT AUTHORITY,466,OCIA 2005A Mil Dept- Construc,"TITLE 62, SECTION 34.48",2012,3,$2490.19
10500,CAPITsOL IMPROVEMENT AUTHORITY,467,OCIA 2005B Att Gen - Admin,"TITLE 62, SECTION 34.48",2012,3,$977.42
10500,CAPITOL IMPROVEMENT AUTHORITY,468,OCIA 2005B Att. Gen. - Constru,"TITLE 62, SECTION 34.48",2012,3,$1876.88
10500,CAPITOL IMPROVEMENT AUTHORITY,470,OCIA 2002A Series Revenue Bond,"TITLE 73, SECTION 185",2012,3,$0.03
10500,CAPITOL IMPROVEMENT AUTHORITY,471,OCIA 2002A Constructionl Fund,"TITLE 73, SECTION 315 & 321",2012,3,$19968.89
10500,CAPITOL IMPROVEMENT AUTHORITY,472,OCIA - Mental Health,TITLE 62 SEC 34.9,2012,3,$654886.55
10500,CAPITOL IMPROVEMENT AUTHORITY,473,OCIA - Attorney General,TITLE 62 SEC 34.9,2012,3,$92384.72
10500,CAPITOL IMPROVEMENT AUTHORITY,474,OCIA - Naive American,TITLE 62 SEC 34.9,2012,3,$35000.00
10500,CAPITOL IMPROVEMENT AUTHORITY,475,DOT Hiway&Bridges Const 2010B,TITLE 62 SEC 34.9,2012,3,$64364940.97
10500,CAPITOL IMPROVEMENT AUTHORITY,476,OCIA - Historical Society,TITLE 62 SEC 34.9,2012,3,$0.00***
