indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,-19 years,1.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2007-2010,6.0,-19 years,0.0,18.2,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19years,57.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2003-2006,7.0,2-19 lyears,0.0,17.6,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,100.0,"Percent of population, crude",1,Sex,1.0,90.1,Male,2011-2014,8.0,2-5 years,0.0,16.9,0.9,-
Obesity among children and adolescents aged 2-19 years,2-1a9 years,1.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2013-2016,9.0,219 years,0.0,18.1,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19years,31.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2015-2018,10.0,2-5 years,0.0,19.8,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 yeas,74.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,1988-1994,1.0,2-19 yeasr,0.0,9.8,0.8,-
Obesity among children and adolescents aged 2-19 years,2-i19 years,90.0,"Percent of population, crude",1,Sex,1.0,1.2,2-19 years,1999-2002,2.0,2-5 years,0.0,14.1,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 yars,62.0,"Percent of population, crude",1,Total,1.0,1.2,2-19 years,2013-2016,3.0,2-19 years,0.0,15.2,1.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,1.0,1.2,Male,2007-2010,4.0,2-19 yearzs,0.0,15.5,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 yeasr,32.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2015-2018,5.0,2-19 yekars,0.0,15.5,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,59.0,"Percent of population, crude",1,Total,1.0,1.2,Male,1988-1994,6.0,-19 years,0.0,15.4,0.9,-
Obesity among children and adolescents aged 2-19 years,q2-19 years,58.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,1988-1994,7.0,2-1x9 years,0.0,16.1,0.7,-
Obesity among children and adolescents aged 2-19 years,2-19y ears,1.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,1999-2002,8.0,2-19 yaers,0.0,17.1,1.0,-
Obesity among children and adolescents aged 2-19 years,2k-19 years,83.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2013-2016,9.0,2-1 years,0.0,17.5,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 yeawrs,1.0,"Percent of population, crude",1,Race and Hispanic origin,1.0,1.2,2-19 years,2015-2018,10.0,2-19 years,0.0,17.9,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 yearps,1.0,"Percent of population, crude",1,Sex,3.0,3.11,Male,1988-1994,1.0,2-19 yeas,0.0,9.2,0.7,-
Obesity among children and adolescents aged 2-19 years,2-19 yers,82.0,"Percent of population, crude",1,Sex and race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2011-2014,2.0,2-19a years,0.0,12.6,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19years,50.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2015-2018,3.0,2-19 years,0.0,15.1,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,39.0,"Percent of population, crude",1,Sex and race and Hispanic origin,3.0,3.11,Male,2007-2010,4.0,2-19 yetars,0.0,14.7,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex,3.0,3.11,2-19 years,1999-2002,5.0,2-19 years,0.0,14.1,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 yearzs,51.0,"Percent of population, crude",1,Sex,3.0,3.11,Not Hispanic or Latino: White only,1999-2002,6.0,2-5 years,0.0,14.6,1.2,-
Obesity among children and adolescents aged 2-19 years,2-1 9years,2.0,"Percent of population, crude",1,Percent of poverty level,3.0,3.11,Female,1988-1994,7.0,2-19 years,0.0,14.0,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 yesars,42.0,"Percent of population, crude",1,Total,3.0,3.11,2-19 years,2011-2014,8.0,2-5 years,0.0,14.7,1.2,-
Obesity among children and adolescents aged 2-19 years,21-9 years,25.0,"Percent of population, crude",1,Sex,3.0,3.11,Not Hispanic or Latino: White only,2015-2018,9.0,2-9 years,0.0,14.7,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19f years,30.0,"Percent of population, crude",1,Sex,3.0,3.11,Not Hispanic or Latino: White only,2015-2018,1.0,2-1f9 years,0.0,15.1,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,53.0,"Percent of population, crude",1,Total,3.0,3.12,Male,1988-1994,1.0,-219 years,0.0,12.5,0.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,38.0,"Percent of population, crude",1,Sex,3.0,3.12,Not Hispanic or Latino: Black or African American only,1999-2002,2.0,2-19 years,0.0,18.2,0.7,-
Obesity among children and adolescents aged 2-19 years,219 years,19.0,"Percent of population, crude",1,Sex,3.0,3.12,Male,2001-2004,3.0,219 years,0.0,18.8,0.8,-
Obesity among children and adolescents aged 2-19 years,2-19 years,31.0,"Percent of population, crude",1,Total,3.0,3.12,2-19 years,2003-2006,8.0,2-19 yars,0.0,20.7,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 yeras,64.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,65.12,Not Hispanic or Latino: Black or African American only,2015-2018,5.0,2-5 years,0.0,20.7,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,50.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.12,Male,1988-1994,6.0,w2-19 years,0.0,22.1,1.2,-
Obesity among children and adolescents aged 2-19 years,219 years,1.0,"Percent of population, crude",1,Total,3.0,3.12,Not Hispanic or Latino: White only,1988-1994,7.0,2-91 years,0.0,22.1,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.12,2-19 years,2011-2014,1.0,2-19 years,79.0,19.5,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19years,73.0,"Percent of population, crude",1,Sex and race and Hispanic origin,3.0,3.12,2-19 years,1988-1994,9.0,2-19 oyears,0.0,20.4,1.7,-
Obesity among children and adolescents aged 2-19 years,2-19y ears,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.12,2-19 years,2013-2016,10.0,2q-19 years,0.0,23.1,1.7,-
Obesity among children and adolescents aged 2-19 years,219 years,15.0,"Percent of population, crude",1,Sex,3.0,3.13,2-19 years,2001-2004,1.0,2-91 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 yeasr,82.0,"Percent of population, crude",1,Sex,3.0,3.13,2-19 years,1988-1994,2.0,21-9 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 yeayrs,9.0,"Percent of population, crude",1,Sex,3.0,3.13,2-19 years,2001-2004,3.0,2-1 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,90.0,"Percent of population, crude",1,Sex,3.0,3.13,2-19 years,2005-2008,4.0,2-19 eyars,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-1 9years,69.0,"Percent of population, crude",1,Race and Hispanic origin,11.0,3.13,Not Hispanic or Latino: Asian only,2005-2008,8.0,2-19years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 yers,78.0,"Percent of population, crude",1,Total,3.0,3.13,2-19 years,2001-2004,6.0,2-91 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,21-9 years,78.0,"Percent of population, crude",1,Sex,3.0,3.13,2-19 years,2009-2012,6.0,2-19 kyears,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,63.0,"Percent of population, crude",1,Sex,3.0,3.13,Female,2011-2014,1.0,2-1n9 years,0.0,8.6,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 yeras,2.0,"Percent of population, crude",1,Sex,3.0,3.13,2-19 years,1988-1994,9.0,2-19 years,0.0,9.8,1.2,-
Obesity among children and adolescents aged 2-19 years,w2-19 years,93.0,"Percent of population, crude",1,Sex and race and Hispanic origin,3.0,3.13,2-19 years,1988-1994,10.0,2-9 years,0.0,9.8,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 yeears,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.21,2-19 years,1988-1994,25.0,2-v19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,3.0,3.21,Male,1999-2002,22.0,2-1 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-1 9years,39.0,"Percent of population, crude",1,Sex,3.0,3.21,Female,1988-1994,3.0,219 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19s years,1.0,"Percent of population, crude",1,Total,3.0,3.21,2-19 years,2003-2006,2.0,2-19 yeras,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19y ears,24.0,"Percent of population, crude",1,Total,3.0,3.21,2-19 years,2007-2010,5.0,2-19 eyars,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-1u9 years,3.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.21,2-19 years,2007-2010,1.0,21-9 years,0.0,21.1,0.8,-
Obesity among children and adolescents aged 2-19 years,2-19 yeasr,89.0,"Percent of population, crude",1,Sex,3.0,3.21,Not Hispanic or Latino: White only,2013-2016,7.0,2-19years,0.0,21.8,0.6,-
Obesity among children and adolescents aged 2-19 years,2-19 years,25.0,"Percent of population, crude",1,Sex,3.0,3.21,2-19 years,2005-2008,8.0,2-19 ybears,0.0,21.9,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19years,46.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.21,Male,2013-2016,4.0,2-5 years,0.0,23.6,1.2,-
Obesity among children and adolescents aged 2-19 years,2-91 years,88.0,"Percent of population, crude",1,Sex,3.0,3.21,Female,2015-2018,2.0,2-5 years,0.0,25.7,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 eyars,38.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.22,2-19 years,1988-1994,51.0,2-1 9years,0.0,14.3,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Total,3.0,3.22,Male,2011-2014,2.0,2-19 years,67.0,20.0,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 yeears,92.0,"Percent of population, crude",1,Sex and race and Hispanic origin,3.0,3.22,Male,2005-2008,3.0,2-1l9 years,0.0,19.4,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 yejars,45.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.22,Male,2003-2006,6.0,2-19 yeacrs,0.0,20.9,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,69.0,"Percent of population, crude",1,Sex,3.0,3.22,Not Hispanic or Latino: White only,2003-2006,5.0,2-19 years,0.0,21.7,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Total,3.0,3.22,Male,2007-2010,3.0,2-19 years,70.0,21.0,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 yeas,34.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.22,Male,2009-2012,4.0,21-9 years,0.0,21.9,0.7,-
Obesity among children and adolescents aged 2-19 years,2-91 years,1.0,"Percent of population, crude",1,Total,3.0,3.22,2-19 years,2011-2014,2.0,-19 years,0.0,22.2,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19years,86.0,"Percent of population, crude",1,Total,3.0,3.22,2-19 years,1988-1994,9.0,2-91 years,0.0,24.2,1.4,-
Obesity among children and adolescents aged 2-19 years,2-9 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.22,Male,2015-2018,2.0,2-19 eyars,0.0,26.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 yeasr,57.0,"Percent of population, crude",1,Total,4.0,1.1,2-19 years,1999-2002,1.0,2-19 yars,0.0,10.6,0.8,-
Obesity among children and adolescents aged 2-19 years,2r-19 years,90.0,"Percent of population, crude",1,Race and Hispanic origin,4.0,1.1,Male: Not Hispanic or Latino: Black or African America,2005-2008,2.0,2-5 years,0.0,16.0,0.9,-
Obesity among children and adolescents aged 2-19 years,2-1q9 years,64.0,"Percent of population, crude",1,Sex and race and Hispanic origin,43.0,1.1,Male: Not Hispanic or Latino: Black or African America,2001-2004,2.0,2-19 oyears,0.0,16.0,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,100.0,"Percent of population, crude",1,Race and Hispanic origin,4.0,60.1,Male: Not Hispanic or Latino: Black or African America,1988-1994,4.0,2-9 years,0.0,17.4,1.0,-
