indicatorvalue,panel,panelnum,unit,unitnum,stubname,stubnamenum,stublabelnum,stublabel,yearvalue,yearnum,age,agenum,estimate,se,flagvalue
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2007-2010,6.0,2-19 years,0.0,18.2,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2009-2012,7.0,2-19 years,0.0,17.6,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2011-2014,8.0,2-19 years,0.0,16.9,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2013-2016,9.0,2-19 years,0.0,18.1,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex,1.0,1.1,Male,2015-2018,10.0,2-19 years,0.0,19.8,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,1988-1994,1.0,2-19 years,0.0,9.8,0.8,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,1999-2002,2.0,2-19 years,0.0,14.1,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2001-2004,3.0,2-19 years,0.0,15.2,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2003-2006,4.0,2-19 years,0.0,15.5,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2005-2008,5.0,2-19 years,0.0,15.5,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2007-2010,6.0,2-19 years,0.0,15.4,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2009-2012,7.0,2-19 years,0.0,16.1,0.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2011-2014,8.0,2-19 years,0.0,17.1,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2013-2016,9.0,2-19 years,0.0,17.5,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex,1.0,1.2,Female,2015-2018,10.0,2-19 years,0.0,17.9,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,1988-1994,1.0,2-19 years,0.0,9.2,0.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,1999-2002,2.0,2-19 years,0.0,12.6,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2001-2004,3.0,2-19 years,0.0,15.1,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2003-2006,4.0,2-19 years,0.0,14.7,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2005-2008,5.0,2-19 years,0.0,14.1,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2007-2010,6.0,2-19 years,0.0,14.6,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2009-2012,7.0,2-19 years,0.0,14.0,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2011-2014,8.0,2-19 years,0.0,14.7,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2013-2016,9.0,2-19 years,0.0,14.7,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.11,Not Hispanic or Latino: White only,2015-2018,10.0,2-19 years,0.0,15.1,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.12,Not Hispanic or Latino: Black or African American only,1988-1994,1.0,2-19 years,0.0,12.5,0.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.12,Not Hispanic or Latino: Black or African American only,1999-2002,2.0,2-19 years,0.0,18.2,0.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.12,Not Hispanic or Latino: Black or African American only,2001-2004,3.0,2-19 years,0.0,18.8,0.8,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.12,Not Hispanic or Latino: Black or African American only,2003-2006,4.0,2-19 years,0.0,20.7,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.12,Not Hispanic or Latino: Black or African American only,2005-2008,5.0,2-19 years,0.0,20.7,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.12,Not Hispanic or Latino: Black or African American only,2007-2010,6.0,2-19 years,0.0,22.1,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.12,Not Hispanic or Latino: Black or African American only,2009-2012,7.0,2-19 years,0.0,22.1,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.12,Not Hispanic or Latino: Black or African American only,2011-2014,8.0,2-19 years,0.0,19.5,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.12,Not Hispanic or Latino: Black or African American only,2013-2016,9.0,2-19 years,0.0,20.4,1.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.12,Not Hispanic or Latino: Black or African American only,2015-2018,10.0,2-19 years,0.0,23.1,1.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.13,Not Hispanic or Latino: Asian only,1988-1994,1.0,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.13,Not Hispanic or Latino: Asian only,1999-2002,2.0,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.13,Not Hispanic or Latino: Asian only,2001-2004,3.0,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.13,Not Hispanic or Latino: Asian only,2003-2006,4.0,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.13,Not Hispanic or Latino: Asian only,2005-2008,5.0,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.13,Not Hispanic or Latino: Asian only,2007-2010,6.0,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.13,Not Hispanic or Latino: Asian only,2009-2012,7.0,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.13,Not Hispanic or Latino: Asian only,2011-2014,8.0,2-19 years,0.0,8.6,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.13,Not Hispanic or Latino: Asian only,2013-2016,9.0,2-19 years,0.0,9.8,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.13,Not Hispanic or Latino: Asian only,2015-2018,10.0,2-19 years,0.0,9.8,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,1988-1994,1.0,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,1999-2002,2.0,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,2001-2004,3.0,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,2003-2006,4.0,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,2005-2008,5.0,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,2007-2010,6.0,2-19 years,0.0,21.1,0.8,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,2009-2012,7.0,2-19 years,0.0,21.8,0.6,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,2011-2014,8.0,2-19 years,0.0,21.9,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,2013-2016,9.0,2-19 years,0.0,23.6,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,2015-2018,10.0,2-19 years,0.0,25.7,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,1988-1994,1.0,2-19 years,0.0,14.3,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,1999-2002,2.0,2-19 years,0.0,20.0,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2001-2004,3.0,2-19 years,0.0,19.4,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2003-2006,4.0,2-19 years,0.0,20.9,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2005-2008,5.0,2-19 years,0.0,21.7,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2007-2010,6.0,2-19 years,0.0,21.0,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2009-2012,7.0,2-19 years,0.0,21.9,0.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2011-2014,8.0,2-19 years,0.0,22.2,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2013-2016,9.0,2-19 years,0.0,24.2,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2015-2018,10.0,2-19 years,0.0,26.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,1.1,Male: Not Hispanic or Latino: Black or African America,1988-1994,1.0,2-19 years,0.0,10.6,0.8,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,1.1,Male: Not Hispanic or Latino: Black or African America,1999-2002,2.0,2-19 years,0.0,16.0,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,1.1,Male: Not Hispanic or Latino: Black or African America,2001-2004,3.0,2-19 years,0.0,16.0,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,1.1,Male: Not Hispanic or Latino: Black or African America,2003-2006,4.0,2-19 years,0.0,17.4,1.0,-
