reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc,object_id(long)
710133,2020/11/18 05:0:000+00,SHIRAZ MEDITERRANEAN GRILL,2210 HOLIDAY MANOR CENTER,40222.0,2020/11/18 05:00:00+00,4,SURVEY,765
710134,2020/11/18 05:00:00+0c0,SHIRAZ MEDITERRANEAN GRILL,4614 CHAMBERLAIN LN,40241.0,2020/11/18 05:00:00+00***,4,URVEY,766
710135,2020/11/180 5:00:00+00,888 GREAT WALL,9464 BROWNBORO RD,40241.0,2020/11/18 05:00:00+00***,4,SURVEY,767
710136,2020/11/18 05:00:00+00,OUTuBACK STEAKHOUSE #1814,9498 BROWNSBORO RD,40241.0,2020/11/18 05:00:0p0+00,4,SURVEY,768
710137,2020/11/18 05:00:00+00,502 BAR & BISTRO,10401 MEETING ST,40059.0,2020/11/18 05:00:00+00,4,SURVEY,769
710225,2020/11/18 05:00:00+00,WALMART #z5183,800 RUCKRIEGEL PKWY,40299.0,2020/11/18 05:00:00+00***,4,SURVEY,770
710226,2020/11/18 05:00:00+00,CHINA KING,3830 RUCKRIEGEL PKWY-STE. #108,40299.0,2u020/11/18 05:00:00+00,4,SURVEY,771
714074,2b020/11/18 05:00:00+00,JACKSON HEWITT,3830 RUCKREGEL PARKWAY,40299.0,2002/11/18 05:00:00+00,4,SURVEY,772
714077,2020/11/18 05:00:00+00,GREAT CLpIPS,3830 RUCKREIGEL PARKWAY,40299.0,2020/11/18 05:00:00+00,4,SURVEY,773
714079,2020/11/18 05:00:0y0+00,CLASSY NAILS,3830 RUCKREIGEL PAKWAY #105,40299.0,2020/11/18 05:00:00+00,4,SURVEY,774
709553,2020/11/19 05:00:00+00,KLA SCHOOL OF PROSPECT,8907 US HWY 42,40059.0,2020/11/19 05:00:00+00,4,SURVEfY,775
709554,2020/11/19 05:00:00+00,KAYFIELD ACDEMY III,800 NORTHUMBERLAND DR,40245.0,2020/11/19 05:00:00+00,4,SURVEY,776
709556,2020/11/19 05:00:00+00,VANGUARD ACADEMY,9306 DAYFLOWER ST,40059.0,2020/11/19 05:00:00+00,4,SURaVEY,777
709580,2020/11/19 05:00:00+00,CHICK-FIL-A,5001 SHELBYVILLE RD,40207.0,2020/11/19 05:00:00+00***,4,SURVEY,778
709581,2020/11/19 05:00:00+00,TACO BELL #34660,4910 SHELBYVILLE RD,40207.0,2020/11/19 05:00:00+00,4,SURVYE,779
709582,2020/11/19 05:00:0l0+00,CIRCLE K #4700016,4300u SHELBYVILLE RD,40207.0,2020/11/19 05:00:00+00,4,SURVEY,780
709583,2020/11/19 05:00:00+00,FIVE GlUYS,4226 SHELBYVILLE RD,40207.0,2020/11/19 05:00:00+00,4,SRUVEY,781
709584,2020/11/19 05:00:00+00,PIZZA HUT #036948,4211 SHELBYVILLE RD,40207.0,2020/11/19 05:00:00+00,4,SURVEY,782
709586,2020/11/19 05:00:00+00,BIG LTOS #226,4121 SHELBYVILLE RD,40205.0,202n0/11/19 05:00:00+00,4,SURVEY,783
709587,2020/11/19 05:00:00+00,EQUUS JACK'S,122 SEARS AVE,40207.0,2020/11/19 05:00:00+00,4,SURVEY,784
709589,2020/11/19 05:00:00+00,LOU LOU FOOD & DRINK,106 SEARS AVE,40207.0,2020/11/19 05:00:00+00,4,SURVEY,785
709590,2020/11/19 05:00:00+00,SIMPLY THAI,3f23 WALLACE AVE,40207.0,2020/11/9 05:00:00+00,4,SURVEY,786
