agency_number(long),agency_name,class_field(long),class_description,statutory_reference,calendar_year(long),monthvalue(long),total_amount
22000,DISTRICT ATTORNEYS COUNCIL,225,District Atty Evidence Fd.,"TITLE 19, SEC. 215.40",2012,3,$80307.49
22000,DISTRICT ATTORNEYS COUNCIL,230,Crime Victims Comp Rev Fund,"TITLE 21, SEC. 142.17",2012,3,$5803170.01
22000,DISTRICT ATTORNEYS COUNCIL,240,Sexual Assault Exam Fund,"TITLE 21, SEC. 142.20",2012,2,$5.03
22000,DISTRICT ATTORNEYS COUNCIL,250,Murrah Crime Victim Compen Fnd,"TITLE 21, SEC. 142.32",2012,3,$0.00
22000,DISTRICT ATTORNEYS COUNCIL,405,JAG Trust Fund,TITLE 62 SEC. 34.48 & 34.9,2012,3,$9693327.66
22000,DISTRICT ATTORNEYS COUNCIL,410,Federal Funds,"TITLE 19, SEC. 215.28 H3",2012,3,$35535.04
22000,DISTRICT ATTORNEYS COUNCIL,415,Federal Fund JRJ Grant Program,,2012,3,$2.91
22000,DISTRICT ATTORNEYS COUNCIL,420,Federal Funds-Victims Of Crime,"TITLE 19, SECTION 215.28",2012,3,$0.00
22000,DISTRICT ATTORNEYS COUNCIL,425,State-Tribal Crime Victim Liai,,2012,2,$8218.79
22000,DISTRICT ATTORNEYS COUNCIL,490,American Recov. & Reinv. Act,,2061,3,$195.79
22000,DISTRICT ATTORNEYS COUNCIL,491,ARRA - JAG Program,,2012,3,$2913179.51
22000,DISTRICT ATTORNEYS COUNCIL,492,ARRA - VAWA Grant,,1106,3,$0.00
23000,EAST CENTRAL UNIVERSITY,290,Educational & Gen Op Rev Fund,"TITLE 70, SEC. 3901",2012,3,$14236875.94
23000,EAST CENTRAL UNIVERSITY,295,Capitol Improvements Rev Fund,"TITLE 70, SEC. 3901",1413,3,$2767306.70
23000,EAST CENTRAL UNIVERSITY,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2012,3,$1096818.18
23000,EAST CENTRAL UNIVERSITY,470,Student Fees Fund,"TITLE 70, SECTION 3510G",2012,3,$61.90
23000,EAST CENTRAL UNIVERSITY,479,Capital Bond Projects,,2012,2,$0.00
23000,EAST CENTRAL UNIVERSITY,480,Student Housing Revenue Bond,"TITLE 70, SECTION 4006",1256,3,$378.76
23000,EAST CENTRAL UNIVERSITY,481,Fine Arts Center Revenue Bonds,"TITLE 70, SECTION 4002",2012,3,$22.35
23000,EAST CENTRAL UNIVERSITY,482,Bus/Conf Ctr Construction Fund,,2012,3,$478414.97
23000,EAST CENTRAL UNIVERSITY,490,American Recov. & Reinv. Act,,2309,3,$0.00
23000,EAST CENTRAL UNIVERSITY,600,Section 13-Const & Purch Bldg,"TITLE 70, SEC. 3904",2012,3,$1303766.35
23000,EAST CENTRAL UNIVERSITY,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2012,3,$408685.51
24000,EASTERN OKLA. STATE COLLEGE,290,Educational & Gen Op Rev Fund,"TITLE 70, SEC. 3901",2012,3,$784605.74
24000,EASTERN OKLA. STATE COLLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2012,3,$251864.74
24000,EASTERN OKLA. STATE COLLEGE,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2012,3,$1001872.50
24000,EASTERN OKLA. STATE COLLEGE,475,Student Facilities Const. Fund,"TITLE 70, SEC. 4002.1",2012,3,$40802.92
24000,EASTERN OKLA. STATE COLLEGE,479,Capital Bond Projects,,2012,3,$0.00
24000,EASTERN OKLA. STATE COLLEGE,490,American Recov. & Reinv. Act,,2012,3,$0.00
24100,REDLANDS COMMUNITY COLLEGE,290,Educational & Gen Op Rev Fund,"TITLE 70, SEC. 3901",2012,3,$419286.59
24100,REDLANDS COMMUNITY COLLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2012,3,$436447.15
24100,REDLANDS COMMUNITY COLLEGE,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2012,1,$22649.85
24100,REDLANDS COMMUNITY COLLEGE,450,Master Lease Purchase Fund,"TITLE 70, SECTION 3206.6",2012,3,$60199.32
24100,REDLANDS COMMUNITY COLLEGE,479,Capital Bond Projects,,2012,3,$0.00
24100,REDLANDS COMMUNITY COLLEGE,490,American Recov. & Reinv. Act,,2012,3,$0.00
26500,DEPARTMENT OF EDUCATION,200,Transportation Revolving Fund,"TITLE 70, SEC. 9-110",2012,3,$6034.94
26500,DEPARTMENT OF EDUCATION,205,School Lunch Workshop Rev Fund,"TITLE 70, SEC. 3-104 PARAGRAPH 14",2012,3,$7114.63
26500,DEPARTMENT OF EDUCATION,210,Ok Natl Bd Cert Revolving Fund,"TITLE 70, SEC. 6-204.4",2012,1,$20.83
26500,DEPARTMENT OF EDUCATION,220,Statistical Serv Rev Fund,"TITLE 70, SEC. 3-104 PARAGRAPH 23",2012,3,$291145.32
26500,DEPARTMENT OF EDUCATION,225,Grants And Donations Fund,"TITLE 70, SEC. 3-104 PARAGRAPH 12",2012,3,$291719.18
26500,DEPARTMENT OF EDUCATION,235,Drug Abuse Ed Rev Fund,"TITLE 63, SEC. 2-417",2012,3,$183453.58
26500,DEPARTMENT OF EDUCATION,240,Teachers' Certification Fund,"TITLE 70, SEC. 3-104 PARAPGRAPH 6B",2012,3,$819174.41
26500,DEPARTMENT OF EDUCATION,245,Adult Education Rev Fund,"TITLE 70, SEC. 3-110",2012,3,$314226.93
26500,DEPARTMENT OF EDUCATION,250,Ok Early Intervention Rev Fund,"TITLE 70, SECTION 13-124.1",2012,3,$254529.98
26500,DEPARTMENT OF EDUCATION,255,Motor Vehicle Driver Education,"TITLE 47, SECTION 1132.2",2012,3,$0.00
26500,DEPARTMENT OF EDUCATION,260,School Consolidation Assist Fu,"TITLE 70, SECTION 7-203",2012,3,$387499.75
26500,DEPARTMENT OF EDUCATION,270,Education Reform Revol. Fund,"TITLE 70, SEC. 18-400",3016,3,$162348434.90
26500,DEPARTMENT OF EDUCATION,275,Charter Schools Incentive Fund,"TITLE 70, SECTION 3-144",2924,3,$146260.00
26500,DEPARTMENT OF EDUCATION,285,Income Tax Checkoff Revolv Fnd,"TITLE 68, SEC. 2368.5C",2012,3,$20515.00
26500,DEPARTMENT OF EDUCATION,286,Ok Youth and Govt Revolving Fd,"TITLE 68, SEC. 2368.17C",2012,3,$2114.00
26500,DEPARTMENT OF EDUCATION,290,"OK Sch Psy, SLP & ANC Revolvin",TITLE 70 SECTION 6-206.1,1724,3,$0.00
26500,DEPARTMENT OF EDUCATION,340,CMIA Programs Disbursing Fund,"TITLE 62, SEC 34.48,34.9",2941,3,$-500443370.00
26500,DEPARTMENT OF EDUCATION,400,Common Sch Bldg Equal. Fund,"ARTICLE X, SEC. 32",2012,3,$1836618.87
26500,DEPARTMENT OF EDUCATION,430,Agency Relationship Fund,"TITLE 62, SEC. 34.48,34.9",2012,3,$126638.35
26500,DEPARTMENT OF EDUCATION,435,School Lunch Div Fed Adm Fund,"TITLE 70, SECTION 3-104 PARA. 10 & 11",2972,3,$1219460.78
26500,DEPARTMENT OF EDUCATION,440,Federal Indian Educ Fund,"TITLE 62, SEC. 34.48, 34.9",2012,3,$0.00
26500,DEPARTMENT OF EDUCATION,443,Interagency Reimbursement Fund,"TITLE 74, SEC. 581",2012,3,$349144.12
26500,DEPARTMENT OF EDUCATION,450,Federal Educational Programs,"TITLE 62, SEC. 34.48, 34.9 AND TITLE 70, SEC. 18-104",1879,3,$3068253.60
26500,DEPARTMENT OF EDUCATION,490,ARRA,"TITLE 62, SEC. 34.48 & 34.9",2012,3,$17353674.19
26600,OKLA. EDUC. TELEVISION AUTH.,200,Revolving Fund,"TITLE 62, SEC. 156",1943,3,$485916.64
26600,OKLA. EDUC. TELEVISION AUTH.,400,Federal Funds,"TITLE 62, SEC. 34.48, 34.9",2012,3,$0.00
26900,OK. COMM. FOR TEACHER PREP.,200,Ok Comm For Teach Prep Fund,"TITLE 70, SECTION 6-199",2012,3,$0.00
26900,OK. COMM. FOR TEACHER PREP.,205,Edu Leadership Okla Rev Fund,"TITLE 70, SEC. 6-204.3",2012,3,$953602.81
26900,OK. COMM. FOR TEACHER PREP.,210,Donations Fund,"TITLE 60, SEC. 383",2012,2,$57539.73
26900,OK. COMM. FOR TEACHER PREP.,215,Prof Development Inst Revol Fd,"TITLE 70, SEC. 6-204.5",2012,3,$418022.04
26900,OK. COMM. FOR TEACHER PREP.,220,Teachers' Comp Exam Rev Fund,"TITLE 70, SEC. 6-191",2012,3,$326895.15
27000,STATE ELECTION BOARD,200,Revolving Fund,"TITLE 26, SEC. 3-107",3010,3,$594311.28
27000,STATE ELECTION BOARD,205,Election System Rev Fund,"TITLE 26, SECTION 3-107.1",2012,2,$773924.92
27000,STATE ELECTION BOARD,210,HAVA Special Depository Fund,"TITLE 26, SEC 3-107.2",2012,3,$13209463.44
28500,OKLAHOMA FUNERAL BOARD,200,Funeral Dir & Embalmers Fd,"TITLE 59, SEC. 396.1C",2012,3,$241767.69
29000,EMPLOYMENT SECURITY COMMISSION,200,Ok Emp Sec Comm Rev Fund,"TITLE 40, SEC. 4-901",2012,3,$12341458.39
29000,EMPLOYMENT SECURITY COMMISSION,225,Special Distributions,"TITLE 62, SECTION 34.9",2012,3,$303507.11
29000,EMPLOYMENT SECURITY COMMISSION,288,OESC Computer Fund,"TITLE 40, SEC. 6-101",2672,2,$0.00
29000,EMPLOYMENT SECURITY COMMISSION,340,CMIA Programs Disbursing Fund,"TITLE 62, SEC. 34.64",2012,3,$104261.58
29000,EMPLOYMENT SECURITY COMMISSION,400,Emplmt Security Admw Fund,"TITLE 40, SEC. 4-602",2012,3,$2673022.56
29000,EMPLOYMENT SECURITY COMMISSION,490,American Recov. & Reinv. Act,,2012,2,$307678.82
29200,DEPT. OF ENVIRONMENTAL QUALITY,200,Revolving Fund,"TITLE 27A,SECTION 2-3-401",2680,3,$11528663.89
29200,DEPT. OF ENVIRONMENTAL QUALITY,210,Environmental Education Rev.,"TITLE 47, SEC 1104.2(B)",2012,3,$6254.56
29200,DEPT. OF ENVIRONMENTAL QUALITY,215,Environmental Trust Fund,"TITLE 27A, SEC. 2-3-403",2012,3,$0.53
29200,DEPT. OF ENVIRONMENTAL QUALITY,220,Hazardous Waste Fund,"TITLE 27A, SEC. 2-7-304",2012,3,$48695.02
29200,DEPT. OF ENVIRONMENTAL QUALITY,225,Certification Fund,"TITLE 59, SEC. 1113",2012,3,$413800.08
29200,DEPT. OF ENVIRONMENTAL QUALITY,400,Federal Funds,"TITLE 62, SECTION 41.8",2012,3,$2778329.37
29200,DEPT. OF ENVIRONMENTAL QUALITY,490,American Recov. & Reinv. Act,,2012,2,$284549.26
29600,ETHICS COMMISSION,200,"Ok Coun Campaign, Eth Rev Fund","REPEALED BY LAWS 1995, HB 1608, C. 343, § 43, EMERG. EFF. JULY 1, 1995",2279,3,$38906.93
29600,ETHICS COMMISSION,205,Donations Fund,"TITLE 60, SECTION 385",2012,1,$0.00
29800,MERIT PROTECTION COMMISSION,200,Ok Merit Pro Comm Rev Fund,"TITLE 74, SEC. 840-1.21",2012,3,$4065.93
30000,STATE AUDITOR AND INSPECTOR,200,St Auditor & Inspect Rev Fund,"TITLE 74, SEC. 227.9",2012,1,$852655.42
30000,STATE AUDITOR AND INSPECTOR,215,Ok St Pension Comm Rev Fund,"TITLE 74, SEC. 943",2012,3,$0.00
30000,STATE AUDITOR AND INSPECTOR,225,Rural Econ Action Plan Rev Fd,"TITLE 62, SEC. 2001",2270,3,$0.00
30000,STATE AUDITOR AND INSPECTOR,490,American Recov. & Reinv. Act,,2012,3,$0.00
