facilitytype,facilitytypedescription,subtype,subtypedescription,permitnumber,premisename,premiseaddress,premisecity,premisestate,premisezip,inspection_area,openingdate,object_id
695,SWIMMING AREA,191.0,SWIMMING POOL,33311.0,WATERFORD PLACE,4105 WATERFORD CIR,LOUISVILLE,KY,40207,26,2005/06/29 00:00:00,24.0
695,SWIMMING AREA,199.0,WADING POOL,78256.0,AUDUBON COUNTRY CLUB,3265 ROBIN RD,LOUISVILLE,KY,40213,28,2007/05/23 00:00:00,25.0
695,SWIMMING AREA,191.0,SWIMMING POOL,91985.0,ESPORTA FITNESS,4620 TAYLORSVILLE RD,LOUISVILLE,KY,40220,29,2012/11/26 00:00:00,26.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29360.0,METRO PARKS FAIRDALE POOL,709 FAIRDALE ROAD,LOUISVILLE,KY,40118,23,1988/06/07 00:00:00,27.0
695,SWIMMING AREA,191.0,SWIMMING POOL,33318.0,CYPRESS POINTE #2,425 S. HUBBARDS LN,LOUISVILLE,KY,40207,26,1988/08/03 00:00:00,28.0
695,SWIMMING AREA,191.0,SWIMMING POOL,78380.0,WATERFRONT PARK PLACE,222 E WITHERSPOON ST,LOUISVILLE,KY,40202,24,2007/06/20 00:00:00,29.0
695,SWIMMING AREA,191.0,SWIMMING POOL,92579.0,U OF L - TRAINING POOL,2216 S FLOYD ST,LOUISVILLE,KY,40208,23,2013/06/30 00:00:00,30.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29369.0,STANDARD COUNTRY CLUB,8208 STANDARD CLUB LANE,LOUISVILLE,KY,40241,21,1988/08/03 00:00:00,31.0
695,SWIMMING AREA,191.0,SWIMMING POOL,33320.0,CYPRESS POINTE #1,425 S. HUBBARDS LN,LOUISVILLE,KY,40207,26,1988/08/03 00:00:00,32.0
695,SWIMMING AREA,191.0,SWIMMING POOL,78411.0,WILLOWGATE,1311 BLACKTHORN RD,LOUISVILLE,KY,40299,22,2007/06/12 00:00:00,33.0
695,SWIMMING AREA,191.0,SWIMMING POOL,92827.0,SOUTHPOINT AT VALLEY FARMS,10200 RENAISSANCE VALLEY WAY,LOUISVILLE,KY,40272,23,2013/05/24 00:00:00,34.0
695,SWIMMING AREA,199.0,WADING POOL,29370.0,STANDARD COUNTRY CLUB,8208 STANDARD CLUB LANE,LOUISVILLE,KY,40241,21,1988/06/07 00:00:00,35.0
695,SWIMMING AREA,191.0,SWIMMING POOL,47621.0,ST. XAVIER HIGH SCHOOL,1609 POPLAR LEVEL RD,LOUISVILLE,KY,40217,27,1992/10/28 00:00:00,36.0
695,SWIMMING AREA,191.0,SWIMMING POOL,98312.0,BEST WESTERN PREMIER,4110 DIXIE HIGHWAY,LOUISVILLE,KY,40216,23,2015/09/11 00:00:00,37.0
695,SWIMMING AREA,191.0,SWIMMING POOL,33323.0,CYPRESS POINTE APARTMENTS,425 S. HUBBARDS LANE,LOUISVILLE,KY,40207,26,1988/08/03 00:00:00,38.0
695,SWIMMING AREA,191.0,SWIMMING POOL,33334.0,EAST CHASE APTS,1700 SOMERSET PLACE,LOUISVILLE,KY,40220,29,1989/03/29 00:00:00,39.0
695,SWIMMING AREA,191.0,SWIMMING POOL,33339.0,EAST CHASE,1600 HUNNINGTON PL,LOUISVILLE,KY,40220,29,1989/03/29 00:00:00,40.0
695,SWIMMING AREA,191.0,SWIMMING POOL,33346.0,BOULDER CREEK VANTAGE POINT #1 PHASE I,10400 PAVILION WAY,LOUISVILLE,KY,40299,22,1994/06/06 00:00:00,41.0
695,SWIMMING AREA,191.0,SWIMMING POOL,33353.0,BRADFORD GROVE,7620 WHITE POST WAY,LOUISVILLE,KY,40220,29,1992/01/24 00:00:00,42.0
695,SWIMMING AREA,191.0,SWIMMING POOL,33357.0,WOLF CREEK,4400 WOLF SPRING DR,LOUISVILLE,KY,40241,21,1988/11/11 00:00:00,43.0
695,SWIMMING AREA,191.0,SWIMMING POOL,36002.0,BRIDGEPOINTE SWIM CLUB,4910 OLDE CREEK WAY,LOUISVILLE,KY,40059,21,1988/09/29 00:00:00,44.0
695,SWIMMING AREA,199.0,WADING POOL,36003.0,BRIDGEPOINTE SWIM CLUB,4910 OLDE CREEK WAY,LOUISVILLE,KY,40059,21,1988/09/29 00:00:00,45.0
695,SWIMMING AREA,191.0,SWIMMING POOL,36946.0,MARY T. MEAGHER AQUATIC CENTER,201 RESERVOIR AVE,LOUISVILLE,KY,40206,26,1989/01/24 00:00:00,46.0
695,SWIMMING AREA,191.0,SWIMMING POOL,38364.0,BROOKHOLLOW HOMEOWNERS ASSO,3513 BROOKHOLLOW DR,LOUISVILLE,KY,40220,22,1997/05/20 00:00:00,47.0
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,38494.0,WOODS OF ST THOMAS,6701 FALLEN LEAF CIRCLE,LOUISVILLE,KY,40241,21,1998/02/12 00:00:00,48.0
695,SWIMMING AREA,199.0,WADING POOL,38495.0,WOODS OF ST THOMAS,6701 FALLEN LEAF CIRCLE,LOUISVILLE,KY,40241,21,1998/02/12 00:00:00,49.0
695,SWIMMING AREA,191.0,SWIMMING POOL,38673.0,HARRODS LANDING YACHT CLUB,8804 US HWY 42,PROSPECT,KY,40059,21,1989/07/20 00:00:00,50.0
695,SWIMMING AREA,191.0,SWIMMING POOL,38674.0,HARRODS LANDING CONDOS,8000 HARRODS LANDING DR,LOUISVILLE,KY,40059,21,1992/07/15 00:00:00,51.0
695,SWIMMING AREA,191.0,SWIMMING POOL,38901.0,RIVER OAK APARTMENT,2400 MELLWOOD AVENUE,LOUISVILLE,KY,40206,24,1995/06/12 00:00:00,52.0
695,SWIMMING AREA,191.0,SWIMMING POOL,40052.0,COURTYARD BY MARRIOTT,9608 BLAIRWOOD RD.,LOUISVILLE,KY,40222,29,2007/09/17 00:00:00,53.0
695,SWIMMING AREA,199.0,WADING POOL,42375.0,OXMOOR COUNTRY CLUB,9000 LIMEHOUSE DRIVE,LOUISVILLE,KY,40220,29,1990/08/15 00:00:00,54.0
