facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
695,SWIMMING AREA,191.0,SWIMMNG POOL,56079.0,WEMBERLEY HILL GARDEN HOMES,10601 WEMBERLY HILL BLVD,LOUISVILLE,KY,40241,21,1996/08/27 00:00:00,207.0
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,100528.0,GLEN OAKS GOLF & COUNTRY CLUB,10601 WORTHINGTON LANE,PROSPECT,KY,40059,21,1988/06/07 00:00:00,208.0
695,SWIMMING AREA,253.0,SWIMMING POOL,29448.0,HIGHWOOD CONDOMINIUMS,900 HIGHWOOD DR.,LOUISVILLE,KY,40206,26,1988/06/07 00:00:00,209.0
695,SWIMMING AREA,196.0,SPRAY POOL,83196.0,PARTRIDGE POINTE,3701 DENA DR,LOUIVILLE,KY,40272,23,2019/06/07 00:00:00,210.0
695,SWIMMING AREA,226.0,SWIMMING / DIVING POOL,29236.0,OWL CREEK COUNTRY CLUB,12400 OSAGE ROAD,LOUISVILLE,KY,40223,25,1988/06/06 00:00:00,211.0
695,SWIMMING AREA,199.0,WADING POOL,100530.0,GLEN OAKS GOLF & COUNTRY CLUB,10601 WORTHINGTON LANE,PROSPECT,KY,40059,21,2016/07/28 00:00:00,212.0
695,SWIMMING AREA,191.0,SWIMMING POOL,58033.0,CEDAR SPRINGS APTS. PHASE II,9000 SPRUCEDALE WAY,LOUISVILLE,KY,40291,22,1997/06/20 00:00:00,213.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29450.0,WOODHAVEN COUNTRY CLUB,7200 WOODHAVEN ROAD,LOUISVILLE,KY,40291,22,1988/06/07 00:00:00,214.0
695,SWIMMING AREA,230.0,SPLASH PAD,83215.0,HOME OF THE INNOCENTS,1100 E MARKET ST,LOUISVILLE,KY,40206,28,2009/04/01 00:00:00,215.0
695,SWIMMING AREA,191.0,SWIMMNG POOL,29239.0,PARK TERRACE CONDO,1611 SPRING DR,LOUISVILLE,KY,40205,28,1988/06/06 00:00:00,216.0
