questionnaire_title,species,aphia_id,date_type,abundance_sacforn,end_date,sample_comment,survey_key,projection,start_date
1978-1979 SWBSS North Devon Study,Aglaophenia,143906.0,D,A,1978-06-11,"Isolated rock reefs with sand, gravel and small stones between. In shallower water there were clumps of red algae dominated by different species in different patches. Deeper reefs housed a wide variety of animal species and there were a few species such as Myxicola infundibulum in the sediment. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR100e00077,WGS84,1978-06-11
1978-1979 SWBSS North Devon Study,Ahnfeltia plicata,144422.0,D,R,1978-06-10,"The seabed consisted of low bedrock ridges and gullies with kelp overall and about 60% cover of foliose red algae, and typical animal species. In some areas there was a short turf of a small dark red alga and in others, much encrusting alga. Many of the kelp stipes were broken, and a variety of epiphytes was present. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-10
1978-1979 SWBSS cNorth Devon Study,Ahnfeltia plicata,144422.0,D,O,1978-06-10,"Bedrock, boulders and pebbles with sand, gravel and some silt. The rocks were covered in a mixture of red foliaceous algae and bryozoans. Laminaria hyperborea did not extend beyond -3m. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-10
1978-1979 SWBSS North Devo nStudy,Ahnfeltia plicata,135144.0,D,R,1978-06-11,"Nearshore there were boulders with some mud between them. Lower down were one or two lumps of bedrock. The biota was a general mixture of plants and animals, although no kelp forest was present. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-11
1978-1979 SWBSS North Devon Study,Aglaophenia,135144.0,D,O,1978-06-05,"A gradual slope at the sublittoral fringe level was followed by a steep, mainly vertical, drop to -3m. Algae, including Laminaria hyperborea, grew only on the less steeply inclined surfaces. The main stipe epiphyte was Palmaria palmata. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-05
1978-1979 SWBSS North Devon Study,Callionymus lyra,135144.0,D,O,1978-06-07,"Bedrock, boulders and pebbles with sand, gravel and some silt. The rocks were covered in a mixture of red foliaceous algae and bryozoans. Laminaria hyperborea did not extend beyond -3m. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-07
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,F,1978-06-13,Pagurus has been given a nominal abundance value of Present for this record as in Arev it had no abundance value. The topography was generally flat with rock outcrops through mud covered gravel. Farther off was a sand plain covered by flocculent mud. Halidrys siliquosa grew on the rock outcrops allthough there were a few small Laminaria hyperborea in places and a good understorey of small foliaceous reds. Laminaria saccharina were on the smaller stones between the rock outcrops. Cereus pedunculatus and small Pagurus were characteristic of the sand area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,t1978-06-13
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,O,1978-06-10,"Bedrock, boulders and pebbles with sand, gravel and some silt. The rocks were covered in a mixture of red foliaceous algae and bryozoans. Laminaria hyperborea did not extend beyond -3m. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-10
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,O,1978-06-11,Pagurus has been given a nominal abundance value of Present for this record as in Arev it had no abundance value. The topography was generally flat with rock outcrops through mud covered gravel. Farther off was a sand plain covered by flocculent mud. Halidrys siliquosa grew on the rock outcrops allthough there were a few small Laminaria hyperborea in places and a good understorey of small foliaceous reds. Laminaria saccharina were on the smaller stones between the rock outcrops. Cereus pedunculatus and small Pagurus were characteristic of the sand area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-11
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,F,1978-06-08,"This area was tide-swept but with much mud covering the rocks. There were very few and small algae. The huge bouders forming rock slabs were characterised by Polymastia boletiformis and axinellid sponges with scattered Nemertesia antenina. Farther offshore, Flustra foliacea and Polymastia mamillaris were numerous. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-08
1978-1979 SWBSS North Devon Study,Callionymus lyra,135144.0,D,F,1978-06-06,"Several zones were included but not defined in this dive. There was very little kelp and sparse red foliaceous algae. Extensive overhangs in shallow water were characterised by Polyclinidae, Crisiidae and Bugula spp. The rock slabs in -4m had numerous Polymastia boletiformis, axinellid sponges and Nemertesia spp. whilst offshore there was a band of Ophiothrix fragilis. Quite a silty area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,F,1978-06-06,"The substratum was predominantly shell gravel/sand, and some bedrock ridges about 2 metres high were encountered. In other areas, there were occasional small boulders where animal populations were clustered, whilst at -6m the low lying bedrock was quite bare and silty with Balanus crenatus. This area was probably scoured. Animal populations on the boulders and bedrock were generally similar. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,197806-06
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,,1978-06-16,The overhangs had typical fauna with an undergrowth of Crisiidae and Bugula spp with large patches of Clavelina lepadiformis. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-16
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,R,1978-06-16,"Bedrock, boulders and pebbles with sand, gravel and some silt. The rocks were covered in a mixture of red foliaceous algae and bryozoans. Laminaria hyperborea did not extend beyond -3m. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-16
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,O,1978-06-08,There were areas of broken rock and large boulders which were dominated by Flustra foliacea and large patches of an unidentified tunicate (probably Dendrodoa grossularia). Urticina felina was common adjacent to sediment. Farther north there was a stone plain of small boulders with sand between where the fauna was similar to that of the rocks but sparser. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-08
1978-1979 SWBSS North Devon Study,Doto tuberculata,107398.0,D,C,1978-06-12,"An area of bedrock outcrops with very steep gullies partially filled by clean sand. The bedrock was in vertical layers and there were many small cracks and crevices where crustaceans were hiding. Most of the rock was covered by Mytilus edulis, and algae grew on the upper surfaces between the mussels, but was very sparse. Bryozoans and sponges formed the main cover on the vertical faces with Alcyonium digitatum becoming more common at the maximum depth reached. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS4,1978-06-12
1978-1979 SWBSS North Devon Study,Necora puber,107398.0,D,R,1978-06-07,Pagurus has been given a nominal abundance value of Present for this record as in Arev it had no abundance value. The topography was generally flat with rock outcrops through mud covered gravel. Farther off was a sand plain covered by flocculent mud. Halidrys siliquosa grew on the rock outcrops allthough there were a few small Laminaria hyperborea in places and a good understorey of small foliaceous reds. Laminaria saccharina were on the smaller stones between the rock outcrops. Cereus pedunculatus and small Pagurus were characteristic of the sand area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-07
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,107398.0,D,O,1978-06-13,"Ascidiacea has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising. Substratum of quite large bedrock outcrops with some overhanging surfaces, interspersed with areas of clean sand. Some scour was recorded. A variety of animal species was present. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-13
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,107398.0,D,,1979-07-18,"The substratum was predominantly shell gravel/sand, and some bedrock ridges about 2 metres high were encountered. In other areas, there were occasional small boulders where animal populations were clustered, whilst at -6m the low lying bedrock was quite bare and silty with Balanus crenatus. This area was probably scoured. Animal populations on the boulders and bedrock were generally similar. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1979-07-18
1978-1979 SWBSS North Devon Study,Necora puber,107398.0,D,R,1979-07-18,"Nearshore there were boulders with some mud between them. Lower down were one or two lumps of bedrock. The biota was a general mixture of plants and animals, although no kelp forest was present. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WG8S4,1979-07-18
1978-1979 SaWBSS North Devon Study,Necora puber,107398.0,D,bR,1978-06-08,"Ascidiacea has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising. Substratum of quite large bedrock outcrops with some overhanging surfaces, interspersed with areas of clean sand. Some scour was recorded. A variety of animal species was present. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-08
1978-1979 SWBSS North Devon Study,Necora puber,145360.0,D,O,1978-06-06,"Several zones were included but not defined in this dive. There was very little kelp and sparse red foliaceous algae. Extensive overhangs in shallow water were characterised by Polyclinidae, Crisiidae and Bugula spp. The rock slabs in -4m had numerous Polymastia boletiformis, axinellid sponges and Nemertesia spp. whilst offshore there was a band of Ophiothrix fragilis. Quite a silty area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Callionymus lyra,107398.0,D,R,1978-06-06,"A quiet silty habitat with numerous axinellid sponges on the rocks and good sediment fauna. There was sparse growth of a range of foliaceous algae, with Polyneura laciniata the predominant species. The sediment had many Goneplax rhomboides holes and protruding bivalve siphons. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Doto tuberculata,107398.0,D,R,1978-06-05,"Areas of low lying bedrock reef, small boulders and pebbles/gravel. The rock was characterised by Flustra foliacea whilst Urticina felina and Sertularia argentea were common in areas of pebbles. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-05
1987-1979 SWBSS North Devon Study,Necora puber,111147.0,,R,1978-06-16,"Ascidiacea has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising. Substratum of quite large bedrock outcrops with some overhanging surfaces, interspersed with areas of clean sand. Some scour was recorded. A variety of animal species was present. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-16
1978-1979 SWBSS North Devon Study,Callionymus lyra,107398.0,D,O,1978-06-12,"The seabed consisted of low bedrock ridges and gullies with kelp overall and about 60% cover of foliose red algae, and typical animal species. In some areas there was a short turf of a small dark red alga and in others, much encrusting alga. Many of the kelp stipes were broken, and a variety of epiphytes was present. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-12
1978-1979 SWBSS North Devon Study,Callionymus lyra,107398.0,D,O,1978-06-12,"The seabed consisted of low bedrock ridges and gullies with kelp overall and about 60% cover of foliose red algae, and typical animal species. In some areas there was a short turf of a small dark red alga and in others, much encrusting alga. Many of the kelp stipes were broken, and a variety of epiphytes was present. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-12
1978-1979 SWBSS North Devon Study,Callionymus lyra,107398.0,D,R,1978-06-06,"The substratum was predominantly shell gravel/sand, and some bedrock ridges about 2 metres high were encountered. In other areas, there were occasional small boulders where animal populations were clustered, whilst at -6m the low lying bedrock was quite bare and silty with Balanus crenatus. This area was probably scoured. Animal populations on the boulders and bedrock were generally similar. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBS SNorth Devon Study,Ahnfeltia plicata,107398.0,D,tR,1978-06-13,"The substratum was predominantly shell gravel/sand, and some bedrock ridges about 2 metres high were encountered. In other areas, there were occasional small boulders where animal populations were clustered, whilst at -6m the low lying bedrock was quite bare and silty with Balanus crenatus. This area was probably scoured. Animal populations on the boulders and bedrock were generally similar. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-13
1978-1979 SWBSS North Devon Study,Callionymus lyra,144296.0,D,C,1979-07-18,"Isolated rock reefs with sand, gravel and small stones between. In shallower water there were clumps of red algae dominated by different species in different patches. Deeper reefs housed a wide variety of animal species and there were a few species such as Myxicola infundibulum in the sediment. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1979-07-18
1978-1979 SWBSS North Devon Study,Doto tuberculata,144296.0,D,R,1978-06-13,"Bryozoa has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising. Algae on this steep bedrock was limited to a very narrow vertical band dominated by Plocamium cartilagineum amidst very large Laminaria hyperborea with many epiphytes. The overhangs had a cover of dead stalks with flocculent mud, scattered hydrozoa and bryozoa, Caryophyllia smithii and sponges. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-13
1978-1979 SWBSS North Devon Study,Aglaophenia,144296.0,D,***,1978-06-16,"This area was tide-swept but with much mud covering the rocks. There were very few and small algae. The huge bouders forming rock slabs were characterised by Polymastia boletiformis and axinellid sponges with scattered Nemertesia antenina. Farther offshore, Flustra foliacea and Polymastia mamillaris were numerous. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-16
1978-1979 SWBSS North Devon Study,Necora puber,144296.0,D,O,1978-06-06,Pagurus has been given a nominal abundance value of Present for this record as in Arev it had no abundance value. The topography was generally flat with rock outcrops through mud covered gravel. Farther off was a sand plain covered by flocculent mud. Halidrys siliquosa grew on the rock outcrops allthough there were a few small Laminaria hyperborea in places and a good understorey of small foliaceous reds. Laminaria saccharina were on the smaller stones between the rock outcrops. Cereus pedunculatus and small Pagurus were characteristic of the sand area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Callionymus lyra,144683.0,D,***,1978-06-13,"Nearshore there were boulders with some mud between them. Lower down were one or two lumps of bedrock. The biota was a general mixture of plants and animals, although no kelp forest was present. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-13
1978-1979 SWBSS North Devon Study,Callionymus lyra,150225.0,D,O,1978-06-07,Pagurus has been given a nominal abundance value of Present for this record as in Arev it had no abundance value. The topography was generally flat with rock outcrops through mud covered gravel. Farther off was a sand plain covered by flocculent mud. Halidrys siliquosa grew on the rock outcrops allthough there were a few small Laminaria hyperborea in places and a good understorey of small foliaceous reds. Laminaria saccharina were on the smaller stones between the rock outcrops. Cereus pedunculatus and small Pagurus were characteristic of the sand area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-07
1978-1979 SWBSS North Devon Study,Aglaophenia,150225.0,D,O,1978-06-11,"The substratum was predominantly shell gravel/sand, and some bedrock ridges about 2 metres high were encountered. In other areas, there were occasional small boulders where animal populations were clustered, whilst at -6m the low lying bedrock was quite bare and silty with Balanus crenatus. This area was probably scoured. Animal populations on the boulders and bedrock were generally similar. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-11
1978-1979 SWBSS North Devon Study,Amphilectus fucorum,150225.0,aD,O,1978-06-11,"This area was tide-swept but with much mud covering the rocks. There were very few and small algae. The huge bouders forming rock slabs were characterised by Polymastia boletiformis and axinellid sponges with scattered Nemertesia antenina. Farther offshore, Flustra foliacea and Polymastia mamillaris were numerous. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-11
1978-1979 SWBSS North Devon Study,Amphilectus fucorum,150225.0,D,O,1978-06-06,"Nearshore there were boulders with some mud between them. Lower down were one or two lumps of bedrock. The biota was a general mixture of plants and animals, although no kelp forest was present. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Amphilectus fucorum,150308.0,D,O,1978-06-16,"A quiet silty habitat with numerous axinellid sponges on the rocks and good sediment fauna. There was sparse growth of a range of foliaceous algae, with Polyneura laciniata the predominant species. The sediment had many Goneplax rhomboides holes and protruding bivalve siphons. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-16
197d8-1979 SWBSS North Devon Study,Amphilectus fucorum,150305.0,D,O,1978-06-11,A muddy sand seabed with scattered cobbles. The cobbles nearshore had a limited fauna. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCRp10000077,WGS84,1978-06-11
1978-1979 SWBSS North Devon Study,Necora puber,150225.0,D,O,1978-06-06,"A vertical wall with narrow ledges, where Laminaria hyperborea could not grow. There was a thick cover of foliaceous red algae, mainly Polyneura laciniata, Plocamium cartilagineum and ?Schottera nicaeensis. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,150225.0,D,,1978-06-05,The overhangs had typical fauna with an undergrowth of Crisiidae and Bugula spp with large patches of Clavelina lepadiformis. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JCNCMNCR10000077,WGS84,1978-06-05
1978-1979 SWBSS North Devon Study,Callionymus lyra,150225.0,D,R,1978-06-06,A typical Lithothamnion dominated zone with many young Laminaria digitata. Chondrus crispus formed about 50% cover in open areas. There were no common characteristic animal species. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Necora puber,150225.0,D,O,1978-06-13,"Several zones were included but not defined in this dive. There was very little kelp and sparse red foliaceous algae. Extensive overhangs in shallow water were characterised by Polyclinidae, Crisiidae and Bugula spp. The rock slabs in -4m had numerous Polymastia boletiformis, axinellid sponges and Nemertesia spp. whilst offshore there was a band of Ophiothrix fragilis. Quite a silty area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-13
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,145716.0,D,F,1978-06-16,"Areas of low lying bedrock reef, small boulders and pebbles/gravel. The rock was characterised by Flustra foliacea whilst Urticina felina and Sertularia argentea were common in areas of pebbles. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-16
1978-1979 SWBSS North Devon Study,Corymorpha nutans,135144.0,D,R,1978-06-16,"A gradual slope at the sublittoral fringe level was followed by a steep, mainly vertical, drop to -3m. Algae, including Laminaria hyperborea, grew only on the less steeply inclined surfaces. The main stipe epiphyte was Palmaria palmata. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-1n6
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,123187.0,D,R,1978-06-10,"Ascidiacea has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising. Substratum of quite large bedrock outcrops with some overhanging surfaces, interspersed with areas of clean sand. Some scour was recorded. A variety of animal species was present. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-10
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,123187.0,D,O,1978-06-11,The overhangs had typical fauna with an undergrowth of Crisiidae and Bugula spp with large patches of Clavelina lepadiformis. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-11
1978-1979 SWBSS North Devon Study,Ahnfeltia plicata,123187.0,***,R,198-06-08,"This area was tide-swept but with much mud covering the rocks. There were very few and small algae. The huge bouders forming rock slabs were characterised by Polymastia boletiformis and axinellid sponges with scattered Nemertesia antenina. Farther offshore, Flustra foliacea and Polymastia mamillaris were numerous. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS4,1978-06-08
1978-1979 SWBSS North Devon Study,Ahnfeltia plicata,123187.0,D,O,1978-0606,"Several zones were included but not defined in this dive. There was very little kelp and sparse red foliaceous algae. Extensive overhangs in shallow water were characterised by Polyclinidae, Crisiidae and Bugula spp. The rock slabs in -4m had numerous Polymastia boletiformis, axinellid sponges and Nemertesia spp. whilst offshore there was a band of Ophiothrix fragilis. Quite a silty area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS48,1978-60-06
1978-1979 SWBSS North Devon Study,Doto tuberculata,123187.0,D,R,1978-06-06,"An area of bedrock outcrops with very steep gullies partially filled by clean sand. The bedrock was in vertical layers and there were many small cracks and crevices where crustaceans were hiding. Most of the rock was covered by Mytilus edulis, and algae grew on the upper surfaces between the mussels, but was very sparse. Bryozoans and sponges formed the main cover on the vertical faces with Alcyonium digitatum becoming more common at the maximum depth reached. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000t077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Doto tuberculata,123187.0,D,R,1978-06-13,"Ascidiacea has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising. Substratum of quite large bedrock outcrops with some overhanging surfaces, interspersed with areas of clean sand. Some scour was recorded. A variety of animal species was present. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-13
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,145724.0,D,F,1978-06-07,Pagurus has been given a nominal abundance value of Present for this record as in Arev it had no abundance value. The topography was generally flat with rock outcrops through mud covered gravel. Farther off was a sand plain covered by flocculent mud. Halidrys siliquosa grew on the rock outcrops allthough there were a few small Laminaria hyperborea in places and a good understorey of small foliaceous reds. Laminaria saccharina were on the smaller stones between the rock outcrops. Cereus pedunculatus and small Pagurus were characteristic of the sand area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-07
1978-1979 SWBSS North Devon Study,Laminaria digitata,111152.0,,A,1978-06-13,"Axinellidae has been given a nominal abundance value of Present for this record as in Arev it had no abundance value. A mixed terrain of boulders and smaller rocks. There were very few plants, but numerous ?Raspailia ramosa and Nemertesia spp. Some of the pebbles had tall and dense Balanus crenatus on them. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,197-806-13
1978-1979 SWBSS North Devon Study,Laminaria digitata,135144.0,D,F,1978-06-11,"Several zones were included but not defined in this dive. There was very little kelp and sparse red foliaceous algae. Extensive overhangs in shallow water were characterised by Polyclinidae, Crisiidae and Bugula spp. The rock slabs in -4m had numerous Polymastia boletiformis, axinellid sponges and Nemertesia spp. whilst offshore there was a band of Ophiothrix fragilis. Quite a silty area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR1000077,WGS84,1978-06-11
