crimeid,monthvalue,reportedby,fallswithin,longitude,latitude,locationvalue,lsoacode,lsoaname,outcometype
881417f33cd31c2777f8777799985639173a66033c30697ffe6843910807192d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
e00f68ae4f66e299daecbe4762fb12dadc505e036fa1f084094ec33baecb5a0d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
c814843646faa1e7eda68cf831c016d52c5c097575fdaa991b543670df1db650,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
873e277cc4bdbc35894c9465871be75e488b26f73d914a92482d1b53e5623247,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Suspect charged
7a7564bd6a4b17b3125083a9a289cc9ac9cd3ff1e79176a0ea9e1f077ce88d8e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
76abc52573473b686621b525262015544e55eea1ed9a4f6f5bd67c99377ca91b,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Suspect charged
aa079431b0a104d8f78781218a1a8c7f0e660dadb4b7030d16ea91a4e0a8e379,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
e1938fdb96309eff7a45212adceba7be01fc248489a4f8638d5ebf54b938d3f7,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Suspect charged
33c43b2afc504952aeaa733fbfdc42198f1dbdb26d5a8b023c85791917d2959b,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Suspect charged
1bde465781a2fb82201ee9300f147403a0a2ba7f958306daff4b5d2cac4ddd98,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Local resolution
b68a5552da2e41f196c505b02ce957695072d5461468ae5323a56ac34f760c78,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
5e66867eed428e1fa0db2fd0b734129dfbe0c0b6bda079783799a132c150a76f,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
75099a7ae3cb53ee6ef6ac867bed62534d4852009bf7221df0d1271f3f6a5bc0,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
8d1f0d390f46562b7f4d00dceedf6b405377c7d34555fbb97b62fb9a67a61472,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
768f1b22023488d1d421343d241432d3bbc41dd9b2fefe4e6f56d60bfd167570,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
69b641bdeb444f6e547cdd08f05fdbbab683a90ab0b60ca63a083420d43db711,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
096fd80eec2c34da33a48071a98b4f2e0fb2b4eac37ced4dcc15747ade3c755a,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
d46f43f4809ef2bc62bb364b19b75dfc8bfe2f02983c8f5b33eb96b8f8044e4d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
5b7843a137acf0e55c15a7ed701e7fbe32bb6023bd35f7407c2eec269c599570,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
d8d7aade9dd9132cd675b2a581bb44cd98e3166fabfc881befc8248f45a2df8d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
2fe4781fbd55cb80d003eddd7379c56605913df497415879785dbccbfe9c5fec,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
ca7ffe110c11117a5dba4e604b360a73edaae93cf1ceb30d91fe5b51bd293ccd,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
131e3e5aa946e3d81922f866ee51a09a24d072ec5431649304f5fd9c09c1ed1a,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
d7aede8b9c0cb310023e52ea4bfe746e0e478b5cec4bcffbb769636d9c9e4fc6,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
fd8717eaf27cf283e98ca948e39d2b1e422a790343636e396a7b7e091b1b0b48,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
72df60c77fd51cc6e40b2a9beb96c07382306f8a28d72fc85718a01e05f4a101,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
783a530db94baa6b4493ed9c65f0f42c394c732340551dbb8e366da47fd5b767,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
c5523c766f65d9f523362d7fa514c42e33697176105b6c1e4dc40d8716b63ff2,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
0dc760cb6ac09a054f2ca8e543bda31d03e54b5235832406c824fe4d682498e3,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
294cb7e01c892482eb3d6416d23891bf20dc6df31b81ea1ac9762ebcead693dc,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
e50187d61e73006d98f2683068e4fa550a477b249d6817ded4ce27753c4b21ec,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
6f0919fad9b3eb4a94bbc5a61d37ddb42d01115953f1e5da59ac053e588d74c8,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
3d3424dcd0f89f9b714a0f932f8ecc00d493124f19d51b110562dabbc0fd5328,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
bf59b533f06801dc92d08501ff0c91640707cd1e4368301cdbddcad2373ccd85,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
7bf33a5c594c942193c281e76ecadd4f4bf463c556990120c79a9aff447857cf,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
a03ff821b849d2db76af3ea69f7c5fb160d787e4087771204bdee4840f2fa0ad,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
f6420af8dc33d3d51ed43d7105e9627dcc2867674430e04ee923345ffc64b300,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
e44781db22c813a73205ab66871b4f61fea1e6bfe6bc73911af27dd80ba0552f,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Suspect charged
379d32e69722b759cbfbc24f14a9c1081994ecb3b4621721c0f15644a0465023,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
2b92d30a4da67ed2e862bbb8a49a03b15cee374e71f9ae2cb44e0f9a76426463,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
173da40ca0524821438c91a84855ba78948c65ce1ebe9aaccd33885a60e76cd7,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
4346382b2986ccb337c3d6a161004aec3583203c095c7fec5bacebc5a75fa852,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect
a965e7f30003b03aed88ec049da8853d931c04ef867ca0a4d2ed7b98baad39a1,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
e531604a7605a9b4de272925c9c17e660eab48bf725b750c2a40807b9e8fb8ef,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Local resolution
18512ec8488fd5484b3fde9a096703432bdd8be49ac2570125e9be9c18a27bfa,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified
