facilitytype,facilitytypedescription,subtype,subtypedescription,permitnumber,premisename,premiseaddress,premisecity,premisestate,premisezip,inspection_area,openingdate,object_id
695,SWIMMING AREA,198.0,SPLASH PAD,85191.0,METRO PARKS LAPORTE PARK,2529 BANK ST,LOUISVILLE,KY,40212,24,2010/02/01 00:00:00,230.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29254.0,CASA GRANADA CONDOS,3030 BRECKENRIDGE LN.,LOUISVILLE,KY,40220,28,1988/06/06 00:00:00,231.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101423.0,LOUISVILLE MARRIOTT EAST,1903 EMBASSY SQUARE BLVD,LOUISVILLE,KY,40299,29,2016/12/09 00:00:00,232.0
695,SWIMMING AREA,191.0,SWIMMING POOL,58518.0,PINEHURST GREEN PATIO HOMES,10630 EAGLE PINES LN,LOUISVILLE,KY,40223,29,1998/07/30 00:00:00,233.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29469.0,YMCA SOUTHEAST,5930 SIX MILE LANE,LOUISVILLE,KY,40218,27,1988/06/07 00:00:00,234.0
695,SWIMMING AREA,198.0,SPLASH PAD,85192.0,METRO PARKS PETERSBURG PARK,5008 E INDIAN TRAIL RD,LOUISVILLE,KY,40218,27,2010/02/01 00:00:00,235.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29256.0,CASA GRANDE CONDOS OF ZORN,740 ZORN AVE,LOUISVILLE,KY,40206,26,1988/06/06 00:00:00,236.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101516.0,HOMEWOOD SUITES,635 W MARKET ST,LOUISVILLE,KY,40202,24,2018/03/26 00:00:00,237.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101551.0,HOME 2 SUITES,240 S. HANCOCK ST,LOUISVILLE,KY,40202,28,1988/06/07 00:00:00,238.0
695,SWIMMING AREA,197.0,SPA,101552.0,OMNI LOUISVILLE - LEVEL 3,400 S. 2ND STREET,LOUISVILLE,KY,40202,24,2018/03/08 00:00:00,239.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101553.0,OMNI LOUISVILLE - LEVEL 3 POOL,400 S. 2ND STREET,LOUISVILLE,KY,40202,24,2018/03/08 00:00:00,240.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101554.0,THE RESIDENCES AT OMNI - LEVEL 16 POOL,200 WEST LIBERTY ST,LOUISVILLE,KY,40202,24,2018/05/21 00:00:00,241.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101641.0,LOUISVILLE BROADWAY APTS LLC / HIGHLAND STATION,1172 E BROADWAY,LOUISVILLE,KY,40204,28,2018/05/22 00:00:00,242.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101819.0,ASPENWOOD APARTMENTS,3300 ASPEN VALLEY CIRCLE,LOUISVILLE,KY,40241,21,2017/02/27 00:00:00,243.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101828.0,QUALITY INN,1301 KENTUCKY MILLS DR,LOUISVILLE,KY,40299,22,2017/02/28 00:00:00,244.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101850.0,HOME 2 SUITES,3000 CRITTENDEN DR,LOUISVILLE,KY,40209,23,2018/05/25 00:00:00,245.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101851.0,BRADFORD MILL LOFTS,1124 REUTLINGER AVE,LOUISVILLE,KY,40204,28,1988/06/07 00:00:00,246.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101962.0,THE GEORGE,6600 SEMINARY WOODS PLACE,LOUISVILLE,KY,40241,21,2017/03/21 00:00:00,247.0
695,SWIMMING AREA,191.0,SWIMMING POOL,102015.0,THE PARK AT HURSTBOURNE APTS -VARSITY CLUB,6121 BIG BEN DR,FERN CREEK,KY,40291,27,2017/03/29 00:00:00,248.0
695,SWIMMING AREA,191.0,SWIMMING POOL,102049.0,SOUTHGATE LANDING,10960 SOUTHGATE MANOR DR,LOUISVILLE,KY,40229,27,2017/03/30 00:00:00,249.0
695,SWIMMING AREA,191.0,SWIMMING POOL,102157.0,THE ENCLAVE AT BRECKENRIDGE,7204 CHURCHILL PARK DR,LOUISVILLE,KY,40220,28,2017/04/14 00:00:00,250.0
695,SWIMMING AREA,191.0,SWIMMING POOL,102469.0,STATION J-TOWN,9601 BALSAM WAY,JEFFERSONTOWN,KY,40299,22,2017/05/16 00:00:00,251.0
695,SWIMMING AREA,191.0,SWIMMING POOL,102843.0,THE LODGES,14500 ENGLISH PARK CIR,JEFFERSONTOWN,KY,40299,22,1988/06/07 00:00:00,252.0
695,SWIMMING AREA,191.0,SWIMMING POOL,102861.0,THE PARK AT HURSTBOURNE,5301 HAMES TRACE,FERN CREEK,KY,40291,22,2013/05/16 00:00:00,253.0
695,SWIMMING AREA,191.0,SWIMMING POOL,102919.0,HYATT REGENCY,311 S 4TH ST,LOUISVILLE,KY,40202,24,2017/07/06 00:00:00,254.0
695,SWIMMING AREA,197.0,SPA,103196.0,U OF L HOT WALK THRU,2800 S FLOYD ST,LOUISVILLE,KY,40209,24,2018/07/31 00:00:00,255.0
695,SWIMMING AREA,197.0,SPA,103197.0,U OF L - COLD WALK THRU,2800 S FLOYD ST,LOUISVILLE,KY,40209,24,2018/07/31 00:00:00,256.0
695,SWIMMING AREA,191.0,SWIMMING POOL,103302.0,TOWNEPLACE SUITES / FAIRFIELD INN & SUITES,10110 CHAMPION FARMS DR,LOUISVILLE,KY,40241,21,2018/04/18 00:00:00,257.0
695,SWIMMING AREA,191.0,SWIMMING POOL,103312.0,WINGATE INN,3200 KEMMONS DR,LOUISVILLE,KY,40218,28,2018/05/23 00:00:00,258.0
695,SWIMMING AREA,197.0,SPA,103340.0,U OF L FOOTBALL 0-5 HYDROWORX,2800 S FLOYD ST,LOUISVILLE,KY,40202,24,2018/07/31 00:00:00,259.0
695,SWIMMING AREA,197.0,SPA,103341.0,U OF L FOOTBALL HOT PLUNGE WHITE HYDROWORX,2800 S FLOYD ST,LOUISVILLE,KY,40209,24,2018/07/31 00:00:00,260.0
695,SWIMMING AREA,197.0,SPA,103342.0,U OF L FOOTBALL COLD PLUNGE WHITE HYDROWORX,2800 S FLOYD ST,LOUISVILLE,KY,40209,24,2018/07/31 00:00:00,261.0
695,SWIMMING AREA,191.0,SWIMMING POOL,103431.0,WINGATE BY WYNDHAM,12301 ALLIANT COURT,JEFFERSONTOWN,KY,40299,22,2017/08/31 00:00:00,262.0
695,SWIMMING AREA,191.0,SWIMMING POOL,103432.0,BAXTER APARTMENTS,1221 E BROADWAY,LOUISVILLE,KY,40204,28,1988/06/07 00:00:00,263.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29476.0,HOLLY HOUSE CONDOMINIUMS,1924 GOLDSMITH LN.,LOUISVILLE,KY,40218,28,1988/06/07 00:00:00,264.0
695,SWIMMING AREA,198.0,SPLASH PAD,85551.0,METRO PARKS FAIRDALE SPRAY POOL,709 FAIRDALE RD,FAIRDALE,KY,40118,23,2010/03/30 00:00:00,265.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29259.0,CASA GRANDE OF THIERMAN,161 THIERMAN LN,LOUISVILLE,KY,40207,26,1988/06/06 00:00:00,266.0
695,SWIMMING AREA,199.0,WADING POOL,29482.0,HUNTING CREEK COUNTRY CLUB,6807 FOXCROFT DR,PROSPECT,KY,40059,21,1988/08/03 00:00:00,267.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29260.0,PLAINVIEW APTS,1000 STONE SPRING WAY,LOUISVILLE,KY,40223,25,1988/06/06 00:00:00,268.0
695,SWIMMING AREA,198.0,SPLASH PAD,85808.0,METRO PARKS RIVERVIEW PARK SPRAYGROUND,8203 GREENWOOD RD,LOUISVILLE,KY,40258,23,2010/04/30 00:00:00,269.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29485.0,HURSTBOURNE GRAND APTS,8916 MARKSFIELD RD.,LOUISVILLE,KY,40222,29,1988/08/02 00:00:00,270.0
