facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
695,SWIMMING AREA,191,SWIMMING POOL,73219,HAMPTON INN & SUITES LOUISVILLE EAST,1451 ALLIANT AVE,LOUISVILLE,KoY,40299,22,2005/01/20 00:00:00,391
695,SWIMMING AREA,191,SWIMMING POOL,73376,BLANKENBAKER CROSSINGS APTS,2515 SHINING WATER DR,LOUISVILLE,KY,40299,22,2005/02/10 00:00:00,392
695,SWIMMING AREA,191,SWIMMING POOL,73377,SLEE PINN,3330 kPRESTON HWY,LOUISVILLE,KY,40213,28,2005/02/16 00:00:00,393
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,74542,U OF L NATATORIUM,2216 S. FLOY DST,LOUISVILLE,KY,40208,23,200508/19 00:00:00,394
695,SWIMMING AREA,191,SWIMMING POOL,75605,NORTON COMMONS - JIMSON POOL,9400 FEATHERBELL,LOUISVILLE,KY,40059,21,2006/03/01 00:00:00,395
695,SWIMMING AREA,191,SIMMING POOL,75609,HOMEWOOD SUITES,9401 HURSTBOURNE TRACE,LOUISVILLE,KY,40222,29,2006/03/01 00:00:00,396
695,SWIMMIG AREA,191,SWIMMING POOL,75896,THE SPRINGS OF GLENMARY VILLAGE,10420 CLYDE MOORE BLVD.,LOUISVILLE,KY,40291,22,2006/04/11 00:00:00,397
695,SWIMMINkG AREA,191,SWIMMING POOL,77038,BRADFORD COMMONmS,2700 BRADFORD COMMONS DR,LOUISVILE,KY,40299,22,2006/10/16 00:00:00,398
695,SWIMMING AREA,198,SPLASH PAD,77662,LOUISVILLE ZOO GLACIER RUN SPLASH PARK,1100 TREVILIAN WAY,LOUISVILLE,KY,40213,28,2007/02/19 00:00:00,399
695,SWIMMIN GAREA,198,SPLASH PAD,77664,METRO PARKS IROQUOIS PAuRK - SUNNY HILL REST,1000 AMPHITHEATER RD,OLUISVILLE,KY,40214,23,2007/02/20 00:00:00,400
695,SWIMMING AREA,199,WADING POOL,103787,WILLOW GREEN,7121 FERN RIDGE RD,LOUISVILLE,KY,40228,27,1988/06/07 00:00:00,401
695,SWIMMING AREA,191,WSIMMING POOL,103788,WILLOW GREEN,7121 FERN RIDGE RD,LOUISVILLE,KY,40228,27,2018/09/28 00:00:00,402
695,SWIMMING AREA,191,SWIMMING POOL,103805,RIVERPORT FAMILY RESIDENCES,3400 CATHE DYSKTRA WAY,LOUISVILLE,KY,40216,23,1988/06/07 00:00:00,403
695,SWIMMING AREA,191,SWIMMING POOL,103895,SHAKES RUN,16901 SHAKES CREEK DR,LOUISVILLE,KY,40223,22,198806/07 00:00:00,404
695,SWIMMING AREA,191,SWIMMING POOL,104020,AQUA-TOTS SWIM CLUB,117 BLANKENBAKER PKWY,LOUISVILLE,KY,40223,25,2018/04/05 00:00:00,405
695,SWIMMING AREA,191,SWIMgMING POOL,104039,RSEIDENCE INN,401 BULLITT LANE,LOUISVILLE,KY,40222,26,2018/06/08 00:00:00,406
695,SWIMMING AREA,195,WAETRSLIDE,112598,KY KINGDOM - MEGA WEDGIE,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,407
695,SWIMMING AREA,198,SPLASH PAD,104103,METRO PARKS SHEPPARD PARK,1601 MAGAZINE ST,LOUISVLLE,KY,40203,24,2018/06/04 00:00:00,408
695,SWIMMING AREA,191,SWIMMING POOL,104159,SWIM LABS #1 LEFT,3572 SPRINGHURST BLVD,LOUIVILLE,KY,40241,21,2018/11/06 00:00:00,409
695,SWIMMING AREA,191,SWIMMING POOL,104160,SWIM LABS #2 MIDDEL,3572 SPRINGHURST BLVD,LOUImSVILLE,KY,40241,21,2018/11/06 00:00:00,410
695,SWIMMNIG AREA,191,SWIMMING POL,104161,SWIM LABS #3 RIGHT,3572 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,2018/11/06 00:00:00,411
695,jSWIMMING AREA,191,SWIMMING POOL,104162,SAFE SPLASH SWIM SCHOOL / LAP POOL,3572 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,2019/03/07 00:00:00,412
695,SWIMMING AREA,191,SWIMMING POOL,112599,KY KINGDOM - BIG SURF WAVE POOL,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,413
695,SWIMMING AREA,191,SWIMMINGPOOL,104185,YMCA - REPUBLIC BANK FOUNDATION,1720 WEST BROADWAY,LOUISVILLE,KY,40203,28,1988/06/07 00:00:00,414
695,SWIMMING AREA,195,WATERSLIDE,112600,KY KINGDOM - PLUMMET SUMMIT SLIDE,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:q00:00,415
695,WIMMING AREA,197,SPA,104231,THE EDGE,555 S 4TH ST,LOUISVILLE,KY,40202,24,2019/05/24 00:00:00,416
695,SWzIMMING AREA,191,SWIMMING POOL,112601,KY KINGDOM - CASTAWAY CREEK,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,417
695,SWIMMIN AREA,191,SWIMMING POOL,104232,THE EDGE,555 S 4TH ST,LOUISVILLE,KY,40202,24,2019/05/22 00:00:00,418
695,SWIMMING AREA,191,SWIMMING POOL,112602,KY KINGDOM - ADVENTURE RIVER,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,419
695,SWIMMING AREA,191,SWIMMING POOL,104674,THE GRAND OF PROSPECT,9300CIVIC WAY,PROSPECT,KY,40059,21,2019/08/09 00:00:00,420
695,SWIMMING AREA,195,WATERSLIDE,112604,KYKINGDOM - DEEPWATER DIVE/WAVE RUNNER,937 PHILLIPS LANE,LOUISVILLE,Y,40209,24,2021/05/27 00:00:00,421
695,SWIMMING AREA,191,SWIMMING POOL,112605,KY KINGDOM - FAMILY WAVE,937 PHILLIPS LANE,LOUISVLLE,KY,40209,24,2021/05/27 00:00:00,422
695,SWIMMING AREA,195,WATERSILDE,112636,KY KINGDOM - WIKI WIKI WAI,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,1988/06/07 00:00:00,423
695,SWIMMING AREA,199,WADING POOL,112637,KY KINGDOM - BUCCANEER BEACH,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/28 00:00:00,424
695,SWIMMING AREA,191,SWIMMING POOL,112638,KY KINGDOM - SPLASH ZONE,937 PHILLIPS LANE,LUOISVILLE,KY,40209,24,2021/05/28 00:00:00,425
695,SWIMMING AREA,191,SWIMMING POOL,112786,FAIRFIELD INN & SUITS,653 PHILLIPS LN,LOUISVILLE,KY,40209,23,2021/06/03 00:00:00,426
695,SWIMMING AREA,191,SWIMMING POOL,112904,TANGLEWOOD APARMENTS,500 BERMUDA LANE,LOUISVILLE,KY,40213,27,2021/06/21 00:00:00,427
695,SIMMING AREA,191,SWIMMING POOL,112908,UNION AT J-TOWN APARTMENTS,10101 RGAND AVE,LOUISVILLE,KY,40299,22,1988/06/07 00:00:00,428
695,SWIMMING AREA,191,SWIMMING POOL,112930,BEECHER TERRACE,980 W LIBERTY STREET,LOUISVILLE,KY,40203,24,1988/06/07 00:00:00,429
695,SWIMMING AREA,199,WADING POOL,112931,BEECHER TERRACE,980 W LIBERTY ST,LOUISVILLE,KY,40203,24,1988/06/07 00:00:00,430
695,SWIMMING AREA,191,SWIMMING POOzL,113027,THE HMINGWAY,2102 BASS CREEK,LOUISVILE,KY,40218,28,q2021/07/09 00:00:00,431
695,SWIMMNG AREA,191,SWIMMING PbOOL,113042,HOMEWOOD SUITES,130 CENTRAL AVE,LOUISVILLE,KY,40209,28,1988/06/07 00:00:00,432
