reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc,object_id(long)
714741,2021/01/07 05:00:00+00,CLOTHES MENTOR,291 N. HUBBARDS LANE,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2430
714742,2021/01/07 05:00:00+00,EL MOLCAJETE,8106 PRESTON HWY,40219.0,2021/01/07 05:00:00+00,2,SURVEY,2431
714743,2021/01/07 05:00:00+00,QDOBA #2641,6814 DIXIE HWY,40258.0,2021/01/07 05:00:00+00,4,SURVEY,2432
714745,2021/01/07 05:00:00+00,FUJI ASIAN BISTRO,6801 DIXIE HWY,40258.0,2021/01/07 05:00:00+00,4,SURVEY,2433
714746,2021/01/07 05:00:00+00,TINO'S TACOS,161 OUTER LOOP,40214.0,2021/01/08 05:00:00+00,4,SURVEY,2434
714747,2021/01/07 05:00:00+00,TUSCANY ITALIAN RESTAURANT,165 OUTER LOOP,40214.0,2021/01/07 05:00:00+00,4,SURVEY,2435
714748,2021/01/07 05:00:00+00,KROGER L-387,291 N HUBBARDS LN,40207.0,2021/01/07 05:00:00+00,4,SURVEY,2436
714749,2021/01/07 05:00:00+00,KROGER WINE,291 N HUBBARDS LN,40202.0,2021/01/07 05:00:00+00,5,SURVEY,2437
714750,2021/01/07 05:00:00+00,POE'S PET STORE,291 N. HUBBARDS LANE,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2438
714751,2021/01/07 05:00:00+00,SUBWAY,291 N HUBBARDS LN,40207.0,2021/01/07 05:00:00+00,4,SURVEY,2439
714753,2021/01/07 05:00:00+00,THE PALM ROOM LOUNGE,1821 W JEFFERSON ST,40203.0,2021/01/07 05:00:00+00,2,SURVEY,2440
714754,2021/01/07 05:00:00+00,MCDONALD'S #6834,8220 PRESTON HWY,40219.0,2021/01/07 05:00:00+00,4,SURVEY,2441
714755,2021/01/07 05:00:00+00,STORY TIME LEARNING ACADEMY,8310 PRESTON HWY,40219.0,2021/01/07 05:00:00+00,2,SURVEY,2442
714760,2021/01/07 05:00:00+00,BURGER KING #22793,9512 PRESTON HWY,40229.0,2021/01/07 05:00:00+00,4,SURVEY,2443
714773,2021/01/07 05:00:00+00,QDOBA #2493,1321 HERR LN,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2444
714774,2021/01/07 05:00:00+00,BOOMBOZZ PIZZA AND WATCH BAR,1315 HERR LN,40222.0,2021/01/07 05:00:00+00,3,SURVEY,2445
714775,2021/01/07 05:00:00+00,NAPA RIVER GRILL,1211 HERR LN,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2446
714776,2021/01/07 05:00:00+00,JADE PALACE,1109 HERR LN,40222.0,2021/01/07 05:00:00+00,2,SURVEY,2447
714777,2021/01/07 05:00:00+00,ZI OLIVE,1301 HERR LN,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2448
714779,2021/01/07 05:00:00+00,WISH'S DRUGS,9615 WHIPPS MILL RD,40242.0,2021/01/07 05:00:00+00,4,SURVEY,2449
714780,2021/01/07 05:00:00+00,YMCA NORTHEAST,9400 MILL BROOK RD,40223.0,2021/01/07 05:00:00+00,4,SURVEY,2450
714782,2021/01/07 05:00:00+00,THORNTONS #34,605 LYNDON LN,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2451
714783,2021/01/07 05:00:00+00,CHOI'S ASIAN FOOD MARKET,607 LYNDON LN,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2452
714334,2021/01/05 05:00:00+00,ASIANA SUSHI,6435 BARDSTOWN RD,40291.0,2021/01/05 05:00:00+00,4,SURVEY,2453
714712,2021/01/06 05:00:00+00,LAS CAZUELAS,4214 BISHOP LN,40218.0,2021/01/06 05:00:00+00,4,SURVEY,2454
714489,2021/01/06 05:00:00+00,ABRAHA FOOD & TOBACCO MART,1103 S 2ND ST,40203.0,2021/01/06 05:00:00+00,4,SURVEY,2455
714490,2021/01/06 05:00:00+00,BARRY'S CHEESESTEAKS #2,1161 S 2ND ST,40203.0,2021/01/06 05:00:00+00,4,SURVEY,2456
714491,2021/01/06 05:00:00+00,SUBWAY #34164,2840 PACKERLAND WAY,40213.0,2021/01/06 05:00:00+00,4,SURVEY,2457
714493,2021/01/06 05:00:00+00,KIDZ CLUB,7140 PRESTON HWY,40219.0,2021/01/06 05:00:00+00,4,SURVEY,2458
714494,2021/01/06 05:00:00+00,BARAKA RESTAURANT,519 W OAK ST,40210.0,2021/01/06 05:00:00+00,4,SURVEY,2459
714495,2021/01/06 05:00:00+00,ST. MATTHEW CHRISTIAN CHILDCARE,7226 PRESTON HWY,40219.0,2021/01/06 05:00:00+00,4,SURVEY,2460
714497,2021/01/06 05:00:00+00,BUCK'S,425 W ORMSBY AVE,40203.0,2021/01/06 05:00:00+00,4,SURVEY,2461
714500,2021/01/06 05:00:00+00,C&L DON'T NEED NO SAUCE BBQ,2511 S 7TH ST,40208.0,2021/01/06 05:00:00+00,4,SURVEY,2462
714503,2021/01/06 05:00:00+00,BY-PASS LIQUOR,3632 S 7TH ST,40216.0,2021/01/06 05:00:00+00,4,SURVEY,2463
714507,2021/01/06 05:00:00+00,THORNTONS #61,2000 S 7TH ST,40208.0,2021/01/06 05:00:00+00,4,SURVEY,2464
714510,2021/01/06 05:00:00+00,BOTTLING HOUSE GRILL,1809 GARLAND AVE,40210.0,2021/01/06 05:00:00+00,4,SURVEY,2465
714510,2021/01/06 05:00:00+00,BOTTLING HOUSE GRILL,1809 GARLAND AVE,40210.0,2021/01/06 05:00:00+00,4,SURVEY,2466
714513,2021/01/06 05:00:00+00,SUMMA DIS SUMMA DAT AND MORE,139 S 44TH ST,40212.0,2021/01/06 05:00:00+00,2,SURVEY,2467
714019,2021/01/03 05:00:00+00,CITY GEAR,4443 CANE RUN ROAD SUITE 125,40216.0,2021/01/03 05:00:00+00,4,SURVEY,2468
714515,2021/01/06 05:00:00+00,NEPALI MART LLC,7309 ST. ANDREWS CHURCH RD,40214.0,2021/01/06 05:00:00+00,4,SURVEY,2469
714517,2021/01/06 05:00:00+00,ALFURAT,7319 ST. ANDREWS CHURCH RD,40214.0,2021/01/06 05:00:00+00,4,SURVEY,2470
714428,2021/01/04 05:00:00+00,THE DOG BAKERY,3941 CHENOWETH SQUARE,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2471
714518,2021/01/06 05:00:00+00,AMERICAN LEGION IROQUOIS POST 229,7323 ST. ANDREWS CHURCH RD,40214.0,2021/01/06 05:00:00+00,4,SURVEY,2472
714519,2021/01/06 05:00:00+00,MANLEY'S MARATHON,7205 MANSLICK RD,40214.0,2021/01/06 05:00:00+00,3,SURVEY,2473
714520,2021/01/06 05:00:00+00,J&C GAS STATION,4953 MANSLICK RD,40216.0,2021/01/06 05:00:00+00,4,SURVEY,2474
714524,2021/01/06 05:00:00+00,OSAKA JAPAN ONE,4819 DIXIE HWY,40216.0,2021/01/06 05:00:00+00,4,SURVEY,2475
714527,2021/01/06 05:00:00+00,WALMART #3610,7100 RAGGARD RD,40216.0,2021/01/06 05:00:00+00,4,SURVEY,2476
714529,2021/01/06 05:00:00+00,WING STOP,4812 DIXIE HWY,40216.0,2021/01/06 05:00:00+00,4,SURVEY,2477
714535,2021/01/06 05:00:00+00,PANERA BREAD #1669,13000 SHELBYVILLE RD,40223.0,2021/01/06 05:00:00+00,4,SURVEY,2478
714536,2021/01/06 05:00:00+00,QDOBA #2811,13006 SHELBYVILLE RD,40243.0,2021/01/06 05:00:00+00,4,SURVEY,2479
714537,2021/01/06 05:00:00+00,THORNTONS #95,13314 SHELBYVILLE RD,40223.0,2021/01/06 05:00:00+00,5,SURVEY,2480
714539,2021/01/06 05:00:00+00,NOTHING BUNDT CAKES MIDDLETOWN,12949 SHELBYVILLE RD,40243.0,2021/01/06 05:00:00+00,4,SURVEY,2481
714542,2021/01/06 05:00:00+00,DOMINO'S PIZZA #1434,8054 NEW LAGRANGE RD,40222.0,2021/01/06 05:00:00+00,3,SURVEY,2482
714543,2021/01/06 05:00:00+00,ARBY'S #325,7708 PRESTON HWY,40219.0,2021/01/06 05:00:00+00,4,SURVEY,2483
714549,2021/01/06 05:00:00+00,MEIJER #166,9500 PRESTON HWY,40229.0,2021/01/06 05:00:00+00,4,SURVEY,2484
714577,2021/01/06 05:00:00+00,ARBY'S #7879,4900 NORTON HEALTHCARE BLVD,40241.0,2021/01/06 05:00:00+00,4,SURVEY,2485
714579,2021/01/06 05:00:00+00,JIMMY JOHN'S,4828 NORTON HEALTHCARE BLVD,40241.0,2021/01/06 05:00:00+00,2,SURVEY,2486
714581,2021/01/06 05:00:00+00,BARNES & NOBLE BOOKSELLERS,4100 SUMMIT PLAZA DR,40241.0,2021/01/06 05:00:00+00,4,SURVEY,2487
714584,2021/01/06 05:00:00+00,POTBELLY SANDWICH SHOP,4023 SUMMIT PLAZA DR,40241.0,2021/01/06 05:00:00+00,4,SURVEY,2488
714586,2021/01/06 05:00:00+00,STARBUCKS #2562,4001 SUMMIT PLAZA DR,40241.0,2021/01/06 05:00:00+00,4,SURVEY,2489
714587,2021/01/06 05:00:00+00,QDOBA #2098,4059 SUMMIT PLAZA DR,40241.0,2021/01/06 05:00:00+00,4,SURVEY,2490
714589,2021/01/06 05:00:00+00,FIVE GUYS,4116 SUMMIT PLAZA DR,40241.0,2021/01/06 05:00:00+00,4,SURVEY,2491
714590,2021/01/06 05:00:00+00,BLAZE PIZZA #1179,4118 SUMMIT PLAZA DR,40241.0,2021/01/06 05:00:00+00,4,SURVEY,2492
714592,2021/01/06 05:00:00+00,ZOE'S KITCHEN,4126 SUMMIT PLAZA DR,40241.0,2021/01/06 05:00:00+00,3,SURVEY,2493
714593,2021/01/06 05:00:00+00,NOODLES & COMPANY,4302 SUMMIT PLAZA DR,40241.0,2021/01/06 05:00:00+00,4,SURVEY,2494
714608,2021/01/06 05:00:00+00,PETCO,12695 SHELBYVILLE ROAD,40243.0,2021/01/06 05:00:00+00,4,SURVEY,2495
714613,2021/01/06 05:00:00+00,SUN TAN CITY,12625 SHELBYVILLE ROAD,40243.0,2021/01/06 05:00:00+00,5,SURVEY,2496
714615,2021/01/06 05:00:00+00,SOLA SALON,12689 SHELBYVILLE ROAD,40243.0,2021/01/06 05:00:00+00,4,SURVEY,2497
714616,2021/01/06 05:00:00+00,MAGNOLIA AND FIG BOUTIQUE,12623 SHELBYVILLE ROAD,40243.0,2021/01/06 05:00:00+00,4,SURVEY,2498
714616,2021/01/06 05:00:00+00,MAGNOLIA AND FIG BOUTIQUE,12623 SHELBYVILLE ROAD,40243.0,2021/01/06 05:00:00+00,4,SURVEY,2499
714617,2021/01/06 05:00:00+00,SECRET GARDEN,12621 SHELBYVILLE ROAD UNIT 24B,40243.0,2021/01/06 05:00:00+00,4,SURVEY,2500
714643,2021/01/06 05:00:00+00,EL NOPAL,3945 TAYLORSVILLE RD,40220.0,2021/01/07 05:00:00+00,4,SURVEY,2501
714644,2021/01/06 05:00:00+00,DOMINO'S PIZZA #1422,3951 TAYLORSVILLE RD,40220.0,2021/01/07 05:00:00+00,4,SURVEY,2502
714645,2021/01/06 05:00:00+00,HEINE BROTHERS COFFEE,3965 TAYLORSVILLE RD,40220.0,2021/01/07 05:00:00+00,3,SURVEY,2503
714710,2021/01/06 05:00:00+00,ORIENTAL STAR,4212 BISHOP LN,40218.0,2021/01/06 05:00:00+00,4,SURVEY,2504
714711,2021/01/06 05:00:00+00,ORIENTAL GARDEN GROCERY,4210 BISHOP LN,40218.0,2021/01/06 05:00:00+00,4,SURVEY,2505
714405,2021/01/05 05:00:00+00,SUBWAY #11546,3337 NEWBURG RD,40218.0,2021/01/05 05:00:00+00,4,SURVEY,2506
714713,2021/01/06 05:00:00+00,YUMMY POLLO,4222 BISHOP LN,40218.0,2021/01/06 05:00:00+00,4,SURVEY,2507
714335,2021/01/05 05:00:00+00,LAS MARIA'S,5000 SHELBYVILLE RD,40207.0,2021/01/05 05:00:00+00,4,SURVEY,2508
714020,2021/01/03 05:00:00+00,FAMOUS HAIR,4443 CANE RUN ROAD,40216.0,2021/01/03 05:00:00+00,4,SURVEY,2509
714336,2021/01/05 05:00:00+00,HONEY BAKED HAM,6423 BARDSTOWN RD,40291.0,2021/01/05 05:00:00+00,4,SURVEY,2510
714430,2021/01/04 05:00:00+00,FLEUR DE LIS,3900 CHENOWETH SQUARE,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2511
714714,2021/01/06 05:00:00+00,LAMP FALL AFRICAN & INTERNATIONAL GROCERY STORE,4222 BISHOP LN STE A,40218.0,2021/01/06 05:00:00+00,4,SURVEY,2512
714406,2021/01/05 05:00:00+00,DUNKIN DONUTS #354744,3333 NEWBURG RD,40218.0,2021/01/05 05:00:00+00,4,SURVEY,2513
715251,2021/01/03 05:00:00+00,DADDY VIC'S,4444 CANE RUN RD,40216.0,2021/01/03 05:00:00+00,4,SURVEY,2514
714337,2021/01/05 05:00:00+00,EL PASTORCITO TAQUERIA,4132 OUTER LOOP,40219.0,2021/01/05 05:00:00+00,4,SURVEY,2515
714432,2021/01/04 05:00:00+00,DIGS,3900 CHENOWETH SQUARE,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2516
714715,2021/01/06 05:00:00+00,SPEEDWAY #9518,4308 BISHOP LN,40218.0,2021/01/06 05:00:00+00,4,SURVEY,2517
714407,2021/01/05 05:00:00+00,NEXT DOOR FOOD MART,3303 NEWBURG RD,40218.0,2021/01/05 05:00:00+00,4,SURVEY,2518
714118,2021/01/04 05:00:00+00,JIMMY JOHN'S,9156 TAYLORSVILLE RD,40299.0,2021/01/04 05:00:00+00,4,SURVEY,2519
714338,2021/01/05 05:00:00+00,BARGAIN HUNT,4140 OUTER LOOP,40219.0,2021/01/05 05:00:00+00,4,SURVEY,2520
714806,2021/01/04 05:00:00+00,POTBELLY SANDWICH SHOP,302 S 4TH ST,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2521
714717,2021/01/06 05:00:00+00,WAFFLE HOUSE #179,4320 BISHOP LN,40218.0,2021/01/06 05:00:00+00,4,SURVEY,2522
714408,2021/01/05 05:00:00+00,SINGH FOOD MART,3301 NEWBURG RD,40218.0,2021/01/05 05:00:00+00,4,SURVEY,2523
714120,2021/01/04 05:00:00+00,KROGER L-309,9812 LINN STATION RD,40223.0,2021/01/04 05:00:00+00,4,SURVEY,2524
714121,2021/01/04 05:00:00+00,SUBWAY,1259 S HURSTBOURNE PKWY,40222.0,2021/01/04 05:00:00+00,4,SURVEY,2525
714123,2021/01/04 05:00:00+00,HOME RUN BURGER,2723 S HURSTBOURNE PKWY,40299.0,2021/01/04 05:00:00+00,4,SURVEY,2526
714128,2021/01/04 05:00:00+00,WHITE CASTLE #17,3705 BARDSTOWN RD,40218.0,2021/01/04 05:00:00+00,4,SURVEY,2527
714129,2021/01/04 05:00:00+00,SUBWAY #10519,2218 HIKES LN,40218.0,2021/01/04 05:00:00+00,4,SURVEY,2528
714130,2021/01/04 05:00:00+00,ASIAN BAZAAR,2218 HIKES LN,40218.0,2021/01/04 05:00:00+00,4,SURVEY,2529
714131,2021/01/04 05:00:00+00,VICTORIA MEXICAN RESTAURANT,2918 HIKES LN,40218.0,2021/01/04 05:00:00+00,4,SURVEY,2530
714132,2021/01/04 05:00:00+00,GOLDEN NUGGET BAR,2922 HIKES LN,40218.0,2021/01/04 05:00:00+00,4,SURVEY,2531
714133,2021/01/04 05:00:00+00,KLONDIKE MARKET & DELI,3610 KLONDIKE LN,40218.0,2021/01/04 05:00:00+00,4,SURVEY,2532
714134,2021/01/04 05:00:00+00,CIRCLE K #4703240,4600 WATTBOURNE LN,40299.0,2021/01/04 05:00:00+00,4,SURVEY,2533
714135,2021/01/04 05:00:00+00,WALMART #3294,7101 CEDAR SPRINGS BLVD,40291.0,2021/01/04 05:00:00+00,4,SURVEY,2534
714156,2021/01/04 05:00:00+00,PLATINUM FOOD MART,1025 W BROADWAY,40203.0,2021/01/04 05:00:00+00,4,SURVEY,2535
714158,2021/01/04 05:00:00+00,INDI'S RESTAURANT,1033 W BROADWAY,40203.0,2021/01/04 05:00:00+00,4,SURVEY,2536
714160,2021/01/04 05:00:00+00,EXPRESSWAY FOOD MART,1420 W BROADWAY,40203.0,2021/01/04 05:00:00+00,4,SURVEY,2537
714166,2021/01/04 05:00:00+00,FARM BOY,1200 DIXIE HWY,40210.0,2021/01/04 05:00:00+00,5,SURVEY,2538
714169,2021/01/04 05:00:00+00,YENNES FOOD MART,850 W MUHAMMAD ALI BLVD,40203.0,2021/01/04 05:00:00+00,4,SURVEY,2539
714176,2021/01/04 05:00:00+00,HOME CENTER DEPARTMENT STORE,1148 S 4TH ST,40203.0,2020/12/28 05:00:00+00,5,SURVEY,2540
714182,2021/01/04 05:00:00+00,SAFARI FOOD MART,1316 CENTRAL AVE,40208.0,2021/01/04 05:00:00+00,4,SURVEY,2541
714183,2021/01/04 05:00:00+00,SPEEDWAY #9678,3030 TAYLOR BLVD,40208.0,2021/01/04 05:00:00+00,2,SURVEY,2542
714184,2021/01/04 05:00:00+00,TAYLOR BLVD VALERO,3039 TAYLOR BLVD,40208.0,2021/01/04 05:00:00+00,4,SURVEY,2543
714187,2021/01/04 05:00:00+00,WALMART #5417,175 OUTER LOOP,40214.0,2021/01/04 05:00:00+00,4,SURVEY,2544
714188,2021/01/04 05:00:00+00,WENDYS,5124 DIXIE HWY,40216.0,2021/01/04 05:00:00+00,4,SURVEY,2545
714189,2021/01/04 05:00:00+00,SMOOTHIE KING,5210 DIXIE HWY,40216.0,2021/01/04 05:00:00+00,4,SURVEY,2546
714190,2021/01/04 05:00:00+00,RAISING CANE'S,5212 DIXIE HWY,40216.0,2021/01/04 05:00:00+00,5,SURVEY,2547
714191,2021/01/04 05:00:00+00,CHICK-FIL-A,6630 DIXIE HWY,40258.0,2021/01/04 05:00:00+00,4,SURVEY,2548
714192,2021/01/04 05:00:00+00,BJ'S SPORTS PUB,8238 DIXIE HWY,40258.0,2021/01/04 05:00:00+00,4,SURVEY,2549
714193,2021/01/04 05:00:00+00,WENDYS,8596 DIXIE HWY,40258.0,2021/01/04 05:00:00+00,4,SURVEY,2550
714194,2021/01/04 05:00:00+00,MOBY DICK,9150 DIXIE HWY,40272.0,2021/01/04 05:00:00+00,4,SURVEY,2551
714195,2021/01/04 05:00:00+00,WHITE CASTLE #36,12006 DIXIE HWY,40272.0,2021/01/04 05:00:00+00,4,SURVEY,2552
714196,2021/01/04 05:00:00+00,MOBY DICK,12416 DIXIE HWY,40272.0,2021/01/04 05:00:00+00,4,SURVEY,2553
714205,2021/01/04 05:00:00+00,BEARNO'S LITTLE SICILY,8019 PRESTON HWY,40219.0,2021/01/04 05:00:00+00,5,SURVEY,2554
714208,2021/01/04 05:00:00+00,HOOTERS,7701 PRESTON HWY,40219.0,2021/01/04 05:00:00+00,3,SURVEY,2555
714210,2021/01/04 05:00:00+00,PIZZA HUT #036949,7509 PRESTON HWY,40219.0,2021/01/04 05:00:00+00,4,SURVEY,2556
714211,2021/01/04 05:00:00+00,ROOSTERS,7405 PRESTON HWY,40219.0,2021/01/04 05:00:00+00,4,SURVEY,2557
714212,2021/01/04 05:00:00+00,LA CHAPINLANDIA,1209 MCCAWLEY RD,40219.0,2021/01/04 05:00:00+00,4,SURVEY,2558
714266,2021/01/04 05:00:00+00,DOLLAR TREE #2213,11820 SHELBYVILLE RD,40243.0,2021/01/04 05:00:00+00,4,SURVEY,2559
714268,2021/01/04 05:00:00+00,TASTE OF KENTUCKY,11770 SHELBYVILLE RD,40243.0,2021/01/04 05:00:00+00,3,SURVEY,2560
714270,2021/01/04 05:00:00+00,HOMETOWN PIZZA,11804 SHELBYVILLE RD,40243.0,2021/01/04 05:00:00+00,5,SURVEY,2561
714277,2021/01/04 05:00:00+00,LAS MARGARITAS,12220 SHELBYVILLE RD,40243.0,2021/01/04 05:00:00+00,4,SURVEY,2562
714311,2021/01/04 05:00:00+00,WALGREENS #3677,12101 SHELBYVILLE RD,40243.0,2021/01/04 05:00:00+00,4,SURVEY,2563
714312,2021/01/04 05:00:00+00,MOBY DICK,12012 SHELBYVILLE RD,40243.0,2021/01/04 05:00:00+00,4,SURVEY,2564
714313,2021/01/04 05:00:00+00,POPEYE'S,12206 SHELBYVILLE RD,40243.0,2021/01/04 05:00:00+00,4,SURVEY,2565
714422,2021/01/04 05:00:00+00,LORI'S FISH MARKET,3941 CHENOWETH SQUARE,40207.0,2021/01/04 05:00:00+00,4,SURVEY,2566
714423,2021/01/04 05:00:00+00,PAUL'S FRUIT MARKET,3922 CHENOWETH SQUARE,40207.0,2021/01/04 05:00:00+00,4,SURVEY,2567
714426,2021/01/04 05:00:00+00,CHEDDAR BOX TOO,109 CHENOWETH LN,40207.0,2021/01/04 05:00:00+00,4,SURVEY,2568
714427,2021/01/04 05:00:00+00,MERCI BOUTIQUE,3941 CHENOWETH SQUARE,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2569
714339,2021/01/05 05:00:00+00,KING GYROS,5000 SHELBYVILLE RD,40207.0,2021/01/05 05:00:00+00,4,SURVEY,2570
713994,2020/12/30 05:00:00+00,HIKES POINT BAR & LOUNGE,3937 TAYLORSVILLE RD,40220.0,2020/12/30 05:00:00+00,4,SURVEY,2571
714807,2021/01/04 05:00:00+00,JIMMY JOHN'S,415 W JEFFERSON ST,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2572
714835,2021/01/06 05:00:00+00,PIZZA LUPO,401 RIVER RD,40202.0,2021/01/06 05:00:00+00,4,SURVEY,2573
714340,2021/01/05 05:00:00+00,MAC'S FOOD MART,1500 HEMLOCK ST,40211.0,2021/01/05 05:00:00+00,4,SURVEY,2574
714409,2021/01/05 05:00:00+00,HOLIDAY INN EXPRESS NEWBURG HOSPITALITY,1921 BISHOP LN,40218.0,2021/01/05 05:00:00+00,4,SURVEY,2575
713995,2020/12/30 05:00:00+00,SUBWAY #12335,3939 TAYLORSVILLE RD,40220.0,2020/12/30 05:00:00+00,3,SURVEY,2576
714808,2021/01/04 05:00:00+00,CHIPOTLE,315 S 4TH ST,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2577
714836,2021/01/06 05:00:00+00,HEARTH ON MELLWOOD AVENUE,1765 MELLWOOD AVE,40206.0,2021/01/06 05:00:00+00,4,SURVEY,2578
714341,2021/01/05 05:00:00+00,CHARLEY'S GRILLED SUB,5000 SHELBYVILLE RD,40207.0,2021/01/05 05:00:00+00,4,SURVEY,2579
714342,2021/01/05 05:00:00+00,KABOB HOUSE,5000 SHELBYVILLE RD,40207.0,2021/01/05 05:00:00+00,4,SURVEY,2580
714343,2021/01/05 05:00:00+00,RED BRICK PIZZA,5000 SHELBYVILLE RD,40207.0,2021/01/05 05:00:00+00,4,SURVEY,2581
714344,2021/01/05 05:00:00+00,CHINESE GOURMET EXPRESS,5000 SHELBYVILLE RD,40207.0,2021/01/05 05:00:00+00,4,SURVEY,2582
714345,2021/01/05 05:00:00+00,CHICK-FIL-A,5000 SHELBYVILLE RD STE 1630,40207.0,2021/01/05 05:00:00+00,4,SURVEY,2583
714346,2021/01/05 05:00:00+00,MR GATTI'S,4200 OUTER LOOP,40219.0,2021/01/05 05:00:00+00,4,SURVEY,2584
714347,2021/01/05 05:00:00+00,GODIVA CHOCOLATIER,5000 SHELBYVILLE RD,40207.0,2021/01/05 05:00:00+00,4,SURVEY,2585
714348,2021/01/05 05:00:00+00,EL NOPAL,4214 OUTER LOOP,40219.0,2021/01/05 05:00:00+00,4,SURVEY,2586
714349,2021/01/05 05:00:00+00,GREAT AMERICAN COOKIE,5000 SHELBYVILLE RD,40207.0,2021/01/05 05:00:00+00,4,SURVEY,2587
