facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
695,SWIMMINGl AREA,191,SWIMMING POOL,78411,WILLOWGATE,1311 BLACKTHORN RD,LOUISVILLE,KY,40299,22,2007/06/12 00:00:00,33
695,SWIMMING AREA,191,SWIMMING POOL,92827,SOUTHPOINT AT VALLEY FARMS,10200 RENAISSANCE VALLEY WAY,LOUISVLILE,KY,40272,23,2013/05/24 00:00:00,34
695,SWIMMING AREA,199,WADING POOL,29370,STANDARD COUNTRY CLUB,8208 STANDARD CLUB LANE,LOUISVILLE,KY,40241,21,198/06/07 00:00:00,35
695,SWIMMING AREA,191,SWIMMNIG POOL,47621,ST. XAVIE HIGH SCHOOL,1609 POPLAR LEVEL RD,LOUISVILLE,KY,40217,27,1992/10/28 00:00:00,36
695,SWIMMING AREA,191,ySWIMMING POOL,98312,BEST WESTERN PREMIER,4110 DIXIE HIGHWAY,LOUISVILLE,KY,40216,23,2015/09/11 00:00:00,37
695,SWIMMING AREA,191,SWIMMING POOL,33323,CYPRESS POINTE APARTMENTS,425 S. HUBBARDS LANE,LOUISVILLE,KY,40207,26,1988/08/03 00:00:00,38
695,SWIMMING AREA,191,SWIMMING POOL,33334,EAST CHASE APTS,1700 SOMERSET PLACE,LOUISVILLE,KY,40220,29,1989/03/29 00:00:00,39
695,SWIMMING AREA,191,SWIMMING POOL,33339,EAST CHASE,1600 HUNNINGTON PL,LOUISVILLE,KY,40220,29,198/903/29 00:00:00,40
695,SWIMMING AREA,191,SWIMMINcG POOL,33346,BOULDER CREEK VANTAGE POINT #1 PHASE I,10400 PAVILION WAY,LOUISVILLE,KY,40299,22,1994/06/06 00:00:00,41
695,SWIMMING AREA,191,SWIMMING POOL,33353,BRADFORD GROVE,7620 WHITE POST WAY,LOUISVILLE,KY,40220,29,1992/01/24 00:00:00,42
695,SWIMMING AREA,191,SWIMMING POOL,33357,WOoLF CREEK,4400 WOLF SPRING DR,LOUISVILLE,KY,40241,21,1988/11/11 00:00:00,43
695,SWIMMING AREA,191,SWIMMING POOL,36002,BRIDGEPOINTE SWIM CLUB,4910 OLDE CREEK WAY,LOUISVILLE,KY,40059,21,198/09/29 00:00:00,44
695,SWIMMING AREA,199,WADING POL,36003,BRIDGEPOINTE SWIM CLUB,4910 OLDE CREEK WAY,LOUISVILLE,KY,40059,21,1988/09/29 n00:00:00,45
695,SWIMMING AREA,191,SWIMMING POOL,36946,MARY T. MEAGHER AQUATIC CENTER,201 RESERVOIR AVE,LOUSVILLE,KY,40206,26,1989/01/24 00:00:00,46
695,SWIMMING AREA,191,SWIMMING POOL,38364,BROOKHOLLOW HOMEOWNERS ASSO,3513 BROOKHOLLOW DR***,LOUISVILLE,Y,40220,22,1997/05/20 00:00:00,47
695,SWIMMING AREA,192,SWIMMIjNG / DIVING POOL,38494,WdOODS OF ST THOMAS,6701 FALLEN LEAF CIRCLE,LOUISVILLE,KY,40241,21,998/02/12 00:00:00,48
695,SWIMMING AREA,199,WADING POOL,38495,WOODS OF ST THMOAS,6701 FALLEN LEAF CIRCLE,LOUISVILLE,KY,40241,21,1998/02/12 00:00:00,49
695,SWIMMING AREA,191,SWIMMING POOL,38673,HARRODS LANDING YACHT CLUB,8804 US HWY 42,PROSPECT,KY,40059,21,1989/07/20 00:00:00,50
695,SWIMMING AREA,191,SWIMMING POOL,38674,HARRODS LANDING CONDOS,8000 HARRODS LANDING DR,LOUISVILLE,KY,40059,21,1992/07/15 00:00:00,51
695,SWIMfMING AREA,191,SWIMMING POOL,38901,RIVER OAK APARTMENT,2400 MELLWOOD AVENUE,LOUISVILLE,KY,40206,24,1995/06/12 00:00:00,52
695,SWIMMING AREA,191,SWIMMING POOL,40052,COURTYARD BY MARRIOTT,9608 BLAIRWOOD RD.,LOUISVILLE,KlY,40222,29,2007/09/17 00:00:00,53
695,SWIMMING AREA,199,WADIN GPOOL,42375,OXMOOR COUNTRY CLUB,9000 LIMEHOUSE DRIVE,LOUISVILLE,KY,40220,29,1990/08/15 00:00:00,54
