agency_number(long),agency_name,class_field(long),class_description,statutory_reference,calendar_year(long),monthvalue(long),total_amount
1500.0,NORTHWESTERN OKLA. STATE UNIVERSITY,600,Section 13-Const & Purch Bldg,"TITLE 70, SEC. 3904",2012,3,$1385676.86
1000.0,NORTHWESTERN OKLA. STATE UNIVERSITY,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2012,3,$593154.12
1000.0,BD. OF EXAM. FOR LT CARE ADMIN,200,Bd Of Exam For Long-Term Care,"TITLE 63, SEC. 330.62",2012,3,$631136.92
1000.0,OKLA. BOARD OF NURSING,200,Revolving Fund,"TITLE 62, SEC. 155",2012,3,$2258272.38
1000.0,OK. PUBLIC EMPLOYEES RET. SYS.,200,Public Empl Retiremt Rev Fund,"TITLE 74, SEC. 921",2012,3,$45010.65
9000.0,OK. PUBLIC EMPLOYEES RET. SYS.,205,Ok St Emp Def Sav Inc Plan Fd,"TITLE 74, SEC. 1707",2012,3,$173659.27
1000.0,OK. PUBLIC EMPLOYEES RET. SYS.,215,OPERS Excess Benefit Plan,,2012,3,$0.00
1000.0,ST. & EDUC. EMP. GRP. INS. BD.,210,St Empl Gr Health Ins Rev Fund,"TITLE 74, SEC1312.1 AND TITLE 62,SEC.7.5",2012,3,$60339.33
51600.0,OKLAHOMA STATE UNIVERSITY,215,Medical Exp Liability Rev Fund,"TITLE 19, SECTION 746.1",2012,3,$2057850.54
1000.0,BOARD OF EXAMINERS IN OPTOMETRY,200,Optometry Bd Rev Fund,"TITLE 59, SEC. 587",2012,3,$81402.52
1000.0,STATE BD. OF OSTEOPATHIC EXAM.,200,Revolving Fund,"TITLE 62, SEC. 155",2012,3,$425938.71
1000.0,OKLA. PANHANDLE STATE UNIV.,290,Educ & Gen Oper Rev Funds,"TITLE 70, SEC. 3901",2012,3,$26990.10
1000.0,OKLA. PANHANDLE STATE UNIV.,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2012,3,$22540.05
1000.0,OKLA. PANHANDLE STATE UNIV.,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2012,3,$6153.89
1500.0,OKLA. PANHANDLE STATE UNIV.,479,Capital Bond Projects,,2012,3,$22.26
10500.0,OKLA. PANHANDLE STATE UNIV.,490,American Recov. & Reinv. Act,,2012,3,$0.00
1000.0,OKLA. PANHANDLE STATE UNIV.,600,Const-Purch Bldg; Purch Eqmt,"TITLE 70, SEC. 3904",2012,3,$812262.25
1000.0,OKLA. PANHANDLE STATE UNIV.,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2012,3,$286862.61
10500.0,ROSE STATE COLEGE,290,Educ & Gen Oper Rev Fund,"TITLE 70, SEC. 3901",2012,3,$7413559.18
4100.0,ROSE STATE COLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2012,3,$3023290.17
53100.0,OKLAHOMA STATE UNIVERSITY,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2012,3,$1317694.25
1600.0,ROSE STATE COLEGE,479,Capital Bond Projects,,2012,3,$5964.87
1000.0,ROSE STATE COLEGE,490,American Recov. & Reinv. Act,,2012,3,$0.00
1000.0,OKLA. PEANUT COMMISSION,200,Revolving Fund,"TITLE 62, SEC. 155",2012,3,$44467.20
1100.0,OFFICE OF PERSONNEL MANAGEMENT,205,Office Of Pers Mgmt Rev Fund,"TITLE 74, CH 27A, SEC. 840-1.20",2012,3,$252810.05
1200.0,OFFICE OF PERSONNEL MANAGEMENT,215,OCSW Revolving Fund,"TITLE 62, SEC 34.9",2012,3,$22772.97
1000.0,OFFICE OF PERSONNEL MANAGEMENT,225,Benefits Council Reimbursement,"TITLE 62, SEC 7.5",2012,3,$0.00
1200.0,POLICE PENSION & RET. SYSTEM,200,Police Pens & Retirement Fund,"TITLE 11, SEC. 50-130",2012,3,$550.00
1000.0,STATE PHARMACY BOARD,200,Revolving Fund,"TITLE 62, SEC. 155",2012,3,$2853997.03
1600.0,BD. OF PRIV. VOCATIONAL SCHOOLS,205,Private Vocational Schools Fnd,"TITLE 70, SECTION 21-116",2012,3,$535507.03
1400.0,DEPARTMENT OF TOURISM AND RECREATION,200,OK Today Magazine Rev Fund,"TITLE 62, SECTION 34.9",2012,3,$0.00
1000.0,DEPARTMENT OF TOURISM AND RECREATION,211,1993 Tourism Bond Revolving Ac,"TITLE 74, SEC. 1861.2, 1993 O.S.S.",2012,3,$825542.60
10500.0,DEPARTMENT OF TOURISM AND RECREATION,215,Ok Tourism & Recreation Fund,"TITLE 74, SEC. 1811.1",2012,3,$7011570.68
3000.0,DEPARTMENT OF TOURISM AND RECREATION,225,Ok Tourism Promotion Rev Fund,"TITLE 68, SEC. 50014",2012,3,$8054369.35
1300.0,DEPARTMENT OF TOURISM AND RECREATION,230,Golf Course Operations Rev Fd,"TITLE 74, SEC. 1811.A (1991)",2012,3,$1678519.35
1000.0,DEPARTMENT OF TOURISM AND RECREATION,240,Tourism Equipment Revolv Fund,"TITLE 74, SECTION 1851.1",2012,3,$83462.25
700.0,DEPARTMENT OF TOURISM AND RECREATION,245,Tourism & Rec Envir Loan Proc,"TITLE 74, SECTION 1851.2",2012,3,$0.00
1000.0,DEPARTMENT OF TOURISM AND RECREATION,250,State Park System Imprv Rev Fd,"TITLE 74, SECTION 1811.16",2012,3,$555728.92
9200.0,DEPARTMENT OF TOURISM AND RECREATION,261,Scenic Rivers Comm Rev Fund,"TITLE 82, SEC. 1462C",2012,3,$0.00
1000.0,DEPARTMENT OF TOURISM AND RECREATION,265,Color Oklahoma Revolving Fund,"TITLE 47, SECTION 1104.8",2012,3,$0.00
700.0,DEPARTMENT OF TOURISM AND RECREATION,266,OK Tour & Rec Depart Cap Ex Re,TITLE 74 SECTION 2254.1,2012,3,$8580254.41
1000.0,DEPARTMENT OF TOURISM AND RECREATION,267,OK Tourism Capital Imp Rev Fun,TITLE 68 SECTIONS 1353 AND 1403,2012,3,$16638041.45
1000.0,DEPARTMENT OF TOURISM AND RECREATION,360,Oklahoma State Park Trust Fund,,2012,3,$18262340.56
1000.0,DEPARTMENT OF TOURISM AND RECREATION,443,Interagency Reimbursement Fund,"TITLE 74, SEC. 581",2012,3,$20192.74
3900.0,DEPARTMENT OF TOURISM AND RECREATION,460,1993 Tourism Bond Proceeds Fun,"TITLE 62, CH 1, SEC 34.9",2012,3,$3944.70
3000.0,DEPARTMENT OF TOURISM AND RECREATION,475,Land & Water Conserv Fund,"TITLE 62, SEC. 34.48",2012,3,$879817.13
1000.0,SCENIC RIVERS COMMISSION,260,Scenic Rivers Comm Rev Fund,"TITLE 82, SECTION 1462A",2012,3,$52541.20
1100.0,SCENIC RIVERS COMMISSION,261,Scenic Rivers Commission,"TITLE 82, SECTION 1462C",2012,3,$105814.27
1000.0,PROF. ENGI. & LAND SURVEYORS,200,Prof. Engin. & Land Surv Fund,"TITLE 59, SEC. 475.9",2012,3,$655176.05
1000.0,BD. OF PSYCHOLOGISTS EXAMINERS,200,Psychologists Licensing Fund,"TITLE 59, SEC. 1360",2012,3,$188975.31
1000.0,DEPARTMENT OF CENTRAL SERVICES,201,General Purpose Revolving Fund,"TITLE 62, SEC. 34.9",2012,3,$2066497.48
1000.0,DEPARTMENT OF CENTRAL SERVICES,202,Deferred Maint Revolving Fund,,2012,3,$2059231.90
1200.0,DEPARTMENT OF CENTRAL SERVICES,205,Risk Mgmt Revolving Fund,"TITLE 74, SEC. 85.58K",2012,3,$51265161.72
1000.0,DEPARTMENT OF CENTRAL SERVICES,210,St Surplus Prop Rev Fund,"TITLE 80, SEC. 34.6",2012,3,$1407711.28
1000.0,DEPARTMENT OF CENTRAL SERVICES,215,State Construction Revolv Fund,"TITLE 61, SEC. 208.2",2012,3,$2735589.17
1000.0,DEPARTMENT OF CENTRAL SERVICES,220,Capitol Cafeteria Rev Fund,"TITLE 74, SEC. 75",2012,3,$899.86
2500.0,DEPARTMENT OF CENTRAL SERVICES,223,Foster Families Protection Fd,"TITLE 74, SEC. 85.58J",2012,3,$51205.78
1000.0,DEPARTMENT OF CENTRAL SERVICES,225,State Use Committee Revolving,"TITLE 62, SECTION 34.9",2012,3,$273901.89
1000.0,DEPARTMENT OF CENTRAL SERVICES,230,Oklahoma Print Shop Fund,"TITLE 74, SEC. 111 AND 581",2012,3,$725795.60
1000.0,DEPARTMENT OF CENTRAL SERVICES,231,Postal Service Revolving Fund,"TITLE 74, SEC. 76 C",2012,3,$272696.21
1000.0,DEPARTMENT OF CENTRAL SERVICES,240,Asbestos Abatemt Revolv Fund,"TITLE 74, SEC. 63.2",2012,3,$0.00
1000.0,DEPARTMENT OF CENTRAL SERVICES,244,Statewide Surplus Property Fd,"TITLE 74, SEC. 62.5",2012,3,$1852847.98
1000.0,DEPARTMENT OF CENTRAL SERVICES,245,Bldg And Facility Revolv Fund,"TITLE 74, SEC. 63.1",2012,3,$6125984.47
2500.0,DEPARTMENT OF CENTRAL SERVICES,250,State Motor Pool Fund,"TITLE 47, SECTION 78C",2012,3,$3403085.66
1000.0,DEPARTMENT OF CENTRAL SERVICES,251,Alt Fuels Technician Cert.,"TITLE 74, SECTION 130.22",2012,3,$99612.59
1000.0,DEPARTMENT OF CENTRAL SERVICES,255,Ok Motor Lic Agent Indem Fund,"TITLE 47, SEC. 1143.1",2012,3,$883914.84
1000.0,DEPARTMENT OF CENTRAL SERVICES,260,Risk Mgmt Fire Protection Rev,"TITLE 74, SEC. 85.58D",2012,3,$4906104.62
1000.0,DEPARTMENT OF CENTRAL SERVICES,262,Risk Mgmt Political Subdivisio,"TITLE 74, SECTION 85.58L",2012,3,$6989.46
6500.0,DEPARTMENT OF CENTRAL SERVICES,265,Bid Document & Bond Forf Fund,"TITLE 61, SEC. 106-107",2012,3,$2.48
1000.0,DEPARTMENT OF CENTRAL SERVICES,270,Reg Of St Vendors Revol Fund,"TITLE 74, SEC. 85.33",2012,3,$137139.71
1000.0,DEPARTMENT OF CENTRAL SERVICES,271,Vendor Fees and Rebates,"SB 646, SECTION 5A TITLE 74, SECTION 85.33A",2012,3,$3054853.06
700.0,DEPARTMENT OF CENTRAL SERVICES,272,Purchasing Training Fund,TITLE 85.51 D,2012,3,$-452.98
1000.0,DEPARTMENT OF CENTRAL SERVICES,275,St Recycling Revolv Fund,"TITLE 63, SEC. 85.56",2012,3,$134321.37
6500.0,DEPARTMENT OF CENTRAL SERVICES,295,Capitol Dome Donation Fund,"TITLE 74, SEC 4101-4108",2012,3,$0.00
1000.0,DEPARTMENT OF CENTRAL SERVICES,430,Homeland Security,"TITLE 62, SECTION 34.9",2012,3,$0.00
2000.0,DEPARTMENT OF CENTRAL SERVICES,443,Interagency Reimbursment Fund,"TITLE 74, SEC. 581",2012,3,$0.00
