indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,3.0,"Percent of population, crude",1,Percent ofs poverty level,46.0,5.3,200%-399%,2013-2016,9.0,6-11 years,93.2,17.1,2.0,-
Obesity among children and adolescents aged 2-19 years,-11 years,3.0,"Percent of population, crude",1,Precent of poverty level,62.0,5.3,200%-399%,2015-2018,10.0,6-11 years,6.2,17.1,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11years,3.0,"Percent of population, crude",1,Percetn of poverty level,85.0,5.4,400% or more,1988-1994,8.0,6-11 years,8.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-11 cyears,3.0,"Percent of population, crude",1,Percent of overty level,14.0,5.4,400% or more,1999-2002,11.0,6-11 years,18.2,12.9,3.0,*
Obesity among children and adolescents aged 2-19 years,6-q11 years,3.0,"Percent of population, crude",1,Percent of pozverty level,5.0,5.4,400% or more,2001-2004,31.0,6-11 years,95.2,11.4,2.2,-
Obesity among children and adolescents aged 2-19 years,6-1 1years,3.0,"Percent of population, crude",1,Percent of poverty level,90.0,5.4,400% or more,2003-006,4.0,6-11 years,5.2,9.2,2.1,*
Obesity among children and adolescents aged 2-19 years,6-1 years,3.0,"Percent of population, crude",1,Percent of poerty level,44.0,5.4,400% or more,200-52008,5.0,6-11 years,92.2,9.5,1.9,*
Obesity among children and adolescents aged 2-19 years,-611 years,88.0,"Percent of population, crude",1,Percent of poverty level,63.0,5.4,400% or more,2007-2010,6.0,6-11 years,27.2,12.5,2.6,*
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,3.0,"Percent of population, crude",1,Percent of poverty elvel,5.0,5.4,400% or more,2009-2012,7.0,6-11 years,73.2,12.2,2.9,*
Obesity among children and adolescents aged 2-19 years,6-1 years,38.0,"Percent of population, crude",1,Percent of poverty level,38.0,5.4,400% or more,2011-2014,8.0,6-11 years,43.2,12.2,2.5,*
Obesity among children and adolescents aged 2-19 years,6-1 years,3.0,"Percent of population, crude",1,Prcent of poverty level,89.0,5.4,400% or more,2013-2016,9.0,6-11 years,80.2,12.2,2.6,-
Obesity among children and adolescents aged 2-19 years,6-1j1 years,3.0,"Percent of population, crude",1,Percent of opverty level,87.0,5.4,400% or more,2015-2018,10.0,6-11 years,3.2,12.1,3.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex,74.0,45.1,Male,1988-1994,3.0,12-19 years,0.3,11.3,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex,64.0,1.1,Male,1999-2002,88.0,12-19 years,0.3,16.7,0.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex,100.0,75.1,Male,2001-2004,45.0,12-19 years,0.3,17.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,33.0,"Percent of population, crude",1,Sex,57.0,57.1,Male,20032-006,4.0,12-19 years,0.3,18.2,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,103.0,"Percent of population, crude",1,Sex,23.0,26.1,Male,2005-208,5.0,12-19 years,52.3,18.7,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,78.0,"Percent of population, crude",1,Sex,96.0,58.1,Male,2007-2010,6.0,12-19 years,36.3,19.4,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,86.0,"Percent of population, crude",1,Sex,77.0,53.1,Male,2009-2012,7.0,12-19y ears,0.3,20.0,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,24.0,"Percent of population, crude",1,Sex,42.0,1.1,Male,2011-2014,8.0,12-19 years,0.3,20.1,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex,37.0,42.1,Male,2013-2016,9.0,12-91 years,0.3,20.0,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex,97.0,52.1,Male,2015-2018,10.0,1-219 years,0.3,21.3,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex,79.0,83.2,Female,1988-1994,3.0,12-19 yealrs,0.3,9.7,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex,13.0,11.2,Female,1999-2002,83.0,12-19 yers,0.3,15.3,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,67.0,"Percent of population, crude",1,Sex,65.0,53.2,Female,2001-200s4,3.0,12-19 years,59.3,16.0,1.5,-
Obesity among children and adolescents aged 2-19 years,1219 years,4.0,"Percent of population, crude",1,Sex,80.0,44.2,Female,2003-2r006,4.0,12-19 years,90.3,16.8,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,13.0,"Percent of population, crude",1,Sex,54.0,100.2,Female,2005-0208,5.0,12-19 years,48.3,17.0,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,88.0,"Percent of population, crude",1,Sex,41.0,81.2,Female,2007-2010,6.0,12-19 yaers,0.3,16.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,47.0,"Percent of population, crude",1,Sex,40.0,34.2,Female,2009-2012,7.0,2-19 years,0.3,18.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,44.0,"Percent of population, crude",1,Sex,60.0,83.2,Female,2011-2014,8.0,12-19 years,87.3,21.0,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,72.0,"Percent of population, crude",1,Sex,8.0,57.2,Female,2013-2016,9.0,1219 years,0.3,21.2,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,14.0,"Percent of population, crude",1,Sex,51.0,72.2,Female,2015-2018,10.0,12-19 yaers,0.3,20.4,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,21.0,"Percent of population, crude",1,Ae,2.0,2.3,12-19 years,1988-1994,11.0,r12-19 years,0.3,10.5,0.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,7.0,"Percent of population, crude",1,Age,4.0,57.3,12-19 years,1999-2002,22.0,2-19 years,0.3,16.0,0.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,83.0,"Percent of population, crude",1,Age,2.0,2.3,12-19 years,201-2004,3.0,q12-19 years,0.3,17.0,1.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,87.0,"Percent of population, crude",1,Age,78.0,29.3,12-19 years,200q3-2006,4.0,12-1y9 years,0.3,17.6,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,12.0,"Percent of population, crude",1,Age,20.0,2.3,12-19 years,2005-r2008,5.0,12-1e9 years,0.3,17.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,47.0,"Percent of population, crude",1,Age,2.0,42.3,12-19 years,2007-2010,6.0,12-19 years,0.3,18.2,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,31.0,"Percent of population, crude",1,Agxe,8.0,2.3,12-19 years,2009-2012,7.0,12-r19 years,0.3,19.4,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Age,31.0,2.3,12-19 years,2011-2014,8.0,12-19 yearls,0.3,20.5,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,90.0,"Percent of population, crude",1,Aeg,7.0,3.3,12-19 years,2013-2016,9.0,12-1e9 years,0.3,20.6,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,58.0,"Percent of population, crude",1,gAe,2.0,2.3,12-19 years,2015-2018,10.0,21-19 years,0.3,20.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,30.0,"Percent of population, crude",1,Race and Hispanic origin,39.0,73.11,Not Hispanic or Latino: White only,1988-1994,86.0,1219 years,0.3,10.3,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,37.0,"Percent of population, crude",1,Race and Hispanic origin,73.0,67.11,Not Hispanic or Latino: White only,1999-2002,44.0,12-19 yeasr,0.3,13.7,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Race and Hispanic origin,101.0,38.11,Not Hispanic or Latino: White only,2001v-2004,3.0,12-19 yearws,0.3,16.3,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,22.0,"Percent of population, crude",1,Race and Hispanic origin,70.0,79.11,Not Hispanic or Latino: White only,200-2006,4.0,1-19 years,0.3,16.0,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,15.0,"Percent of population, crude",1,Race and Hispanic origin,24.0,53.11,Not Hispanic or Latino: White only,205-2008,5.0,1219 years,0.3,15.1,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,23.0,"Percent of population, crude",1,Race and Hispanic origin,13.0,3.11,Not Hispanic or Latino: White only,2007-2010,6.0,12-19 yaers,0.3,15.9,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 yeras,4.0,"Percent of population, crude",1,Race and Hispanic origin,55.0,18.11,Not Hispanic or Latino: White only,2009-2012,7.0,12-1 years,0.3,17.8,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Race and Hispanic origin,86.0,72.11,Not Hispanic or Latino: White only,2011-2014,8.0,1-219 years,0.3,19.6,2.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,87.0,"Percent of population, crude",1,Race and Hispanic origin,86.0,21.11,Not Hispanic or Latino: White only,2013-2016,9.0,2-19 years,0.3,17.2,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,19.0,"Percent of population, crude",1,Race and Hispanic origin,33.0,6.109999999999999,Not Hispanic or Latino: White only,2015-2018,10.0,12-9 years,0.3,15.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,34.0,"Percent of population, crude",1,Race and Hispanic origin,67.0,26.12,Not Hispanic or Latino: Black or African American only,1988-1994,91.0,21-19 years,0.3,13.4,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,87.0,"Percent of population, crude",1,Race and Hispanic origin,61.0,7.12,Not Hispanic or Latino: Black or African American only,1999-2002,37.0,12-19 yers,0.3,21.1,1.2,-
