reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc,object_id(long)
710465.0,2020/11/27 05:00:00+00,OLD FOSTER BAR,119 WEST MAIN ST,40202.0,2020/11/27 05:00:00+00,4,SURVEY,31.0
708937.0,2020/11/27 05:00:00+00,JEFF RUBY'S LOUISVILLE,325 W MAIN ST,40202.0,2020/11/27 05:00:00+00,4,SURVEY,322.0
710472.0,2020/11/27 05:00:00+00,MORTON'S STEAKHOUSE,626 W MAIN ST,40202.0,2020/11/27 05:00:00+00,4,SURVEY,10.0
710475.0,2020/11/27 05:00:00+00,PORCH KITCHEN AND BAR,280 WEST JEFFERSON ST,40202.0,2020/11/27 05:00:00+00,4,SURVEY,2.0
710481.0,2020/11/27 05:00:00+00,OMNI BOB'S STEAK & CHOP HOUSE,400 S 2ND ST,40202.0,2020/11/27 05:00:00+00,4,SURVEY,14.0
710483.0,2020/11/27 05:00:00+00,OMNI SPEAKEASY BAR,400 S 2ND ST,40202.0,2020/11/27 05:00:00+00,4,SURVEY,3.0
710485.0,2020/11/27 05:00:00+00,TAVERN ON FOURTH,427 S 4TH ST,40202.0,2020/11/27 05:00:00+00,4,SURVEY,22.0
710487.0,2020/11/27 05:00:00+00,TGI FRIDAYS,415 S 4TH ST,40202.0,2020/11/27 05:00:00+00,4,SURVEY,22.0
710490.0,2020/11/27 05:00:00+00,GUY FIEIR'S SMOKEHOUSE,411 S. 4TH STREET,40202.0,2020/11/27 05:00:00+00,4,SURVEY,30.0
709263.0,2020/11/27 05:00:00+00,HARD ROCK CAFE,424 S 4TH ST,40202.0,2020/11/27 05:00:00+00,4,SURVEY,68.0
710495.0,2020/11/27 05:00:00+00,PIZZA BAR,427 S 4TH ST,40202.0,2020/11/27 05:00:00+00,4,SURVEY,2.0
708934.0,2020/11/20 05:00:00+00,BY-PASS LIQUOR,3632 S 7TH ST,40216.0,2020/11/20 05:00:00+00,4,SURVEY,19.0
709252.0,2020/11/20 05:00:00+00,BODY LANGUAGE,3212 S 7TH ST,40216.0,2020/11/20 05:00:00+00,4,SURVEY,18.0
709199.0,2020/11/20 05:00:00+00,ROOSTERS,5338 BARDSTOWN RD,40291.0,2020/11/20 05:00:00+00,4,SURVEY,38.0
709887.0,2020/11/20 05:00:00+00,BEARNO'S,6101 BARDSTOWN RD,40291.0,2020/11/20 05:00:00+00,4,SURVEY,1.0
709258.0,2020/11/20 05:00:00+00,EMMY SQUARED PIZZA,825 E MARKET ST,40206.0,2020/11/20 05:00:00+00,4,SURVEY,14.0
709959.0,2020/11/20 05:00:00+00,WEST SIXTH NULU,817 E MARKET ST SUITE 101,40206.0,2020/11/20 05:00:00+00,4,SURVEY,14.0
704623.0,2020/11/20 05:00:00+00,MOE'S,1029 S 26TH ST,40210.0,2020/11/20 05:00:00+00,4,SURVEY,5.0
708936.0,2020/11/20 05:00:00+00,MERCATO ITALIANO,10640 MEETING ST,40059.0,2020/11/20 05:00:00+00,4,SURVEY,12.0
704623.0,2020/11/20 05:00:00+00,DOLLAR TREE,4121 SHELBYVILLE RD,40202.0,2020/11/20 05:00:00+00,4,SURVEY,14.0
708934.0,2020/11/20 05:00:00+00,CASH AMERICA PAWN,4133 SHELBYVILLE RD,40202.0,2020/11/20 05:00:00+00,4,SURVEY,4.0
709085.0,2020/11/20 05:00:00+00,SEE SPOT GROOMING,4204 SHELBYVILLE RD,40202.0,2020/11/20 05:00:00+00,4,SURVEY,6.0
704623.0,2020/11/20 05:00:00+00,GOODWILL,4425 SHELBYVILLE RD,40202.0,2020/11/20 05:00:00+00,4,SURVEY,36.0
716776.0,2020/11/20 05:00:00+00,502 VINYL,4508 SHEPHERDSVILLE RD,40202.0,2020/11/20 05:00:00+00,4,SURVEY,4.0
709972.0,2020/11/20 05:00:00+00,COURTESY CADILLAC,6 AUTOCENTER DR,40202.0,2020/11/20 05:00:00+00,4,SURVEY,1.0
709259.0,2020/11/21 05:00:00+00,AINSWORTH,3929 SHELBYVILLE RD,40207.0,2020/11/21 05:00:00+00,4,SURVEY,30.0
708954.0,2020/11/21 05:00:00+00,ANN TAYLOR,7900 SHELBYVILLE RD,40207.0,2020/11/21 05:00:00+00,4,SURVEY,42.0
709972.0,2020/11/21 05:00:00+00,ANTHROPOLOGIE,7900 SHELBYVILLE RD,40207.0,2020/11/21 05:00:00+00,4,SURVEY,4.0
710961.0,2020/11/21 05:00:00+00,APPLE STORE,7900 SHELBYVILLE RD,40207.0,2020/11/21 05:00:00+00,4,SURVEY,27.0
710963.0,2020/11/21 05:00:00+00,BATH AND BODY WORKS,7900 SHELBYVILLE RD,40207.0,2020/11/21 05:00:00+00,4,SURVEY,29.0
710964.0,2020/11/21 05:00:00+00,BROOKS BROTHERS,7900 SHELBYVILLE RD,40207.0,2020/11/21 05:00:00+00,4,SURVEY,10.0
710965.0,2020/11/21 05:00:00+00,DICK'S SPORTING GOODS,7900 SHELBYVILLE RD,40207.0,2020/11/21 05:00:00+00,4,SURVEY,16.0
709029.0,2020/11/21 05:00:00+00,JANIE AND JACK,7900 SHELBYVILLE RD,40207.0,2020/11/21 05:00:00+00,4,SURVEY,22.0
708948.0,2020/11/21 05:00:00+00,LEGO STORE,7900 SHELBYVILLE RD,40207.0,2020/11/21 05:00:00+00,4,SURVEY,150.0
710980.0,2020/11/21 05:00:00+00,LUSH,7900 SHELBYVILLE RD,40207.0,2020/11/21 05:00:00+00,4,SURVEY,28.0
710981.0,2020/11/21 05:00:00+00,MACY'S,7900 SHELBYVILLE RD,40207.0,2020/11/21 05:00:00+00,4,SURVEY,12.0
709263.0,2020/11/21 05:00:00+00,AUNTIE ANNE'S,7900 SHELBYVILLE RD,40222.0,2020/11/21 05:00:00+00,4,SURVEY,1.0
711407.0,2020/11/21 05:00:00+00,CALIFORNIA PIZZA KITCHEN,7900 SHELBYVILLE RD,40222.0,2020/11/21 05:00:00+00,4,SURVEY,22.0
711409.0,2020/11/21 05:00:00+00,COOKIE PLACE,7900 SHELBYVILLE RD,40222.0,2020/11/21 05:00:00+00,4,SURVEY,6.0
709032.0,2020/11/21 05:00:00+00,KING GYROS,7900 SHELBYVILLE RD,40222.0,2020/11/21 05:00:00+00,4,SURVEY,28.0
711424.0,2020/11/21 05:00:00+00,OLD NAVY,7900 SHELBYVILLE RD.,40222.0,2020/11/21 05:00:00+00,4,SURVEY,27.0
708939.0,2020/11/21 05:00:00+00,OXMOOR SMOKE SHOPPE,7900 SHELBYVILLE RD.,40222.0,2020/11/21 05:00:00+00,4,SURVEY,16.0
708972.0,2020/11/21 05:00:00+00,SEPHORA,7900 SHELBYVILLE RD.,40222.0,2020/11/21 05:00:00+00,4,SURVEY,14.0
708982.0,2020/11/21 05:00:00+00,SOMA,7900 SHELBYVILLE RD.,40222.0,2020/11/21 05:00:00+00,4,SURVEY,684.0
698107.0,2020/11/21 05:00:00+00,STARBUCKS #2466,7900 SHELBYVILLE RD,40222.0,2020/11/21 05:00:00+00,4,SURVEY,4.0
709972.0,2020/11/21 05:00:00+00,T MOBILE,7900 SHELBYVILLE RD.,40222.0,2020/11/21 05:00:00+00,4,SURVEY,22.0
709993.0,2020/11/21 05:00:00+00,VON MAUR,7900 SHELBYVILLE RD.,40222.0,2020/11/21 05:00:00+00,4,SURVEY,18.0
708965.0,2020/11/21 05:00:00+00,WARBY PARKER,7900 SHELBYVILLE RD.,40222.0,2020/11/21 05:00:00+00,4,SURVEY,5.0
709085.0,2020/11/21 05:00:00+00,FRANCESCA'S,7900 SHELBYVILLE RD.,40222.0,2020/11/21 05:00:00+00,4,SURVEY,77.0
700971.0,2020/11/23 05:00:00+00,THE LAUNDROMAT,1221 GILMORE LN,40213.0,2020/12/04 05:00:00+00,4,SURVEY,38.0
709259.0,2020/11/23 05:00:00+00,WAFFLE HOUSE #1887,10563 DIXIE HWY,40272.0,2020/11/23 05:00:00+00,4,SURVEY,10.0
709256.0,2020/11/23 05:00:00+00,ARBY'S #5430,10704 DIXIE HWY,40272.0,2020/11/23 05:00:00+00,4,SURVEY,30.0
699365.0,2020/11/23 05:00:00+00,CRACKER BARREL #650,11000 DIXIE HWY,40272.0,2020/11/23 05:00:00+00,4,SURVEY,5.0
708965.0,2020/11/23 05:00:00+00,MCDONALD'S #6891,10411 DIXIE HWY,40272.0,2020/11/23 05:00:00+00,4,SURVEY,114.0
708861.0,2020/11/23 05:00:00+00,EL RODEO MEXICAN RESTAURANT,5204 ELZIE RD,40258.0,2020/11/23 05:00:00+00,4,SURVEY,60.0
709263.0,2020/11/23 05:00:00+00,BJ'S SPORTS PUB,8238 DIXIE HWY,40258.0,2020/11/23 05:00:00+00,4,SURVEY,5.0
708932.0,2020/11/23 05:00:00+00,PINA FIESTA MEXICAN GRILL,7895 DIXIE HWY,40258.0,2020/11/23 05:00:00+00,4,SURVEY,2.0
698107.0,2020/11/23 05:00:00+00,POPEYE'S,7528 DIXIE HWY,40258.0,2020/11/23 05:00:00+00,4,SURVEY,88.0
709258.0,2020/11/23 05:00:00+00,SANDI'S KITCHEN,5300 CANE RUN RD,40258.0,2020/11/23 05:00:00+00,4,SURVEY,30.0
709323.0,2020/11/23 05:00:00+00,WALMART #3610,7100 RAGGARD RD,40216.0,2020/11/23 05:00:00+00,4,SURVEY,2.0
708973.0,2020/11/23 05:00:00+00,HIBACHI BUFFET,5372 DIXIE HWY,40216.0,2020/11/23 05:00:00+00,4,SURVEY,77.0
708936.0,2020/11/23 05:00:00+00,A STEP AHEAD CHILD CARE,8019 BEULAH CHURCH RD,40291.0,2020/11/23 05:00:00+00,4,SURVEY,1.0
700971.0,2020/11/23 05:00:00+00,CARE A LOT DAYCARE,4701 FEGENBUSH LN,40228.0,2020/11/23 05:00:00+00,4,SURVEY,55.0
708942.0,2020/11/23 05:00:00+00,KIDS & FUN CHILDCARE,105 BUECHEL TERRACE,40218.0,2020/11/23 05:00:00+00,4,SURVEY,18.0
699365.0,2020/11/23 05:00:00+00,DISCOVERING IMAGINATIONS,2200 BUECHEL AVE,40218.0,2020/11/23 05:00:00+00,4,SURVEY,10.0
709263.0,2020/11/23 05:00:00+00,VIVID IMAGNATION CHILD CARE CENTER,5925 SIX MILE LN,40218.0,2020/11/23 05:00:00+00,4,SURVEY,77.0
700769.0,2020/11/23 05:00:00+00,VALLARTA MEXICAN SEAFOOD & GRILL,9874 LINN STATION RD,40223.0,2020/11/23 05:00:00+00,4,SURVEY,90.0
708933.0,2020/11/23 05:00:00+00,BROWNIES THE SHED GRILL & BAR,9900 LINN STATION RD,40223.0,2020/11/23 05:00:00+00,4,SURVEY,10.0
709034.0,2020/11/23 05:00:00+00,CASK SOUTHERN KITCHEN & BAR,9980 LINN STATION RD,40223.0,2020/11/23 05:00:00+00,4,SURVEY,28.0
709256.0,2020/11/23 05:00:00+00,MCDONALD'S,4306 BARDSTOWN RD,40218.0,2020/11/23 05:00:00+00,4,SURVEY,14.0
709972.0,2020/11/23 05:00:00+00,ARBY'S #263,3615 BARDSTOWN RD,40218.0,2020/11/23 05:00:00+00,4,SURVEY,2.0
708937.0,2020/11/23 05:00:00+00,EL NOPAL,5000 SHELBYVILLE RD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,6.0
698107.0,2020/11/23 05:00:00+00,MALL ST. MATTHEWS,5000 SHELBYVILLE ROAD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,1.0
709972.0,2020/11/23 05:00:00+00,LOLLI AND POPS,5000 SHELBYVILLE RD STE 1420,40207.0,2020/11/23 05:00:00+00,4,SURVEY,95.0
709999.0,2020/11/23 05:00:00+00,SUPERMERCADO GUANAJUATO #2,6201 PRESTON HWY,40219.0,2020/11/23 05:00:00+00,4,SURVEY,213.0
708943.0,2020/11/23 05:00:00+00,BIG LOTS #1686,6201 PRESTON HWY,40219.0,2020/11/23 05:00:00+00,4,SURVEY,19.0
708976.0,2020/11/23 05:00:00+00,AUTO ZONE,6231 PRESTON HWY,40202.0,2020/11/23 05:00:00+00,4,SURVEY,16.0
708941.0,2020/11/23 05:00:00+00,RED ROBIN,5000 SHELBYVILLE RD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,2.0
708972.0,2020/11/23 05:00:00+00,OASIS GROCERY MARKET,1036 S 4TH ST,40203.0,2020/11/23 05:00:00+00,4,SURVEY,719.0
708903.0,2020/11/23 05:00:00+00,CHICK-FIL-A,5000 SHELBYVILLE RD STE 1630,40207.0,2020/11/23 05:00:00+00,4,SURVEY,22.0
708936.0,2020/11/23 05:00:00+00,KING GYROS,5000 SHELBYVILLE RD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,36.0
700971.0,2020/11/23 05:00:00+00,CHARLEY'S GRILLED SUB,5000 SHELBYVILLE RD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,6.0
708936.0,2020/11/23 05:00:00+00,RUBY THAI KITCHEN,5000 SHELBYVILLE RD STE 1670,40207.0,2020/11/23 05:00:00+00,4,SURVEY,1.0
708954.0,2020/11/23 05:00:00+00,LAS MARIA'S,5000 SHELBYVILLE RD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,31.0
698107.0,2020/11/23 05:00:00+00,CHINESE GOURMET EXPRESS,5000 SHELBYVILLE RD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,28.0
709199.0,2020/11/23 05:00:00+00,SUBWAY,5000 SHELBYVILLE RD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,90.0
708948.0,2020/11/23 05:00:00+00,HILLBILLY GOURMET,5000 SHELBYVILLE ROAD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,1.0
699365.0,2020/11/23 05:00:00+00,KUNG FU TEA,5000 SHELBYVILLE RD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,123.0
702689.0,2020/11/23 05:00:00+00,KABOB HOUSE,5000 SHELBYVILLE RD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,1.0
709266.0,2020/11/23 05:00:00+00,LOUISVILLE BOAT CLUB / MAIN KITCHEN,4200 RIVER RD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,38.0
698107.0,2020/11/23 05:00:00+00,CINNABON,5000 SHELBYVILLE RD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,27.0
709194.0,2020/11/23 05:00:00+00,O DEGREES,5000 SHELBYVILLE RD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,2.0
702689.0,2020/11/23 05:00:00+00,WILLIAMS SONOMA #681,5000 SHELBYVILLE RD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,123.0
709029.0,2020/11/23 05:00:00+00,AUNTIE ANNE'S,5000 SHELBYVILLE RD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,30.0
708939.0,2020/11/23 05:00:00+00,POPCORN MANIA,5000 SHELBYVILLE RD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,68.0
708861.0,2020/11/23 05:00:00+00,GODIVA CHOCOLATIER,5000 SHELBYVILLE RD,40207.0,2020/11/23 05:00:00+00,4,SURVEY,36.0
709255.0,2020/11/23 05:00:00+00,DOLLAR GENERAL,3943 SHELBYVILLE RD,40202.0,2020/11/23 05:00:00+00,4,SURVEY,95.0
698107.0,2020/11/23 05:00:00+00,FEEDER'S SUPPLY,3079 BRECKENRIDGE LN.,40202.0,2020/11/23 05:00:00+00,4,SURVEY,95.0
698107.0,2020/11/24 05:00:00+00,CRAIG AND LANDRETH CARS- ST MATTHEWS,4156 SHELBYVILLE RD,40207.0,2020/12/01 05:00:00+00,4,SURVEY,37.0
708989.0,2020/11/24 05:00:00+00,ENRICHMENT CENTER,702 E GRAY ST,40202.0,2020/11/24 05:00:00+00,4,SURVEY,29.0
709252.0,2020/11/24 05:00:00+00,MAC'S CREATIVE KIDS,221 S SHELBY ST,40202.0,2020/11/24 05:00:00+00,4,SURVEY,10.0
708933.0,2020/11/24 05:00:00+00,MINI VERSITY DOWNTOWN CHILD DEVELOPMENT CENTER,306 ROY WILKINS BLVD,40203.0,2020/11/25 05:00:00+00,4,SURVEY,90.0
699365.0,2020/11/24 05:00:00+00,TORAZO MEXICAN RESTAURANT,1850 S HURSTBOURNE PKWY,40220.0,2020/11/24 05:00:00+00,4,SURVEY,1.0
708936.0,2020/11/24 05:00:00+00,BRICKHOUSE TAVERN & TAP,871 S HURSTBOURNE PKWY,40222.0,2020/11/24 05:00:00+00,4,SURVEY,3.0
700769.0,2020/11/24 05:00:00+00,BEARNO'S #502,855 S HURSTBOURNE PKWY,40222.0,2020/11/24 05:00:00+00,4,SURVEY,12.0
708936.0,2020/11/24 05:00:00+00,KROGER L-346,3039 BRECKENRIDGE LN,40220.0,2020/11/24 05:00:00+00,4,SURVEY,12.0
699365.0,2020/11/24 05:00:00+00,FDKY BBQ,9606 TAYLORSVILLE RD,40299.0,2020/11/24 05:00:00+00,4,SURVEY,719.0
709252.0,2020/11/24 05:00:00+00,ANGEL HOUSE CHILD DEVELOPMENT CENTER,10407 TAYLORSVILLE RD,40299.0,2020/11/24 05:00:00+00,4,SURVEY,27.0
708973.0,2020/11/24 05:00:00+00,J GUMBO'S,8603 CITADEL WAY,40220.0,2020/11/24 05:00:00+00,4,SURVEY,10.0
709993.0,2020/11/24 05:00:00+00,KING PIN LANES,9525 TAYLORSVILLE RD,40299.0,2020/11/24 05:00:00+00,4,SURVEY,19.0
709993.0,2020/11/18 05:00:00+00,ROOSTERS,10430 SHELBYVILLE RD,40223.0,2020/11/18 05:00:00+00,4,SURVEY,214.0
708941.0,2020/11/18 05:00:00+00,LING LING,10476 SHELBYVILLE RD,40223.0,2020/11/18 05:00:00+00,4,SURVEY,36.0
708943.0,2020/11/18 05:00:00+00,KFC,3280 TAYLOR BLVD,40215.0,2020/11/18 05:00:00+00,4,SURVEY,29.0
704623.0,2020/11/18 05:00:00+00,MCDONALD'S,3340 TAYLOR BLVD,40215.0,2020/11/18 05:00:00+00,4,SURVEY,88.0
709263.0,2020/11/18 05:00:00+00,DADDY RICH'S,617 W OAK ST,40203.0,2020/11/18 05:00:00+00,4,SURVEY,18.0
709998.0,2020/11/18 05:00:00+00,BARAKA RESTAURANT,519 W OAK ST,40210.0,2020/11/18 05:00:00+00,4,SURVEY,27.0
710095.0,2020/11/18 05:00:00+00,SAFARI FOOD MART,1316 CENTRAL AVE,40208.0,2020/11/18 05:00:00+00,4,SURVEY,4.0
709260.0,2020/11/18 05:00:00+00,JON'TA JUICEZ,1151 S 4TH ST,40203.0,2020/11/18 05:00:00+00,4,SURVEY,77.0
709261.0,2020/11/18 05:00:00+00,CVS #6210,501 S 4TH ST,40202.0,2020/11/18 05:00:00+00,4,SURVEY,16.0
702689.0,2020/11/18 05:00:00+00,OLD LOUISVILLE BREWERY,625 W MAGNOLIA ST,40208.0,2020/11/18 05:00:00+00,4,SURVEY,4.0
704623.0,2020/11/18 05:00:00+00,CRICKET,4443 CANE RUN RD,40202.0,2020/11/18 05:00:00+00,4,SURVEY,60.0
708932.0,2020/11/18 05:00:00+00,DOLLAR TREE #8601,4443 CANE RUN RD STE 165,40216.0,2020/11/18 05:00:00+00,4,SURVEY,16.0
709252.0,2020/11/18 05:00:00+00,DOLLAR GENERAL #495,4443 CANE RUN RD,40216.0,2020/11/18 05:00:00+00,4,SURVEY,251.0
704623.0,2020/11/18 05:00:00+00,KROGER L-186,2219 HOLIDAY MANOR CENTER,40222.0,2020/11/18 05:00:00+00,4,SURVEY,3.0
698107.0,2020/11/18 05:00:00+00,SHIRAZ MEDITERRANEAN GRILL,2210 HOLIDAY MANOR CENTER,40222.0,2020/11/18 05:00:00+00,4,SURVEY,5.0
709256.0,2020/11/18 05:00:00+00,SHIRAZ MEDITERRANEAN GRILL,4614 CHAMBERLAIN LN,40241.0,2020/11/18 05:00:00+00,4,SURVEY,684.0
699365.0,2020/11/18 05:00:00+00,888 GREAT WALL,9464 BROWNSBORO RD,40241.0,2020/11/18 05:00:00+00,4,SURVEY,42.0
708938.0,2020/11/18 05:00:00+00,OUTBACK STEAKHOUSE #1814,9498 BROWNSBORO RD,40241.0,2020/11/18 05:00:00+00,4,SURVEY,31.0
708933.0,2020/11/18 05:00:00+00,502 BAR & BISTRO,10401 MEETING ST,40059.0,2020/11/18 05:00:00+00,4,SURVEY,31.0
708934.0,2020/11/18 05:00:00+00,WALMART #5183,3800 RUCKRIEGEL PKWY,40299.0,2020/11/18 05:00:00+00,4,SURVEY,123.0
709085.0,2020/11/18 05:00:00+00,CHINA KING,3830 RUCKRIEGEL PKWY-STE. #108,40299.0,2020/11/18 05:00:00+00,4,SURVEY,14.0
709203.0,2020/11/18 05:00:00+00,JACKSON HEWITT,3830 RUCKREIGEL PARKWAY,40299.0,2020/11/18 05:00:00+00,4,SURVEY,42.0
699365.0,2020/11/18 05:00:00+00,GREAT CLIPS,3830 RUCKREIGEL PARKWAY,40299.0,2020/11/18 05:00:00+00,4,SURVEY,29.0
709030.0,2020/11/18 05:00:00+00,CLASSY NAILS,3830 RUCKREIGEL PARKWAY #105,40299.0,2020/11/18 05:00:00+00,4,SURVEY,2.0
708932.0,2020/11/19 05:00:00+00,KLA SCHOOL OF PROSPECT,8907 US HWY 42,40059.0,2020/11/19 05:00:00+00,4,SURVEY,22.0
709274.0,2020/11/19 05:00:00+00,KAYFIELD ACADEMY III,3800 NORTHUMBERLAND DR,40245.0,2020/11/19 05:00:00+00,4,SURVEY,69.0
709254.0,2020/11/19 05:00:00+00,VANGUARD ACADEMY,9306 DAYFLOWER ST,40059.0,2020/11/19 05:00:00+00,4,SURVEY,2.0
