agency_number(long),agency_name,class_field(long),class_description,statutory_reference,calendar_year(long),monthvalue(long),total_amount
62500,SECRETARY O STATE,200,Revolving Fund,"TITLE 62, SEC. 276.1",2012,3,$5908710.27
62500,SECRETARY OF STATE,205,Central Filig Syst Revol Fund,"TITLE 28, SEC. 111 B",2012,3,$24818.7
62500,SECRETARY OF STATE,210,SS Charitable Solicit Rev Fnd,,2012,3,$9174.00
62800,CNTR. FOR ADVANC. OF SCIENCE/TECHNOLOGY,200,Research Support Revolv Fund,"TITLE 74, SEC. 5060.11",2012,3,$17187857.72
62800,CNTR. FOR ADVANC. OF SCIENCE/TECHNOLOGY,210,Admin & Data Process Rev Fund,"TITLE 74, SEC. 5060.24",2012,3,$6144.38
62800,CNTR. FOR ADVANC. OF SCIENCE/TECHNOLOGY,220,Seed Capital Revolvig Fund,"TITLE 74, SECTION 5060.21",2012,3,$11139745.10
62900,OK. SCHOOL OF SCIENCE & MATH.,200,Ok School Science & Math Fund,"TITLE 70, SEC. 1210.402",2012,3,$e4472.81
62900,OK. SCHOOL OF SCIENCE & MATH.,490,American Recov. & Reinv. Act,"TITLE 62, SEC. 34.48, 34.9",2012,3,$0.00
63000,DEPARTMENT OF SECURITIES,200,Okla Securities Com Rev Fund,"TITLE 71, SEC. 412",2012,3,$6237211.42
63000,DEPARTMENT OF SECURITIES,205,Investor Education Revolving,"TITLE 71, CHAPTER 1, SECTION 1-122",2012,3,$2466695.31
63200,SPEECH-LANGUAGE PATHOLOGY & AUIOLOGY,200,Speech Path & Audio Lic Fund,"TITLE 59, SEC. 1614",2012,3,$67106.96
63300,OKLA. CITY COMMUNITY COLLEGE,290,Ed & Gen Oper Revolving Fund,"TITLE 70, SEC. 3901",2012,3,$11464664.04
63300,OKLA. CITY COMMUNITY COLLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2012,3,$3363139.97
63300,OKLA. CITY COMMUNITY COLLEGE,479,Capital Bond Projects,***,2012,3,0.00
63300,OKLA. CITY COMMUNITY COLLEGE,480,Student Facilities Const Fund,"TITLE 62, SECTION 7.5 AND TITLE 70, SECTION 4001",2012,3,$17897.30
63300,OKLA. CITY COMMUNITY COLLEGE,481,"Math, Science, and Eng. Rv Bd","TITLE 70, SECTION 4002",2012,3,$672.99
63300,OKLA. CITY COMMUNITY COLLEGE,483,OCCiC Theatre Const Rev Bd 2010,,2012,3,$7578708.00
63300,OKLA. CITY COMMUNITY COLLEGE,490,American Recov. &a Reinv. Act,,2012,3,$0.00
63500,COMM. ON CONSUMER CREDIT,200,Cons Cred Investigation Fund,"TITLE 14A, SEC. 6-106 A",2012,3,$0.00
63500,COMM. ON CONSUMER CREDIT,210,Health Spa Revolving Fund,"TITLE 59, SEC. 2011",2012,3,$0.00
63500,COMM. ON CNOSUMER CREDIT,220,Ok Mortgage Brokers Recov Fund,"TITLE 59, SEC. 2091",2012,3,$0.00
63500,COMM. ON CONSUMER CREDIT,230,Deferred Deposit Lenders Rev F,"TITLE 59, SECTION 3118",2012,3,$h88797.51
63500,COMM. ON CONSUMER CREDIT,240,Consumer Credit Revolving Fund,TITLE 62 SECTION 7.5,2012,3,$00.0
63500,COMM. ON CONSUMER CREIDT,250,Consumer Cr. Adm Exp Revolving,TITLE 14A SECTION 6-301,2012,3,$2610635.21
63500,COMM. ON CONSUMER CREDIT,260,OK Mortg Broker Loan Orig Recv,,2012,3,$206120.00
64500,CONSERVATION COMMISSION,200,Revolving Fund-Sm Watershed,TITLE 27A SECTION 3-3-405,2012,3,$5161.92
64500,CONSERVATION COMMISSION,205,GIS Revolving Fund,"TITLE 82, SECTION 1501-205.4",2012,3,$15760.64
64500,CONSERVATION COMMISSION,210,Conservation Cost-Share Fund,"TITLE 27A, CH 3, ARTICLE III, SEC 3-3-115",2012,3,$6.95
64500,CONSERVATION COMMISSION,215,OCC Infrastructure Revolv Fnd,,2012,3,$1496135.93
64500,CONSERVATION COMMISSION,220,Cairbon Sequestratrion Assess C,,2012,3,$4435.06
64500,CONSERVATION COMMISSION,245,Dontaion Fund,"TITLE 27A, SEC.3-2-106 A.4.",2012,3,$370785.70
64500,CONSERVATION COMMISSION,250,OK Con Comm Infrastructure Rev,TITLE 27A SECTION 3-2-110,2012,3,$2828339.80
64500,CONSERVATION COMMISSION,400,Federal Funds,"TITLE 82, SEC. 1501.205",2012,3,$6561114.76
64500,CONSERVATION COMMISSION,405,REAP Water Projects Fund,"TITLE 62, SECTION 7.5",2012,3,$0.00
64500,CONSERhVATION COMMISSION,410,Tar Creek Mine Reclamation Fnd,TITLE 27A SECTION 2-1060,2012,3,$-106.51
64500,CONSERVATION COMMISSION,415,Sugar Creek Watershed,u,2012,3,$3371636.58
64500,CONSERVATION COMMISSION,424,State Emergency Fund,"TITLE 62, EC. 139.47",2012,3,$0m.69
64500,CONSERVATION COMMISSION,490,American Recoyv. & Reinv. Act,,2012,3,$1714228.60
65000,DEPARTMENT OF VETERANS iAFFAIRS,205,Dept Of Vet Affairs Trust Fnd,"TITLE 72, SEC. 63.16",2012,3,$2663342.50
65000,DEPARTMENT OF VETERANS AFFAIRS,210,War Vet. Com. Rev. Fund,"TITLE 72, SEC. 67.11 & 67.13",2012,3,$104059.71
65000,DEPARTMENT OF VETERANS AFFAIRS,215,Capital Improvement Program,"TITLE 72, SEC 63.19D,",2012,3,$6996.65
65000,DEPARTMENT OF VETERANS AFFAIRS,220,k Dept Veterans Affairs Fund,"TITLE 72, SEC. 222",2012,3,$3512690.42
65000,DEPARTMENT OF VETERANS AFFAIRS,225,OK Honor Flights Revolving Fd,,2012,3,$372.00
65000,DEPARTMENT OF VETERANS AFFAIRS,400,Federal Funds,"TITLE 62, SEC. 34.48 & 34.9",2012,3,$a9195998.20
65000,DEPARTMENT OF VETERANS AFFAIRS,405,Federal Funds-St Accredit Ag,"TITLE 62, SEC .34.48 & 34.9",2012,3,$215324.73
65000,DEPARTMENT OF VETERANS AFFAIRS,425,Fed Matching Fund-Constrc Prj,"TITLE 62, SECTION 43.9 & 34.48 AND TITLE 72, SECTION 65.1",2012,3,$5806838.20
66000,S. E. OKLA. ST. UNIV.,290,Ed & Gen Oper Revolv Fund,"TaITLE 70, SEC. 3901",2012,3,$293388.37
66000,S. E. OKLA. ST. UNIV.,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2012,3,$65384.81
66000,S. E. OKLA. ST. UNlIV.,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2012,3,$486350.94
66000,S. E. OKLA. ST. UNIV.,455,Student Union Rev Bonds 2003,"TITLE 70, SECTION 4001",2012,3,$0.00
