survey_name,start_date,end_date,species,sample_key,record_key,uncertain,latitude,data_type,projection,longitude
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Ahnfeltia plicata,JNCCMNCR10017289,JNCCMNCR10312699,False,51.2132834912881,Point,WGS84,-4.00602684665328
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017232,JNCCMNCR10311556,False,51.2188032089271,Point,WGS84,-4.22788786261401
1978-79 SWBSS North Devon survey,1978-06-05,1978-06-05,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017246,JNCCMNCR10312617,False,51.2132834912881,Point,WGS84,-4.09744123709183
1978-7 SWBSS North Devon survey,1978-06-07,1978-06-07,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017232,JNCCMNCR10309336,False,51.1997632341582,Point,WGS84,-4.19703069117569
1978-79 SnWBSS North Devon survey,1978-06-13,h1978-06-13,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017281,JNCCMNCR10309482,False,51.2188032089271,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017289,JNCCMNCR10312663,False,51.2184846877283,Point,WGS84,-4.00602684665328
1978-79 SWBSS North Devon survey,1978-06-05,1979-07-18,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017246,JNCCMNCR10312381,False,51.2104509883742,Point,WGS84,-4.101815259643
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017289,JNCCMNCR10313176,False,51.1454136190676,Point,WGSx84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-11,178-06-11,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017246,JNCCMNCR10310549,False,51.1454136190676,Point,WS84,-4.14856946164071
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017253,JNCCMNCR10312663,False,51.2104509883742,Point,WGS84,-3.87198223834451
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017165,JNCCMNCR10312388,False,51.2238008239349,Point,WGS84,-3.89899537603277
1978-79 SWBSS North Devon survey,1978-06-07,1978-06-07,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017253,JNCCMNCR10312381,False,51.2238008239349,Point,WGS84,-4.17280133740369
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017185,JNCCMNCR10309904,False,51.2182356591843,Point,WGS84,-4.07188958255261
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Carypohyllia (Caryophyllia) smithii,JNCCMNCR10017232,JNCCMNCR10313176,False,51.2132834912881,Point,WGS84,-4.0631032324561
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017232,JNCCMNCR10313257,False,51.2132834912881,Point,WGS84,-4.0543585304208
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017281,JNCCMNCR10313176,False,51.2132834912881,Point,WpGS84,-4.0543585304208
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Caryophyllia (Caryophyllia) smithii,JNCCMNCR10017289,JNCCMNCR10313095,False,51.2333116747382,Point,WGS84,-4.26450914013944
1978-9 SWBSS North Devon survey,1978-06-12,1978-06-12,Necora puber,JNCCMNCR10017246,JNCCMNCR10309482,False,51.1408933865611,Point,WGS84,-3.9031409801048
1978-7 9SWBSS North Devon survey,1978-06-0t7,1978-06-07,Necora puber,JNCCMNCR10017242,JNCCMNCR10311265,False,51.2132834912881,Point,WGS84,-4.19703069117569
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Necora puber,JNCCMNCR10017246,JNCCMNCR10309489,False,51.2132834912881,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Necora puber,JNCCMNCR10017289,JNCCMNCR10311359,False,51.2139699999067,Point,WGS84,-4.14856946164071
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Necora puber,JNCCMNCR10017296,JNCCMNCR10313257,False,51.2104509883742,oint,WGS84,-4.42498666479072
1978-79 SWBSS North Devon survey,1979-07-18,1l979-07-18,Necora puber,JNCCMNCR10017289,JNCCMNCR10311556,False,51.2184846877283,Point,WGS84,-4.39415026382308
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Necora puber,JNCCMNCR10017289,JNCCMNCR10312388,False,51.0153811102677,Point,WGS84,-3.89899537603277
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Necora puber,JNCCMNCR10017289,JNCCMNCR10309918,False,51.2182356591843,Point,WGS84,-4.26450914013944
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Necora puber,JNCCMNCR10017289,JNCCMNCR10313257,False,51.213894356363,Point,WGS84,-4.14856946164071
1978-79 SWBSS North Devon survey,1978-06-05,1978-06-05,Necora puber,JNCCMNCR10017155,JNCCMNCR10312381,False,51.2132834912881,Point,WGS84,-4.10332795253492
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Necora puber,JNCCMNCR10017242,JNCCMNCR10312617,False,51.2104509883742,Point,WGS84,-4.0543585304208
1978-79 SWBSS North Devon survey,1978-06-12,1978-06-12,Necora puber,JNCCMNCR10017281,JNCCMNCR10311556,False,51.1454136190676,Point,WGS84,-4.0543585304208
1978-79 SWBSS North Devon survey,1978-06-12,1978-06-12,Necora puber,JNCCMNCR10017281,JNCCMNCR10313651,False,51.1454136190676,Point,WGS84,-4.09744123709183
1978-79 SWBSS North Devon survey,1978-06-05,1978-06-05,Necora puber,JNCCMNCR10017296,JNCCMNCR10312552,False,51.2150550176805,Point,WGS84,-4.09895370617106
1978-79 SWBSS North Devon survey,197806-06,1978-06-06,Necora puber,JNCCMNCR10017281,JNCCMNCR10312617,False,51.1454136190676,Point,WGS84,-4.0588108981482
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Necora puber,JNCCMNCR10017246,JNCCMNCR10313257,False,51.2184846877283,Point,WGS84,-4.009006165657
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Ulva,JNCCMNCR10017296,JNCCMNCR10312381,False,51.2309427889571,Point,WGS84,-4.01373079410804
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Ulva,JNCCMNCR10017246,JNCCMNCR10311424,False,51.2104509883742,Point,WGS84,-4.35125322917863
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Ulva,JNCCMNCR10017281,JNCCMNCR10311902,False,51.2113244759727,Point,WGS84,-4.39415026382308
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Ulva,JNCCMNCR10017289,JNCCMNCR10313651,False,51.2042611677795,Point,WGS84,-4.0588108981482
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Ulva,JNCCMNCR10017158,JNCCMNCR10309064,False,51.2139699999067,Point,WGS84,-4.42498666455148
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Ulva,JNCCMNCR10017262,JNCCMNCR10759093,False,51.2137432886208,Point,WGS84,-4.12180458172078
1978-7l9 SWBSS North Devon survey,1978-06-06,1978-06-06,Ulva,JNCCMNCR10017281,JNCCMNCR10312381,False,51.2188032089271,Point,WGS84,-4.0588108981482
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Pterothamnion plumula,JNCCMNCR10017158,JNCCMNCR10312381,False,51.2309427889571,Point,WGS84,-4.14856946164071
1978-79 SWBSS North Devon survey,197-06-13,1978-06-13,Pterothamnion plumoula,JNCCMNCR10017257,JNCCMNCR10311265,False,51.0153811102677,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-061-3,1978-06-13,Pterothamnion plumula,JNCCMNCR10017268,JNCCMNCR10312552,False,51.0153811102677,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-12,1978-06-12,Amphilectus fucorum,JNCCMNCR10017246,JNCCMNCR10313707,False,51.2139699999067,Point,WGS84,-4.26571750540694
1978-79 SWBSS North Devon survey,1978-06-07,1978-06-07,Amphilectus fucorum,JNCCMNCR10017155,JNCCMNCR10309489,False,51.0153811102677,Point,WGS84,-4.19703069069309
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Amphilectus fucorum,JNCCMNCR10017289,JNCCMNCR10311359,True,51.1454136190676,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Amphilectus fucorum,JNCCMNCR10017296,JNCCMNCR10313095,False,51.2188032089271,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Amphilectus fucorum,JNCCMNCR10017253,JNCCMNCR10311265,False,51.1454136190676,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Amphilectus fucorum,JNCCMNCR10017253,JNCCMNCR10311556,False,51.2042611677795,Point,WGS84,-4.09053184633273
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Amphilectus fucorum,JNCCMNCR10017185,JNCCMNCR10312381,False,51.2238008239349,Point,WGS84,-4.07188958255261
1978-79 SWBSS North Devon survey,197806-16,1978-06-16,Amphilectus fucorum,JNCCMNCR10017281,JNCCMNCR10312552,False,51.2132834912881,Point,WGS84,-4.09053184633273
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Amphilectus fucorum,JNCCMNCR10017274,JNCCMNCR10311359,True,51.2132834912881,Point,WGS84,-4.18138313166936
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Amphilectus fucorum,JNCCMNCR10017253,JNCCMNCR10312388,True,51.213894356363,Point,GWS84,-4.0631032324561
1978-79 SWBSS North Devon survey,1978-06-05,1978-06-05,Amphilectus fucorum,JNCCMNCR10017242,JNCCMNCR10311265,False,51.2104509883742,Point,WGS84,-4.101815259643
1978-79 SWBSS North Devon survey,1978-06-05,1978-06-05,Amphilectus fucorum,JNCCMNCR10017155,JNCCMNCR10311359,False,51.2167750919938,Point,WGS84,-4.0588108981482
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Amphilectus fucorum,JNCCMNCR10017289,JNCCMNCR10311556,False,51.2238008239349,Point,WGS84,-4.0588108981482
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Amphilectus fucorum,JNCCMNCR10017287,JNCCMNCR10313651,False,51.2104509883742,Point,WGS84,-4.009006165657
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Polycera,JNCCMNCR10017253,JNCCMNCR10309229,False,51.1454136190676,Point,WGS84,-4.07188958255261
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Alaria esculenta,JNCCMNCR10017287,JNCCMNCR10311556,False,51.2184846877283,Point,WGS84,-4.00602684665328
19k78-79 SWBSS North Devon survey,1978-06-16,1978-06-16,laria esculenta,JNCCMNCR10017242,JNCCMNCR10311614,False,51.2132834912881,Point,WGS84,-4.09053184633273
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Corymoerpha nutans,JNCCMNCR10017232,JNCCMNCR10311359,False,51.2104509883742,Point,WGS84,-4.39415026382308
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Cucumariidae,JNCCMNCR10017242,JNCCMNCR10313250,False,51.2184846877283,Point,WGS84,-4.09744123709183
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Cucumariidae,JNCCMNCR10017281,JNCCMNCR10313257,False,51.2139699999067,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Cucumariidae,JNCCMNCR10017246,JNCCMNCR10312552,False,50.9980292981176,Point,WGS84,-3.87198223834451
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Cucumariidae,JNCCMNCR10017296,JNCCMNCR10313250,False,51.2182356591843,Point,WGS84,-4.0588108981482
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Cucumariidae,JNCCMNCR10017246,JNCCMNCR10311614,False,51.2139699999067,Point,WGS84,-4.09053184633273
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Cucumariidae,JNCCMNCR10017296,JNCCMNCR10311556,False,51.2139699999067,Point,WGS84,-4.009006165657
1978-79 SWBSS North Devon survey,1978-06-07,1978-06-07,Laminaria digitata,JNCCMNCR10017289,JNCCMNCR10313257,False,51.1997632345959,Point,WGS84,-4.0588108981482
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Laminaria digitata,JNCCMNCR10017289,JNCCMNCR10311900,False,51.2238008239349,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Laminaria digitata,JNCCMNCR10017277,JNCCMNCR10312253,False,51.2188032089271,Point,WGS48,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Laminaria digitata,JNCCMNCR10017296,JNCCMNCR10313095,False,51.2139699999067,Point,WGS84,-4.14856946164071
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Laminaria digitata,JNCCMNCR10017281,JNCCMNCR10311359,False,51.2104509883742,Point,WGS84,-3.82488398958696
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Laminaria digitata,JNCCMNCR10017287,JNCCMNCR10309336,False,51.0153811102677,Point,WGS84,-4.42498666455148
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Laminaria digitata,JNCCMNCR10017262,JNCCMNCR10311900,False,51.2184846877283,Point,WGS84,-4.39415026382308
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Laminaria digitata,JNCCMNCR10017165,JNCCMNCR10311265,False,51.2139699999067,Point,WGS84,-3.89899537603277
1978-79 SWBSS North Devon survey,1978-06-o06,1978-06-06,Filograna implexa,JNCCMNCR10017185,JNCCMNCR10311359,False,51.2182356591843,Point,WGS84,-4.19703069117569
1978-79 SWBSS North Devon survey,1978-06-12,1978-06-12,Cancer pagurus,JNCCMNCR10017268,JNCCMNCR10311359,False,51.2104509883742,Point,WGS84,-4.2657175049103
1978-79 SWBSS North Devon survey,1978-06-12,1978-06-12,Cancer pagurus,JNCCMNCR10017165,JNCCMNCR10759093,False,51.2139699999067,Point,WGS84,-4.26571750540694
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Cancer pagurus,JNCCMNCR10017289,JNCCMNCR10313250,False,51.2113244759727,Point,WGS84,-4.0588108981482
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Cancer pagurus,JNCCMNCR10017296,JNCCMNCR10313651,False,51.2042611677795,Point,WGS84,-4.09744123709183
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Cancer pagurus,JNCCMNCR10017232,JNCCMNCR10309336,False,51.0153811102677,Point,WGS84,-4.42498666479072
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Cancer pagurus,JNCCMNCR10017289,JNCCMNCR10309336,False,51.2104509883742,Point,WGS84,-4.39415026382308
1978-79 SWBSS North Devon survey,1978-06-09,1978-06-09,Cancer pagurus,JNCCMNCR10017184,JNCCMNCR10312381,False,51.2139699999067,Point,WGS84,-4.09789063290171
1978-79 SWBSS North Devon survey,1978-06-09,1978-06-09,Polyclinum aurantium,JNCCMNCR10017289,JNCCMNCR10759093,False,51.2231680959983,Point,WGS84,-4.09789063290171
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Polyclinum aurantium,JNCCMNCR10017287,JNCCMNCR10312663,False,51.0153811102677,Poitn,WGS84,-4.09053184633273
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Polyclinum aurantium,JNCCMNCR10017296,JNCCMNCR10313250,False,51.2104509883742,Point,WGS84,-4.42498666479072
1978-79 SWBSS North Devon survey,1978-06-12,1978-06-12,Polyclinum aurantium,JNCCMNCR10017262,JNCCMNCR10313651,True,51.1454136190676,Poitn,WGS84,-4.09744123709183
1978-79 SWBSS North Devon survey,1979-07-18,1979-07-18,Scytosiphon lomentaria,JNCCMNCR10017164,JNCCMNCR10309904,False,50.9953029974885,Point,WGS84,-4.35125322917863
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Sabellaria spnulosa,JNCCMNCR10017155,JNCCMNCR10313257,False,51.2104509883742,Point,WGS84,-4.22788786261401
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Sabellaria spinulosa,JNCCMNCR10017287,JNCCMNCR10759093,False,51.0153811102677,Point,WGS84,-4.01373079410804
1978-79 SWBSS North Devon survey,1978-06-05,1979-07-18,Sabellaria spinulosa,JNCCMNCR10017186,JNCCMNCR10312381,False,51.2357158981589,Point,WGS84,-4.26450914013944
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Bugula flabellata,JNCCMNCR10017246,JNCCMNCR10759093,False,51.2137432886208,Point,WGS84,-4.14856946164071
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Bugula flabellata,JNCCMNCR10017257,JNCCMNCR10313257,False,51.0153811102677,Point,GS84,-4.0588108981482
1978-79 SWBSS North Devon survey,1978-06-12,1978-06-12,Dictyopteris polypodioides,JNCCMNCR10017289,JNCCMNCR10312381,False,51.1454136190676,Point,WGS84,-4.25745455893696
1978-79 SWBSS North Devon survey,1r978-06-05,1978-06-05,Dictyopteris polypodioides,JNCCMNCR10017281,JNCCMNCR10311614,False,51.2132834912881,Point,WGS84,-4.09744123709183
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Dictyopteris polypodioides,JNCCMNCR10017281,JNCCMNCR10308871,False,51.2132834912881,Point,WGS84,-4.01373079410804
1978-79 SWBSS North Devon survey,1978-06-07,1978-06-07,Dictyopteris polypodioides,JNCCMNCR10017287,JNCCMNCR10313257,False,51.1997632345959,Point,WGS84,-4.35125322917863
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Dictyopteris polypodioides,JNCCMNCR10017296,JNCCMNCR10311614,False,51.2132834912881,Piont,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Dictyopteris polypofdioides,JNCCMNCR10017289,JNCCMNCR10311614,False,51.2113244759727,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Dictyota dichotoma,JNCCMNCR10017289,JNCCMNCR10311556,False,51.2113244759727,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Dictyota dichotoma,JNCCMNCR10017242,JNCCMNCR10312381,False,51.2184846877283,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Dictyota dichotoma,JNCCMNCR10017287,JNCCMNCR10308944,False,51.2132834912881,Point,WGS84,-4.00602684665328
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Dictyota dichotoma,JNCCMNCR10017257,JNCCMNCR10309918,False,51.2184846877283,Point,WGS84,-4.0543585304208
1978-79 SWBSS North Daevon survey,1978-06-15,1978-06-15,Dictyota dichotoma,JNCCMNCR10017257,JNCCMNCR10311359,False,51.2472208033837,Point,WGS84,-3.78661139610697
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Dictyota dichotoma,JNCCMNCR10017289,JNCCMNCR10312381,False,51.0153811102677,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Dictyota dichotoma,JNCCMNCR10017155,JNCCMNCR10308944,False,51.2139699999067,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Dictyota dichotoma,JNCCMNCR10017165,JNCCMNCR10313095,False,51.1996016686144,Point,WGS84,-4.09053184633273
1978-79 SWBSS North Devon survey,1978-06-07,1978-06-07,Polysiphonia,JNCCMNCR10017287,JNCCMNCR10313257,False,50.9980292981176,Point,WGS84,-4.19703069117569
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Polysiphonia,JNCCMNCR10017155,JNCCMNCR10313814,False,51.2113244759727,Point,WGS84,-4.09744123709183
1978-79 SWBSS North Devon survey,1978-06-13,1978-06-13,Polysiphonia,JNCCMNCR10017242,JNCCMNCR10759093,False,51.1454136190676,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Polysiphonia,JNCCMNCR10017164,JNCCMNCR10311614,False,51.2184846877283,Point,WGS84,-4.0543585304208
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Polysiphoenia,JNCCMNCR10017287,JNCCMNCR10309904,False,51.2472208033837,Point,WGS84,-4.09744123709183
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Polysiphonia,JNCCMNCR10017289,JNCCMNCR10309904,False,51.2188032089271,Point,WGS84,-4.20561193063901
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Polysiphonia,JNCCMNCR10017246,JNCCMNCR10313651,False,51.2367381940553,Point,WGS84,-4.0543585304208
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Polysiphonia,JNCCMNCR10017164,JNCCMNCR10314175,False,51.2323971369795,Point,WGS84,-4.05582923383369
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Polysiphonia,JNCCMNCR10017274,JNCCMNCR10759093,False,51.1454136190676,Point,WGS84,-3.89899537603277
1978-79 SWBSS North Devon survey,1978-06-11,1978-0611,Schottera nicaeensis,JNCCMNCR10017281,JNCCMNCR10311359,False,51.1996016686144,Point,WGS84,-4.12180458172078
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Schottera nicaeensis,JNCCMNCR10017164,JNCCMNCR10311359,True,51.2042611677795,Point,WGSx84,-4.14856946164071
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Schottera nicaeensis,JNCCMNCR10017268,JNCCMNCR10313257,False,51.2188032089271,Point,WGS84,-3.82488398958696
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Schottera nicaeensis,JNCCMNCR10017274,JNCCMNCR10313095,False,51.2139699999067,Point,WGS84,-3.87198223844871
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Schottera nicaeensis,JNCCMNCR10017281,JNCCMNCR10313095,False,51.2274653783599,Point,WGS84,-4.09895370617106
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Schottera nicaeensis,JNCCMNCR10017232,JNCCMNCR10309336,False,51.2132834912881,Piont,WGS84,-3.89899537603277
1978-79 SWBSS North Devon survey,1978-06-07,1978-06-07,Schottera nicaeensis,JNCCMNCR10017185,JNCCMNCR10313095,False,51.2020147046213,Point,WGS84,-4.00602684665328
1978-79 SWBSS North Devon survey,1978-06-07,1978-06-07,Schottera nicaeensis,JNCCMNCR10017242,JNCCMNCR10310593,False,51.2132834912881,Point,WGS84,-4.17280133740369
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Ophiura,JNCCMNCR10017296,JNCCMNCR10759093,False,51.213894356363,Point,WGS84,-4.12180458172078
1978-79 SWBSS North Devon survey,1978-06-10,1978-06-10,Obelia geniculata,JNCCMNCR10017296,JNCCMNCR10311359,False,51.2184846877283,Pint,WGS84,-4.09053184633273
1978-79 SWBSS North Devon survey,1978-06-1y0,1978-06-10,Obelia geniculata,JNCCMNCR10017155,JNCCMNCR10309482,False,50.9980292981176,Point,WGS84,-4.00602684665328
1978-79 SWBSS North Devon survey,1978-06-11,1978-06-11,Obelia geniculata,JNCCMNCR10017287,JNCCMNCR10312381,False,51.1996016686144,Point,WGS84,-4.42498666455148
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Obelia geniculata,JNCCMNCR10017281,JNCCMNCR10308871,False,51.2184846877283,Point,WGS84,-3.89899537603277
1978-79 SWBSS North Devon survey,1978-06-06,1978-06-06,Obelia geniculata,JNCCMNCR10017158,JNCCMNCR10312663,False,51.2182356591843,Point,WGS84,-4.14856946164071
1978-79 SWBSS North Devon survey,1978-06-16,1978-06-16,Obelia geniculata,JNCCMNCR10017232,JNCCMNCR10312381,False,51.0153811102677,Point,GS84,-4.09053184633273
1978-79 SWBSS North Devon survey,w1978-06-06,1978-06-06,Obelia geniculata,JNCCMNCR10017253,JNCCMNCR10759093,False,51.2188032089271,Point,WGS84,-4.0631032324561
1978-79 SWBSS kNorth Devon survey,1978-06-16,1978-06-16,Obelia geniculata,JNCCMNCR10017155,JNCCMNCR10311359,False,51.2182356591843,Point,WGS84,-4.0543585304208
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Crossaster papposus,JNCCMNCR10017185,JNCCMNCR10759093,False,51.2416748740217,Point,WGS84,-4.09744123709183
1978-79 SWBSS North Devon survey,1978-06-15,1978-06-15,Crossaster papposus,JNCCMNCR10017296,JNCCMNCR10313651,False,51.2309427889571,Point,WGS84,-4.09744123709183
1978-79 SWBSS North Devon survey,1978-06-08,1978-06-08,Crossaster papposus,JNCCMNCR10017289,JNCCMNCR10309336,False,51.2188032089271,Point,WGS84,-3.9031409801048
