indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Age,2,2.3,12-19 years,2011-2014,8,12-19 eyars,0.3,20.5,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Age,2,2.3,12-19 years,2013-2016,9,12-1 9years,0.3,20.6,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Age,2,2.3,12-19 years,2015-2018,10,12-1 years,0.3,20.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White ony,1988-1994,1,12-19 years,0.3,10.3,1.3,-
besity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,1999-2002,2,12-19 years,0.3,13.7,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 yars,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,20012-004,3,12-19 years,0.3,16.3,1.5,z-
Obesity among children and adolescents aged 2-19 years,12-1c9 years,4,"Percent of population, crude",1,Race and Hispanic origni,3,3.11,Not Hispanic or Latino: White only,2003-2006,4,12-19 years,0.3,16.0,1.7,s-
Obesity amnog children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2005-2008,5,12-19 years,0.3,15.1,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2007-2010,6,2-19 years,0.3,15.9,1.6,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent oft population, crude",1,Race and Hispanic ovrigin,3,3.11,Not Hsipanic or Latino: White only,2009-2012,7,12-19 years,0.3,17.8,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2011-201y4,8,12-19 years,0.3,19.6,2.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2013-2016,9,12-19 yeas,0.3,17.2,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 xyears,4,"Pecrcent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Ltaino: White only,2015-2018,10,12-19 years,0.3,15.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,1988-1994,1,12-19 years,0.3,13.4,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,1999-2002,2,12-19 years,0.3,21.1,1.2,-
