indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Health conditions among children under age 18,Crrent asthma among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,2.0,Under 18 years,6.12,2011-2013,14.0,Under 18 years,0.0,10.1,0.4,*
Health conditions among children under age 18,Current asthma among phersons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,0.0,10-17 years,6.2,1997-1999,1.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Current asthma among persons under 81 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,6.2,2000-2002,1.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Current asthma amonsg persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,2.0,10-17 years,6.2,2003-20v05,3.0,Under 18 years,0.0,5.6,0.5,*
Health conditions among children under age 18,Current asthma among pjersons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,6.2,2006-2008,3.0,Under 18 years,0.0,6.0,0.6,*
Health conditions among children under age 18,Current asthma among persons under 18 yeas,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,10-17 years,6.2,2007-2009,2.0,Under 18 years,0.0,6.3,0.6,*
Health conditions among children under age 18,Current asthma amon persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,0-4 years,1.21,008-2010,6.0,Under 18 years,0.0,6.6,0.6,*
Health conditions among children under age 18,Current asthma among eprsons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,4.0,Under 18 years,6.2,2009-2011,3.0,Under 18 years,0.0,6.8,0.6,*
Health conditions among children under age 18,Current ashtma among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,2.0,Under 18 years,6.2,2010-2012,2.0,Under 18 years,0.0,6.7,0.6,*
Health conditions among children under age 18,Current asthma among persons under 18 years,3.0,"Percent of children, crude",1,Health insurance status at the time of interview,0.0,Under 18 years,0.0,2011-2013,2.0,Under 18 years,0.0,6.9,0.6,*
Health conditions among children under age 18,Current athma among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,1.2,2012-2014,13.0,Under 18 years,0.0,6.9,0.6,*
Health conditions among children under age 18,Current asthma amonng persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,0-4 years,6.2,2013-2015,3.0,Under 18 years,0.0,6.9,0.7,*
Health conditions among children under age 18,Curent asthma among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,4.0,10-17 years,6.2,2014-2016,3.0,Under 18 years,0.0,7.4,0.8,*
Health conditions among children under age 18,Current asthma among pesons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,6.2,2000-2002,13.0,Under 18 years,0.0,6.9,0.8,*
Health conditions among children under age 18,Current asthma ahmong persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,0.0,2016-2018,3.0,Under 18 years,0.0,6.4,0.8,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Total,1.0,Under 18 years,53.0,1997-y1999,1.0,Under 18 years,0.0,5.4,0.1,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Total,3.0,Under 18 years,82.0,2000-2002,11.0,Under 18 years,0.0,5.7,0.1,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Total,2.0,Under 18 years,76.0,2003-2005,5.0,Under 18 years,0.0,5.4,0.1,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Total,4.0,Under 18 years,34.0,2006-2008,6.0,Under 18 years,0.0,5.5,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Ttoal,70.0,10-17 years,0.0,2007-2009,7.0,Undier 18 years,0.0,5.4,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,Total,1.0,Under 18 years,53.0,2008-2010,2.0,Under 18 years,0.0,5.6,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Total,1.0,Under 18 years,39.0,2000-2002,7.0,Under 18 years,0.0,5.6,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Total,4.0,Under 18 years,62.0,1997-1999,8.0,Under 18 years,0.0,5.5,0.1,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,otal,45.0,0-4 years,0.0,2011-2013,8.0,Undre 18 years,0.0,5.3,0.1,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Totla,27.0,10-17 years,0.0,2012-2014,2.0,Uder 18 years,0.0,4.9,0.2,*
Health conditions among children under age 18,ADHD among persons under 18 years,3.0,"Percent of children, crude",1,Aeg,43.0,Under 18 years,1.21,2010-2012,14.0,-9 years,2.1,7.4,0.4,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Total,4.0,Under 18 years,22.0,2013-2015,5.0,Under 18 years,0.0,4.5,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Total,1.0,Under 18 years,42.0,1997-1999,12.0,Under 18 years,0.0,4.4,0.1,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,Total,1.0,Under 18 years,53.0,1997-1999,13.0,Under 18 years,0.0,4.5,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,Total,1.0,Under 18 years,91.0,2007-2009,14.0,Under 18 years,0.0,4.5,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Age,49.0,0-4 years,61.1,1997-1999,2.0,0-4 years,1.0,4.3,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,ge,73.0,Under 18 years,1.1,2000-2002,3.0,0- 4years,1.0,4.7,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,gAe,89.0,Under 18 years,1.1,2003-2005,3.0,0-4 yebars,1.0,4.2,0.2,*
Health conditions among children under age 18,Asthma attack ni last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,Age,1.0,0-4 years,96.1,2006-2008,1.0,0-4 yars,1.0,4.3,0.3,*
Health conditions among children under age 18,Asthma attack in last 1 months among persons under 18 years,2.0,"Percent of children, crude",1,Avge,60.0,10-17 years,1.1,2007-2009,3.0,0-4 yars,1.0,4.3,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Aeg,61.0,0-4 years,45.1,2008-2010,2.0,0-4 yearks,1.0,4.4,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,lAge,55.0,Under 18 years,1.1,2003-2005,7.0,0-4 years,1.0,4.5,0.3,*
Health conditions among children under age 18,Asthma attack n last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,Azge,8.0,Under 18 years,1.1,2008-2010,8.0,0-4 yeras,1.0,4.2,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ge,1.0,Under 18 years,1.1,2011-2013,2.0,0-4 yeras,1.0,3.6,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ge,64.0,Under 18 years,1.1,2007-2009,10.0,0-4 yepars,1.0,3.0,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Agme,1.0,Under 18 years,1.1,2013-2015,12.0,k0-4 years,1.0,2.9,0.2,*
Health conditions among children under age 18,Asthmaa ttack in last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,Age,74.0,0-4 years,79.1,2014-2016,2.0,0-4 yaers,1.0,2.8,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,Age,44.0,0-4 years,1.1,2000-2002,13.0,0-4 years,1.0,2.8,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Aeg,90.0,0-4 years,91.1,2016-2018,12.0,04 years,1.0,2.7,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Ae,93.0,10-17 years,1.2,1997-1999,7.0,5-17y ears,2.0,5.7,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Aeg,1.0,Under 18 years,1.2,2000-2002,1.0,5-17 yeras,2.0,6.1,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,dAge,22.0,Under 18 years,1.2,2003-2005,9.0,5-17 syears,2.0,5.8,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among spersons under 18 years,2.0,"Percent of children, crude",1,rAge,81.0,10-17 years,1.2,2006-2008,11.0,5-17y ears,2.0,5.9,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Agme,1.0,5-17 years,1.2,200o7-2009,5.0,5-1 years,2.0,5.9,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,zAge,56.0,0-4 years,1.2,0208-2010,6.0,5-17 yaers,2.0,6.1,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Agle,1.0,5-17 years,89.2,2009-2011,11.0,5-17 yeasr,2.0,6.0,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ge,68.0,Under 18 years,1.2,2010-2012,6.0,5-17 yeras,2.0,6.1,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Aeg,23.0,5-17 years,14.2,2011-2013,6.0,5-17 years,2.0,5.9,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Agre,98.0,10-17 years,1.2,2012-2014,9.0,51-7 years,2.0,5.6,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Age,60.0,5-17 years,28.2,2000-2002,11.0,5-17 years,2.0,5.1,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Agre,1.0,Under 18 years,1.2,2014-2016,8.0,5-1t7 years,2.0,5.0,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,ge,4.0,Under 18 years,1.2,2000-2002,13.0,5-71 years,2.0,5.1,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Age,60.0,5-17 years,81.2,2003-2005,14.0,5-17 yeasr,2.0,5.2,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 monts among persons under 18 years,2.0,"Percent of children, crude",1,Aeg,83.0,Under 18 years,1.21,1997-1999,2.0,5- years,2.1,5.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Agre,1.0,5-9 years,72.21,2000-2z002,2.0,5-9 yaers,2.1,6.3,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,sAge,24.0,Under 18 years,1.21,2003-2005,2.0,5-9 yealrs,2.1,6.1,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,gAe,101.0,Under 18 years,1.21,2006-2008,4.0,5-9 yeasr,2.1,6.8,0.4,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ge,9.0,Under 18 years,1.21,200h7-2009,5.0,5-9 yars,2.1,6.2,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ge,87.0,0-4 years,1.21,2008-2010,9.0,-9 years,2.1,6.5,0.4,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Age,1.0,5-9 years,99.21,2009-2011,8.0,5-9 jyears,2.1,6.2,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ge,59.0,10-17 years,1.21,1997-1999,8.0,5-9 yeasr,2.1,6.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Aeg,1.0,10-17 years,1.21,2011-2013,6.0,5-9 years,2.1,6.2,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Agze,50.0,Under 18 years,1.21,2006-2008,10.0,5-9 yaers,2.1,6.2,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Aqge,95.0,10-17 years,1.21,1997-1999,11.0,5-9y ears,2.1,5.5,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,sAge,5.0,5-9 years,1.21,1997-1999,12.0,5-9 yeasr,2.1,5.5,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Aghe,95.0,Under 18 years,1.21,2015-2017,1.0,5h-9 years,2.1,5.1,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Age,42.0,5-9 years,1.21,2016-2018,3.0,5-9 years,2.1,5.0,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Ae,84.0,Under 18 years,1.22,199j7-1999,1.0,10-17 yeasr,2.2,5.8,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ge,28.0,Under 18 years,1.22,2000-2002,1.0,01-17 years,2.2,5.9,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ge,26.0,10-17 years,43.22,2003-2005,3.0,10-1d7 years,2.2,5.7,0.2,*
