crimeid_UK_CSV0000000000004065,monthvalue_UK_CSV0000000000004065,reportedby,fallswithin,longitude_UK_CSV0000000000004065,latitude_UK_CSV0000000000004065,locationvalue,lsoacode,lsoaname,outcometype,crimeid_UK_CSV0000000000012450,monthvalue_UK_CSV0000000000012450,longitude_UK_CSV0000000000012450,latitude_UK_CSV0000000000012450
8cbe1c228d0ad0528bef7a0c960b485445805e8693774cb7c4c03a3c6f2ba901,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter x008C,Investigation complete; no suspect identified,,,,
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Cornwall 033D,Unable to prosecute suspect,,,,
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No loction,E01020016,Cornwall 068C,Investigation complete; no suspect identified,,,,
287f7e04a4b61f59851e8b6a7259f956be8b8192aa59a354428465e1feefa47e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect,,,,
881417f33cd31c2777f8777799985639173a66033c30697ffe6843910807192d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect,,,,
287f7e04a4b61f59851e8b6a7259f956be8b8192aa59a354428465e1feefa47e,2020-07,Devon & Cornall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 00C8,Unable to prosecute suspect,,,,
287f7e04a4b61f59851e8b6a7259f956be8b8192aa59a354428465e1feefa47e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008B,Unable to prosecute suspect,,,,
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 08C,Suspect charged,,,,
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008gC,Unable to prosecute suspect,,,,
76abc52573473b686621b525262015544e55eea1ed9a4f6f5bd67c99377ca91b,2020-07,Devon & Cornwall Police,Devon & Cornwal Police,-3.529135,50.725494,No location,E01020016,Torbay 005A,Suspect charged,,,,
aa079431b0a104d8f78781218a1a8c7f0e660dadb4b7030d16ea91a4e0a8e379,2020-07,Devon & Cornwall Police,Devon & Cornwall Poliec,-3.529135,50.725494,No location,E01020016,Exeter 00C8,Investigation complete; no suspect identified,,,,
e1938fdb96309eff7a45212adceba7be01fc248489a4f8638d5ebf54b938d3f7,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,East Devon 005A,Suspect charged,,,,
33c43b2afc504952aeaa733fbfdc42198f1dbdb26d5a8b023c85791917d2959b,2020-07,Devon & Cornwall Police,Devon & Cornwall Police***,-3.529135,50.725494,No location,E01015155,Exeter 008C,Suspect charged,,,,
8cbe1c228d0ad0528bef7a0c960b485445805e8693774cb7c4c03a3c6f2ba901,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No loction,E01020016,Exefter 008C,Local resolution,,,,
b68a5552da2e41f196c505b02ce957695072d5461468ae5323a56ac34f760c78,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01015155,Exeter 008C,Unable to prosecute suspect,,,,
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,202007,Devon & Cornwall Ppolice,Devon & Cornwall oPlice,-3.529135,50.725494,No location,E01020016,kExeter 008C,Unable to prosecute suspect,,,,
75099a7ae3cb53ee6ef6ac867bed62534d4852009bf7221df0d1271f3f6a5bc0,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 08C,Investigation complete; no suspect identified,,,,
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exetaer 008C,Investigation complete; no suspect identified,,,,
768f1b22023488d1d421343d241432d3bbc41dd9b2fefe4e6f56d60bfd167570,2020-o07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,tExeter 008C,Investigation complete; no suspect identified,,,,
bca86621f164676c272160c7a9bb5670da44411c86bd51aa52c911390e521c32,2200-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter0 08C,Investigation complete; no suspect identified,,,,
287f7e04a4b61f59851e8b6a7259f956be8b8192aa59a354428465e1feefa47e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exter 008C,Investigation complete; no suspect identified,,,,
8cbe1c228d0ad0528bef7a0c960b485445805e8693774cb7c4c03a3c6f2ba901,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No olcation,E01020016,Exeter 008C,Unable to prosecute suspect,,,,
287f7e04a4b61f59851e8b6a7259f956be8b8192aa59a354428465e1feefa47e,2020-07,Devon & Cornwfall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01015155,Exeter 008C,Unable to prosecute suspect,,,,
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No locatdion,E01020016,Exeteqr 008C,Investigation complete; no suspect identified,,,,
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C***,Unable to prosecute suspect,,,,
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 004D,Unable to prosecute suspect,,,,
8cbe1c228d0ad0528bef7a0c960b485445805e8693774cb7c4c03a3c6f2ba901,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect,,,,
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Cornwall 035C,Investigation complete; no suspecot identified,,,,
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 00h8C,Unable to prosecute suspect,,,,
8cbe1c228d0ad0528bef7a0c960b485445805e8693774cb7c4c03a3c6f2ba901,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect,,,,
287f7e04a4b61f59851e8b6a7259f956be8b8192aa59a354428465e1feefa47e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,xeter 008C,Investigation complete; no suspect identified,,,,
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Cornwall 021C,Unable to prosecute suspect,,,,
bca86621f164676c272160c7a9bb5670da44411c86bd51aa52c911390e521c32,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exteer 008C,Unable to prosecute suspect,,,,
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,220-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01015270,Exeter 008C,Investigation complete; no suspect identified,,,,
bca86621f164676c272160c7a9bb5670da44411c86bd51aa52c911390e521c32,2020-07,Devon & Cornwall Police,Devon & Cornwall oPlice,-3.529135,50.725494,No location,E01020016,Exeter 008C,Investigation complete; no suspect identified,,,,
6f0919fad9b3eb4a94bbc5a61d37ddb42d01115953f1e5da59ac053e588d74c8,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,xEeter 008C,Investigation complete; no suspect identified,,,,
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,Nolocation,E01020016,Cornwall 033D,Investigation complee; no suspect identified,,,,
bf59b533f06801dc92d08501ff0c91640707cd1e4368301cdbddcad2373ccd85,0220-07,Devon & Cornwall Police,Devon &o Cornwall Police,-3.529135,50.725494,No location,E01020016,Exeter 008C,Unable to prosecute suspect,,,,
ab184dc78668b2392e01ca98e8916769a579d7d60d39fdd7848b076ff58a832d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Cornwall 005B,Unable to prosecute suspect,,,,
287f7e04a4b61f59851e8b6a7259f956be8b8192aa59a354428465e1feefa47e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exetr 008C,Investigation complete; no suspect identified,,,,
287f7e04a4b61f59851e8b6a7259f956be8b8192aa59a354428465e1feefa47e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No locatkion,E01020016,Exeter 008C,Investigation complete; no suspect identified,,,,
287f7e04a4b61f59851e8b6a7259f956be8b8192aa59a354428465e1feefa47e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,No location,E01020016,Exetecr 008C,Suspect charged,,,,
