record_key,survey_key,survey_name,sample_key,start_date,end_date,date_type,location_name,data_type,latitude,longitude,projection,aphia_id,species,uncertain,abundance_sacforn,is_dead,sample_comment
JNCCMNCR10817802,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10001673,1989-08-02,1989-08-02,D,N of Stotfield Bay (Outer Loch Caolisport),Point,55.863398019471,-5.58629322940523,WGS84,140170.0,Lacuna vincta,False,F,False,"Shelly mud at 10 to 15 m BCD with a patchy (30%) cover of algae mainly Laminaria saccharina, Heterosiphonia plumosa, Desmarestia aculeata with Rhodophyllis divaricata common. Virgularia mirabilis common shallower than 13 m. Sediment fauna generally sparse although Pagurus bernhardus common."
JNCCMNCR10817802,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002189,1989-08-01,1989-08-01,D,Head of loch (Loch Caolisport),Point,56.1255422688932,-5.58629322940523,WGS84,126792.0,Lacuna vincta,False,O,False,Infralittoral bedrock dominated by Ophiothrix fragilis with occasional Lithothamnion spp. and sparse Laminaria saccharina. Horizontal fissures with walls dominated by Pomatoceros triqueter and with Thorogobius ephippiatus and Galathea strigosa within.
JNCCMNCR10832521,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10001511,1989-06-29,1989-06-29,D,NW of Ardentallen Point (Loch Feochan),Point,56.3481651634615,-5.48977271069796,WGS84,126792.0,Lacuna vincta,False,R,False,"Steep bank of small boulders from -2 m to -11 m, covered in extremely dense blanket of Laminaria saccharina. Much of the kelp was not very firmly attached to the boulders. Low species diversity because the kelp was so thick that nothing grew on the stipes, and the rock was too far below the plant cover for light to penetrate. An interesting physical/topographical feature, of obscure origin."
JNCCMNCR10811800,JNCCNMCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10001511,1989-08-01,1989-08-01,D,Shore opposite Eilean da Ghallagain (West Loch Tarbert),Point,56.0969874260866,-5.66265251582533,WGS48,140170.0,Lacuna vincta,False,F,False,"Bed of tidal swept channel with shell gravel and pebbles. Dense Laminaria saccharina, Saccorhiza polyschides and Chorda filum with small clearings. Many Sabella pavonina. Red algae common. Amhiura securigera frequent in the gravel."
JNCCMNCR10810833,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002993,1988-04-27,1988-04-27,D,E of Eilean Righ (Loch Craignish),Point,56.1581769035952,-5.66382515335682,WGS84,107333.0,Callionymus lyra,False,R,False,"Near horizontal plain of very soft mud with small quantity of shell fragments. Surface slightly uneven with rare burrows. Extensive clumps of Sabella pavonina with abundant Ascidiella aspersa and Antedon bifida on the Sabella pavonina. Mud surface festooned with small worm tubes (3-4mm) above surface with isolated individuals of; Thyone fusus, Amphitrite sp., Myxicola infundibulum, Mya truncata, Virgularia mirabilis, Sabella pavonina, clumps of Ascidiella aspersa with frequent Amphilectus fucorum and Halichondria bowerbanki, which in turn supported Leucosolinia sp."
JNCCMNCR10831311,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10001724,1989-08-02,1989-08-02,D,Sill at entrance (West Loch Tarbert),Point,55.7564968932735,-5.48977271069796,WS84,126792.0,Inachus phalangium,False,O,False,Shelly gravel in ridges with many shells piled into depressions.
JNCCMNCR10798038,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002351,1989-08-03,1989-08-03,D,E of Eilean Macaskin (Loch Craignish),Point,55.8115382389418,-5.50414504551572,WGS84,107333.0,Callionymus lyra,False,O,False,"Channel floor of cobbles, boulder and pebbles, highly tide scoured. Dominated by hydroids and bryozoans, particularly Sertularia argentea, Hydrallmania falcata, Eucratea loricata and Vesicularia spinosa."
JNCCMNCR10832521,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10001724,1989-08-04,1989-08-02,D,SW of Liath-sgeir MhÂ¢r (Loch Craignish),Point,56.1191257300609,-5.49779040722131,WuGS84,126792.0,Caryophyllia (Caryophyllia) smithii,False,kO,False,"Rhodophycota indet.(non-calc.crusts), Plagiospora has been given a nominal abundance value of Present for this record as in Arev it had no abundance value. Tumble of boulders with small patches of shell and shell gravel at 27 to 29 m BCD dominated by encrusting Corallinaceae (60%) and encrusting dark red algae (30%) with Ophiothrix fragilis overall. (Very similar to comments on Habitat 1 )."
JNCCMNCR10818772,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10001972,1989-08-01,1989-08-01,D,E of Eilean Macaskin (Loch Craignish),oint,56.1369060986368,-5.66382515335682,WGS84,135144.0,Callionymus lyra,False,O,False,"Silted rock largely bare below the silt with sparse attached flora and fauna including occasional spots of encrusting Corallinacea and colonised by scattered worm/amphipod tubes. Dendrodoa grossularia, Lepidochitona cinerea, Polymastia mamillaris and filamentous red algae etc."
JNCCMNCR10804988,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10001803,1989-08-04,1989-08-01,D,E of Rubh an Lionaidh (Loch Craignish),Point,56.1303046584853,-5.5758506772867,WGS84,103788.0,Caryophyllia (Caryophyllia) smithii,False,O,False,"Near horizontal plain of very soft mud with small quantity of shell fragments. Surface slightly uneven with rare burrows. Extensive clumps of Sabella pavonina with abundant Ascidiella aspersa and Antedon bifida on the Sabella pavonina. Mud surface festooned with small worm tubes (3-4mm) above surface with isolated individuals of; Thyone fusus, Amphitrite sp., Myxicola infundibulum, Mya truncata, Virgularia mirabilis, Sabella pavonina, clumps of Ascidiella aspersa with frequent Amphilectus fucorum and Halichondria bowerbanki, which in turn supported Leucosolinia sp."
JNCCMNCR10810833,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002412,1989-08-02,1989-08-01,D,SW Eilean Righ (Loch Craignish),Point,56.1467698917158,-5.57638893166134,WGS84,883.0,Caryophyllia (Caryophyllia) smithii,False,F,False,Rock including vertical and overhanging rock and fissures 4 - 7.5 m BCD with large numbers of Ascidia mentula and Ascidiella aspersa.
JNCCMNCR10819709,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10001511,1989-08-02,1989-08-04,D,SW Eilean Righ (Loch Craignish),Ponit,56.1252626222266,-5.49779040722131,WGS84,135144.0,Callionymus lyra,False,O,False,"Steep/vertical tide-swept lower circalittoral, -19 to -34 m. Swiftia pallida frequent. Hydroids and erect bryozoans conspicuous."
JNCCMNCR10822322,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002092,1989-08-02,1989-08-04,D,SW of Eilean na Bruachain (Loch Caolisport),Point,56.1252626222266,-5.69152147522629,WGS84,126792.0,Caryophyllia (Caryophyllia) smithii,False,O,False,"Top of bedrock ridge, from -14 to -17 m, with sparse Laminaria hyperborea and understorey of foliose red algae."
JNCCMNCR10818772,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10001724,1989-08-04,1989-08-04,D,Pinnacle in mouth of Loch Craignish. (Loch Craignish),Point,56.1252626222266,-5.48977271069796,WGS84,126792.0,Caryophyllia (Caryophyllia) smithii,False,O,False,"Bryozoa has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising. Plain of boulders on muddy sand, sloping gradually from -34 to beyond -35 m. Pecten maximus and Ophiura albida on the sediment, Swiftia pallida frequent on the boulders, along with large numbers of bryozoans."
JNCCMNCR10818772,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10001724,1989-08-04,1989-08-04,D,Ardnoe Point (Loch Crinan),Point,56.3481651634615,-5.58629322940523,WGS84,135144.0,Callionymus lyra,False,O,False,Boulders and cobble bottom with occasional bedrock outcrop in moderate tidal stream with diverse red algae and sparse kelp.
JNCCMNCR10811800,JNCCMNCR10000025,1989 UMBSM south Argyll and westu Kintyre sealochs survey,JNCCMNCR10002779,1989-06-29,1989-06-29,D,Mouth of Loch Crinan (Loch Crinan),Point,56.3533149309367,-5.53483169074873,WGS84,126792.0,Caryophyllia (Caryophyllia) smithii,False,F,False,"Rhodophycota indet.(non-calc.crusts) has been given a nominal abundance value of Present for this record as in Arev it had no abundance value. A vertical bedrock wall heavily urchin grazed. A number of fissures and small crevices with Neocrania anomala. Ciona intestinalis, Corella parallelogramma common. Rock heavily silted."
JNCCMNCR10810833,JNCCMNCR1000002k5,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002058,1989-08-01,1989-08-01,D,NW Eilean Gamhna (Outer Loch Melfort),Point,56.0994916229405,-5.53483169074873,WGS84,135144.0,Caryophyllia (Caryophyllia) smithii,False,F,False,"Lower circalittoral of steep bedrock from -24.5 m followed by boulders on bedrock, a fairly level plain of boulders with muddy sand between at -41.5 m. Fauna typical of slight shelter, with frequent Swiftia pallida, Terebratulina retusa and Iophionopsis nigrescens, and occasional Axinella infundibuliformis. Neocrania anomala also frequent."
JNCCMNCR10817802,JNCCMNCR10000025,1989 UMBSM south Argyll and west iKntyre sealochs survey,JNCCMNCR10001724,1989-08-01,1989-08-01,D,W of Liath Sgeir Bheag (Loch Craignish),Point,56.1255422688932,-5.59059629217743,WGS84,135144.0,Lacuna vincta,False,O,False,"Bedrock in upper circalittoral, -20.5 to -24.5. Red algae not profuse, but present, with Brongniartella byssoides and Rhodophyllis divaricata both frequent. Animal life much as in lower circalittoral (see Habitat 3)."
JNCCMNCR10831927,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002779,1989-08-01,1989-08-01,D,Shore of SW Liath Eilean (Loch Caolisport),Point,56.1255422688932,-5.5766609012224,WGS84,883.0,Caryophyllia (Caryophyllia) smithii,False,O,False,"Bedrock and boulders with a rare patch of muddy sand, in upper and lower infralittoral, -2.5 to -20.5m. Thick Laminaria hyperborea park below this. Thick understorey of foliose red algae, and rather undiverse, if rich, stipe flora. Boltenia echinata frequent on the kelp stipes. Characteristically circalittoral species such as Caryophyllia smithii, Terebratulina retusa and Diazona violacea all present. Large growths of Ascidia mentula common, as was Antedon bifida."
JNCCMNCR10798423,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10001674,1989-08-04,1989-08-01,D,NW Eilean nan Coinean (Outer Loch Craignish),Point,56.1120453420976,-5.58629322940523,WGS84,135144.0,Callionymus lyra,False,O,False,Vertical bedrock cliff with boulders at the bottom. 2 - 18 m BCD. Lower infralittoral. Dominated by Ascidia mentula.
JNCCMNCR10798038,JNCCMNCR10000025,1989 MBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002412,1989-08-01,1989-08-04,D,N of Stotfield Bay (Outer Loch Caolisport),Point,56.3481651634615,-5.45413318664074,WS84,126792.0,Caryophyllia (Caryophyllia) smithii,False,O,False,"30 degree gravel slope, upper circalittoral with abundant Ophiothrix fragilis and frequent Ophiocomina nigra. From 18 -29 m BCD."
JNCCMNCR10825377,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002503,1989-08-04,1989-08-01,D,Ardentallen Point (Loch Feochan),Point,56.1282407579634,-5.69152147522629,WGS84,135144.0,Caryophyllia (Caryophyllia) smithii,False,O,False,"Bed of tidal swept channel with shell gravel and pebbles. Dense Laminaria saccharina, Saccorhiza polyschides and Chorda filum with small clearings. Many Sabella pavonina. Red algae common. Amhiura securigera frequent in the gravel."
JNCCMNCR10808673,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002092,1989-08-01,1989-08-01,D,Mouth of Loch Crinan (Loch Crinan),Point,56.1252626222266,-5.60749888922065,WGS84,135144.0,Lacuna vincta,False,R,False,Lower littoral fringe bedrock with Verrucaria maura cover and a few Chthamalus montagui and littorinids.
JNCCMNCR10798423,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10001724,1989-08-04,1989-08-04,D,Rubh an Lionaidh (Outer Loch Craignish),Point,56.1086909781689,-5.56865966887544,WGS84,135144.0,Caryophyllia (Caryophyllia) smithii,False,R,False,Boulder tumble at 9 - 10 m dominated (60%) by encrusting Corallinacea and (40%) encrusting dark red Rhodophycota with common Tectura virginea. Abundant Laminaria saccharina overall with scattered foliose red algae in patches.
JNCCMNCR10810833,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10001972,1989-08-01,1989-08-01,D,Ardnoe Point (Loch Crinan),Poinyt,56.0987808282787,-5.56935027320965,WGS84,103788.0,Caryophyllia (Caryophyllia) smithii,False,O,False,Vertical and overhanging surfaces including a cave formed by the overhang at c. 5 to 11 m BCD. Colonised by a large variety of animals with Ascidia mentula and Sabella pavonina particularly conspicuous. Several rarely encountered species present.
JNCCMNCR10811800,JNCCMNCR10000025,1989 UMBSM south Argylll and west Kintyre sealochs survey,JNCCMNCR10002412,1989-08-03,1989-08-01,D,Ardnoe Point (Loch Crinan),Point,56.0987808259457,-5.56935027354777,WGS84,126792.0,Caryophyllia (Caryophyllia) smithii,False,C,False,"Large boulders and bedrock outcrops on muddy sediments shallower than 22 m BCD. Characterised by a wide variety of animal species but with Swiftia pallida, Diazonia violacea frequent."
JNCCMNCR10816174,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002500,1989-08-01,1989-08-01,D,Ardnoe Point (Loch Crinan),Point,56.0987808259457,-5.59059629217743,WGS84,126792.0,Caryophyllia (Caryophyllia) smithii,False,O,False,"30 degree mud slope, 21 -23 m BCD. Burrows frequent, Swiftia pallida attached to pebbles."
JNCCMNCR10819709,JNCCMNCR10000025,1989 UMBSM south Argyl and west Kintyre sealochs survey,JNCCMNCR10002611,1989-08-02,1989-0i8-02,D,"Back Bow, Point of Knap (Outer Loch Caolisport)",Point,55.8793853602344,-5.60749888922065,WGS84,135144.0,Callionymus lyra,False,R,False,"A plain of coarse sediment (muddy gravel) with cobbles and pebbles and a few small boulders and shells. Dense stands of Laminaria saccharina with Chorda filum and filamentous browns and foliose reds growing profusely in clearings. Sabella pavonina common amongst algae, and a few Modiolus modiolus present. Large clearings of sediment with Chone spp. and occasional Branchiomma bombyx."
JNCCMNCR10798038,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002092,1989-08-03,1989-08-03,D,Shore opposite Eilean da Ghallagain (West Loch Tarbert),Point,55.8359364731615,-5.57638893166134,WGS84,126792.0,Hildenbrandia rubra,False,S,False,Steeply sloping mainly unbroken bedrock slope with an extensive belt of Ascophyllum nodosum fringed on the upper shore by Fucus spiralis and Pelvetia canaliculata and on the lower shore by Fucus serratus. Large patches of Mytilus edulis present. (Abundance refers to maximum in different zones).
JNCCMNCR10818772,JNCCMNCR1000002o5,1989 UMBSM south Argyll and west Kintyre sealochs suvey,JNCCMNCR10002041,1989-08-04,1989-08-01,D,SW of Liath-sgeir MhÂ¢r (Loch Craignish),Point,56.1191257300609,-5.66382515335682,WG8S4,126792.0,Plagiospora,False,O,False,"Holothurioidea has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising. Soft grey mud with shell gravel and whole dead shell. Surface dominated by small mud polychaete tubes (2-3cms), large clumps of ascidians and single large specimens, Modiolus (frequent), Sabella (frequent) and holothurians. Mud excavated more extensively above 18m."
JNCCMNCR10185311,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10001972,1988-04-27,1989-08-01,D,NW of Ardentallen Point (Loch Feochan),Point,56.3563920683374,-5.48977271069796,WGS84,883.0,Grantia compressa,False,O,False,"Steep bedrock slope very exposed to tides dominated by Delesseria sanguinea and Plocamium cartilagineum with abundant Balanus crenatus. Sponges frequent, particularly Pachymatisma johnstonia and Myxilla incrustans and Botryllus leachi frequent."
