object_id(long),reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc
11.0,696473.0,2020/04/24 03:59:59+00,TACO BELL,4643 DIXIE HWY,40216.0,2020/04/25 03:59:59+00,7,FIELD
11.0,694502.0,2020/04/27 03:59:59+00,HOMETOWN PIZZA,11804 SHELBYVILLE RD,40243.0,2020/04/28 03:59:59+00,7,FIELD
1.0,694505.0,2020/04/29 03:59:59+00,NORTON WOMENS CARE,"4123 DUTCHMANS LANE, STE 300",40207.0,2020/05/01 03:59:59+00,7,FIELD
6.0,696854.0,2020/04/30 03:59:59+00,U OF L HEALTH PEACE CTR.,2020 NEWBURG ROAD,40205.0,2020/05/01 03:59:59+00,7,FIELD
27.0,696946.0,2020/05/01 03:59:59+00,AMERICANA COMMUNITY CENTER,4801 SOUTHSIDE DR,40214.0,2020/05/04 03:59:59+00,7,FIELD
3.0,697050.0,2020/05/04 03:59:59+00,PAUL'S FRUIT MARKET,12119 SHELBYVILLE RD,40243.0,2020/05/05 03:59:59+00,7,FIELD
8.0,697181.0,2020/05/06 03:59:59+00,THE PARKLANDS EGG LAWN,1411 BECKLEY CREEK PKWY,40245.0,2020/05/06 03:59:59+00,7,FIELD
58.0,695019.0,2020/05/01 03:59:59+00,RESIDENCE,2301 BONNYCASTLE AVE,40205.0,2020/05/05 03:59:59+00,7,FIELD
58.0,695787.0,2020/05/06 03:59:59+00,BARGAIN HUNT,4140 OUTER LOOP,40219.0,2020/05/07 03:59:59+00,7,FIELD
57.0,694502.0,2020/05/07 03:59:59+00,HEUSER HEARING INSTITUTE,117 E KENTUCKY ST,40203.0,2020/05/12 03:59:59+00,7,FIELD
34.0,697319.0,2020/05/07 03:59:59+00,CIRCLE K #4703243,8001 BROWNSBORO RD,40241.0,2020/05/09 03:59:59+00,7,FIELD
2.0,694505.0,2020/05/08 03:59:59+00,LOWE'S,9800 PRESTON CROSSING BLVD,40229.0,2020/05/08 03:59:59+00,7,FIELD
26.0,695466.0,2020/05/18 03:59:59+00,QUALITY DENTURES,7205 LOWER HUNTERS TRACE,40258.0,2020/05/21 03:59:59+00,7,FIELD
20.0,697902.0,2020/05/18 03:59:59+00,HIGHLANDS HEALTH & REHAB CNTR,1705 STEVENS AVE,40205.0,2020/05/20 03:59:59+00,7,FIELD
11.0,697949.0,2020/05/15 03:59:59+00,RESIDENCE,3517 PINELAND DR,40219.0,2020/05/18 03:59:59+00,7,FIELD
1.0,695082.0,2020/05/19 03:59:59+00,EMW WOMEN'S SURGICAL CENTER,136 W MARKET ST,40202.0,2020/05/19 03:59:59+00,7,FIELD
1.0,697996.0,2020/05/19 03:59:59+00,CIRCLE K #4703234,4347 S 3RD ST,40214.0,2020/05/22 03:59:59+00,7,FIELD
17.0,694505.0,2020/05/20 03:59:59+00,SONDEX,7100 INTERNATIONAL DR,40258.0,2020/05/22 03:59:59+00,7,FIELD
222.0,698346.0,2020/05/27 03:59:59+00,JACOBI SALES AND SERVICE,6500 BARDSTOWN RD,40291.0,2020/05/27 03:59:59+00,7,FIELD
3.0,695466.0,2020/05/27 03:59:59+00,RALLY'S,8601 PRESTON HWY,40219.0,2020/06/02 03:59:59+00,7,FIELD
5.0,698469.0,2020/05/28 03:59:59+00,WENDYS,4041 TAYLORSVILLE RD,40220.0,2020/05/29 03:59:59+00,7,FIELD
2.0,695466.0,2020/05/28 03:59:59+00,BONNIE & CLYDE'S PIZZA,7611 DIXIE HWY,40258.0,2020/05/29 03:59:59+00,7,FIELD
3.0,698509.0,2020/05/28 03:59:59+00,OXMOOR FORD,100 OXMOOR LN,40222.0,2020/06/03 03:59:59+00,7,FIELD
2.0,698907.0,2020/06/05 03:59:59+00,CIRCLE K #4703330,9110 BLUE LICK RD,40219.0,2020/06/29 03:59:59+00,7,FIELD
19.0,698922.0,2020/06/05 03:59:59+00,CAUDILL SEED COMPANY,1402 W MAIN STREET,40203.0,2020/06/05 03:59:59+00,7,FIELD
27.0,694607.0,2020/06/17 03:59:59+00,SOUTHEAST CHRISTIAN CHURCH,920 BLANKENBAKER PKWY,40299.0,2020/06/16 03:59:59+00,7,FIELD
3.0,699932.0,2020/06/24 03:59:59+00,SPEEDWAY #9612,1101 BARDSTOWN RD,40204.0,2020/06/25 03:59:59+00,7,FIELD
17.0,700754.0,2020/07/08 03:59:59+00,THORNTONS #27,2007 BROWNSBORO RD,40206.0,2020/07/09 03:59:59+00,7,FIELD
222.0,694829.0,2020/07/11 03:59:59+00,KROGER L-387,291 N HUBBARDS LN,40207.0,2020/07/21 03:59:59+00,7,FIELD
6.0,701074.0,2020/07/13 03:59:59+00,CARDINAL KEY MARKET,7312 ST. ANDREWS CHURCH RD,40214.0,2020/07/14 03:59:59+00,7,FIELD
8.0,700597.0,2020/07/12 03:59:59+00,BEARNO'S BY THE BAY,5801 RIVER RD,40207.0,2020/07/22 03:59:59+00,7,FIELD
4.0,701371.0,2020/07/03 03:59:59+00,BAR VETTI,727 E MARKET ST,40202.0,2020/07/03 03:59:59+00,7,FIELD
11.0,701423.0,2020/07/16 03:59:59+00,COX'S SPIRIT SHOP AND SMOKER'S OUTLET PRP,8094 DIXIE HIGHWAY,40258.0,2020/07/17 03:59:59+00,7,FIELD
7.0,701635.0,2020/07/20 03:59:59+00,BERRT BLVD COIN LAUNDRY,1739 BERRY BLVD,40215.0,2020/08/26 03:59:59+00,7,FIELD
5.0,701719.0,2020/07/18 03:59:59+00,SAM'S CLUB #8111,1401 ALLIANT AVE,40299.0,2020/07/21 03:59:59+00,7,FIELD
1.0,701757.0,2020/07/20 03:59:59+00,TARGET T-2473 STARBUCKS,4174 WESTPORT RD,40207.0,2020/07/21 03:59:59+00,7,FIELD
21.0,695201.0,2020/07/21 03:59:59+00,SUBWAY #382,5338 S 3RD ST,40214.0,2020/07/23 03:59:59+00,7,FIELD
6.0,702204.0,2020/07/24 03:59:59+00,VFW POST 1181,6518 BLEVINS GAP RD,40272.0,2020/07/28 03:59:59+00,7,FIELD
3.0,702248.0,2020/07/24 03:59:59+00,BEARNO'S,10212 TAYLORSVILLE RD,40299.0,2020/07/31 03:59:59+00,7,FIELD
6.0,702295.0,2020/07/27 03:59:59+00,WILDWOOD COUNTRY CLUB KITCHEN,5000 BARDSTOWN RD,40291.0,2020/07/28 03:59:59+00,7,FIELD
15.0,695082.0,2020/07/29 03:59:59+00,BISCUIT BELLY,900 E MAIN ST,40206.0,2020/07/30 03:59:59+00,7,FIELD
20.0,702420.0,2020/07/28 03:59:59+00,ALPHA ENERGY SOLUTIONS,7200 DISTRIBUTION DR,40258.0,2020/09/15 03:59:59+00,7,FIELD
57.0,694829.0,2020/07/29 03:59:59+00,DIAMOND PUB & BILLIARDS,3814 FRANKFORT AVE,40207.0,2020/08/01 03:59:59+00,7,FIELD
7.0,695787.0,2020/03/30 03:59:59+00,COPART AUTO AUCTION,3100 POND STATION ROAD,40272.0,2020/03/31 03:59:59+00,7,FIELD
222.0,695082.0,2020/03/31 03:59:59+00,MIDDLETOWN PEDDLERS MALL,12405 SHELBYVILLE RD,40243.0,2020/04/02 03:59:59+00,7,FIELD
6.0,695464.0,2020/04/02 03:59:59+00,DART LOGISTICS,5401 SHEPERDSVILLE RD,40225.0,2020/04/22 03:59:59+00,7,FIELD
9.0,697771.0,2020/05/15 03:59:59+00,HOME DEPOT,2600 S HURSBOURNE PKY,40220.0,2020/05/15 03:59:59+00,7,FIELD
5.0,696106.0,2020/05/20 03:59:59+00,EMW WOMEN'S SURGICAL CENTER,136 W MARKET ST,40202.0,2020/05/19 03:59:59+00,7,FIELD
3.0,696310.0,2020/05/20 03:59:59+00,FORD,2000 FERN VALLEY RD,40213.0,2020/05/28 03:59:59+00,7,FIELD
333.0,698281.0,2020/05/22 03:59:59+00,WICKS PIZZA,975 BAXTER AVE,40204.0,2020/05/28 03:59:59+00,7,FIELD
15.0,698817.0,2020/06/03 03:59:59+00,PRIMPOLOGY BEAUTY SALON,4931 W PAGES LN,40258.0,2020/06/06 03:59:59+00,7,FIELD
6.0,698829.0,2020/05/21 03:59:59+00,RESIDENCE,5300 OLDSHIRE,40229.0,2020/05/22 03:59:59+00,7,FIELD
26.0,698849.0,2020/05/22 03:59:59+00,RESIDENCE,3670 WHEELER AVE UNIT 101,40219.0,2020/05/27 03:59:59+00,7,FIELD
1.0,699046.0,2020/06/09 03:59:59+00,SCHELLER'S FITNESS & CYCLING,11520 SHELBYVILLE RD,40243.0,2020/06/10 03:59:59+00,7,FIELD
292.0,694957.0,2020/06/11 03:59:59+00,MOE'S SOUTHWEST GRILL,1001 BRECKENRIDGE LN,40207.0,2020/06/12 03:59:59+00,7,FIELD
6.0,699323.0,2020/06/15 03:59:59+00,WENDYS,4259 OUTER LOOP,40219.0,2020/06/23 03:59:59+00,7,FIELD
5.0,699619.0,2020/06/19 03:59:59+00,EL NOPAL,9451 WESTPORT RD,40241.0,2020/06/19 03:59:59+00,7,FIELD
3.0,699944.0,2020/06/25 03:59:59+00,UPS STORE,667 HURSTBOURNE PKWY,40222.0,2020/07/13 03:59:59+00,7,FIELD
2.0,700771.0,2020/07/04 03:59:59+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2020/07/04 03:59:59+00,7,FIELD
3.0,696397.0,2020/07/07 03:59:59+00,CRESCENT HILL CRAFT HOUSE,2636 FRANKFORT AVE,40206.0,2020/07/10 03:59:59+00,7,FIELD
26.0,698405.0,2020/07/10 03:59:59+00,GALT EAST BANQUET KITCHEN,140 N 4TH ST,40203.0,2020/07/13 03:59:59+00,7,FIELD
8.0,695082.0,2020/07/14 03:59:59+00,TACO BELL,4304 OUTER LOOP,40219.0,2020/07/28 03:59:59+00,7,FIELD
7.0,701466.0,2020/07/16 03:59:59+00,CIRCLE K #4703246,4701 S 3RD ST,40214.0,2020/07/23 03:59:59+00,7,FIELD
3.0,701478.0,2020/07/16 03:59:59+00,INDI'S RESTAURANT,5009 S 3RD ST,40214.0,2020/07/22 03:59:59+00,7,FIELD
26.0,695201.0,2020/07/17 03:59:59+00,KROGER L-332,4211 S 3RD ST,40214.0,2020/07/22 03:59:59+00,7,FIELD
300.0,694957.0,2020/07/22 03:59:59+00,GLEN COMMERCIAL SERVICE,4012 BISHOP LANE,40218.0,2020/07/24 03:59:59+00,7,FIELD
26.0,695277.0,2020/07/23 03:59:59+00,WICKS PIZZA,975 BAXTER AVE,40204.0,2020/07/24 03:59:59+00,7,FIELD
128.0,695740.0,2020/07/23 03:59:59+00,BILL COLLINS FORD,4220 BARDSTOWN RD,40218.0,2020/07/24 03:59:59+00,7,FIELD
19.0,693275.0,2020/03/23 03:59:59+00,PASS TIME FISH HOUSE & TAVERN,10801 LOCUST DR,40299.0,2020/03/24 03:59:59+00,7,FIELD
17.0,693415.0,2020/03/23 03:59:59+00,UPS,911 GRADE LANE,40213.0,2020/03/23 03:59:59+00,7,FIELD
2.0,696591.0,2020/03/26 03:59:59+00,VONSUBS,1614 DIXIE HWY,40210.0,2020/04/22 03:59:59+00,7,FIELD
100.0,697045.0,2020/04/01 03:59:59+00,RESIDENT,1900 ELBA DR,40218.0,2020/04/01 03:59:59+00,7,FIELD
5.0,694583.0,2020/04/03 03:59:59+00,BROOKSIDE,841 RIVER DELL DR,40206.0,2020/04/14 03:59:59+00,7,FIELD
1.0,694628.0,2020/04/04 03:59:59+00,WALMART #5418,2020 BASHFORD MANOR LN,40218.0,2020/04/04 03:59:59+00,7,FIELD
8.0,694996.0,2020/04/06 03:59:59+00,KY TRAILER,7201 LOGISTICS DR,40258.0,2020/04/09 03:59:59+00,7,FIELD
6.0,694103.0,2020/04/11 03:59:59+00,TWO VANS ARE SET UP ACROSS FROM,4335 HAZELWOOD AVE,40215.0,2020/04/13 03:59:59+00,7,FIELD
1.0,695583.0,2020/04/14 03:59:59+00,DINO'S II,2601 W BROADWAY,40211.0,2020/04/17 03:59:59+00,7,FIELD
2.0,695728.0,2020/04/16 03:59:59+00,KING SOLOMON MISSIONARY BAPTIST CHURCH,1620 ANDERSON STREET,40210.0,2020/04/17 03:59:59+00,7,FIELD
19.0,695793.0,2020/04/16 03:59:59+00,DOLLAR GENERAL #538,11909 DIXIE HWY,40272.0,2020/04/17 03:59:59+00,7,FIELD
7.0,697157.0,2020/04/17 03:59:59+00,AL WATAN RESTAURANT,3707 KLONDIKE LN,40218.0,2020/04/20 03:59:59+00,7,FIELD
4.0,695969.0,2020/04/17 03:59:59+00,SUPER BEAUTY,4420 DIXIE HIGHWAY,40216.0,2020/04/20 03:59:59+00,7,FIELD
11.0,695975.0,2020/04/20 03:59:59+00,RESIDENT,4723 KITTY HAWK WAY,40207.0,2020/04/21 03:59:59+00,7,FIELD
2.0,696056.0,2020/04/20 03:59:59+00,RESIDENCE,1106 OLEANDA AVE,40215.0,2020/04/21 03:59:59+00,7,FIELD
21.0,696097.0,2020/04/21 03:59:59+00,ACADEMY SPORTS,"4901 OUTER LOOP, UNIT 144",40219.0,2020/04/23 03:59:59+00,7,FIELD
5.0,696209.0,2020/04/22 03:59:59+00,HOME INSTEAD SENIOR CARE (STE 200),4101 TAYLORSVILLE RD,40220.0,2020/04/22 03:59:59+00,7,FIELD
58.0,695019.0,2020/04/22 03:59:59+00,HMI CARDINAL SHOWER ENCLOSURER,4795 SHEPHERDSVILLE RD,40218.0,2020/04/23 03:59:59+00,7,FIELD
21.0,696275.0,2020/04/23 03:59:59+00,BLUE GRASS PAINT AND DECORATING,3564 SPRINGHURST BLVD,40241.0,2020/04/27 03:59:59+00,7,FIELD
17.0,695362.0,2020/04/22 03:59:59+00,AMVETS POST 9,1567 S SHELBY ST,40217.0,2020/04/24 03:59:59+00,7,FIELD
224.0,694502.0,2020/04/24 03:59:59+00,LITTLE CAESARS,5524 NEW CUT RD,40214.0,2020/04/28 03:59:59+00,7,FIELD
9.0,696402.0,2020/04/24 03:59:59+00,MANDRAN HEALTH,4010 DUPONT CIRCLE STE 411,40207.0,2020/04/27 03:59:59+00,7,FIELD
17.0,696457.0,2020/04/24 03:59:59+00,STEAK N SHAKE #708,4913 DIXIE HWY,40216.0,2020/04/25 03:59:59+00,7,FIELD
5.0,696503.0,2020/04/22 03:59:59+00,RESIDENCE INN,3500 SPRINGHURST COMMONS DR,40241.0,2020/04/24 03:59:59+00,7,FIELD
9.0,695525.0,2020/04/28 03:59:59+00,FARMBOY FOODMART,1800 W OAK ST,40210.0,2020/04/29 03:59:59+00,7,FIELD
698.0,697480.0,2020/04/28 03:59:59+00,RALLY'S,4401 CANE RUN RD,40216.0,2020/04/30 03:59:59+00,7,FIELD
21.0,696795.0,2020/04/27 03:59:59+00,APARTMENT,2117 W CHESTNUT ST,40211.0,2020/04/28 03:59:59+00,7,FIELD
700.0,695169.0,2020/04/28 03:59:59+00,RESIDENCE,6944 LEISURE LANE,40229.0,2020/04/29 03:59:59+00,7,FIELD
7.0,699349.0,2020/06/15 03:59:59+00,METRO DINER,4901 OUTER LOOP,40219.0,2020/06/23 03:59:59+00,7,FIELD
2.0,699685.0,2020/06/21 03:59:59+00,SYRIAN GRILL,3325 BARDSTOWN RD STE 103,40218.0,2020/07/01 03:59:59+00,7,FIELD
4.0,699928.0,2020/06/24 03:59:59+00,CAPTAIN D'S #3532,10101 DIXIE HWY,40272.0,2020/06/25 03:59:59+00,7,FIELD
2.0,696394.0,2020/06/27 03:59:59+00,SAVE-A-LOT,4148 TAYLOR BLVD,40215.0,2020/06/30 03:59:59+00,7,FIELD
34.0,694103.0,2020/06/30 03:59:59+00,AUTOZONE AUTO PARTS,6231 PRESTON HWY,40219.0,2020/08/26 03:59:59+00,7,FIELD
9.0,700360.0,2020/06/30 03:59:59+00,BAPTIST HOSPITAL EAST,4919 BROWNSBORO RD UNIT 101,40222.0,2020/07/17 03:59:59+00,7,FIELD
5.0,700433.0,2020/07/01 03:59:59+00,LOWE'S,6651 DIXIE HWY,40258.0,2020/07/14 03:59:59+00,7,FIELD
3.0,696793.0,2020/07/01 03:59:59+00,CRICKET CELL,10974 DIXIE HWY,40272.0,2020/07/27 03:59:59+00,7,FIELD
11.0,700606.0,2020/07/06 03:59:59+00,PLATINUM FOOD MART,1025 W BROADWAY,40203.0,2020/07/07 03:59:59+00,7,FIELD
100.0,694829.0,2020/07/04 03:59:59+00,MAX ORIENT,4801 OUTER LOOP FC7,40219.0,2020/07/04 03:59:59+00,7,FIELD
2.0,700968.0,2020/07/11 03:59:59+00,BLUE DOG BAKERY & CAFE,2868 FRANKFORT AVE,40206.0,2020/07/08 03:59:59+00,7,FIELD
3.0,694163.0,2020/03/30 03:59:59+00,RADIAL,7700 TRADE PORT DR,40258.0,2020/03/31 03:59:59+00,7,FIELD
394.0,696834.0,2020/03/30 03:59:59+00,KOCH FILTER,8401 AIR COMMERCE DR,40219.0,2020/04/03 03:59:59+00,7,FIELD
19.0,694401.0,2020/04/02 03:59:59+00,CAROLINA WESTERN WEAR,5015 PRESTON HWY,40213.0,2020/04/06 03:59:59+00,7,FIELD
17.0,694502.0,2020/04/02 03:59:59+00,UPS,911 GRADE LN,40213.0,2020/04/02 03:59:59+00,7,FIELD
26.0,694790.0,2020/04/07 03:59:59+00,UPS,8100 AIR COMMERCE DR,40219.0,2020/04/13 03:59:59+00,7,FIELD
20.0,695375.0,2020/04/03 03:59:59+00,RESIDENT,5301 ROCK RIDGE DR,40241.0,2020/04/06 03:59:59+00,7,FIELD
7.0,695787.0,2020/04/13 03:59:59+00,UPS,6406 GRADE LANE,40213.0,2020/04/16 03:59:59+00,7,FIELD
27.0,695441.0,2020/04/13 03:59:59+00,FAMILY DOLLAR #26820,4126 TAYLOR BLVD,40215.0,2020/04/25 03:59:59+00,7,FIELD
21.0,696310.0,2020/04/13 03:59:59+00,DOLLAR GENERAL #19110,3808 S 7TH ST,40216.0,2020/04/14 03:59:59+00,7,FIELD
6.0,694607.0,2020/04/15 03:59:59+00,WAREHOUSE,134 E WOODLAWN AVENUE,40214.0,2020/04/24 03:59:59+00,7,FIELD
1.0,694957.0,2020/04/15 03:59:59+00,AREA WIDE PROTECTION (AWP),4333 POPLAR LEVEL ROAD,40213.0,2020/04/17 03:59:59+00,7,FIELD
7.0,695746.0,2020/04/11 03:59:59+00,RESIDENT,235 OTTAWA AVE,40209.0,2020/04/15 03:59:59+00,7,FIELD
11.0,695277.0,2020/04/17 03:59:59+00,SCHRECK'S BAXTER LIQUORS,1535 BAXTER AVE,40205.0,2020/04/18 03:59:59+00,7,FIELD
1.0,693745.0,2020/04/21 03:59:59+00,SMART TECH PRO,2220 HIKES LANE,40218.0,2020/04/23 03:59:59+00,7,FIELD
20.0,696120.0,2020/04/21 03:59:59+00,CIRCLE K,4347 S 3RD ST,40214.0,2020/04/22 03:59:59+00,7,FIELD
5.0,695464.0,2020/04/21 03:59:59+00,PRIVATE RESIDENCE,2308 VILLAGE DR,40205.0,2020/04/22 03:59:59+00,7,FIELD
34.0,694607.0,2020/04/21 03:59:59+00,FAMILY DOLLAR #11491,3907 W MARKET ST,40212.0,2020/04/24 03:59:59+00,7,FIELD
5.0,696239.0,2020/04/20 03:59:59+00,RSIDENT,612 EMILY RD,40205.0,2020/04/21 03:59:59+00,7,FIELD
7.0,696246.0,2020/04/20 03:59:59+00,RESIDENT PARK PLACE APARTMENTS,7500 CRANFILL WAY,40214.0,2020/04/22 03:59:59+00,7,FIELD
5.0,696286.0,2020/04/23 03:59:59+00,BROAD RUN PARK,11551 BARDSTOWN RD,40291.0,2020/04/24 03:59:59+00,7,FIELD
292.0,693745.0,2020/04/23 03:59:59+00,AUDUBON COUNTRY CLUB,3265 ROBIN RD,40213.0,2020/04/25 03:59:59+00,7,FIELD
6.0,696312.0,2020/04/23 03:59:59+00,AUDUBON COUNTRY CLUB,3265 ROBIN RD,40213.0,2020/04/28 03:59:59+00,7,FIELD
21.0,697480.0,2020/04/21 03:59:59+00,UPS,8100 AIR COMMERCE DR,40219.0,2020/04/29 03:59:59+00,7,FIELD
7.0,696397.0,2020/04/24 03:59:59+00,PLS CHECK CASHING STORE,4724 DIXIE HWY,40216.0,2020/04/20 03:59:59+00,7,FIELD
323.0,695385.0,2020/04/24 03:59:59+00,KFC,10103 DIXIE HWY,40272.0,2020/04/25 03:59:59+00,7,FIELD
4.0,694502.0,2020/04/22 03:59:59+00,RESIDENCE,802 SAMOA WAY,40207.0,2020/04/24 03:59:59+00,7,FIELD
227.0,695169.0,2020/04/28 03:59:59+00,LANHAM HARDWOOD,4121 BISHOP LN,40218.0,2020/04/29 03:59:59+00,7,FIELD
5.0,696258.0,2020/05/04 03:59:59+00,WICKS PIZZA,975 BAXTER AVE,40204.0,2020/05/05 03:59:59+00,7,FIELD
1.0,697094.0,2020/05/04 03:59:59+00,JEWISH HOSPITAL MAIN KITCHEN,200 ABRAHAM FLEXNER WAY,40202.0,2020/05/05 03:59:59+00,7,FIELD
9.0,697197.0,2020/05/06 03:59:59+00,DR. AMINS,1505 S 7TH ST,40208.0,2020/05/08 03:59:59+00,7,FIELD
2.0,695385.0,2020/05/04 03:59:59+00,RESIDENCE,3424 BRYAN WAY,40220.0,2020/05/06 03:59:59+00,7,FIELD
9.0,697227.0,2020/05/06 03:59:59+00,CONSTRUCTION WORKERS,4000 TAYLORSVILLE ROAD,40220.0,2020/05/11 03:59:59+00,7,FIELD
4.0,697316.0,2020/05/07 03:59:59+00,HAPPY'S FOOD MART,1397 S 2ND ST,40208.0,2020/05/08 03:59:59+00,7,FIELD
7.0,697342.0,2020/05/08 03:59:59+00,CHARTER COMMUNICATIONS/SPECTRUM,10200 LINN STATION RD,40223.0,2020/05/08 03:59:59+00,7,FIELD
4.0,697460.0,2020/05/12 03:59:59+00,CSL PLASMA,1407 W JEFFERSON ST,40203.0,2020/05/12 03:59:59+00,7,FIELD
34.0,695169.0,2020/05/14 03:59:59+00,KELLOGG'S SNACKS,2287 RALPH AVE,40216.0,2020/05/19 03:59:59+00,7,FIELD
20.0,695201.0,2020/05/15 03:59:59+00,KOCH FILTER CORP,8401 AIR COMMERCE DR,40219.0,2020/05/18 03:59:59+00,7,FIELD
15.0,697807.0,2020/05/15 03:59:59+00,KELVIN CORP,1103 OUTER LOOP,40219.0,2020/05/19 03:59:59+00,7,FIELD
1.0,697994.0,2020/05/19 03:59:59+00,MCDONALD'S,5001 S 3RD ST,40214.0,2020/05/22 03:59:59+00,7,FIELD
698.0,698079.0,2020/04/08 03:59:59+00,UNKNOWN,1321 PIGEON PASS ROAD,40213.0,2020/04/10 03:59:59+00,7,FIELD
9.0,695886.0,2020/04/17 03:59:59+00,UPS,6406 GRADE LN,40213.0,2020/04/20 03:59:59+00,7,FIELD
72.0,693745.0,2020/04/17 03:59:59+00,LAKE FOREST COUNTRY CLUB,14000 LANDMARK DR,40245.0,2020/04/21 03:59:59+00,7,FIELD
21.0,695948.0,2020/04/17 03:59:59+00,BROWN FOREMAN COOPERATE,402 MACLEAN AVENUE,40209.0,2020/04/28 03:59:59+00,7,FIELD
8.0,696061.0,2020/04/20 03:59:59+00,JIM DANDY BEAUTY & HAIR,4838 POPLAR LEVEL RD,40213.0,2020/04/22 03:59:59+00,7,FIELD
4.0,696137.0,2020/04/21 03:59:59+00,FALCON FULLFILLMENT,2100 WATTERSON TRAIL,40299.0,2020/04/22 03:59:59+00,7,FIELD
226.0,694505.0,2020/04/22 03:59:59+00,GREENLEA EMERSON,4601 E INDIAN TRL,40213.0,2020/04/24 03:59:59+00,7,FIELD
83.0,694502.0,2020/04/22 03:59:59+00,INTERSECTION OF DRY RIDGE AND ROUTT ROAD,8120 ROUTT ROAD,40299.0,2020/04/24 03:59:59+00,7,FIELD
11.0,696289.0,2020/04/22 03:59:59+00,ALDI #39,4305 BARDSTOWN RD,40218.0,2020/04/25 03:59:59+00,7,FIELD
5.0,696362.0,2020/04/24 03:59:59+00,PARTY MART,4808 BROWNSBORO RD,40207.0,2020/04/24 03:59:59+00,7,FIELD
201.0,695544.0,2020/04/28 03:59:59+00,PATEL BROTHERS INTERNATIONAL GROCERY,1830 S HURSTBOURNE PKWY,40220.0,2020/04/29 03:59:59+00,7,FIELD
9.0,696925.0,2020/05/01 03:59:59+00,LITTLE CAESARS,3121 S 2ND ST,40208.0,2020/05/05 03:59:59+00,7,FIELD
5.0,697199.0,2020/05/06 03:59:59+00,OXMOOR TOYOTA,8003 SHELBYVILLE RD,40222.0,2020/05/14 03:59:59+00,7,FIELD
34.0,697257.0,2020/05/05 03:59:59+00,SPEEDWAY #9712,4547 TAYLORSVILLE RD,40220.0,2020/05/08 03:59:59+00,7,FIELD
11.0,697302.0,2020/05/07 03:59:59+00,DERBY CITY APPLIANCE,3020 HUNSINGER LANE,40220.0,2020/05/08 03:59:59+00,7,FIELD
5.0,697320.0,2020/05/07 03:59:59+00,DOMINO'S PIZZA #1422,3951 TAYLORSVILLE RD,40220.0,2020/05/08 03:59:59+00,7,FIELD
6.0,695019.0,2020/05/08 03:59:59+00,UPS,6407 BARDSTOWN RD,40291.0,2020/05/15 03:59:59+00,7,FIELD
224.0,700737.0,2020/05/14 03:59:59+00,ROOSTERS,7405 PRESTON HWY,40219.0,2020/05/15 03:59:59+00,7,FIELD
5.0,697728.0,2020/05/14 03:59:59+00,DOLLAR TREE,5713 PRESTON HWY,40219.0,2020/05/15 03:59:59+00,7,FIELD
3.0,697780.0,2020/05/14 03:59:59+00,PENN STATION,4000 DIXIE HWY,40216.0,2020/05/15 03:59:59+00,7,FIELD
34.0,697810.0,2020/05/15 03:59:59+00,GOOD SHEPHERDD LUTHER CHURCH,9718 DIXIE HWY,40272.0,2020/05/19 03:59:59+00,7,FIELD
72.0,694607.0,2020/05/15 03:59:59+00,BARRELL OF FUN ICE CREAM,9421 SMYRNA PKWY,40229.0,2020/05/19 03:59:59+00,7,FIELD
93.0,695544.0,2020/05/20 03:59:59+00,TOTAL WINE & MORE,5067 SHELBYVILLE RD,40207.0,2020/05/20 03:59:59+00,7,FIELD
3.0,698099.0,2020/05/20 03:59:59+00,WALMART #5417,175 OUTER LOOP,40214.0,2020/05/22 03:59:59+00,7,FIELD
8.0,698108.0,2020/05/21 03:59:59+00,GOODWILL,12616 TAYLORSVILLE RD,40299.0,2020/05/21 03:59:59+00,7,FIELD
3.0,698546.0,2020/05/28 03:59:59+00,PASS TIME FISH HOUSE & TAVERN,10801 LOCUST DR,40299.0,2020/06/01 03:59:59+00,7,FIELD
27.0,699322.0,2020/06/15 03:59:59+00,HIDEOUT PIZZARIA,5620 BARRET LN,40272.0,2020/06/16 03:59:59+00,7,FIELD
27.0,699752.0,2020/06/23 03:59:59+00,HARD LIFE TATTOO,962 BAXTER AVE,40204.0,2020/06/23 03:59:59+00,7,FIELD
3.0,700193.0,2020/06/29 03:59:59+00,J&P COMOTO LLC,501 INDUSTRY RD,40208.0,2020/07/01 03:59:59+00,7,FIELD
321.0,695907.0,2020/06/27 03:59:59+00,HD RUBBIES,6905 SOUTHSIDE DR,40214.0,2020/07/01 03:59:59+00,7,FIELD
3.0,700356.0,2020/06/30 03:59:59+00,LIMESTONE BAY CLUB,5801 RIVER RD,40059.0,2020/06/30 03:59:59+00,7,FIELD
3.0,700587.0,2020/07/06 03:59:59+00,CHARITY HALL BINGO,5001 STEPHEN DR,40258.0,2020/07/30 03:59:59+00,7,FIELD
300.0,698346.0,2020/07/04 03:59:59+00,JOE'S OLDER THAN DIRT,8131 NEW LAGRANGE RD,40222.0,2020/07/04 03:59:59+00,7,FIELD
83.0,695525.0,2020/07/07 03:59:59+00,THORNTONS #24,3726 TAYLORSVILLE RD,40220.0,2020/07/13 03:59:59+00,7,FIELD
