facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
695,SWIMMING AREA,191.0,SWIMMING POOL,89966.0,YMCA NORTON COMMONS,11000 BROWNSBORO RD,PROSPECT,KY,40059,21,2013/01/17 00:00:00,336.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64148.0,DEER CREEK PATIO HOMES,4101 LANDHERR DR,LOUISVILLE,KY,40299,22,2000/06/05 00:00:00,337.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64173.0,COOPER FARMS,10500 LEVEN BLVD.,LOUISVILLE,KY,40229,27,2005/07/22 00:00:00,338.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64195.0,HAMPTON INN,4100 HAMPTON LAKE WAY,LOUISVILLE,KY,40241,21,2005/08/08 00:00:00,339.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64209.0,COPPERSHIRE CONDOMINIUMS,646 BIRCHWOOD AVE,LOUISVILLE,KY,40206,26,2005/05/27 00:00:00,340.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64213.0,BROOKRIDGE VILLAGE,9510 RIDGESIDE DR,LOUISVILLE,KY,40291,22,2005/07/18 00:00:00,341.0
695,SWIMMING AREA,203.0,SWIMMING / DIVING POOL,64231.0,WOODMONT,4120 WOODMONT PARK LN,LOUISVILLE,KY,40245,25,2003/09/23 00:00:00,342.0
695,SWIMMING AREA,199.0,WADING POOL,64232.0,WOODMONT,4120 WOODMONT PARK LN,LOUISVILLE,KY,40245,25,2003/09/29 00:00:00,343.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64284.0,RESIDENCE INN - LOUISVILLE AIRPORT,700 PHILLIPS LN,LOUISVILLE,KY,40209,28,2005/07/19 00:00:00,344.0
695,SWIMMING AREA,199.0,SWIMMING POOL,64288.0,JEFFERSON TRACE HOA INC,11330 JEFFERSON TRACE BLVD,LOUISVILLE,KY,40291,22,2005/07/18 00:00:00,345.0
695,SWIMMING AREA,191.0,SWIMMING POL,64340.0,RESERVE AT GLENMARY ATTN: JIM BRYAN,10719 PROVIDENCE DR,LOUISVILLE,KY,40291,22,2005/08/18 00:00:00,346.0
695,SWIMMING AREA,204.0,SPA,64504.0,HOLIDAY INN EXPRESS,1520 ALLIANT AVE,LOUISVILLE,KY,40299,22,2000/07/25 00:00:00,347.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64505.0,HOLIDAY INN EXPRESS,1520 ALLIANT AVE,LOUISVILLE,KY,40299,22,2000/07/25 00:00:00,348.0
695,SWIMMING AREA,199.0,WADING POOL,64575.0,HURSTBOURNE COUNTRY CLUB,9000 HURSTBOURNE CLUB LN,LOUISVILLE,KY,40222,29,2005/05/27 00:00:00,349.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64696.0,VILLAGES OF PARK DUVALLE II,1804 RUSSELL LEE DRIVE,LOUISVILLE,KY,40211,24,2000/09/07 00:00:00,350.0
695,SWIMMING AREA,191.0,SWIMMIN GPOOL,64893.0,BAPTIST MILESTONE THERAPY,750 CYPRESS STATION DR,LOUISVILLE,KY,40207,26,2000/10/18 00:00:00,351.0
695,SWIMMING AREA,252.0,SPA,64902.0,BAPTIST MILESTONE SPA,750 CYPRESS STATION DR,LOUISVILLE,KY,40207,26,2000/10/18 00:00:00,352.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64951.0,BAPTIST MILESTONE LAP,750 CYPRESS STATION DR,LOUISVILLE,KY,40207,26,2000/10/29 00:00:00,353.0
695,SWIMMING AREA,191.0,SWIMMING POOL,65165.0,INDIAN FALLS,9420 RIVER TRAIL DR,LOUISVILLE,KY,40229,27,2000/12/07 00:00:00,354.0
695,SWIMMING AREA,199.0,WADING POOL,65166.0,INDIAN FALLS,9420 RIVER TRAIL DR,LOUISVILLE,KY,40229,27,2000/12/07 00:00:00,355.0
695,SWIMMING AREA,191.0,SWIMMING POOL,65220.0,RESIDENCE INN,3500 SPRINGHURST COMMONS DR,LOUISVILLE,KY,40241,21,2007/09/20 00:00:00,356.0
695,SWIMMING AREA,191.0,SWIMMING POOL,66007.0,COBBLESTONE CONDOMINIUMS,10001 GLASGOW BLVD,LOUISVILLE,KY,40241,21,2001/05/23 00:00:00,357.0
695,SWIMMING AREA,191.0,SWIMMING OPOL,66008.0,TERRACES AT FOREST SPRINGS,3501 TERRACE SPRING DR,LOUISVILLE,KY,40245,25,2001/05/23 00:00:00,358.0
695,SWIMMING AREA,191.0,SWIMMING POOL,66022.0,HUNTER'S RUN APARTMENTS,5629 FOX HORN CIRCLE,LOUISVILLE,KY,40216,23,2001/05/30 00:00:00,359.0
695,SWIMMING AREA,191.0,SWIMMING POOL,66059.0,COUNTRY INN & SUITES,1241 KENTUCKY MILLS DR,LOUISVILLE,KY,40299,22,2001/04/17 00:00:00,360.0
695,SWIMMING AREA,191.0,SWIMMING POOL,66118.0,DRURY INN & SUITES,9501 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,2001/06/27 00:00:00,361.0
695,SWIMMING AREA,242.0,SPA,66119.0,DRURY INN & SUITES,9501 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,2005/12/08 00:00:00,362.0
695,SWIMMING AREA,191.0,SWIMMING POOL,66132.0,RENAISSANCE AT ST. ANDREWS,3311 RENWOOD BLVD,LOUISVILLE,KY,40214,23,2005/08/05 00:00:00,363.0
695,SWIMMING AREA,191.0,SWIMMING POOL,66478.0,COURTYARD BY MARRIOTT,819 PHILLIPS LN,LOUISVILLE,KY,40209,27,2001/08/24 00:00:00,364.0
695,SWIMMING AREA,191.0,SWIMMING POOL,66533.0,SPRINGHILL SUITES,10101 FOREST GREEN BLVD,LOUISVILLE,KY,40223,25,2001/08/31 00:00:00,365.0
695,SWIMMING AREA,263.0,SWIMMING / DIVING POOL,66874.0,COPPERFIELD NEIGHBORHOOD ASSOC,406 WICKFIELD DR,LOUISVILLE,KY,40245,25,2001/11/07 00:00:00,366.0
695,SWIMMING AREA,199.0,WADING POOL,66875.0,COPPERFIELD NEIGHBORHOOD ASSOC,406 WICKFIELD DR,LOUISVILLE,KY,40245,25,2001/11/07 00:00:00,367.0
695,SWIMMING AREA,191.0,SWIMMING POOL,66973.0,ALL ABOUT KIDS,2531 BLANKENBAKER PKWY,LOUISVILLE,KY,40299,22,2001/11/28 00:00:00,368.0
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,67054.0,LANDIS LAKES,14600 LANDIS LAKES DR,LOUISVILLE,KY,40245,25,2002/01/31 00:00:00,369.0
695,SWIMMING AREA,191.0,SWIMMING POOL,67213.0,EAST LOUISVILLE EMBASSY SUITES,9940 CORPORATE CAMPUS DR,LOUISVILLE,KY,40245,25,2002/01/31 00:00:00,370.0
695,SWIMMING AREA,191.0,SWIMMING POOL,67919.0,CROWNE AT SUMMIT APARTMENTS,4301 CROWNE SPRINGS DR,LOUISVILLE,KY,40241,21,2002/06/12 00:00:00,371.0
695,SWIMMING AREA,191.0,SWIMMING POOL,67920.0,HURSTBOURNE SPRINGS CONDOS,3310 HURSTBOURNE SPRINGS DR,LOUISVILLE,KY,40220,29,2002/06/11 00:00:00,372.0
695,SWIMMING AREA,191.0,SWIMMING POOL,68338.0,RIVER POINTE POOL,6300 RIVER POINTE DR,LOUISVILLE,KY,40258,23,2002/08/23 00:00:00,373.0
695,SWIMMING AREA,191.0,SWIMMING POOL,69692.0,TROON AT LANDIS LAKES,14433 TROON DR,LOUISVILLE,KY,40245,25,2003/06/27 00:00:00,374.0
695,SWIMMING AREA,191.0,SWIMMIhNG POOL,69695.0,ASBURY PARK,4600 HARBOLD CT,LOUISVILLE,KY,40241,21,2003/11/20 00:00:00,375.0
695,SWIMMING AREA,191.0,SWIMMING POOL,69696.0,FOUR POINTS BY SHERATON,2850 CRITTENDEN DR,LOUISVILLE,KY,40209,23,2003/09/15 00:00:00,376.0
695,SWIMMING AREA,191.0,SWIMMING POOL,69896.0,SUMMIT PLACE APARTMENTS,5201 EAGLES PEAK WAY,LOUISVILLE,KY,40241,21,2004/04/27 00:00:00,377.0
695,SWIMMING AREA,199.0,WADING POOL,70122.0,LAKE FOREST- PALMER POOL,2110 ARNOLD PALMER BLVD,LOUISVILLE,KY,40245,25,2003/07/23 00:00:00,378.0
