questionnaire_title,species,aphia_id,date_type,abundance_sacforn,end_date,sample_comment,survey_key,projection,start_date
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,O,1978-06-07,"Substratum was a gradual slope with bedrock outcrops, deeply ripples sand and pebbles. The sediment was mobile and bare. The bedrock had plenty of foliaceous algae, but the fauna only started to appear at -4m. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-07
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,F,1978-06-13,A Laminaria hyperborea park on scattered boulders and bedrock outcrops amongst sand covered by silt. There was no evidence of scour and a great variety of foliose algae was present. The sediment was colonised by infauna. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-13
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,O,1978-06-10,"Bedrock, boulders and pebbles with sand, gravel and some silt. The rocks were covered in a mixture of red foliaceous algae and bryozoans. Laminaria hyperborea did not extend beyond -3m. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-10
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,O,1978-06-11,"Steep rock with about 50% cover of very small foliaceous algae down to -3.5m. Below this depth the rocks were affected by sand/gravel scour and Balanus crenatus was dominant here. Farther out from the shore there were some smaller rock outcrops with 50% cover of encrusting algae and barnacles, and also patches of slate and stones with encrusting bryozoa. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-11
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,F,1978-06-08,"This area was tide-swept but with much mud covering the rocks. There were very few and small algae. The huge bouders forming rock slabs were characterised by Polymastia boletiformis and axinellid sponges with scattered Nemertesia antenina. Farther offshore, Flustra foliacea and Polymastia mamillaris were numerous. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-08
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,F,1978-06-06,"Several zones were included but not defined in this dive. There was very little kelp and sparse red foliaceous algae. Extensive overhangs in shallow water were characterised by Polyclinidae, Crisiidae and Bugula spp. The rock slabs in -4m had numerous Polymastia boletiformis, axinellid sponges and Nemertesia spp. whilst offshore there was a band of Ophiothrix fragilis. Quite a silty area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,F,1978-06-06,"A quiet silty habitat with numerous axinellid sponges on the rocks and good sediment fauna. There was sparse growth of a range of foliaceous algae, with Polyneura laciniata the predominant species. The sediment had many Goneplax rhomboides holes and protruding bivalve siphons. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,F,1978-06-16,The overhangs had typical fauna with an undergrowth of Crisiidae and Bugula spp with large patches of Clavelina lepadiformis. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-16
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,R,1978-06-16,A plain of stones generally 10 - 20 cm across with frequent outcrops of rock. The stones were probably mobile during storms and largely covered by Balanus crenatus. The outcrops were characterised by Nemertesia antennina with Tubularia indivisa and bryozoa. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-16
1978-1979 SWBSS North Devon Study,Caryophyllia (Caryophyllia) smithii,135144.0,D,O,1978-06-08,There were areas of broken rock and large boulders which were dominated by Flustra foliacea and large patches of an unidentified tunicate (probably Dendrodoa grossularia). Urticina felina was common adjacent to sediment. Farther north there was a stone plain of small boulders with sand between where the fauna was similar to that of the rocks but sparser. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-08
1978-1979 SWBSS North Devon Study,Necora puber,107398.0,D,C,1978-06-12,"An area of bedrock outcrops with very steep gullies partially filled by clean sand. The bedrock was in vertical layers and there were many small cracks and crevices where crustaceans were hiding. Most of the rock was covered by Mytilus edulis, and algae grew on the upper surfaces between the mussels, but was very sparse. Bryozoans and sponges formed the main cover on the vertical faces with Alcyonium digitatum becoming more common at the maximum depth reached. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-12
1978-1979 SWBSS North Devon Study,Necora puber,107398.0,D,R,1978-06-07,"Substratum was a gradual slope with bedrock outcrops, deeply ripples sand and pebbles. The sediment was mobile and bare. The bedrock had plenty of foliaceous algae, but the fauna only started to appear at -4m. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-07
1978-1979 SWBSS North Devon Study,Necora puber,107398.0,D,O,1978-06-13,A Laminaria hyperborea park on scattered boulders and bedrock outcrops amongst sand covered by silt. There was no evidence of scour and a great variety of foliose algae was present. The sediment was colonised by infauna. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-13
1978-1979 SWBSS North Devon Study,Necora puber,107398.0,D,O,1979-07-18,"The substratum was predominantly shell gravel/sand, and some bedrock ridges about 2 metres high were encountered. In other areas, there were occasional small boulders where animal populations were clustered, whilst at -6m the low lying bedrock was quite bare and silty with Balanus crenatus. This area was probably scoured. Animal populations on the boulders and bedrock were generally similar. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1979-07-18
1978-1979 SWBSS North Devon Study,Necora puber,107398.0,D,R,1979-07-18,"Nearshore there were boulders with some mud between them. Lower down were one or two lumps of bedrock. The biota was a general mixture of plants and animals, although no kelp forest was present. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1979-07-18
1978-1979 SWBSS North Devon Study,Necora puber,107398.0,D,R,1978-06-08,"A cliff of approximately 2 metres high, where Plocamium cartilagineum and Corallina sp were the most common algae. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-08
1978-1979 SWBSS North Devon Study,Necora puber,107398.0,D,O,1978-06-06,"Several zones were included but not defined in this dive. There was very little kelp and sparse red foliaceous algae. Extensive overhangs in shallow water were characterised by Polyclinidae, Crisiidae and Bugula spp. The rock slabs in -4m had numerous Polymastia boletiformis, axinellid sponges and Nemertesia spp. whilst offshore there was a band of Ophiothrix fragilis. Quite a silty area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Necora puber,107398.0,D,R,1978-06-06,"A quiet silty habitat with numerous axinellid sponges on the rocks and good sediment fauna. There was sparse growth of a range of foliaceous algae, with Polyneura laciniata the predominant species. The sediment had many Goneplax rhomboides holes and protruding bivalve siphons. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Necora puber,107398.0,D,R,1978-06-05,"Areas of low lying bedrock reef, small boulders and pebbles/gravel. The rock was characterised by Flustra foliacea whilst Urticina felina and Sertularia argentea were common in areas of pebbles. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-05
1978-1979 SWBSS North Devon Study,Necora puber,107398.0,D,R,1978-06-16,The overhangs had typical fauna with an undergrowth of Crisiidae and Bugula spp with large patches of Clavelina lepadiformis. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-16
1978-1979 SWBSS North Devon Study,Necora puber,107398.0,D,O,1978-06-12,An unbroken slope of low bedrock reefs mixed with sand. Mytilus edulis was so dominant that few other species were able to compete. There was evidence of scour in some small areas. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-12
1978-1979 SWBSS North Devon Study,Necora puber,107398.0,D,O,1978-06-12,"Ascidiacea has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising. Substratum of quite large bedrock outcrops with some overhanging surfaces, interspersed with areas of clean sand. Some scour was recorded. A variety of animal species was present. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-12
1978-1979 SWBSS North Devon Study,Necora puber,107398.0,D,R,1978-06-06,"Bryozoa has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising. Algae on this steep bedrock was limited to a very narrow vertical band dominated by Plocamium cartilagineum amidst very large Laminaria hyperborea with many epiphytes. The overhangs had a cover of dead stalks with flocculent mud, scattered hydrozoa and bryozoa, Caryophyllia smithii and sponges. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Necora puber,107398.0,D,R,1978-06-13,"The bedrock area in shallow water was dominated on the upward inclined surfaces bu Flustra foliacea with some Tubularia indivisa and Halichondria panicea. Vertical surfaces had large numbers of barnacles. The large and small boulders forming the scree away from the bedrock were characterised by encrusting sponges, and Pentapora foliacea and Echinus esculentus were numerous compared to other survey areas. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-13
1978-1979 SWBSS North Devon Study,Ulva,144296.0,D,C,1979-07-18,"Boulders in shallow water with cobbles amongst them. There was a kelp forest and mussel beds beneath. Only three species of stipe epiphytes were recorded although they were all dense. They were Palmaria palmata, Membranoptera alata and Phycodrys rubens. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1979-07-18
1978-1979 SWBSS North Devon Study,Ulva,144296.0,D,R,1978-06-13,Dense Laminaria spp with large fronds with many undergrowth species. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-13
1978-1979 SWBSS North Devon Study,Ulva,144296.0,D,R,1978-06-16,"A kelp park with no very large specimens. The epiphytes were typical but all fairly small, whilst red foliaceous algae formed about 70% cover on the rocks below. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-16
1978-1979 SWBSS North Devon Study,Ulva,144296.0,D,O,1978-06-06,A typical Lithothamnion dominated zone with many young Laminaria digitata. Chondrus crispus formed about 50% cover in open areas. There were no common characteristic animal species. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Pterothamnion plumula,144683.0,D,R,1978-06-13,Broken silty bedrock with Laminaria hyperborea on the upper surfaces and lots of large undergrowth species. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-13
1978-1979 SWBSS North Devon Study,Amphilectus fucorum,150225.0,D,O,1978-06-07,"Close to the shore was a steep, kelp covered cliff to about -3m with caves at the base. Typical sublittoral fringe species were present at .5m. There was a wide variety of algal understorey and also kelp epiphyte species, and some of the rocks were virtually covered by young Calliblepharis ciliata plants. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-07
1978-1979 SWBSS North Devon Study,Amphilectus fucorum,150225.0,D,O,1978-06-11,"Steep rock with about 50% cover of very small foliaceous algae down to -3.5m. Below this depth the rocks were affected by sand/gravel scour and Balanus crenatus was dominant here. Farther out from the shore there were some smaller rock outcrops with 50% cover of encrusting algae and barnacles, and also patches of slate and stones with encrusting bryozoa. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-11
1978-1979 SWBSS North Devon Study,Amphilectus fucorum,150225.0,D,O,1978-06-11,A bedrock substratum with gentle and steep slopes. There was a forest of Laminaria hyperborea and Laminaria digitata with a wide variety of undergrowth species on Lithothamnion. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-11
1978-1979 SWBSS North Devon Study,Amphilectus fucorum,150225.0,D,O,1978-06-06,"Several zones were included but not defined in this dive. There was very little kelp and sparse red foliaceous algae. Extensive overhangs in shallow water were characterised by Polyclinidae, Crisiidae and Bugula spp. The rock slabs in -4m had numerous Polymastia boletiformis, axinellid sponges and Nemertesia spp. whilst offshore there was a band of Ophiothrix fragilis. Quite a silty area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Amphilectus fucorum,150225.0,D,O,1978-06-16,"A tideswept infralittoral of very broken rock with pinnacles, overhangs and gullies. The sublittoral fringe had large patches of Mytilus edulis and Alaria esculenta. There were kelp plants down to -1.5m and much Corallina in the undergrowth but the rocks were animal dominated on the whole and included a typically tideswept fauna. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-16
1978-1979 SWBSS North Devon Study,Amphilectus fucorum,150225.0,D,O,1978-06-11,An area of mixed substrata. Ophiothrix fragilis were present offshore. Flustra foliacea was characteristic of the tops of the bedrock outcrops. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-11
1978-1979 SWBSS North Devon Study,Amphilectus fucorum,150225.0,D,O,1978-06-06,"A vertical wall with narrow ledges, where Laminaria hyperborea could not grow. There was a thick cover of foliaceous red algae, mainly Polyneura laciniata, Plocamium cartilagineum and ?Schottera nicaeensis. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Amphilectus fucorum,150225.0,D,R,1978-06-05,"Areas of low lying bedrock reef, small boulders and pebbles/gravel. The rock was characterised by Flustra foliacea whilst Urticina felina and Sertularia argentea were common in areas of pebbles. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-05
1978-1979 SWBSS North Devon Study,Amphilectus fucorum,150225.0,D,R,1978-06-06,A typical Lithothamnion dominated zone with many young Laminaria digitata. Chondrus crispus formed about 50% cover in open areas. There were no common characteristic animal species. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Amphilectus fucorum,150225.0,D,O,1978-06-13,"The bedrock area in shallow water was dominated on the upward inclined surfaces bu Flustra foliacea with some Tubularia indivisa and Halichondria panicea. Vertical surfaces had large numbers of barnacles. The large and small boulders forming the scree away from the bedrock were characterised by encrusting sponges, and Pentapora foliacea and Echinus esculentus were numerous compared to other survey areas. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-13
1978-1979 SWBSS North Devon Study,Alaria esculenta,145716.0,D,F,1978-06-16,"A tideswept infralittoral of very broken rock with pinnacles, overhangs and gullies. The sublittoral fringe had large patches of Mytilus edulis and Alaria esculenta. There were kelp plants down to -1.5m and much Corallina in the undergrowth but the rocks were animal dominated on the whole and included a typically tideswept fauna. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-16
1978-1979 SWBSS North Devon Study,Corymorpha nutans,117452.0,D,R,1978-06-16,A muddy sand seabed with scattered cobbles. The cobbles nearshore had a limited fauna. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-16
1978-1979 SWBSS North Devon Study,Cucumariidae,123187.0,D,R,1978-06-10,"Bedrock, boulders and pebbles with sand, gravel and some silt. The rocks were covered in a mixture of red foliaceous algae and bryozoans. Laminaria hyperborea did not extend beyond -3m. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-10
1978-1979 SWBSS North Devon Study,Cucumariidae,123187.0,D,O,1978-06-11,"Steep rock with about 50% cover of very small foliaceous algae down to -3.5m. Below this depth the rocks were affected by sand/gravel scour and Balanus crenatus was dominant here. Farther out from the shore there were some smaller rock outcrops with 50% cover of encrusting algae and barnacles, and also patches of slate and stones with encrusting bryozoa. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-11
1978-1979 SWBSS North Devon Study,Cucumariidae,123187.0,D,R,1978-06-08,"This area was tide-swept but with much mud covering the rocks. There were very few and small algae. The huge bouders forming rock slabs were characterised by Polymastia boletiformis and axinellid sponges with scattered Nemertesia antenina. Farther offshore, Flustra foliacea and Polymastia mamillaris were numerous. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-08
1978-1979 SWBSS North Devon Study,Cucumariidae,123187.0,D,O,1978-06-06,"Several zones were included but not defined in this dive. There was very little kelp and sparse red foliaceous algae. Extensive overhangs in shallow water were characterised by Polyclinidae, Crisiidae and Bugula spp. The rock slabs in -4m had numerous Polymastia boletiformis, axinellid sponges and Nemertesia spp. whilst offshore there was a band of Ophiothrix fragilis. Quite a silty area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Cucumariidae,123187.0,D,R,1978-06-06,"Bryozoa has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising. Algae on this steep bedrock was limited to a very narrow vertical band dominated by Plocamium cartilagineum amidst very large Laminaria hyperborea with many epiphytes. The overhangs had a cover of dead stalks with flocculent mud, scattered hydrozoa and bryozoa, Caryophyllia smithii and sponges. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Cucumariidae,123187.0,D,R,1978-06-13,"The bedrock area in shallow water was dominated on the upward inclined surfaces bu Flustra foliacea with some Tubularia indivisa and Halichondria panicea. Vertical surfaces had large numbers of barnacles. The large and small boulders forming the scree away from the bedrock were characterised by encrusting sponges, and Pentapora foliacea and Echinus esculentus were numerous compared to other survey areas. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-13
1978-1979 SWBSS North Devon Study,Laminaria digitata,145724.0,D,F,1978-06-07,"Close to the shore was a steep, kelp covered cliff to about -3m with caves at the base. Typical sublittoral fringe species were present at .5m. There was a wide variety of algal understorey and also kelp epiphyte species, and some of the rocks were virtually covered by young Calliblepharis ciliata plants. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-07
1978-1979 SWBSS North Devon Study,Laminaria digitata,145724.0,D,A,1978-06-13,Dense Laminaria spp with large fronds with many undergrowth species. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-13
1978-1979 SWBSS North Devon Study,Laminaria digitata,145724.0,D,F,1978-06-11,A bedrock substratum with gentle and steep slopes. There was a forest of Laminaria hyperborea and Laminaria digitata with a wide variety of undergrowth species on Lithothamnion. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-11
1978-1979 SWBSS North Devon Study,Laminaria digitata,145724.0,D,F,1978-06-11,The bedrock was uneven as the rock strata vere vertical. There was a good algal understorey in the kelp forest but animal species present were not in evidence. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1978-06-11
1978-1979 SWBSS North Devon Study,Laminaria digitata,145724.0,D,F,1979-07-18,Large boulders of up to 1 metre across with Mytilus edulis forming 100% cover in places. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,JNCCMNCR10000077,WGS84,1979-07-18
1978-1979 SWBSS North Devon Study,Laminaria digitata,145724.0,D,O,1979-07-18,"Nearshore there were boulders with some mud between them. Lower down were one or two lumps of bedrock. The biota was a general mixture of plants and animals, although no kelp forest was present. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1979-07-18
1978-1979 SWBSS North Devon Study,Laminaria digitata,145724.0,D,O,1978-06-08,"A cliff of approximately 2 metres high, where Plocamium cartilagineum and Corallina sp were the most common algae. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-08
1978-1979 SWBSS North Devon Study,Filograna implexa,130989.0,D,R,1978-06-06,"Several zones were included but not defined in this dive. There was very little kelp and sparse red foliaceous algae. Extensive overhangs in shallow water were characterised by Polyclinidae, Crisiidae and Bugula spp. The rock slabs in -4m had numerous Polymastia boletiformis, axinellid sponges and Nemertesia spp. whilst offshore there was a band of Ophiothrix fragilis. Quite a silty area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-06
1978-1979 SWBSS North Devon Study,Cancer pagurus,107276.0,D,O,1978-06-12,"An area of bedrock outcrops with very steep gullies partially filled by clean sand. The bedrock was in vertical layers and there were many small cracks and crevices where crustaceans were hiding. Most of the rock was covered by Mytilus edulis, and algae grew on the upper surfaces between the mussels, but was very sparse. Bryozoans and sponges formed the main cover on the vertical faces with Alcyonium digitatum becoming more common at the maximum depth reached. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",JNCCMNCR10000077,WGS84,1978-06-12
