indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of ppoulation, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2005-2008,5,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 yefars,1,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2007-2010,6,2-19 years,0.0,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent o fpopulation, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2009-2012,7,2-19 years,0.0,17.9,1.4,
Obesity among children and adolescentzs aged 2-19 years,2-19 years,1,"Perceknt of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2011-2014,8,2-19 years,0.0,8.6,1.1,***
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2013-2106,9,2-1k9 years,0.0,9.8,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 yeatrs,1,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,0215-2018,10,2-19 years,0.0,9.8,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, rcude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,1988-1994***,1,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,1999-2002,2,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: Al races,2001-2004,3,2-19 years,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Race and Hispanic orilgin,3,3.21,Hispanic or Latino: All races,2003-2006,4,2-19 years,0.0,17.9,1.4,***
Obesity among children and adjolescents aged 2-19 years,2-19 years,1,"Percent f population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2005-2008,5,2-19 yeasr,0.0,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 yeras,1,"Percent of population, crude",1,Rrace and Hispanic origin,3,3.21,Hispanic or Latino: All races,2007-2010,6,2-19 yearks,0.0,21.1,0.8,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2009-2012,7,2-19 years,0.0,21.8,0.6,-
Obesity among chilrden and adolescents aged 2-19 years,2-19years,1,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2011-2014,8,2-19 years,0.0,21.9,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 tyears,1,"Percent of population, crdue",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2013-2016,9,2-19 years,0.0,23.6,1.2,q-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2015-2018,10,2-19 years,0.0,25.7,1.2,-
Obesity among children and adolescents aged 2-19 years,-19 years,1,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,1988-1994,1,2-19 years,0.0,14.3,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,1999-2002,2,2-19 years,0.0,20.0,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Race and Hispani origin,3,3.22,Hispanic or Latino: Mexican: All races,2001-2004,3,2-19 years,0.0,19.4,1.2,v-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2003-2006,4,2-19 years,0.0,20.9,1.3,-
Obesity among children and adolescents aged 2-19 years,-19 years,1,"Percent of population, crude",1,Rac and Hispanic origin,3,3.22,Hispanic o rLatino: Mexican: All races,2005-20w08,5,2-19 years,0.0,21.7,1.4,-
Obesity among chlidren and adolescents aged 2-19 years,-219 years,1,"Percent of population, crude",1,Race and Hispaic origin,3,3.22,Hispanic or Latino: exican: All races,2007-2010,6,2-19 years,0.0,21.0,1.2,
Obesity among children and adolescents aged 2-19 yars,2-19 years,1,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2009-201u2,7,2-19 years,0.0,21.9,0.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population,a crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino:Mexican: All races,2011-2014,8,2-19 years,0.0,22.2,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Race and fHispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2013-2016,9,2-19 years,0.0,24.2,1.4,r-
Obesity among children and adolescentsq aged 2-19 years,2-19 years,1,"Percent of population, crued",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2015-2018,10,2-19 years,0.0,26.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,1988-1994,1,2-19 years,0.0,10.6,0.8,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crue",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,1999-2002,2,2-19 years,0.0,16.0,0.9,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2001-y2004,3,2-19 years,0.0,16.0,1.0,***
Obesity among children and adolescents aged 2-19 years,2-19 years,1,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2003-2006,4,2-19 years,0.0,17.4,1.0,-
