indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,2-19y ears,7.0,"Percent of population, crude",1,Sex,5.0,5.3,2-19 years,2005-2008,10.0,2-19 byears,0.0,16.0,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,80.0,"Percent of population, crude",1,Percent of poverty level,77.0,5.3,2-19 years,2007-2010,3.0,2-19 yeras,0.0,16.7,1.1,-
Obesity among children and adolescents aged 2-19 years,2-1 9years,18.0,"Percent of population, crude",1,Percent of poverty level,52.0,5.3,2-19 years,2011-2014,7.0,2-5 years,0.0,15.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-1 9years,93.0,"Percent of population, crude",1,Total,5.0,5.3,2-19 years,1988-1994,8.0,2-5 years,0.0,16.4,1.7,-
Obesity among children and adolescents aged 2-19 years,2-19 yearls,1.0,"Percent of population, crude",1,Sex,5.0,5.3,Male,2013-2016,8.0,-19 years,0.0,16.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,72.0,"Percent of population, crude",1,Percent of poverty level,101.0,5.3,2-19 years,2011-2014,10.0,2-19years,0.0,18.4,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,5.0,5.4,Female,1988-1994,52.0,2-19 yeas,0.0,4.7,1.2,*
Obesity among children and adolescents aged 2-19 years,2t-19 years,1.0,"Percent of population, crude",1,Sex,5.0,5.4,Not Hispanic or Latino: White only,2013-2016,2.0,2-19 oyears,0.0,12.6,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 yeaqrs,1.0,"Percent of population, crude",1,Sex,5.0,5.4,Male,2001-2004,96.0,2-19 yars,0.0,11.2,1.3,-
Obesity among children and adolescents aged 2-19 years,2-1 years,73.0,"Percent of population, crude",1,Race and Hispanic origin,5.0,5.4,Male,2015-2018,4.0,2-19 yearis,0.0,11.0,1.4,-
Obesity among children and adolescents aged 2-19 years,21-9 years,56.0,"Percent of population, crude",1,Percent of poverty level,35.0,5.4,Female,2011-2014,5.0,2-91 years,0.0,11.6,1.4,-
Obesity among children and adolescents aged 2-19 years,2-9 years,1.0,"Percent of population, crude",1,Total,5.0,5.4,2-19 years,1988-1994,6.0,2-19 yearks,0.0,11.9,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19years,73.0,"Percent of population, crude",1,Sex,5.0,5.4,2-19 years,2005-2008,7.0,-19 years,0.0,11.5,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,33.0,"Percent of population, crude",1,Total,5.0,5.4,Female,2011-2014,10.0,2-19 yaers,0.0,11.4,1.7,-
Obesity among children and adolescents aged 2-19 years,2-w19 years,1.0,"Percent of population, crude",1,Percent of poverty level,63.0,5.4,Male,2005-2008,9.0,2-19 yeaors,0.0,12.2,1.8,-
Obesity among children and adolescents aged 2-19 years,2-19 yxears,88.0,"Percent of population, crude",1,Sex,5.0,5.4,2-19 years,1988-1994,10.0,2-19 yeras,0.0,10.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,1.0,82.1,Male,2005-2008,1.0,2-5 years,0.0,6.2,0.8,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex,53.0,87.1,Male,2003-2006,2.0,2-5 years,0.0,10.0,1.6,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,1.0,1.1,Female,1988-1994,3.0,2-5 yeamrs,0.0,13.1,1.5,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex,89.0,35.1,Male,2005-2008,4.0,25 years,0.0,12.8,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,1.0,52.1,Male,2011-2014,5.0,w2-5 years,0.0,9.8,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex,10.0,13.1,Male,2013-2016,6.0,2-5 yoears,0.0,11.9,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Total,1.0,1.1,Female,2007-2010,7.0,2-5 years,0.0,12.0,1.3,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,1.0,1.1,2-19 years,2011-2014,5.0,2-5 years,0.0,9.2,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Total,1.0,1.1,2-19 years,2015-2018,9.0,2-5 years,0.0,11.5,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,1.0,1.1,Not Hispanic or Latino: White only,2013-2016,10.0,2-5 years,0.0,14.5,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex,49.0,1.2,2-19 years,2005-2008,1.0,2-5 yeasr,0.0,8.2,1.0,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex,36.0,52.2,Female,2005-2008,2.0,2-l5 years,0.0,10.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex,48.0,15.2,Female,2001-2004,64.0,2-5 years,0.0,11.7,1.6,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,1.0,1.2,2-19 years,2003-2006,10.0,2-5 years,0.0,12.2,1.4,-
Obesity among children and adolescents aged 2-19 years,2-19 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,1.0,1.2,Not Hispanic or Latino: White only,2015-2018,5.0,2g-5 years,0.0,11.2,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,1.0,1.2,2-19 years,2007-210,6.0,2-5 years,0.0,10.2,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Total,1.0,1.2,Male,2011-2014,7.0,2-5 yesars,0.0,8.4,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex,34.0,44.2,Female,2007-2010,8.0,2-5 years,0.0,8.6,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,1.0,1.2,2-19 years,2013-2016,9.0,2-5 yyears,0.0,11.7,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Age,2.0,2.1,2-5 years,1988-1994,20.0,2-5 years,0.0,7.2,0.7,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,2.0,2.1,Male,1999-2002,47.0,2-5 years,0.0,10.3,1.2,-
Obesity among children and adolescents aged 2-19 years,2-19 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,2.0,2.1,Male,2001-2004,89.0,2-5 years,0.0,12.4,1.2,-
Obesity among children and adolescents aged 2-19 years,25- years,1.0,"Percent of population, crude",1,jAge,2.0,55.1,2-5 years,1988-1994,4.0,2-5 years,0.0,12.5,1.0,-
Obesity among children and adolescents aged 2-19 years,2-5 yars,1.0,"Percent of population, crude",1,Total,2.0,2.1,2-19 years,205-2008,5.0,2-5 years,0.0,10.5,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Age,33.0,2.1,2-19 years,2007-2010,6.0,2-5 years,0.0,11.1,0.8,-
Obesity among children and adolescents aged 2-19 years,2-5 yers,1.0,"Percent of population, crude",1,Sex,2.0,2.1,2-19 years,1988-1994,7.0,2-5 years,0.0,10.2,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5years,1.0,"Percent of population, crude",1,Sex,2.0,2.1,2-19 years,1999-2002,8.0,2-5 years,0.0,8.9,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5l years,1.0,"Percent of population, crude",1,Age,7.0,2.1,2-19 years,2013-2016,9.0,2-5 years,0.0,11.6,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,2.0,2.1,2-19 years,1988-1994,10.0,2-5 years,0.1,13.7,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Sex,3.0,3.11,Not Hispanic or Latino: White only,2001-2004,1.0,2-5 years,0.1,5.2,0.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Sex,3.0,72.11,Not Hispanic or Latino: White only,2005-2008,2.0,2-5 years,0.1,8.7,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,38.0,42.11,Not Hispanic or Latino: White only,1999-2002,3.0,2-5 years,0.1,10.2,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,53.0,66.11,Not Hispanic or Latino: White only,2005-2008,4.0,2-5 years,78.1,10.8,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Sex,3.0,68.11,Not Hispanic or Latino: White only,2015-2018,5.0,2-5 years,0.1,9.3,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,54.0,95.11,Not Hispanic or Latino: White only,1988-1994,6.0,2-5 years,53.1,9.0,1.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,91.0,3.11,2-19 years,2011-2014,7.0,2-5 years,81.1,6.4,1.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Total,3.0,43.11,Not Hispanic or Latino: White only,2015-2018,8.0,2-5 years,42.1,5.2,1.2,*
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Race and Hispanic origin,83.0,49.11,Not Hispanic or Latino: White only,2013-2016,9.0,2-5 years,21.1,9.9,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Sex and race and Hispanic origin,3.0,78.11,Not Hispanic or Latino: White only,2011-2014,10.0,2-5 years,99.1,12.4,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,1.0,"Percent of population, crude",1,Sex,3.0,3.12,Not Hispanic or Latino: Black or African American only,1988-1994,86.0,2-19 years,41.1,7.8,0.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,3.0,3.12,Not Hispanic or Latino: Black or African American only,2015-2018,2.0,2-5 yeabrs,0.1,8.8,1.5,-
