facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
695,SWIMMING AREA,191,SWIMMING POL,96778,JAMESTOWN APARTMENTS,902 MARHAM LANE,LOUISVILLE,KY,40207,28,2015/08/14 00:00:00,125
695,SWIMMING AREA,197,SPA,96780,JAMESTONW APARTMENTS,902 MARKHAM LANE,LOUISVILLE,KY,40207,28,1988/06/07 00:00:00,126
695,SWIMMNIG AREA,191,SWIMMING POOL,96858,JEFFERSON POST APARTMENTS,7111 JEFFERSON RUN DR,LOUISVILLE,KY,40219,27,1988/06/07 00:00:00,127
695,SWIMMING AREA,199,WADING POOL,97048,SARATOGA tWOODS,4310 SARATOGA WOODS DR,JEFFERSONTOWN,KY,40299,22,2015/06/16 00:00:00,128
695,SWIMMING AREA,192,SWIMMNG / DIVING POOL,97049,SARATOGA WOODS,4310 SARATOGA WOODS DR,LOUISVILLE,KY,40299,22,2015/07/13 00:00:00,129
695,SWIMMING RAEA,191,SWIMMING POOL,97064,COURTYARD BY MARRIOTT,100 S. 2N ST.,LOUISVILE,KY,40202,28,2015/08/24 00:00:00,130
695,SeWIMMING AREA,191,SWIMMING POOL,97088,HILTO GARDEN INN,1530 ALLIAN AVE,JEFFERSONTOWN,KY,40299,22,2015/05/13 00:00:00,131
695,SWIMMING AREA,191,SWIMMING POOL,97165,THE RETREAT AT LOUISVILLE,1000 MANOR PARK DR,LOUISVILLE,KY,40208,23,2015/07/22 00:00:00,132
695,SWIMMING AREA,191,SWIMMING POOL,97302,KENDAL ON TAYLORSVILLE,4004 KEIGHLEY PARK LANE,JEFFERSONTOWN,KY,40299,22,2015/09/23 00:00:00,133
695,SWIMMING AREA,191,SWIMMING POOL,97530,WOODRIDGE LAKE,5110 WOODRIDGE LAKE BLVD,OLUISVILLE,KY,40229,23,2015/05/11 00:00:00***,134
695,SWIMMING AREA,191,WIMMING POOL,97623,DRURY INN & SUITES,9597 BROWNSBORO RD,LOUISVILLE,YK,40241,21,2016/02/29 00:00:00,135
695,SWIMMING AREA,197,SPA,97624,DRURY INN & SUITES,9597 BROWNSBORO RD,LOUISVILLE,KY,40241,21,2016/02/01 00:00:00,136
695,SWIMaMING AREA,197,SPA,97736,UNIVERSITY POINTE,2108 UNITY DRIVE,LOUISVILLE,Y,40208,23,2016/08/23 00:00:00,137
695,SWIMMING AREA,191,SWIMMING POOL,97737,UNIVERSITY POINTE,2108 UINTY PLACE,LOUISVILLE,KY,40208,23,20160/8/23 00:00:00,138
695,SWIMMING AREA,191,SWIMMING POOL,97738,GERMANTOWN MILLS LOFT,946 GOS SAVE UNIT 5105,LOUISVILLE,KY,40217,28,2016/05/18 00:00:00,139
695,SWIMMING AREA,191,SWIMMING POOL,97812,HAMPTON INN & HOME2 SUITES,1150 FOREST BRIDGE RD,LOUISVILLE,KY,40223,25,1988/06/07 00:00:00,140
695,SWIMMING AREA,191,SWIMMING POOL,97948,SPRINGHOUSE,8400 TAPESTRY CIRCLE,LOUISVILLE,KY,40222,26,2016/11/11 00:00:00,141
695,SWIMMING AREA,198,SPLASH PAD,98008,BROAD RUN PARK CLIFFSIDE SPRAY,10751 BROAD RUN PARKWAY,FERN CREEK,KY,40291,22,1988/06/07 00:00:00,142
695,qSWIMMING AREA,191,SWIMMING POOL,50781,THE GARDENS OF EASTERN PARKWAY,1267 PARKWAY GARDEN CT,LOUISVILLE,KY,40204,28,1994/05/26 00:00:00,143
695,SWIMMING AREA,191,SWIMMIcNG POOL,29379,FOUR SEASONS APT,8010 SUMMERFIELD CIR,LOUISVILLE,KY,40220,29,1988/06/07 00:00:00,144
695,SWIMMING AREA,191,SWIMMNG POOL,79206,YMCA NORTHEAST-OUTDOOR POOL,9400 MILL BROOK RD,LOUISVILLE,KY,40223,25,2007/10/18 00:00:00,145
695,pSWIMMING AREA,198,SPLASH PAD,79311,YMCA NORTHEAST,9400 MILL BROOK RD,LOUISVILLE,eKY,40223,25,2007/11/01 00:00:00,146
695,SWIMMING AREA,191,SWIMMING POOL,29162,LAKE FOREST - THE LODGE,511 WOODLAKE DR,LOUISVILLE,KY,40245,25,1988/06/06 00:00:00,147
695,SWIMMING AREA,191,SWIMMING POOL,51331,DORSEY HILLS CONDOMINIUM,10601 MCMEEKIN LN,LOUISVILLE,KY,40223,25,1994/08/04 00:00:00,148
695,SWIMMING AREA,191,SWIMMINGP OOL,29387,GALT HOUSE,140 N. 4TH ST.,LOUISVILLE,KY,40202,24,1988/06/07 00:00:00,149
695,SWIMMING AREA,191,SWIMMING POOL,98992,FAIRFIELD INN AND SUITES,1220 KENTUCKY MILLS DR,LOUISVILLE,KY,40299,22,1988/06/07 00:00:00,150
695,SWIMMING AREA,191,SWIMMING POOL,29167,AMBASSADOR EAST CONDO,1612 GARDINER LN,LOUISVILLE,KY,40205,28,1988/06/06 00:00:00,151
695,SWIMMING AREA,191,SWIMMING POOL,29389,GARDEN COURT CONDOMINIUM,2505 BROWNSBORO RD.,LOUISVILLE,KY,40206,24,1997/05/09 00:0:00,152
695,WIMMING AREA,191,SWIMMING POOL,80004,LAKEVIEW CONDOS EAST,1935 GARDINER LN,LOUISVILLE,KY,40205,28,2008/02/29 00:00:00,153
695,SWIMMING AREA,191,SWIMMING OPOL,99125,MAIN & CLAY APARTMENTS,633 E MAIN ST.,LOUISVILLE,KY,40202,28,2018/07/27 00:00:00,154
695,SWIMMING AREA,191,SWIMMING POOL,29168,LAKESIDE SWIM CLUB,2010 TREVILLIAN WAY,LOUISVILLE,KY,40205,28,1988/06/06 00:00:00,155
695,SWIMMING AREA,191,SWIMMING POOL,51429,HARBORTOWN CONDOMINIUMS,5401 HARBORTOWN RD,PROSPECT,KY,40059,21,194/08/17 00:00:00,156
695,SWIMMING AREA,191,SWIMMING POOL,29390,GASLITE SQUARE CONDOS,4851 SHERBURN LN.,LOUISVILLE,KY,40207,26,1988/06/07 00:00:00,157
695,SWIMMING AREA,191,SWIMMING POOL,80012,IVY RIDGE,4411 IVY CREST CIR,LOUISVILLE,YK,40241,21,2008/02/29 00:00:00,158
695,SWIMMING AREA,191,SWIMMING POOL,99201,SPRINGS AT HURSTBOURNE,9202 BUNSEN PARK DR,LOUISVILLE,KY,40220,29,2016/09/22 00:00:00,159
695,SWIMMING AREA,191,SWIMMING POOL,29174,LAKEVIEW CONDOS WEST,1815 GARDINER LN,LOUISVILLE,KY,40205,28,1994/08/08 00:00:00,160
695,SWIMMING AREA,191,SWIMMING POOL,51464,HURSTBOURNE RDIGE CONDO,3701 HURSTBOURNE RIDGE PKWY,LOUISVILLE,KY,40299,22,1994/08/23 00:00g:00,161
695,SWIMMING AREA,191,SWIMMING POOL,29391,THE WILLOWS OF PLAINVIEW,9800 WILLOW BROOK CIRCLE,LOUISVILLE,YK,40223,25,1988/06/07 00:00:00,162
