facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
695,SWIMMING AREA,191.0,SWIMMING POOL,61022.0,VILLAGE OF OLDE ST ANDREWS,3500 ST ANDREWS VILLAGE CIRCLE,LOUISVILLE,KY,40241,21,1998/08/31 00:00:00,292.0
695,SWIMMING AREA,191.0,SWIMMING POOL,87137.0,MANSARD HOUSE CONDOS,201 FLANDERS CT,LOUISVILLE,KY,40218,27,2010/11/02 00:00:00,293.0
695,SWIMMING AREA,191.0,SWIMING POOL,29524.0,LA FONTENAY APARTMENTS,175 LA FONTENAY DR,LOUISVILLE,KY,40223,25,1988/06/07 00:00:00,294.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29277.0,CHATEAU BOHNE CONDOS,2845 HIKES LANE,LOUISVILLE,KY,40218,27,1988/06/06 00:00:00,295.0
695,SWIMMING AREA,191.0,SWIMMING POOL,61441.0,YMCA NORTHEAST-LAP POOL,9400 MILL BROOK RD,LOUISVILLE,KY,40223,25,2005/12/08 00:00:00,296.0
695,SWIMMING AREA,207.0,SWIMMING POOL,88465.0,CARDINAL TOWNE HOUSING,1810 S THIRD ST,LOUISVILLE,KY,40208,23,2011/08/15 00:00:00,297.0
695,SWIMMING AREA,238.0,SWIMMING POOL,29687.0,FOREST PARK CONDOMINIUMS,1600 FOREST PARK RD,LOUISVILLE,KY,40223,25,1988/06/22 00:00:00,298.0
695,SWIMMING AREA,217.0,SWIMMING POOL,29289.0,CHEROKEE GARDEN CONDOS,1040 CHEROKEE RD.,LOUISVILLE,KY,40204,28,1988/06/07 00:00:00,299.0
695,SWIMMING AREA,212.0,SWIMMING POOL,29293.0,RIVER VALLEY CLUB,4701 RIVER RD,LOUISVILLE,KY,40222,26,1988/08/03 00:00:00,300.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29300.0,CHURCHILL PARK SCHOOL,435 BOXLEY AVE.,LOUISVILLE,KY,40209,23,1988/06/07 00:00:00,301.0
695,SWIMMING AREA,191.0,SWIMMIGN POOL,29302.0,COACH HOUSE CONDOMINIUMS,5800 COACH GATE WYNDE,LOUISVILLE,KY,40207,26,1988/06/07 00:00:00,302.0
695,SWIMMING AREA,191.0,SWIMMING POL,29303.0,COACH GATE CONDOMINIUMS,1111 WELLINGTON PL,LOUISVILLE,KY,40207,26,1988/06/07 00:00:00,303.0
695,SWIMMING AREA,191.0,SWIMMINGPOOL,29307.0,COUNTRY ACRES APARTMENTS,102 COUNTRY ACRES,LOUISVILLE,KY,40218,27,1988/06/07 00:00:00,304.0
695,SWIMMING AREA,215.0,SWIMMING POOL,29311.0,ROYAL AMBASSADOR,1602 GARDINER LN,LOUISVILLE,KY,40205,27,1988/06/07 00:00:00,305.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29314.0,ROYAL ARMS APTS,1900 BASHFORD MANOR LN,LOUISVILLE,KY,40218,28,1988/06/07 00:00:00,306.0
695,SWIMMING AREA,259.0,SWIMMING POOL,29315.0,MARY T. MEAGHER AQUATIC CENTER,201 RESERVOIR AVE,LOUISVILLE,KY,40206,26,1988/08/03 00:00:00,307.0
695,SWIMMING AREA,221.0,SWIMMING POOL,29317.0,ROYAL COACH CONDOMINIUMS,5701 COACH GATE WYNDE,LOUISVILLE,KY,40207,26,1988/06/07 00:00:00,308.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29320.0,ROYAL OAKS CONDOS,1901 MANOR HOUSE DR,LOUISVILLE,KY,40220,28,1988/06/07 00:00:00,309.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29321.0,SALEM SQUARE CONDOMINIUMS,521 ZORN AVE,LOUISVILLE,KY,40206,26,1988/06/07 00:00:00,310.0
695,SWIMMING AREA,244.0,SWIMMING POOL,29326.0,DEVONSHIRE APARTMENTS,8301 DONCASTER WAY,LOUISVILLE,KY,40222,26,1988/06/07 00:00:00,311.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29328.0,SHAWNEE HIGH SCHOOL,4010 W. MARKET STREET,LOUISVILLE,KY,40212,24,2002/03/04 00:00:00,312.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29334.0,SHENANDOAH CONDOS,1 DUPONT WAY,LOUISVILLE,KY,40207,26,1988/06/07 00:00:00,313.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29336.0,DOUGLASS HILLS CONDO,800 LOGSDON CT,LOUISVILLE,KY,40243,25,1988/06/07 00:00:00,314.0
695,SWIMMING AREA,219.0,SWIMMING POOL,62199.0,CHAMPION FARMS APARTMENTS,3700 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,2005/05/16 00:00:00,315.0
695,SWIMMING AREA,273.0,SWIMMING POOL,88531.0,ROLLING HILLS - LEFT,9100 RAINBOW SPRINGS DR,LOUISVILLE,KY,40241,21,2011/08/09 00:00:00,316.0
695,SWIMMING AREA,242.0,SWIMMING / DIVING POOL,29688.0,OWL CREEK SUBDIVISION,10607 HOBBS STATION ROAD,LOUISVILLE,KY,40223,25,1988/06/22 00:00:00,317.0
695,SWIMMING AREA,252.0,SWIMMING / DIVING POOL,62340.0,LOUISVILLE COUNTRY CLUB,25 MOCKINGBIRD VALLEY TRAIL,LOUISVILLE,KY,40207,26,2005/05/25 00:00:00,318.0
695,SWIMMING AREA,191.0,SWIMMING POOL,88532.0,ROLLING HILLS - RIGHT,9100 RAINBOW SPRINGS DR,LOUISVILLE,KY,40241,21,2011/08/09 00:00:00,319.0
695,SWIMMING AREA,199.0,WADING POOL,29689.0,OWL CREEK SUBDIVISION,10607 HOBBS STATION ROAD,LOUISVILLE,KY,40223,25,1988/06/22 00:00:00,320.0
695,SWIMMING AREA,199.0,WADING POOL,62341.0,LOUISVILLE COUNTRY CLUB - WADING POOL,25 MOCKINGBIRD VALLEY TRAIL,LOUISVILLE,KY,40207,26,2005/05/25 00:00:00,321.0
695,SWIMMING AREA,191.0,SWIMMING POOL,88736.0,AUTUMN TRACE,7308 AUTUMN TRACE DR,LOUISVILLE,KY,40214,23,2011/07/11 00:00:00,322.0
695,SWIMMING AREA,191.0,SWIMMING POLO,29693.0,THE FORUM AT BROOKSIDE,200 BROOKSIDE DR,DOUGLASS HILLS,KY,40243,25,1988/06/22 00:00:00,323.0
695,SWIMMING AREA,204.0,SWIMMING POOL,62372.0,SHADOW RIDGE,10400 SHADOW RIDGE LN,LOUISVILLE,KY,40241,21,2005/06/15 00:00:00,324.0
