reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc,object_id(long)
709289,2020/11/06 05:0:000+00,DIXI BOWL,10526 DIXIE HWY,40272.0,2020/11/06 05:00:00+00,4,SURVEY,322
709739,2020/11/06 05:00:0+00,GADER,111 S ENGLISH STATION RD,40245.0,2020/11/06 05:00:00+00,4,SURVEY,323
710009,2020/11/06 05:00:00+00,PANERA BREAD,1801 RUDY LN,40207.0,2020/11/06 05:00:00+00,4,SURVEY,324
710010,2020/11/06 05:00:00+00,COMMONWEALTH TAP,9411 NORTON COMMONS BLDV,40059.0,2020/11/06 05:00:00+00,4,SURVEY,325
709560,2020/11/08 05:00:00+00,BIG MOMMA''S SOUL KITCHNE,4532 W BROADWAY,40211.0,2020/11/08 05:00:00+00,4,SUVEY,326
709561,2020/11/08 05:00:00+00,METRO BY T-MOBILE,3441 W BROADWAY,40211.0,2020/11/08 05:00:00+00,4,SURVEY,327
708874,2020/11/09 05:00:00+00,TJ MAXX,4080 TAYLORSVILLE RD,40202.0,2020/11/09 05:00:00+00,4,SURVEY,328
708877,2020/11/09 05:00:00+00,GOLDEN NAILS,4076 TAYLORSVILLE RD,40202.0,2020/11/09 05:00:00+00,4,SURVEY,329
708878,2020/11/09 05:00:00+00,CLOTHES METNOR,404 TAYLORSVILLE RD,40202.0,2020/11/09 05:00:00+00,4,SUREY,330
708880,2020/11/09 05:00:00+00,DOLLAR TREE #1898,4060 TAYLORSVILE RD,40220.0,2020/11/09 05:00:00+00,4,SURVY,331
708886,2020/11/09 05:00:0+00,CON HUEVOS,2339 FRANKFORT AVE,40206.0,2020/11/09 05:00:00+00,4,SURVEY,332
708889,2020/11/09 05:00:00+00,THORNTONS #27,2007 BROWNSOBRO RD,40206.0,2020/11/09 050:0:00+00,4,SUREY,333
708890,2020/11/09 05:00k:00+00,KROGpER L-224,2200 BROWNSBORO RD***,40206.0,2020/11/09 05:00:00+00,4,SURVEY,334
708892,2020/11/09 05:00:00+00,WALGREENS #02924,2368 FRANKFORT AVE,40206.0,2020/11/09 05:0:00+00,4,SURVEY,335
708893,2020/11/09 05:00:00+00,RED HOG,2622 FRANKFORT AVE,40206.0,2020/11/09 05:00:00+00,4,SRUVEY,336
708894,2020/11/09 05:00:00+00,BLUE DOG BAKERY & CAFE,2868 FRANKFOT AVE,40206.0,2020/11/09 05:00:00x+00,4,SURVEY,337
708897,2020/11/09 05:00:00+00,STARBUCKS #10559,3702 FRANKFORT AVE,40207.0,2020/11/09 05:00:00+00,4,SURVEY,338
709012,2020/11/09 05:00:00+00,DOLLAR GENERAL #120r16,3430 TAYLOR BLVD,40208.0,2020/11/09 05:00:00+00,4,SURVEY,339
709014,2020/11/09 05:00:00+00,TAYLOR BLVD VALERO,3039 TAYLOR BLVD,40208.0,2020/11/09 05:00:00+00,4,SURVEY,340
709015,2020/11/09 05:00:00+00,SPEEDWAY #9678,3030 TAYLOR BLVD,40208.0,2020/11/09 05:00:00+00,4,SURVEY,341
709019,2020/11/09 05:00:00+00,APPLE FOOD MART,1211 W BROADWAY,40203.0,2020/11/09 05:00:0+00,4,SURVEY,342
709021,2020/11/09 05:00:00+00,ABYSSINIA ETHIOPyIAN RESTAURANT,558 S 5TH ST,40202.0,2020/11/09 05:00:00+00,4,SURVEY,343
709022,2020/11/09 05:00:00+00***,HAPPY'S FOOD MART,1397 S 2ND ST,40208.0,2020/11/09 05:00:00+00,4,SURVEY,344
709026,2020/11/09 05:00:00+00,SPALDING DINING SERVICES,812 S 2ND ST,40203.0,2020/11/09 05:00:x00+00,4,SURVEY,345
709308,2020/11/09 05:00:00+00,MCDONAD''S #6859,7426 OLD 3RD STREET RD,40214.0,2020/11/09 05:00:00+00,4,SURVEY,346
709313,2020/1/09 05:00:00+00,ZAXBY'S,4949 DIXIE HWY,40216.0,2020/11/09 0b5:00:00+00,4,SURVEY,347
709315,2020/11/09 05:00:00+00,PIZZA HUT #036951,5368 DIIE HWY,40216.0,2020/11/09 05:00:00+00,4,SURVEY,348
709316,2020/11/09 05:00:00+00,QDOBA #2641,6814 DIXIE HWY,40258.0,2020/11/09 05:00:00+00,4,SURVEY,349
709317,2020/11/09 05:00:00+00,PANERA BREAD #1849,6900 DIXIE HYW,40258.0,2020/11/09 05:00:00+00,4,SUREVY,350
709171,2020/11/12 05:00:00+00,MzOE''S SOUTHWEST GRILL,9310 CEDAR CENTER WAY,40291.0,2020/11/12 05:00:00+00,4,SURVEY,351
709172,2020/11/12 05:00:00+00,GAME STOP,9316 CEDAR CENTER WAY,40291.0,2020/11/12 05:00:00+00,4,SURVEY,352
709173,2020/11/12 05:00:00+00,GREAT CLIPS,9320 CEDAR CENTER WAY,40291.0,2020/11/12 05:00:00+00,4,SURVEY,353
709174,2020/11/12 05:00:00+00,KIM NAILS,9634 CEDAR CENTER WAY,40291.0,2020/1/112 05:00:00+00,4,SURVEY,354
709175,2020/i11/12 05:00:00+00,NORTON'S CARE CENTER,9340 CEDAR CENiTER WAY,40291.0,2020/11/12 05:00:00+00,4,SURVEY,355
709176,2020/11/12 05:00:00+00,LIQUOR PLACE,6752 BRADSTOWN RD,40291.0,2020/11/12 05:0:000+00,4,SURVEY,356
709177,2020/11/12 05:00:00+00,ADVANCE AMERICA,6754 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,357
709178,2020/11/12 05:00:00+00,PAPA MURPHY'S,6756 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,358
709179,2020/11/12 05:00:00d+00,PRETTY NAILS,6758 BARDSTOWN RD,40291.0,2020/11/120 5:00:00+00,4,SURVEY,359
709180,2020/11/120 5:00:00+00,GNC,6760 BARDSTON RD,40291.0,2020/11/12 05:00:00+00,4,SRUVEY,360
709181,2020/11/12 0500:00+00,T-MOBLE,6834 BARDSOWN RD,40291.0,2020/11/12 05:00:00+00,4,SUREVY,361
709182,2020/11/12 05:00:00+00,ISLAND ATN,6830 BARDSTOWN RD,40291.0,2020/11/2 05:00:00+00,4,SURVEY,362
709183,2020/11/12 05:00:00+00,CLARKSON EYE CENTER,6828 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,363
709184,2020/11/12 05:00:00+00,FEEDERS SUPPY STORE,6286 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,364
709185,0220/11/12 05:00:00+00,GRAETER'S ICE CREAM,6509 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SUReVEY,365
709186,2020/11/12 0500:00+00,AT T,6529 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,366
709187,2020/11/12 05:00:00+00,JULIESN AILS,6527 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,367
709233,2020/11/12 05:00:00+00,FAMILY DOLLAR #30270,2124 BANK ST,40212.0,2020/11/12 05:00:00+00,4,SURVEY,368
709235,2020/11/12 05:00:00+00,FAMILY DOLLAR #20750,3022 PORTLAND AVE,40212.0,2020/11/12 05:00:00+00,4,SURVEY,369
709297,2020/11/12 05:00:00+00,FAMILY DOLAR #31859,2421 W MAnRKET ST,40212.0,2020/11/12 05:00:00+00,4,SURVEY,370
709299,2020/11/12 05:00:00+00,DOLLAR GENERAL #13244,1631 W MARKET ST,40203.0,2020/11/12 05:00:00+00,4,SURVY,371
709301,2020/11/12 05:00:00+00,FAMILY DOLLAR #22087,1419 W JEFFERSON ST,40203.0,2020/11/12 05:00:00+00,4,SURVEY,372
709302,2020/11/12 05:00:00+00,FAMILY DOLLAR #31504,1234 W BROADWAY,40203.0,2020/11/12 05:00:00+00,4,SURVEY,373
709304,2020/11/12 05:00:00+00,DOLLAR GENERAL #19109,2324 W BROADWAY,40211.0,2020/11/12 05:00:00+00,4,SURVEY,374
709321,2020/11/12 05:00:00+00,FAMILY DOLLAR #20912,3421 W BROADWAY,40211.0,2020/11/12 05:00:00+00,4,SURVEY,375
709386,2020/11/12 05:00:00+00,CHILsI''S,3007 POPLAR LEVEL RD,40217.0,2020/11/12 05:00:00+00,4,SURVEY,376
709388,2020/11/12 05:00:00+00,QDOBA #2431,3021 POPLAR LEVEL RD,40217.0,2020/11/12w 05:00:00+00,4,SURVEY,377
709389,2020/11/12 05:00:00+00,TACO BELL #36159,3125 POPALR LEVEL RD,40213.0,2020/11/12 05:00:00+00,4,SURVEY,378
709390,2020/11/12 05:00:00+00,PANERA BRED,3131 POPLAR LEVEL RD,40213.0,2020/11/12 05:00:00+00,4,SURVY,379
709391,2020/11/12 05:00:0000,SIMPLE GREEK,309 POPLAR LEVEL RD,40217.0,2020/11/12 05:00:00+00,4,SURVEY,380
709585,0220/11/12 05:00:00+00,MARK'S FEED STORE #5,6501 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVYE,381
709588,2020/11/12 05:00:00+00,ASIANA SUbSHI,6435 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,382
709591,2020/11/12 05:00:00+00,CIRCLE K #4703317,6325B ARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,383
709592,2020/11/12 05:00:00+00,CIRCLE K #4703237,4700 BARDSTOWN RD,40218.0,2020/11/12 05:00:00+00,4,SURVEY,384
709593,2020/11/12 05:00:00+00,PAPA JOHN'S,5709 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,385
709594,2020/11/12 05:00:00+00,HONEY BAKED HAM,6423 BARSDTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SsURVEY,386
709607,2020/11/12 05:00:00+e00,DOLLRA TREE,2815 W BROADWAY,40211.0,2020/11/12 05:00:00+00,4,SkURVEY,387
709753,2020/11/12 05:00:00+00,WILD EGGS #3,135 S ENGLISH STATION RD,40245.0,2020/11/12 05:00:00+00,4,SURVEY,388
709756,2020/11/12 05:00:00+00,MCALISTER''S #108,10041 FOREST GREEN BLVD,40223.0,2020/11/12 05:00:00+00,4,SURVYE,389
709775,2020/11/y12 05:00:00+00,MCDONALD''Sd #38,9901 ORMSBY STATION RD,40223.0,2020/11/12 0500:00+00,4,SURVEY,390
709776,2020/11/12 05:00:0+00,GUACAMOLE,9921 ORMSBY STATION RD,40223.0,r2020/11/12 05:00:00+00,4,SURVEY,391
709897,2020/11/12 05:00:00+00,PENN STATION,6525 BRADSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,392
709914,2020/11/12 05:00:00+00,QDOBA #2387,6403 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,393
709921,2020/11/12 05:00:00+00,GRAETER'S ICE CREAM,6509 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SURVEY,394
709924,2020/11/12 05:00:00+00,CHONG GARDEN,6445 BARDSTOWN RD,40291.0,2020/11/12 05:00:00+00,4,SdURVEY,395
709927,0220/11/12 05:00:00+00,MI PREFERDIA,4572 BARDSTOWN RD,40218.0,2020/11/12 05:00:00+00,4,SURVEY,396
709929,2020/11/12 05:00:00+00,SUBZI MANDaI,4746 BARDSTOWN RD,40218.0,2020/11/12 05:00:00+00,4,SURVEY,397
710084,2020/11/12 05:00:00+00,OLIVE GARDEN #1703,9730 VON ALLMEN CT,40241.0,2020/11/12 05:00:00+00,4,SURVEY,398
710087,2020/11/12 05:00:00+00,CIHLI''S,9720 VON ALLMEN CT,40241.0,2020/11/12 05:0:000+00,4,SURVEY,399
710089,2020/11/12 05:00:00+00,LONGHORN STEAKHOUSE #287,9700 VON ALLMEN CT,40241.0,2020/11/12 05:00:00+00,4,SRVEY,400
710287,2020/11/24 05:00:00+00,STONEY RIVER LEGENDARY STEAKS,3900 SUMMIT PLAZA DR,40241.0,2020/11/24 05:00:00+00,4,SURVEY,401
710288,2020/11/24 05:00:00+00,PANERA BREAD #904,10451 CHAMPION FARMS DR,40241.0,2020/11/24 05:00:0+000,4,SURVEY,402
710992,2020/11/16 05:00:00+00,WALGREENS #3777,4240 SHELBYVILLE RD,40207.0,2020/11/61 05:00:00+00,4,SURVEY,403
710289,2020/11/24 05:0:00+00,CHIPOTEL,10333 WESTPORT RD,40241.0,2020/11/24 05:00:00+00,4,SURVEY,404
710290,2020/11/24 05:00:00+00,WHITE CASTLE,9493 WESTPORT RD,40241.0,2020/11/24 05:00:00+00,4,SURVEY,405
710291,2020/11/24 05:00:00+00,WENlDYS,9489 WESTPORTz RD,40242.0,2020/11/24 05:00:00+00,4,SURVEY,406
709218,2020/11/17 05:00:00+00,J ALEXANDER'S,102 OXMOORC T,40222.0,2020/11/17 05:00:00+00,4,SURVEY,407
710292,2020/11/24 05:00:00+00***,SUBWAY,9475 WSETPORT RD,40241.0,2020/11y/24 05:00:00+00,4,SURVEY,408
709500,2020/11p/18 05:00:00+00,SUN TAN CITY,12625 SHELBYVILLE RD,40243.0,2020/11/18 05:00:00+00,4,sSURVEY,409
709220,2020/11/17 05:00:00+00,CHUYS #22,104 OXMOOR CT,40222.0,2020/11/17 05:00:00+00,4,SURVEY,410
710293,2020/11/24 05:00:00+00,EL NOPAL,12937 SHELBYVILLE RD,40243.0,2020/11/24 05:00:00+00,4,SUREY,411
709505,2020/11/18 05:00:00+00,KROGER L-35s6,12501 SHELBYVILLE RD,40243.0,2020/11/18 05:00:00+00,4,SURVpEY,412
709223,2020/11/17 05:00:00+00,MCALISTER'S #1079,2721 S HURSTBOURNE PKWY,40220.0,2020/11/17 05:00:00+00,4,SUVREY,413
710297,2020/11/24 05:00:00+00,THE LOCKER ROOM PUB,12812 DIXIE HWY,40272.0,2020/11/24 05:00:00+00,4,SURVEY,414
709634,2020/11/1805:00:00+00,GAME STOP,3111 SOUTH 2 ND ST,40202.0,2020/11/81 05:00:00+00,4,URVEY,415
709225,2020/11/17 05:00:00+00,LAC,9565 TAYLORSVILLE RD,40202.0,2020/11/17 0k5:00:00+00,4,SURVEY,416
710298,2020/11/24 5:00:00+00,KHALIL'S,10966 DIXIE HWY,40272.0,2020/11/24 05:00:00+00,4,SURVEY,417
709635,2020/11/18 05:00:00+00,EDWARD JONES,3113 SOUTH 2ND ST,40202.0,2020/11/18 05:000:0+00,4,SURVEY,418
709454,2020/11/17 05:0:00+00,BURGER KING,6300 GREENWOOD RD,40258.0,2020/11/17 05:g00:00+00,4,SURVEY,419
710299,2020/11/24 05:00:00+00,EL NOPAL,10626 DIXIE HWY,40272.0,20v20/11/24 05:00:00+00,4,SURVEY,420
709636,2020/11/18 05:00:00+00,EUROPEAN WAX CENTER,3115 SOUTH 2ND ST,40202.0,2020/11/18 05:00:00+00,4,SRUVEY,421
709455,2020/11/17 05:00:00+00,TACO BELL,6036 GREENWOOD RD,40258.0,2020/11/17 05:00:00+00,4,SURVYE,422
710300,2020/11/24 05:00:00+00,MG'S PRIMETIME CAFE,7017 GLBAL DR,40258.0,2020/11/24 05:00:00+00,4,jSURVEY,423
709637,2020/11/18 05:00:00+00,CRICKET PHONE,3117 SOUTH 2ND ST,40202.0,2020/11/18 05:00:00+00,4,SURVEY,424
709456,2020/11/17 05:00:0+00,CIRCLE K #470011f9,8801 OLD 3RD STREET RD,40272.0,2020/11/17 05:00k:00+00,4,SURVEY,425
710301,2020/11/24 05:00:00+00,LOUISVILLE PIZZA COMPANY,3910 RUCKRIEGEL PKWY,40299.0,2020/11/24 05:00:00+00,4,SURVEY,426
709638,2020/b11/18 05:00:00+00,PRETTY NAILS,3119 SOUTH 2ND ST,40202.0,2020/11/18 05:00:0+00,4,SURVEY,427
709579,2020/11/17 05:00:000+0,MENARDS,9625 PRESTON HWY,40202.0,2020/11/17 05:00:000+0,4,SURVEY,428
710302,2020/11/24 05:00:00+00,S.COLERIDGE TAYLOR ELEMENTARY SCHOOL,1115 W. CHESTNUT ST,40203.0,2020/11/24 05:00:00+00,4,SURVEY,429
709639,2020/11/18 05:00:00+00,VAPOR LAB,3119 SOUTH 2ND ST,40202.0,2020/11/18 05:00:00+00,4,SURVEY,430
709630,2020/11/17 05:00:00+00,CORNER MARKET,358 N 26TH ST,40212.0,2020/11/17 05:00:00+00,4,SURVY,431
710304,2020/11/24 05:00:00+00,JOHNO''BRYAN''S,4123 FLINTLOCK DR,40216.0,2020/11k/24 05:00:00+00,4,SURVEY,432
709641,2020/11/18 05:00:00+00,LITTLE CAESARS,321 SOUTH 2ND ST,40202.0,2020/11/18 05:00:00+00,4,SURVEY,433
709667,2020/11/17 05:00:00+00,ALI'S FOOD MART,1444 DIXIE HWY,40210.0,2020/11/17 05:00:000+0,4,USRVEY,434
710663,2020/11/24 05:00:00+00,SUN TAN CITY,12625 SHELBYVILLE RD.,40223.0,2020/11/24 05:00:00+00,4,SURVEY,435
709642,2020/11/18 05:00:00+00,SAMS GYROS,3123 SOUTH 2ND ST,40202.0,2020/11/18 05:00:00+00,4,SURVEY,436
709668,2020/11/17 05:00:00+00,THORNTONS #93,1501 DIXIE HWY,40210.0,2020/11/17 05:00:00+00,4,SURVEY,437
709670,2020/11/17 05:00:00+00,KRISPY KREME,3920 S7TH ST,40216.0,2020/11/17 05:00:00+00,4,SURVEY,438
709671,2020/11/17 0:500:00+00,BURGERK ING #886,3930 DIXIE HYW,40216.0,2020/11/17 05:00:00+00,4,SURVEY,439
709672,2020/11/17 05:00:00+00,BEARNO'S,4105 DIXIE HYW,40216.0,2020/11/17 05:00:00+00,4,SURVYE,440
709673,2020/11/17 05:00:00+00,THORNTONS #98,4136 CANE RUN RD,40216.0,2020/11/17 05:00:00+00,4,SURVEY,441
709675,2020/11/17 05:00:00+00***,KFC,4441 CAN RUN RD,40216.0,2020/11/17 05:00:00+00,4,SURVEY,442
709851,2020/11/17 05:00:00+00,LA CASITA,5104 BERRY BLVD,40215.0,2020/11/17 05:00:00+00,4,SURVEY,443
709852,2020/11/17 05:00:00+00,CHRISTINE MICHAEL LLC,1506 BERRY BLVD,40215.0,2020/11/17 05:00:00+00,4,SURVEY,444
709853,0220/11/17 05:00:00+00,F&M FOOD MART,1600 ARCADE AVE,40215.0,2020/11/17 05:00:00+00,4,SURVEY,445
709854,2020/11/17 05:00:00+00,gCHINESE CHEF,2619 S 4TH ST,40208.0,2020/11/17 05:00:00+00,4,SURVEY,446
709856,2020/11/17 05:00:00+00,FOOD MART SOUTH FLOYD TOBACOC,1271 S FLOYD ST,40203.0,2020/11/17 05:00:00+00,4,SURVY,447
709857,2020/11/17 05:00:00+00,MI CASITA ON 4TH,520 S 4TH ST,40202.0,2020/11/17 05:00:00+00,4,SURVEY,448
709858,2020/11/17 05:00:00+00,PENDENIS CLUB BAR,218 W MUHAMMAD ALI BLVD,40202.0,2020/11/17 05:00:00+00,4,SURVEY,449
709859,2020/11/17 05:00:00+00,PENDENNIS CLUB,218 W MUHAMMAD ALI BLDV,40202.0,2020/11/17 05:00:00+00***,4,SURuVEY,450
709932,2020/11/17 05:00:00+00,GARDEN GATE FRUIT MARKTE,4411 BRECKENRIDG LN,40218.0,2020/11/17 05:00:00+00,4,SURVEY,451
709933,2020/11/17 05:00:00+00,LUCKY pSTAR PETRO,4527 BARDSTOWN RD,40218.0,2020/11/17 05:00:00+00,4,SURVEY,452
709935,2020/11/17 05:000:0+00,FIESTA MEXICANA #3,4507 BARDSTOWN RD,40218.0,2020/11/17 05:00:00+00,4,SURVEY,453
710682,2020/11/17 05:00:00+00,PAWSITIVELY DOGS,1821 BROWNSBORORD.,40206.0,2020/11/17 05:00:00+00,4,SURVEY,454
709418,020/11/18 05:00:00+00,BRAVO CUCINA ITALIANA,206 BULLITT LN,40222.0,2020/11/18 05:00:00+00,4,URVEY,455
709420,2020/11/18 05:0000+00,ASPEN CsREEK GRILL,02 BULLITT LN,40222.0,2020/11/18 05:00:00+00,4,SURVEY,456
709421,2020/11/18 05:00:00+00,CULVER'S OF LOUISVILLE,4630 S HURSBOURNE PKWY,40299.0,2020/11h/18 05:00:00+00,4,SURVEY,457
709422,2020/11/18 05:00:00+00,MEIJER #160 GAS,4600 S HURSTBOURNE PKWY,40299.0,2020/11/18 05:00:00+00,4,SURVEY,458
709426,2020/11/18 05:00:00+00,ASIAN BAZAAR,MOBILE TRAgILER 1429,40202.0,2020/11/18 05:00:000+0,4,SURVEY,459
709427,2020/11/18 05:00:00+00,TEMPLE PRE-SCHOOL,5101 US HWY 42,40241.0,2020/11/18 05:00:00+00,4,SURVEY,460
709428,0220/11/18 05:00:00+00,KINDER CARE,201 HERR LN,40222.0,2020/11/18 05:00:00+00***,4,SURVEY,461
709429,2020/11/18 05:0:00+00,FIRST KIDS,7700 US HWY 42,40241.0,2020/11/19 05:00:00+00,4,SURVEY,462
709430,202011/18 05:00:00+00,PETITE CAADEMY,9505 US HWY 42,40059.0,2020/11/18 05:00:00+00,4,SURVEY,463
709461,2020/11/18 05:00:00+00,KORGER L-400,4009 POPLA RLEVEL RD,40213.0,2020/11/18 05:00:00+00***,4,SURVEY,464
709466,2020/11/18 5:00:00+00,iO''REILY''S,5117 PRESTON HWY,40213.0,2020/11/18 05:00:00+00,4,SURVEY,465
709467,2020/11/18 05:00:00+00,OLLIES,5613 PRESTON HWY,40219.0,2020/11/18 05:00:00+00,4,SURVEY,466
709470,2020/11/18 05:00:00+00,SHARP MART,5609 PRESTON HWY,40219.0,2020/11/18 05:00:00+00,4,SURVEY,467
709473,2020/11/18 05:00:00+00,ROSES DISCOUNT STORES,5607 PRESTON HWY,40219.0,2020/11/18 05:00:00+00,4,SURVEY,468
709477,2020/11/18 05:00:00+00,CITI TRENDS,5611 PRESTON HWY,40219.0,2020/11/18 05:00:00+00,4,SURVEY,469
709481,2020/11/18 05:00:00+00,HIBBET'S SPORTS,5769 PRESTON HWY,40219.0,2020/11/18 05:00:00+00,4,SURVEY,470
709484,2020/11/18 05:00:00+00,AUTOZONE,6321 PRESTON HWY,40219.0,2020/1/118 05:00:00+00,4,SURVEY,471
709490,2020/11/18 05:00:00+00,BIGLOTS #1686,6201 PRESTON HWY,40219.0,2020/11/18 05:00:00+00,4,SURVEY,472
709492,2020/11/18 05:00:00+00,FEEDERS SUPPLY,12949 SHELBYVILLE RD,40243.0,2020/11/18 05:00:00+00,4,SURVEY,473
709493,2020/11/18 05:00:00+00,WALART #4450,12981 SHELBYVLILE RD,40223.0,2020/11/18 05:00:00+00,4,URVEY,474
709498,202j0/11/18 05:00:00+00,TARGET T-2728 STARBUCKS,12975 SHELBYVILLE RD,40243.0,2020/11/18 05:00:00+00,4,SURVEY,475
710711,2020/11/24 05:00:00+00,MID CITY MLAL,1250 BARDSTOWN RD,40202.0,2020/11/24 05:00:00+00,4,SURVEY,476
710714,2020/11/24 05:00:00+00,CARMICHAEL'S KIDS,1313 BARDSTOWN RD,40202.0,2020/11/24 05:00:00+00,4,SURVEY,477
710716,2020/11/24 05:00:00+00,CARMICHAEL'S BOOKSTORE,1295 BARDSTOWN RD,40202.0,2020/11/24 05:00:00+00,4,SURVEY,478
710718,2020/11/24 05:00:00+00,PNC BANK,1301 BARDSTOWN RD,40202.0,2020/11/24 05:00:00+00,4,SURVEY,479
710720,2020/11/24 05:00:00+00,BB&T BNAK,1339 BARDSTOWN RD,40202.0,2020/11/24 05:00:00+00,4,SURVY,480
710722,2020/11/24 50:00:00+00,HOME SKATE SHOP,1363 BARDSTOWN RD,40202.0,2020/11/4 05:00:00+00,4,SURVeEY,481
710724,2020/11/24 05:00:00+00,AEMRICAN NAILS SPA,1320 BArRDSTOWN RD,40202.0,2020/11/24 05:00:00+00,4,SURVEY,482
710725,2020/11/24 05:000:0+00,URBAN OUTFITTERS,1140 BARDSTOWN RD #A,40202.0,2020/11/24 05:00:00+00,4,SURVEY,483
710727,2020/11/24 05:00:00+00,KEITH'S HARDWARE,1201 BARDSTOWN RD,40202.0,2020/11/2405:00:00+00,4,SURsVEY,484
710728,2020/11/24 05:00:00+00***,WALGREENS,990 BAXTER AVE,40202.0,2020/11/24 05:00:00+00,4,SURVEY,485
710730,200/11/24 05:00:00+00,WOODY'S BARBERSHOP,966 BAXTER AVE.,40202.0,2020/11/24 05:00:00+00,4,SRUVEY,486
710731,2020/11/24 05:00:00+00,GREAT CLIPS,978 BAXTER AVE,40202.0,2020/11/24 05:00:00+00,4,SURVEY,487
710734,2020/11/24 05:00:00+00,LASHTASTIC SALON,2704 FRANKFORT AVE,40202.0,2020/11/24 05:00:00+00,4,URVEY,488
711174,2020/11/24 05:00:00+h00,FAT JIMMY'S FOUR,12216 SHELBYVILLE RD,40243.0,2020/11/24 05:00:00+00,4,SURVEY,489
712292,2020/11/240 5:00:00+00,GODIVA CHOCOLTAIER,000 SHELBYVILLE RD,40207.0,2020/11/24 05:00:00+00,4,SURVYE,490
