facilitytype,facilitytypedescription,subtype,subtypedescription,permitnumber,premisename,premiseaddress,premisecity,premisestate,premisezip,inspection_area,openingdate,object_id
695,SWIMMING AREA,191.0,SWIMMING POOL,112601.0,KY KINGDOM - CASTAWAY CREEK,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,417.0
695,SWIMMING AREA,191.0,SWIMMING POOL,104232.0,THE EDGE,555 S 4TH ST,LOUISVILLE,KY,40202,24,2019/05/22 00:00:00,418.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112602.0,KY KINGDOM - ADVENTURE RIVER,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,419.0
695,SWIMMING AREA,191.0,SWIMMING POOL,104674.0,THE GRAND OF PROSPECT,9300 CIVIC WAY,PROSPECT,KY,40059,21,2019/08/09 00:00:00,420.0
695,SWIMMING AREA,195.0,WATERSLIDE,112604.0,KY KINGDOM - DEEPWATER DIVE/WAVE RUNNER,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,421.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112605.0,KY KINGDOM - FAMILY WAVE,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,422.0
695,SWIMMING AREA,195.0,WATERSLIDE,112636.0,KY KINGDOM - WIKI WIKI WAI,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,1988/06/07 00:00:00,423.0
695,SWIMMING AREA,199.0,WADING POOL,112637.0,KY KINGDOM - BUCCANEER BEACH,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/28 00:00:00,424.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112638.0,KY KINGDOM - SPLASH ZONE,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/28 00:00:00,425.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112786.0,FAIRFIELD INN & SUITES,653 PHILLIPS LN,LOUISVILLE,KY,40209,23,2021/06/03 00:00:00,426.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112904.0,TANGLEWOOD APARTMENTS,500 BERMUDA LANE,LOUISVILLE,KY,40213,27,2021/06/21 00:00:00,427.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112908.0,UNION AT J-TOWN APARTMENTS,10101 GRAND AVE,LOUISVILLE,KY,40299,22,1988/06/07 00:00:00,428.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112930.0,BEECHER TERRACE,980 W LIBERTY STREET,LOUISVILLE,KY,40203,24,1988/06/07 00:00:00,429.0
695,SWIMMING AREA,199.0,WADING POOL,112931.0,BEECHER TERRACE,980 W LIBERTY ST,LOUISVILLE,KY,40203,24,1988/06/07 00:00:00,430.0
695,SWIMMING AREA,191.0,SWIMMING POOL,113027.0,THE HEMINGWAY,2102 BASS CREEK,LOUISVILLE,KY,40218,28,2021/07/09 00:00:00,431.0
695,SWIMMING AREA,191.0,SWIMMING POOL,113042.0,HOMEWOOD SUITES,130 CENTRAL AVE,LOUISVILLE,KY,40209,28,1988/06/07 00:00:00,432.0
