agency_number(long),agency_name,class_field(long),class_description,statutory_reference,calendar_year(long),monthvalue(long),total_amount
1000.0,DEPARTMENT OF HUMAN SERVICES,372,Juvenile Justice Disburse Fund,,2012,3,$32998.33
1100.0,DEPARTMENT OF HUMAN SERVICES,373,Juvenile Justice Disburs Fund,,2012,3,$0.00
1000.0,DEPARTMENT OF HUMAN SERVICES,374,FY14 Juvenile Justice Disb Fnd,"TITLE 62, SECTION 34.9",2012,3,$0.00
10500.0,DEPARTMENT OF HUMAN SERVICES,375,FY 05 Juvenile Justice Disb Fu,"TITLE 62, SECTION 34.9",2012,3,$0.00
1400.0,DEPARTMENT OF HUMAN SERVICES,376,FY06 Juvenile Justice Disb Fnd,"TITLE 62, SEC. 34.9",2012,3,$0.00
1100.0,DEPARTMENT OF HUMAN SERVICES,377,FY07 Juvenile Justice Disb Fnd,,2012,3,$0.00
1100.0,DEPARTMENT OF HUMAN SERVICES,378,Juvenile Justice Disb Fund,,2012,3,$0.00
1000.0,DEPARTMENT OF HUMAN SERVICES,379,Juvenile Justice Disb Fund,,2012,3,$0.00
1000.0,DEPARTMENT OF HUMAN SERVICES,490,American Recov. & Reinv. Act,"TITLE 62, SEC. 34.9 & 34.48",2012,3,$0.00
5500.0,WATER RESOURCES BOARD,205,Ok Weather Modification Fund,"TITLE 82, SEC. 1087.6 B",2012,3,$0.00
1000.0,WATER RESOURCES BOARD,210,Drillers & Installers Ind.Fund,"TITLE 82, SECTION 1020.16",2012,3,$56025.00
1000.0,WATER RESOURCES BOARD,215,OWRB Revolving Fund,"TITLE 82, SEC 1085.7B",2012,3,$473234.05
83500.0,WATER RESOURCES BOARD,225,Rural Econ Actn Pn Wtr Proj Fd,"TITLE 62, SEC. 2002.1",2012,3,$2067129.95
1000.0,WATER RESOURCES BOARD,230,St Water Devel Revolving Fund,"TITLE 82, SEC. 1085.40 A",2012,3,$0.25
1400.0,WATER RESOURCES BOARD,240,Okla Water Resource Rev Fund,"TITLE 82, SEC. 1085.7",2012,3,$861107.69
700.0,WATER RESOURCES BOARD,245,Well Drlrs & Instlr Reg Fund,"TITLE 82, CH 11, SEC 1020.16",2012,3,$48522.50
1000.0,WATER RESOURCES BOARD,250,Comm Water Infrastr Dev Revolv,TITLE 82 SECTION 1085.7A,2012,3,$711302.30
1000.0,WATER RESOURCES BOARD,340,CMIA Programs Disbursing Fund,"TITLE 62, SEC. 41.21",2012,3,$432780.08
83500.0,WATE RRESOURCES BOARD,400,Fed Funds Admin & Project Fd.,"TITLE 82, SEC. 1085.3 11",2012,3,$273510.93
1000.0,WATER RESOURCES BOARD,410,Federal Water Quality Mgmt,"TITLE 62, SEC 41.8 AND TITLE 82, SEC 934.5",2012,3,$66710.07
1100.0,WATER RESOURCES BOARD,415,Environmental Damage Remediati,TITLE 62 SECTION 7.5,2012,3,$3963284.31
3000.0,WATER RESOURCES BOARD,420,USGS Cooperative Program,"TITLE 82, SEC. 1985.2 11",2012,3,$26132.06
1000.0,WATER RESOURCES BOARD,443,Interagency Reimbursement Fund,"TITLE 74, SEC. 581",2012,3,$0.00
700.0,WATER RESOURCES BOARD,444,Drnking Wtr Trmt Loan Admin Fd,"TITLE 82, SEC. 1085.84A",2012,3,$5218417.40
1200.0,WATER RESOURCES BOARD,445,Fy 2000 Wastewater Facility Co,1999 OKLAHOMA LEGISLATURE,2012,3,$612039.25
700.0,WATER RESOURCES BOARD,471,WRF - Grants,"TITLE 82, SEC. 1085.33 & 1085.39(1)",2012,3,$689003.50
1000.0,WATER RESOURCES BOARD,472,WRF - Const Revolving Loan,"TITLE 82, SEC. 1085.33 & 1085.53(A)",2012,3,$36029495.37
1000.0,WATER RESOURCES BOARD,473,Drinking Wtr Trmt Rev Loan Fd,"TITLE 82,SEC 1085.73",2012,3,$389612.72
1000.0,WATER RESOURCES BOARD,490,CW/DW State Revolving Fd ARRA,,2012,3,$322137.82
1000.0,OKLAHOMA WHEAT COMMISSION,200,Revolving Fund,"TITLE 62, SEC. 155",2012,3,$875548.80
3900.0,WILL ROGERS MEMORIAL COMMISSION,200,W Rogers Memorial Comm Rev Fun,"TITLE 53, SEC. 47.4A",2012,3,$75142.15
700.0,OKLA. TRANSPORTATION AUTHORITY,200,Payroll Transfer Fund,ESTABLISHED TO ACCOMODATE UTILIZATION OF OPM PR,2012,3,$5000.00
