facilitytype,facilitytypedescription,subtype,subtypedescription,permitnumber,premisename,premiseaddress,premisecity,premisestate,premisezip,inspection_area,openingdate,object_id
695,SWIMMING AREA,191.0,SWIMMING POOL,115629.0,WATERSIDE AT RIVERPARK PLACE - UPPER POOL,1515 RIVER SHORE DR,LOUISVILLE,KY,40206,26,2022/06/13 00:00:00,446.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115631.0,WATERSIDE AT RIVERPARK PLACE - LOWER POOL,1515 RIVER SHORE DR,LOUISVILLE,KY,40206,26,2022/06/13 00:00:00,447.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115633.0,BAYMONT INN & SUITES,9400 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,2022/06/08 00:00:00,448.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115637.0,MIDDLETOWN LANDING,700 LANDIS RIDGE DR,LOUISVILLE,KY,40245,25,2022/05/26 00:00:00,449.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115741.0,GLENMARY VILLAGE APARTMENTS,9606 CLUBVIEW DR,FERN CREEK,KY,40291,22,2022/06/23 00:00:00,450.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115824.0,THE IVY APARTMENT HOMES,3300 ALTABROOK DR,LOUISVILLE,KY,40245,25,2022/06/15 00:00:00,451.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115827.0,PROSPECT PARK APARTMENTS,2300 GLEN EAGLE DR,LOUISVILLE,KY,40222,26,2022/06/16 00:00:00,452.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115828.0,MALLARD CROSSING AT ST MATTHEWS PHASE II,400 MALLARD CREEK RD,LOUISVILLE,KY,40207,26,2022/06/15 00:00:00,453.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115829.0,MALLARD CROSSING AT ST MATTHEWS PHASE I,400 MALLARD CREEK RD,LOUISVILLE,KY,40207,26,2022/06/16 00:00:00,454.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115831.0,THE STRATTON,333 WHISPERING BROOK DR,LOUISVILLE,KY,40229,27,1988/06/07 00:00:00,455.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115835.0,MAPLE BROOK APARTMENTS,11507 MAPLE BROOK DR,LOUISVILLE,KY,40241,21,2022/06/14 00:00:00,456.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115836.0,BUTCHERTOWN FLATS - BACK POOL,820 RIVER DELL DR,LOUISVILLE,KY,40206,24,1988/06/07 00:00:00,457.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115837.0,BUTCHERTOWN FLATS - FRONT POOL,850 RIVER DELL DRIVE,LOUISVILLE,KY,40206,24,2022/07/06 00:00:00,458.0
695,SWIMMING AREA,191.0,SWIMMING POOL,116073.0,YUGO LOUISVILLE NINE,1900 S FLOYD ST,LOUISVILLE,KY,40208,24,1988/06/07 00:00:00,459.0
695,SWIMMING AREA,197.0,SPA,116074.0,YUGO LOUISVILLE NINE,1900 S FLOYD ST,LOUISVILLE,KY,40208,24,1988/06/07 00:00:00,460.0
695,SWIMMING AREA,191.0,SWIMMING POOL,116260.0,JEFFERSON LANDING,1014 JEFFERSON VIEW WAY,LOUISVILLE,KY,40219,27,2023/02/01 00:00:00,461.0
695,SWIMMING AREA,191.0,SWIMMING POOL,116330.0,SAWYER EAST END,9910 SHINING WILLOW DR,LOUISVILLE,KY,40241,21,2022/08/08 00:00:00,462.0
695,SWIMMING AREA,197.0,SPA,116444.0,MARTIN ON MAIN,835 E MAIN ST,LOUISVILLE,KY,40206,24,1988/06/07 00:00:00,463.0
695,SWIMMING AREA,191.0,SWIMMING POOL,116445.0,MARTIN ON MAIN,835 E MAIN ST,LOUISVILLE,KY,40206,24,1988/06/07 00:00:00,464.0
695,SWIMMING AREA,191.0,SWIMMING POOL,117123.0,MYRIAD HOTEL,900 BAXTER AVE,LOUISVILLE,KY,40204,24,1988/06/07 00:00:00,465.0
695,SWIMMING AREA,191.0,SWIMMING POOL,117125.0,QUALITY INN & SUITES,311 E GAULBERT AVE,LOUISVILLE,KY,40208,23,1988/06/07 00:00:00,466.0
695,SWIMMING AREA,191.0,SWIMMING POOL,117169.0,HILTON GARDEN INN,400 SHERBURN LANE,LOUISVILLE,KY,40207,26,2022/12/06 00:00:00,467.0
695,SWIMMING AREA,197.0,SPA,117172.0,HAWTHORN SUITES LOUISVILLE EAST,751 CYPRESS STATION DR,LOUISVILLE,KY,40207,26,2022/12/07 00:00:00,468.0
695,SWIMMING AREA,191.0,SWIMMING POOL,117173.0,HAWTHORN SUITES LOUISVILLE EAST,751 CYPRESS STATION DR,LOUISVILLE,KY,40207,26,2022/12/07 00:00:00,469.0
695,SWIMMING AREA,191.0,SWIMMING POOL,117191.0,GOLDFISH SWIM SCHOOL,4196 WESTPORT RD,LOUISVILLE,KY,40207,21,1988/06/07 00:00:00,470.0
695,SWIMMING AREA,191.0,SWIMMING POOL,117247.0,COMFORT INN SW LOUISVILLE,4444 DIXIE HWY,LOUISVILLE,KY,40216,23,1988/06/07 00:00:00,471.0
695,SWIMMING AREA,191.0,SWIMMING POOL,118004.0,THE EDWIN,2814 DE MEL AVE,LOUISVILLE,KY,40214,23,2023/04/06 00:00:00,472.0
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,118018.0,GENESIS HEALTHCLUBS BLAIRWOOD - OUTDOOR,9300 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,2023/04/06 00:00:00,473.0
695,SWIMMING AREA,191.0,SWIMMING POOL,118019.0,GENESIS HEALTHCLUBS BLAIRWOOD - INDOOR,9300 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,2023/04/06 00:00:00,474.0
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,118020.0,GENESIS HEALTHCLUBS BLAIRWOOD - BUBBLE,9300 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,1988/06/07 00:00:00,475.0
695,SWIMMING AREA,199.0,WADING POOL,118021.0,GENESIS HEALTHCLUBS BLAIRWOOD - WADING,9300 BLAIRWOOD,LOUISVILLE,KY,40222,29,1988/06/07 00:00:00,476.0
695,SWIMMING AREA,191.0,SWIMMING POOL,118358.0,COMFORT SUITES AIRPORT,6535 PARAMOUNT PARK DR,LOUISVILLE,KY,40213,27,2003/06/01 00:00:00,477.0
695,SWIMMING AREA,191.0,SWIMMING POOL,118570.0,THE RYE APARTMENTS,9400 HURSTBOURNE PARK BLVD,LOUISVILLE,KY,40220,29,2023/05/12 00:00:00,478.0
695,SWIMMING AREA,191.0,SWIMMING POOL,118793.0,RESERVE AT LINDSAY,2601 LINDSAY AVE,LOUISVILLE,KY,40206,26,2023/05/26 00:00:00,479.0
695,SWIMMING AREA,191.0,SWIMMING POOL,119063.0,THE WHITLEY APTS,2106 BUECHEL BANK RD,LOUISVILLE,KY,40218,27,2023/06/22 00:00:00,480.0
695,SWIMMING AREA,191.0,SWIMMING POOL,119141.0,VENTANA APARTMENTS,5319 RANGELAND RD,LOUISVILLE,KY,40219,27,2023/06/30 00:00:00,481.0
695,SWIMMING AREA,191.0,SWIMMING POOL,119218.0,NEWBERRY PARC APARTMENTS,250 OLDE ENGLISH COURT,LOUISVILLE,KY,40272,23,2023/05/25 00:00:00,482.0
695,SWIMMING AREA,191.0,SWIMMING POOL,119284.0,800 TOWER CITY APTS,800 S 4TH ST,LOUISVILLE,KY,40203,24,2023/07/17 00:00:00,483.0
695,SWIMMING AREA,191.0,SWIMMING POOL,119374.0,THE POINTE AT STONEYBROOK,2405 ARBOR POINTE DR,LOUISVILLE,KY,40220,29,1988/06/07 00:00:00,484.0
695,SWIMMING AREA,191.0,SWIMMING POOL,105080.0,BRISTOL BLUFF APARTMENTS,6015 BRISTAL BLUFF CIR,LOUISVILLE,KY,40299,22,2019/05/31 00:00:00,485.0
