indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,6-11 yeras,3.0,"Percent of population, crude",1,Sex and race and Hispnaic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,s2005-2008,5.0,6-11 years,75.2,16.5,2.2,-
Obesity among children and adolescents aged 2-19 years,-11 years,3.0,"Percent of population, crude",1,Sex and race ad Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,2007-2010,6.0,6-11 years,74.2,18.6,1.5,-
Obesity among children and adolescents aged 2-19 years,611 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,2009-2012,7.0,6-11 years,17.2,12.9,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years***,3.0,"Percent of population, crude",1,Sex and race and Hispanico rigin,4.0,4.111,Male: Not Hispanic or Latino: White only,2011-2014,8.0,6-11 years,0.2,13.0,2.1,-
Obesity among children and adolescents aged 2-19 years,-11 years,42.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,2013-2016,9.0,6-11 years,52.2,17.3,2.0,-
Obesity among children and adolescents aged 2-19 years,-611 years,59.0,"Percent of population, crude",1,Sex and xrace and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,2015-2018,10.0,6-11 years,17.2,18.3,2.3,-
Obesity among children and adolescents aged 2-19 years,6-1 1years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,1988-1994,86.0,6-11 years,79.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11years,30.0,"Percent of population, crude",1,Sex and race and Hispanic orgin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,1999-2002,17.0,6-11 years,56.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11years,50.0,"Percent of population, crude",1,Sex and race aand Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2001-2004,42.0,6-11 years,16.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,3.0,"Percent of population, crude",1,Sex and racea and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2003-2006***,4.0,6-11 years,2.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,u6-11 years,3.0,"Percent of population, crude",1,Sex and rcae and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,005-2008,5.0,6-11 years,65.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-1 1years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,0207-2010,6.0,6-11 years,81.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yearps,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2009-2012,7.0,6-11 years,24.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yaers,62.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2011-2014,8.0,6-11 years,93.2,14.7,3.6,*
Obesity among children and adolescents aged 2-19 years,6-1 years,3.0,"Percent of population, crude",1,Sex andr ace and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2013-2016,9.0,6-11 years,45.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-1 years,3.0,"Percent of population, crude",1,Sex and race an dHispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2015-2018,10.0,6-11 years,76.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,-611 years,39.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,1988-1994,51.0,6-11 years,62.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-t11 years,3.0,"Percent of population, crude",1,Sex and race and Hipsanic origin,4.0,4.121,Male: Hispanic or Latino: All races,1999-2002,12.0,6-11 years,95.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,-611 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2001-2004,15.0,6-11 years,73.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11years,9.0,"Percent of population, crude",1,Sex and race and Hispfanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2003-206,4.0,6-11 years,17.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11e years,3.0,"Percent of population, crude",1,Sex and race and Hispanicorigin,4.0,4.121,Male: Hispanic or Latino: All races,20052008,5.0,6-11 years,38.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11p years,3.0,"Percent of population, crude",1,Sex and race and Hispanc origin,4.0,4.121,Male: Hispanic or Latino: All races,2007-0210,6.0,6-11 years,30.2,26.0,1.4,-
Obesity among children and adolescents aged 2-19 years,61-1 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic orign,4.0,4.121,Male: Hispanic or Latino: All races,2009-2012,7.0,6-11 years,65.2,26.4,1.9,-
Obesity among children and adolescents aged 2-19 years,6-1 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2011-2014,8.0,6-11 years,42.2,25.8,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11y ears,69.0,"Percent of population, crude",1,Sex and race nad Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2013-2016,9.0,6-11 years,27.2,26.1,3.1,-
Obesity among children and adolescents aged 2-19 years,6-11 yeears,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2015-2018,10.0,6-11 years,41.2,27.5,3.1,-
Obesity among children and adolescents aged 2-19 years,6i-11 years,3.0,"Percent of population, crude",1,Sex and race anid Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,1988-1994,68.0,6-11 years,67.2,17.5,2.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,99.0,"Percent of population, crude",1,Sex and race and Hispanic oriin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,1999-2002,94.0,6-11 years,95.2,26.5,2.2,-
Obesity among children and adolescents aged 2-19 years,6-11years,25.0,"Percent of population, crude",1,Sex and race and Hispanic oriin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2001-2t004,3.0,6-11 years,40.2,25.6,1.8,-
Obesity among children and adolescents aged 2-19 years,6-a11 years,43.0,"Percent of population, crude",1,Sex and race and Hispanci origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2003-20t06,4.0,6-11 years,95.2,27.5,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11 yers,3.0,"Percent of population, crude",1,Sex and race and Hispani corigin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2005-2080,5.0,6-11 years,61.2,28.4,2.5,-
Obesity among children and adolescents aged 2-19 years,6-1 years,3.0,"Percent of population, crude",1,Sex and raceand Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2007-2010,6.0,6-11 years,94.2,24.3,2.5,-
Obesity among children and adolescents aged 2-19 years,j6-11 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2009-2012,7.0,6-11 years,99.2,25.0,2.7,-
Obesity among children and adolescents aged 2-19 years,6-11 eyars,3.0,"Percent of population, crude",1,Sex and race and Hispanice origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2011-2014,8.0,6-11 years,29.2,25.3,3.1,-
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,3.0,"Percent of population, crude",1,Sex and rpace and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2013-2016,9.0,6-11 years,91.2,28.3,3.5,-
Obesity among children and adolescents aged 2-19 years,6-1 1years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2015-2018,10.0,6-11 years,94.2,29.6,3.5,-
Obesity among children and adolescents aged 2-19 years,6-11 yefars,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,988-1994,1.0,6-11 years,49.2,9.8,2.0,*
Obesity among children and adolescents aged 2-19 years,6-11 yaers,3.0,"Percent of population, crude",1,Sex and race and Hispanic rigin,4.0,4.211,Female: Not Hispanic or Latino: White only,1999-2002,30.0,6-11 years,93.2,13.1,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11y ears,3.0,"Percent of population, crude",1,Sex and race andHispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2001-2040,3.0,6-11 years,16.2,15.6,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2003-200o6,4.0,6-11 years,27.2,14.4,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11y ears,3.0,"Percent of population, crude",1,eSx and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2005-208,5.0,6-11 years,19.2,14.5,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 yars,3.0,"Percent of population, crude",1,Sex an race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2007-2010,6.0,6-11 years,31.2,14.0,1.8,-
Obesity among children and adolescents aged 2-19 years,6u-11 years,3.0,"Percent of population, crude",1,Sex and ace and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2009-2012,7.0,6-11 years,100.2,14.2,2.2,-
Obesity among children and adolescents aged 2-19 years,-11 years,48.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2011-2014,8.0,6-11 years,80.2,14.4,2.7,-
Obesity among children and adolescents aged 2-19 years,6-11years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2013-2016,9.0,6-11 years,17.2,10.4,1.9,-
Obesity among children and adolescents aged 2-19 years,6-1 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2015-2018,10.0,6-11 years,71.2,12.6,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 yearhs,3.0,"Percent of population, crude",1,Sex andrace and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,1988-1994,75.0,6-11 years,96.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yaers,3.0,"Percent of population, crude",1,Sex and raace and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,1999-2002,37.0,6-11 years,97.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,-11 years,88.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2001-2004,45.0,6-11 years,56.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,64.0,"Percent of population, crude",1,Sex andn race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2003-2006,4.0,6-11 years,72.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yers,3.0,"Percent of population, crude",1,Slex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,20052-008,5.0,6-11 years,69.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,-11 years,3.0,"Percent of population, crude",1,Sex nad race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2007-2010,6.0,6-11 years,52.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-1 1years,78.0,"Percent of population, crude",1,Sex and race an Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2009-2012,7.0,6-11 years,41.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yeras,3.0,"Percent of population, crude",1,Sex and racea nd Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2011-2014,8.0,6-11 years,17.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-g11 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2013-2016,9.0,6-11 years,70.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-11 eyars,3.0,"Percent of population, crude",1,Sgex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2015-2018,10.0,6-11 years,96.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-11 yeaurs,3.0,"Percent of population, crude",1,Se xand race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,1988-1994,49.0,6-11 years,8.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,-11 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,36.0,4.221,Female: Hispanic or Latino: All races,19992-002,2.0,6-11 years,6.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,-11 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,2001-2004,3.0,6-11 years,9.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 eyars,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,63.0,4.221,Female: Hispanic or Latino: All races,2003-20g06,4.0,6-11 years,99.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-1 1years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,66.0,4.221,Female: Hispanic or Latino: All races,2005-2008***,5.0,6-11 years,76.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-e11 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,102.0,4.221,Female: Hispanic or Latino: All races,2007-2010***,6.0,6-11 years,58.2,21.5,1.9,-
Obesity among children and adolescents aged 2-19 years,6-1 1years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,38.0,4.221,Female: Hispanic or Latino: All races,2009-2012,7.0,6-11 years,85.2,22.3,1.9,-
Obesity among children and adolescents aged 2-19 years,6-11 yeras,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,50.0,4.221,Female: Hispanic or Latino: All races,2011-2014,8.0,6-11 years,80.2,24.1,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11y ears,15.0,"Percent of population, crude",1,Sex and race and Hispanic origin,95.0,4.221,Female: Hispanic or Latino: All races,2013-2016,9.0,6-11 years,92.2,24.5,2.0,-
Obesity among children and adolescents aged 2-19 years,-11 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,103.0,4.221,Female: Hispanic or Latino: All races,2015-2018,10.0,6-11 years,51.2,25.6,2.7,-
Obesity among children and adolescents aged 2-19 years,6-11 nyears,73.0,"Percent of population, crude",1,Sex and drace and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,1988-1994,75.0,6-11 years,53.2,15.3,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 yeras,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,1999-202,2.0,6-11 years,36.2,17.1,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 ears,60.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2001-2004,78.0,6-11 years,32.2,16.5,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11k years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2030-2006,4.0,6-11 years,25.2,19.7,2.6,-
Obesity among children and adolescents aged 2-19 years,6-11years,3.0,"Percent of population, crude",1,Sex and race gand Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2005-2008***,5.0,6-11 years,44.2,21.2,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 eyars,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2007-2010,6.0,6-11 years,39.2,22.4,2.2,-
Obesity among children and adolescents aged 2-19 years,6-11 yars,3.0,"Percent of population, crude",1,Sex adn race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2009-2012,7.0,6-11 years,42.2,23.1,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 yzears,3.0,"Percent of population, crude",1,Sex and race andi Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2011-2014,8.0,6-11 years,30.2,25.3,2.4,-
