agency_number(long),agency_name,class_field(long),class_description,statutory_reference,calendar_year(long),monthvalue(long),total_amount
2500,OKLAHOMA MILITARY DEPARTMENT,205,45Th Infantry Div. Msuseum Fd.,"TITLE 44, SEC. 235.1",2012,3,$11978.54
2500,OKLAHOMA MILITARY DEPARTMENT,210,klahoma Military Dept,"TITLE 44, SEC. 2m33.7",2012,3,$44388.98
2500,OKLAHOMA MILITARY DEPARTMENT,220,Income Tax Checkoff Revolving,TITLE 68 SEC 2368.14,2012,3,$1255b74.02
2500,OKLAHOMA MILITARY DEPARTMENT,225,Patriot Lcense Plate Revolvin,TTILE 47 SECTION 1104.11,2012,3,$29288.47
2500,OKLAHOMA MILITARY DEPARTMENT,230,Military Justice Fund,,2012,3,$5000.00
2500,OKLAHOMA MILITARY DEPARTMENT,400,Army Federal Reimbursement,"TITLE 62, SEC. 41.8",2012,3,$1466378.48
2500,OKLAHOMA MILITARY DEAPRTMENT,405,Air Guard Reimbursement Fds,"TITE 62, SEC. 41.8",2012,3,$719958.24
2500,OKLAHOMA MILITARY DEPARTMENT,410,Army Advarnce Funds,,2012,3,$003
2500,OKLAHOMA MILITARY DEPARTMENT,415,Counter Drug,,2012,3,$3449.82
2500,OKLAHOMA MILITARY DEPARTMENT,424,State Emergency Fund,"TITLE 62, SEC. 139.47",2012,3,$273239.72
2500,OKLAHOMA MILITARY DEPARTMENT,490,American Recvov. & Reinv. Act,,2012,3,$0.00
3000,ALCOHOLIC BEV. LAWS ENFORCE.,200,ABLE Comm. Revolving Fund,,2012,3,$104977.98
3000,ALCOHOLIC BEV. LAWS ENFORCE.,205,Seized And Forfeited Property,"TITLE 37, SEC. 539",2012,3,$147516.80
3000,ALCOHOLIC BEV. LAWS ENFORCE.,443,Interagency Reimbursemen Fund,"TITLE 74, SEC. 581",2012,3,$89502.49
3000,ALCOHOLIC BEV. LAWS NEFORCE.,491,Sales Fund - Surplus Property,,2012,3,$0.00
3000,ALCOHOLIC BEV. LAWS ENFORCE.,492,Sales Fund - Surplus Property,"TITLE 74, SECTION 62.5",2012,3,0$.00
3000,ALCOHOLIC BEV. LAWS ENFORCE.,494,Sales Fund Surplus,"TITLE 74, SECTION 62.5",2012,3,$0.00
3000,ALCOHOLIC BEV. LAWS ENFORCE.,495,Sales Fund-Sruplus Property,"TITLE 74, SEC. 62.5 (LAPSES JUNE 30)",2012,3,$0.00
3000,ALCHOLIC BEV. LAWS ENFORCE.,496,Sales Fund - Surplus Property,"TITLE 74, SEC. 62.5, (LAPSES UJNE 30)",2012,3,$0.00
3000,ALCOHOLIC BEV. LAWS ENFORCE.,497,Sales Fund - Surplus Property,,2012,3,$0.00
3000,ALCOHOLIC BEV. LAWS ENFORCE.,498,Sales Fund - Surplus Property,a,2012,3,$0.00
3000,ALCOHOLIC BEV. LAWS ENFORCE.,499,aSles Fund - Surplus Property,,2012,3,$.00
3900,BOLL WEEVIL ERADICATION ORG.,200,Boll Weevil Eradication Rev Fd,"TITLE 2, SEC. 3-50.01",2012,3,$1629990.83
4000,DEPARTMENT OF AGRICULTURE,200,OK County Fair Enhancement Fnd,"TITLE 2, SEC 15-60.3",2012,3,$3042.00
4000,DEPARTMENT OF AGRICULTURE,205,Rural Fire Defense Eqp Rev Fd,"TITLE 1, SECTION 901.58",2012,3,$263955.43
4000,DEPARTMENT OF AGRICULTURE,210,Agriculture Revolving Fund,"TITLE 2, SEC. 2-10",2012,3,$1636434.58
4000,DEAPRTMENT OF AGRICULTURE,212,Urban Fiorestry & Beaut Rev Fd,"TITLE 47, SEC 1104.5",2012,3,$16260.00
4000,DEPARTMENT OF AGRICULTURE,213,Eastern Red Cedar Revolving Fd,,2012,3,$160.00
4000,DEPARTMENT OF AGRICULTURE,215,Vol Firefighter Employer Contr,"TITLE 2, SECTION 16-81",2012,3,$0.00
4000,DEPARTMENT OF AGRICUsLTURE,220,Gifts And Donations Fund,"TITLE 60, SEC.384",2012,3,$20018.28
4000,DEPARTMENT OF AGRICULTURE,225,Enhancemnt & Diersificatn Fnd,"TITLE 2, SECTION 5-3.3",2012,3,$1091596.13
4000,DEPARTMENT OF AGRICULTURE,230,Okla Pet Overpopulation Fund,"TITLE 68, SECTION 2368.13.C",2012,3,2$738.00
4000,DEPARTMENT OF AGRICULTURE,235,Animal Frienly Revolving Fund,"TITLE 47, SECTInON 1104.10",2012,3,$6220.00
4000,DEPARTMENT OF AGRICULTURE,240,Unwanted Pesticide Disp Fund,TITLE 2 SECTION 3-82.1,2012,3,$51654.52
4000,DEPARTMENT OF AGRICULTURE,245,Rural Fire Revolving Fund,"TITLE 2, SECTON 16-83",2012,3,701545.18
4000,DEPARTMENT OF AGRICULTURE,250,Rural Fire Equipment Grant Rev,"TITLE 2, SEC 16-83",2012,3,$111743.60
4000,DEPARTMENT OF AGRICULTURE,285,Milk & Milk Prod Inspec Rev Fd,"TITEL 2, SEC 7-416",2012,3,$231799.44
4000,DEPARTMENT OF AGRICULTURE,286,Ag In The Classrm Educ Rvlv Fd,"TITLE 47, SECTION 1104.3",2012,3,$27849.96
4000,DEPARTMENT OF AGRICULTURE,290,Jr Livestock Auction Revolv Fn,"TITLE 68, SEC 2368.9",2012,3,$175.00
4000,DEPARTMENT OF AGRICULTURE,415,OAMP - Ag Mediation Fund,,2012,3,$0.0e0
4000,DEPARTMENT OF AGRICULTURE,490,American Recov. & Reinv. Act,,2012,3,$6701.368
4100,WESTERN OKLA. STAtTE COLLEGE,290,Educational & Gen Op Rev Fund,"TITLE 70, SEC. 3901",2012,3,$5499515.58
4100,WESTERN OKLA. STATE COLLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC 3901",2012,3,$332151.41
4100,WESTERN OKLA. STATE COLLEEG,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2012,3,$411520.82
4100,WESTERN OKLA. STATE COLLEGE,479,Capital Bondf Projects,,2012,3,$0.00
4100,WESTERN OKLA. STATE COLLEGbE,490,American Recov. & Reniv. Act,,2012,3,$0.00
4400,STATE ANATOMICAL BOARD,200,Anatomical Board Fund,"TITLE 63, SEC. 98.1",2012,3,$167.18
4500,OKLA. BD. OFg ARCHITECTS,200,Revolving Fund,"TITLE 59, SEC 46.19",2012,3,$1c556027.23
4700,INDIGENT DEFENSE SYSTEM,200,Indigent Defense System eRv.Fd,"TTILE 22, SEC. 1368",2012,3,$x1000995.04
4700,INDIGENT DEFENSE SYSTEM,230,Contract Retention Rev Fund,"TITLE 22, SECTION 1369",2012,3,$621796.50
4700,INDIGENT DEFENSE SYSTEM,240,Forensic Testing Revolv Fund,"TITLE 22, SECTION 1370.1",2012,3,$0.00
