facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
695,SWIMMING AREA,199.0,SWIMMING POOL,96652.0,HYATT PLACE LOUISVILLE EAST,701 S HURSTBOURNE PARKWAY,LOUISVILLE,KY,40222,29,2015/06/16 00:00:00,13.0
695,SWIMMING AREA,191.0,SPA,36003.0,BROOKSIDE APARTMENTS,8117 COOPER CREEK DR,LOUISVILLE,KY,40222,29,2015/06/15 00:00:00,15.0
695,SWIMMING AREA,199.0,SWIMMING POOL,96775.0,MEADOWS APARTMENT HOMES,2204 DEERCROSS DR,LOUISVILLE,KY,40222,29,2015/07/31 00:00:00,10.0
695,SWIMMING AREA,197.0,SWIMMING POOL,42375.0,OXMOOR APARTMENT HOMES,7400 STEEPLE CREST CIRCLE,LOUISVILLE,KY,40222,26,2015/07/06 00:00:00,40.0
695,SWIMMING AREA,199.0,SWIMMING POOL,29748.0,JAMESTOWN APARTMENTS,902 MARKHAM LANE,LOUISVILLE,KY,40207,28,2015/08/14 00:00:00,1.0
695,SWIMMING AREA,197.0,WADING POOL,29738.0,JAMESTOWN APARTMENTS,902 MARKHAM LANE,LOUISVILLE,KY,40207,28,1988/06/07 00:00:00,2.0
695,SWIMMING AREA,191.0,SWIMMING / DIVING POOL,78380.0,JEFFERSON POST APARTMENTS,7111 JEFFERSON RUN DR,LOUISVILLE,KY,40219,27,1988/06/07 00:00:00,7.0
695,SWIMMING AREA,199.0,SWIMMING POOL,97048.0,SARATOGA WOODS,4310 SARATOGA WOODS DR,JEFFERSONTOWN,KY,40299,22,2015/06/16 00:00:00,19.0
695,SWIMMING AREA,192.0,SWIMMING POOL,97049.0,SARATOGA WOODS,4310 SARATOGA WOODS DR,LOUISVILLE,KY,40299,22,2015/07/13 00:00:00,8.0
695,SWIMMING AREA,199.0,SWIMMING POOL,97064.0,COURTYARD BY MARRIOTT,100 S. 2ND ST.,LOUISVILLE,KY,40202,28,2015/08/24 00:00:00,10.0
695,SWIMMING AREA,191.0,SWIMMING / DIVING POOL,97088.0,HILTON GARDEN INN,1530 ALLIANT AVE,JEFFERSONTOWN,KY,40299,22,2015/05/13 00:00:00,3.0
695,SWIMMING AREA,191.0,WADING POOL,97165.0,THE RETREAT AT LOUISVILLE,1000 MANOR PARK DR,LOUISVILLE,KY,40208,23,2015/07/22 00:00:00,10.0
695,SWIMMING AREA,249.0,SWIMMING POOL,33311.0,KENDAL ON TAYLORSVILLE,4004 KEIGHLEY PARK LANE,JEFFERSONTOWN,KY,40299,22,2015/09/23 00:00:00,3.0
695,SWIMMING AREA,284.0,SWIMMING POOL,97530.0,WOODRIDGE LAKE,5110 WOODRIDGE LAKE BLVD,LOUISVILLE,KY,40229,23,2015/05/11 00:00:00,21.0
695,SWIMMING AREA,199.0,SWIMMING POOL,97623.0,DRURY INN & SUITES,9597 BROWNSBORO RD,LOUISVILLE,KY,40241,21,2016/02/29 00:00:00,4.0
695,SWIMMING AREA,197.0,SWIMMING POOL,97624.0,DRURY INN & SUITES,9597 BROWNSBORO RD,LOUISVILLE,KY,40241,21,2016/02/01 00:00:00,11.0
695,SWIMMING AREA,197.0,SWIMMING POOL,77694.0,UNIVERSITY POINTE,2108 UNITY DRIVE,LOUISVILLE,KY,40208,23,2016/08/23 00:00:00,8.0
695,SWIMMING AREA,191.0,SaWIMMING POOL,90715.0,UNIVERSITY POINTE,2108 UNITY PLACE,LOUISVILLE,KY,40208,23,2016/08/23 00:00:00,22.0
695,SWIMMING AREA,191.0,SWIMMhING POOL,90715.0,GERMANTOWN MILLS LOFT,946 GOSS AVE UNIT 5105,LOUISVILLE,KY,40217,28,2016/05/18 00:00:00,2.0
695,SWIMMING AREA,194.0,SWIMMING POOL,33311.0,HAMPTON INN & HOME2 SUITES,1150 FOREST BRIDGE RD,LOUISVILLE,KY,40223,25,1988/06/07 00:00:00,140.0
695,SWIMMING AREA,191.0,SWhIMMING POOL,33308.0,SPRINGHOUSE,8400 TAPESTRY CIRCLE,LOUISVILLE,KY,40222,26,2016/11/11 00:00:00,141.0
695,SWIMMING AREA,198.0,SPLASH PAD,77694.0,BROAD RUN PARK CLIFFSIDE SPRAY,10751 BROAD RUN PARKWAY,FERN CREEK,KY,40291,22,1988/06/07 00:00:00,22.0
695,SWIMMING AREA,191.0,SWIMMING POOmL,50781.0,THE GARDENS OF EASTERN PARKWAY,1267 PARKWAY GARDEN CT,LOUISVILLE,KY,40204,28,1994/05/26 00:00:00,143.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29379.0,FOUR SEASONS APT,8010 SUMMERFIELD CIR,LOUISVILLE,KY,40220,29,1988/06/07 00:00:00,144.0
695,SWIMMING AREA,191.0,SWIMMINxG POOL,79206.0,YMCA NORTHEAST-OUTDOOR POOL,9400 MILL BROOK RD,LOUISVILLE,KY,40223,25,2007/10/18 00:00:00,145.0
695,SWIMMING AREA,198.0,SPLASH PAD,79311.0,YMCA NORTHEAST,9400 MILL BROOK RD,LOUISVILLE,KY,40223,25,2007/11/01 00:00:00,146.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29162.0,LAKE FOREST - THE LODGE,511 WOODLAKE DR,LOUISVILLE,KY,40245,25,1988/06/06 00:00:00,147.0
695,SWIMMING AREA,191.0,SIWMMING POOL,51331.0,DORSEY HILLS CONDOMINIUM,10601 MCMEEKIN LN,LOUISVILLE,KY,40223,25,1994/08/04 00:00:00,148.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29387.0,GALT HOUSE,140 N. 4TH ST.,LOUISVILLE,KY,40202,24,1988/06/07 00:00:00,149.0
695,SWIMMING AREA,191.0,SWIMMING POOL,98992.0,FAIRFIELD INN AND SUITES,1220 KENTUCKY MILLS DR,LOUISVILLE,KY,40299,22,1988/06/07 00:00:00,150.0
695,SWIMMING AREA,191.0,SWIMMING OOL,29167.0,AMBASSADOR EAST CONDO,1612 GARDINER LN,LOUISVILLE,KY,40205,28,1988/06/06 00:00:00,151.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29389.0,GARDEN COURT CONDOMINIUM,2505 BROWNSBORO RD.,LOUISVILLE,KY,40206,24,1997/05/09 00:00:00,152.0
695,SWIMMING AREA,216.0,SWIMMING POOL,80004.0,LAKEVIEW CONDOS EAST,1935 GARDINER LN,LOUISVILLE,KY,40205,28,2008/02/29 00:00:00,153.0
695,SWIMMING AREA,191.0,SWIMMING POOL,99125.0,MAIN & CLAY APARTMENTS,633 E MAIN ST.,LOUISVILLE,KY,40202,28,2018/07/27 00:00:00,154.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29168.0,LAKESIDE SWIM CLUB,2010 TREVILLIAN WAY,LOUISVILLE,KY,40205,28,1988/06/06 00:00:00,155.0
695,SWIMMING AREA,220.0,SWIMMING POOL,51429.0,HARBORTOWN CONDOMINIUMS,5401 HARBORTOWN RD,PROSPECT,KY,40059,21,1994/08/17 00:00:00,156.0
695,SWIMMING AREA,191.0,SWIMMIhNG POOL,29390.0,GASLITE SQUARE CONDOS,4851 SHERBURN LN.,LOUISVILLE,KY,40207,26,1988/06/07 00:00:00,157.0
695,SWIMMING AREA,252.0,SWIMMING POOL,80012.0,IVY RIDGE,4411 IVY CREST CIR,LOUISVILLE,KY,40241,21,2008/02/29 00:00:00,158.0
695,SWIMMING AREA,191.0,SWIMMING POOL,99201.0,SPRINGS AT HURSTBOURNE,9202 BUNSEN PARK DR,LOUISVILLE,KY,40220,29,2016/09/22 00:00:00,159.0
695,SWIMMING AREA,247.0,SWIMMING POOL,29174.0,LAKEVIEW CONDOS WEST,1815 GARDINER LN,LOUISVILLE,KY,40205,28,1994/08/08 00:00:00,160.0
695,SWIMMING AREA,191.0,SWnIMMING POOL,51464.0,HURSTBOURNE RIDGE CONDO,3701 HURSTBOURNE RIDGE PKWY,LOUISVILLE,KY,40299,22,1994/08/23 00:00:00,161.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29391.0,THE WILLOWS OF PLAINVIEW,9800 WILLOW BROOK CIRCLE,LOUISVILLE,KY,40223,25,1988/06/07 00:00:00,162.0
